Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
00:00,569.1221884498481,709.090395480226,261.66307323750857,438.24,334.0704514363885,682.0872053872054,753.4790802864682,261.03118201595356,671.5803534730785,344.53011404133997,312.7467420703221,332.12070545121395,336.6915089986156,295.64668203945683,820.7961769282063,253.2719845194582,966.7943654555029,1039.0204436711613,1308.0201488473408,871.4493029150824,227.30940279542565,240.52294018736487,297.9293776201225,1082.6994890849976,224.0920892494929,271.69703745109,182.27003049625728,286.43412221829743,413.4230406043437,357.9657794676806,209.0721701696632,303.2403100775194
00:10,585.118700667881,719.1068759342302,264.73897435897436,450.89652064178836,333.3144611186903,692.3494966442953,749.8637053910403,268.3825536062378,685.6772595955428,336.30347284060554,313.6909671084929,336.08464163822526,341.1135996305703,301.1282970550576,817.0547340542927,254.24052718286654,964.789072760704,1053.5994293239685,1303.954968094804,865.6306853909034,224.8797848782031,248.34059133623654,300.1058218076552,1072.6106691623772,232.81171717171716,271.5406390134529,183.21847098214286,284.47707074297904,407.9593956562795,367.9014683153014,211.7216386554622,308.6991341991342
00:20,604.1288848263254,734.0184210526315,263.8467866323907,468.2248062015504,331.93688989784334,686.4052966811935,743.4570774513544,266.0183530548177,647.6606587942822,337.62264486313546,310.58043694141014,322.61337946943485,338.8942731277533,301.7791082802548,797.9951531174268,252.40420510620038,965.6680661243768,1034.5034013605443,1271.3767643865365,861.4658201058201,207.32569974554707,254.09504716981132,299.06099935107073,1055.5556076959174,236.30209171359613,273.9114819004525,190.60690235690237,289.83970276008495,407.5039619651347,360.9313801079414,221.02900378310216,301.77495621716287
00:30,610.8265492102065,745.1162701458173,265.50509235283965,475.5734442836469,330.8060522696011,690.0503038487509,750.483244478294,272.45515587529974,646.8416804635762,330.07923104563423,315.0608308605341,318.70491040260646,341.89241092086996,299.35488837567357,814.6746400885936,253.37684833122094,973.8206478799052,1022.0664036817883,1272.7202898550725,856.4831272269964,214.01845957988542,252.4845650140318,303.2317512274959,1053.6437514764941,232.4966013594562,275.63730715287517,189.44806629834255,292.24670231729056,410.25158831003813,362.3296153846154,224.40239857106405,304.52433628318585
00:40,619.418725221104,743.4870820668693,265.6393583994481,478.4037278320666,330.8726941471191,682.3808163950949,745.7847299813781,269.58839177750906,651.5303878863307,332.69490321434915,318.4443895205141,319.0042623727208,345.2807665666128,306.0510518214469,793.2099691221879,251.0477277443453,959.3105360443623,1038.365746824354,1261.5185853482496,850.2215333746642,207.7136994949495,256.99776386404295,305.435107073329,1031.9116060961312,227.24919093851133,267.2669645350461,189.52578475336324,288.94013460857246,401.9159263959391,369.79065276168404,218.86389111289031,309.4182948490231
00:50,612.3479975728155,736.0116760828626,266.1618386816999,479.9856858126472,328.60059510185397,688.4466543064217,747.4677777777778,277.48806682577566,660.0980066445183,329.2583482944345,316.4830403565239,323.26511738202515,344.7128758319945,309.962962962963,809.4456280514869,251.57000424268136,954.2451732345941,1039.8341763800308,1262.8649331888769,852.4692196829319,212.89133858267718,255.7086092715232,305.0016123831022,1039.1320037986704,227.02204081632652,270.22140638237784,190.50354207990932,291.20353982300884,406.9428026692088,372.71846934791097,222.78265204386838,309.50775365529466
01:00,618.7494704992436,739.1645087585682,268.2364013123813,480.2267483777938,329.26151390788874,687.649730820996,749.7817913748618,272.8497447118891,657.9065226422933,336.548255710997,320.4276559033769,315.85887384176766,342.52502883506344,305.71867734435546,804.7695019832526,254.51659884343542,966.9002356637864,1032.9940620189136,1262.3837731107521,849.442988741044,206.01071878940732,251.461874138723,306.75950999355257,1042.499882325253,224.22108704536166,269.0038514442916,190.02323628219486,292.8898245614035,407.6194577352472,373.09087317265903,223.39103554868623,310.3921393479232
01:10,606.3343419062027,742.6880093131548,268.1590474535025,479.5580721145135,328.1403148528405,689.4134323320958,749.8672244452529,271.00312199807877,661.2880098887515,342.4821743734557,322.3943697060289,320.22120141342754,341.88613172541744,307.28319958581415,815.5628196575494,253.695537480765,966.7110176176702,1038.072838964458,1278.1448412698412,863.7706797706797,208.65791139240505,260.10259856630825,304.7250159134309,1044.6771028037383,236.78299959133633,266.7674801206471,190.42076352650372,293.6912491178546,410.05748961992975,374.98057097541636,221.18193786203264,314.91448825875057
01:20,617.3597690671528,736.0866202629544,265.68987560469935,481.034664246824,330.23718244803695,687.0131136516476,728.8616236162362,272.140862322391,653.1351966873706,338.8562137458253,319.0624845028515,322.8171632896305,341.1751858736059,307.9572825527535,807.4940808577172,252.58181007579134,964.330803454593,1039.4819514329467,1269.160533910534,847.5442315532001,208.41096324461344,257.1510405012307,305.0047984644914,1036.4076061595892,223.7672131147541,265.10741758241755,193.5932919954904,293.423197492163,404.1349282296651,374.1142857142857,221.8213432439607,315.32200357781755
01:30,619.7998781602194,746.0762910798122,266.67031630170317,481.7415893798873,332.4921622867681,687.9555066824564,742.3162330524001,272.12080212611744,658.2620575450218,342.4139387539599,327.15476784822766,324.32234784700506,343.46344285053215,316.0848765432099,811.8550177619893,252.75077951002228,974.7431794333683,1041.084864391951,1281.0439262472885,862.4152559657352,207.0727617842455,258.91622222222225,304.69386464263124,1035.665193113076,237.75427872860635,266.1684210526316,189.60623781676412,298.5801202688362,408.8810361368724,373.5613246116108,221.2407208176439,318.05064993276557
