Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
00:00,377.49442646530025,552.7218468468468,794.8527250459277,705.6594333936106,436.62301101591186,567.5597667638484,238.29016424391165,134.25869660942317,217.51720722951225,461.16918138041734,343.55286578853685,480.06752707997236,220.0814968814969,1016.4172921044732,291.094304388422,166.6654102638446,186.94289340101523,122.53175542406312,325.496316141996,400.89702602230483,201.17529880478088,1228.3150144622666,355.9929022082019,324.15769439913,557.1509691509691,292.17979002624674,359.99186189889025,243.65297202797203,428.17663247435576,340.1191849288735,1016.6634553628774,353.4788888888889,961.296287593985,1028.1117397454032,1006.2245773403987,220.6053536345776,865.3459810284573,257.4833442194644,988.3281031101149,691.7275541795666,760.517750373692,228.99221238938054,289.5095238095238,692.624902318312,123.1871535702641,186.47127360385696
00:10,398.146110056926,561.2242833052277,775.965778316172,675.1920768307323,451.13409183258835,548.6733797143903,231.29646926956846,131.85252263906855,223.06439674315322,460.655879525793,348.11649782923297,491.11982982746395,230.70232172470978,935.8153289076645,304.6803546430238,174.32866090068595,188.4537750385208,132.93545908567037,324.7135854341737,395.7371747211896,188.8470588235294,1147.6221642764015,345.1388101983003,323.1874657909141,556.2470426409903,296.29877656149387,331.72389905987137,234.6713164777681,410.7262204328133,325.7747782491323,1019.7806188225182,314.35563025210087,918.9772837119382,913.6210489140032,1006.7654731457801,210.5910941475827,796.7832450164017,257.68897637795277,883.2762169680111,669.714491362764,734.4594341390294,232.89363215937388,299.28505309011706,698.8564974754186,132.1484828921885,198.71977611940298
00:20,404.86032233307753,564.1700564971751,781.3466304019341,668.9277108433735,446.9554556599918,538.6754894851341,231.44137273593898,133.58904109589042,224.58630418055913,460.999036918138,341.092,484.649787032655,239.6802834514381,926.6856972940826,297.8306754221388,178.13212048911421,187.3897021706209,127.81485895907826,326.88125,390.6741405082212,198.20553539019963,1112.2967893500393,343.7986279257466,313.9579945799458,549.2277747101049,296.7195666029318,324.0339781746032,231.67120904610033,405.3064475347661,316.9086294416244,1008.5671932482147,400.1984410522897,914.5844155844156,890.1692934301399,1000.1360123647604,208.76879505664263,768.7147843430566,258.263811703171,850.2515218594356,655.0734408861065,735.0471007693751,235.25623663578048,300.86922240348014,684.7240394600208,136.0217039196631,201.10526315789474
00:30,394.3663544668588,570.1336353340884,780.1393591293834,659.0558252427185,445.57948508377604,539.7162554426706,228.84257566524477,132.66673755848575,223.9294774226281,459.638304652645,342.57085561497325,488.20037585153864,237.2496894409938,957.3354759718396,308.4337068160598,178.71432862721537,187.95052282580974,130.24594701463027,329.6442477876106,403.2147102526003,207.75691997986914,1157.2711099309613,340.84252597921665,317.3199449793673,549.8884002199011,301.6808375634518,323.31051587301585,230.05777126099707,402.72232074993667,320.92139225655063,1014.2406405539926,328.3848845346396,908.6897392152084,880.8752669039146,1004.2187740446268,211.06068332483426,769.0992003998001,256.7122395833333,855.966219988833,656.4493487698987,733.1913974455297,235.43821022727272,301.68967391304346,694.6997145081755,135.05187601957584,198.5689781021898
00:40,394.1899807321773,565.1837196156021,776.2547112462006,652.7219512195122,452.12600969305333,533.2634447674419,223.02732240437157,131.7220679342021,224.20310478654594,476.27549081697276,342.81893964654887,481.1708935766769,245.7611570247934,955.8751147842057,310.69925857275257,177.39005392450568,186.27249022164276,132.09508460918613,329.6092809068367,397.8512705530643,209.22084367245657,1113.274155538099,341.0736965895727,313.5381471389646,541.3146253801493,295.9332048811818,319.186428038777,228.62703342206447,399.76427302715047,319.53870211102424,1002.0787367510275,330.95208333333335,886.7841075794621,872.8947743891564,999.8834800621439,217.8817233809001,756.7983067729084,257.34818211595154,847.7259154929577,649.5483636363637,736.4563286454478,234.6539978486913,300.0403271291596,701.2701359832636,135.21316714605305,198.63799283154123
00:50,403.7130833970926,559.4796149490373,780.2909923664122,656.7575757575758,447.3567718737515,537.9665576154126,229.29791747011183,130.3834909716251,226.94251437140716,473.8375474083439,350.3043787824849,496.95603075444495,244.20339685169841,951.0701118162586,315.37517369152386,175.78634028407373,186.99464954521133,137.55014326647566,329.4070988772184,402.80475129918335,209.2801595214357,1087.9282171756722,336.44555245313126,318.98256605829476,546.8377703826955,296.5727908455181,322.27320359281435,229.98300615294463,399.1271896420411,321.99073716711695,994.5774828767123,323.1283582089552,915.1952346219305,877.9672888888889,995.9606076210092,211.56941598360655,752.5278385606613,258.0991896272285,855.7924528301887,652.0771836438422,722.659793814433,238.05232974910393,300.934014356709,696.2230385725532,138.41416376857413,200.33480662983425
01:00,400.47567981616237,560.7887323943662,786.3447440169646,670.4421768707483,457.33266693322673,538.8931047063115,224.73130034522438,134.5188436830835,224.82684091480272,467.7869327325394,346.3950451958487,498.80900985452837,236.14262023217248,1001.4891611687087,305.61335841956725,179.8335845643654,188.53561253561253,135.4287919722115,318.0949344668792,397.12841632347437,209.61473369835738,1125.666578037756,336.6479902557856,322.1550094517958,550.4052341597796,300.5702583490863,326.7634061569017,231.4903621495327,405.67343829355,323.9766355140187,979.9614729672201,345.54135338345867,912.9966118102614,910.453108348135,993.8255033557047,211.79806259314455,776.8194478377718,256.79336153595835,855.0518748237947,675.4839328537171,730.7403483569761,237.0079079798706,291.19003854135786,685.0462337662337,138.6466361854997,201.98675747256905
01:10,404.1417565485362,547.8192026951151,786.2777946999695,693.6756425948593,434.46269873624135,537.3059294288832,231.51511042231692,134.6038689821939,224.0355589664876,474.55926278995867,353.25559566787,486.12702512326837,243.8781094527363,976.9394122993033,319.07364520611395,178.03697131026323,188.73651290070367,133.0121951219512,324.74720519293186,405.40579710144925,209.72491263105343,1083.7668115571464,337.459912245712,315.3571035242291,534.8166070937586,295.4275,323.91245958716735,225.11165893271462,404.06737859140605,324.46687330492057,997.2660413557877,338.6438609467456,874.0623477837311,885.8127233738385,1012.2533231083845,214.966273649575,746.6093453510437,261.74368114063515,848.6416450963475,647.1576165305141,738.4464924838941,235.85142445005408,290.4384659416142,680.4099568199136,140.04663023679416,202.57889087656528
01:20,398.0587106676899,543.6416152551878,785.2446548564448,686.7394752898109,440.73308733087333,537.0446298984035,223.35781944712932,131.95901814300962,223.63350253807107,472.0767279644895,355.02947368421053,489.54259776536315,243.53426395939087,966.9786594529606,299.85694635488306,172.42678571428573,187.2455862977602,134.28012519561815,324.99893955461295,407.6600966902194,210.51551551551552,1057.8800818205063,330.0231895850285,314.89204859193813,537.6844727373374,298.28360957642724,326.0339781746032,227.2849275362319,404.88654286441107,323.67602339181286,987.768416596105,356.54830287206266,883.4011244194573,884.2967833659144,997.3754848719938,214.89381017881706,767.078773006135,262.99191723246037,826.7818489289741,652.5163523513966,751.4579960424537,229.20561429092234,289.34809027777777,683.5543118799287,140.18870014771048,202.16717210007582
01:30,403.59415833973867,571.0250855188142,775.8790839694657,685.2732843137255,452.48438133874237,543.526620789569,226.30013484877674,133.99809926082366,226.36706602090237,475.97622820919173,349.2063857801185,487.014012143858,242.5295597484277,958.8585828639193,308.9000456412597,177.71372901678657,191.09745322245323,146.01432664756447,323.61833391425586,400.87861706125517,209.9554331497246,1108.2179487179487,332.37003539127016,327.8201997780244,555.0361978447085,297.813707165109,327.9846534653465,235.56602675974403,410.5305915206905,318.5048206710374,1003.9518275934925,356.94246473645137,887.0639180287875,897.8730413105413,993.8223650385604,214.2672998643148,784.7237259205071,260.12367149758455,837.1186681844052,689.369384359401,761.8009149130833,230.85537340619308,299.8467974610502,709.9360587002096,135.3673597983617,201.73404634581104
