Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
00:00,9.710816062176166,5.777297964219618,5.215120810600156,4.630238555770471,11.93587521663778,14.150224618149146,22.2981078186362,10.315971223021583,10.783828382838283,13.305182341650672,10.80267753201397,23.947333772218563,22.868965517241378,7.025498007968127,16.33955895589559,4.7969853980216675,18.011478546050835,11.434220532319392,5.871638924455826,17.073897743738357,6.490011750881316,9.26086956521739,11.394446422214312,11.153221957040573
00:10,10.16765532313456,5.89086859688196,5.528199144301828,4.749020887728459,12.382682409930366,14.18204010462075,23.07399501956599,10.898563471122838,10.730913642052565,15.542410714285714,11.49025069637883,24.116268788682582,23.06647634584013,7.298023715415019,15.600646488392595,4.973671379814725,18.152298069078054,7.708534001155846,6.139042657114946,17.242509518291673,7.064068497195158,9.496598639455783,11.593214285714286,10.935361216730039
00:20,10.092260898952349,5.98804440649018,5.249902229174814,4.736030167980802,12.544296467863347,17.54199173932997,23.85089605734767,11.402170108505425,10.958453311394488,16.778270509977826,10.62193032552827,24.48561872909699,23.834923268353382,7.6236905721192585,15.876900149031297,4.903381642512077,18.504780114722752,14.840336134453782,6.329527434189661,17.848887465983672,6.963338301043219,9.800328099367237,11.994584837545126,11.398752399232245
00:30,9.46783058519237,5.54185303514377,4.762765121759623,4.079156584860007,12.929723151810162,16.341613541437678,24.166965888689408,10.167348329925018,10.241365298659082,14.496232102486813,10.098820887142056,23.93793103448276,22.745812395309883,6.746190858059342,14.437386569872958,5.048539114043355,17.40661425860667,10.697337042925279,5.364167478091529,16.851038575667655,6.321524263173564,9.14299109235818,11.305164319248826,10.128798842257599
00:40,10.118839675608234,5.873784355179704,4.874556213017751,4.466865473823725,12.724549067563435,17.323788546255507,24.00606709493219,10.72449318710535,10.99959935897436,14.545794392523364,10.214150347441567,25.048039882166325,23.173567544960267,7.391870560378847,15.215361445783133,5.183071802187351,18.012278308321964,11.097410358565737,5.585291113381001,17.066466466466466,7.409864536297325,9.371765249537892,11.385036496350365,10.337931034482759
00:50,9.568079350766457,5.63838174273859,5.024734982332156,4.087828947368421,12.467361323935028,14.372044140830267,23.930739021777935,10.468256752016837,10.794543199669285,16.161194029850748,10.153894080996885,22.90595399188092,23.475451112043643,7.608402695204122,15.134189031505251,4.844983357108892,17.722584147665582,10.981657048639736,5.4128800261523375,16.23181257706535,6.448793407886992,8.855507213189833,11.376858904606456,10.580975609756097
01:00,9.891223733003708,6.565976008724101,5.812817506838609,5.039400846629762,13.105504587155963,18.75213084542732,24.639211545230552,11.44873842222932,11.11795918367347,17.24943820224719,10.363323500491642,23.63925027563396,24.19983277591973,8.378526645768025,16.41345029239766,5.650637880274779,18.743956043956043,12.32275350370981,6.343140390150304,17.24466174416284,7.271906841339156,9.929332715477294,11.806666666666667,11.3515625
01:10,10.183471601786854,6.358536050843743,5.820931157978512,4.861111111111111,14.049725442342892,15.78158379373849,24.583866382373845,12.245039682539682,11.756779307467667,17.197997775305897,10.812887236679058,25.591574678981754,24.055371900826447,8.75,16.768325791855204,6.1681985294117645,18.342166195009003,12.413026521060843,6.116402116402116,17.54442681475605,7.466863905325444,9.917203311867524,12.071192660550459,11.61865234375
01:20,10.288723266364226,6.473127380448583,6.055599369085174,4.795964855190368,15.02729754322111,19.300342075256555,26.415795167688422,12.157894736842104,12.008163265306122,17.495535714285715,11.27377521613833,25.509896536212327,24.320951585976626,8.949326999208234,16.56111111111111,6.47378277153558,19.01943319838057,12.442859933580777,6.1830170472820845,17.34046381447421,7.419516509433962,10.007897793263647,12.189655172413794,12.651325662831416
01:30,10.340901028733594,6.5271317829457365,5.773333333333333,4.774307791371539,14.565386922615478,19.160149847810818,24.814867256637168,12.508649367930804,11.572577402492964,17.38727076591154,10.647971360381861,27.237092842898292,24.547240802675585,8.627006280530356,16.794487717195924,6.344762799436355,19.332142857142856,11.442256042972247,6.172541743970315,17.671647660243806,7.217080834047415,9.863334097684017,12.133482475764355,12.21513353115727
