Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
00:00,16.94215719632528,88.32189392549091,27.2292817679558,45.07187810533289,35.933569816188324,33.30333951762523,111.69107091587712,201.39427516158818,70.63459092835947,181.0510728316712,148.3150495505877,85.12217424434849,166.945,43.62199747155499,57.49545454545454,55.9144385026738,165.90750335828056,87.94322482967449,171.338199513382,221.96836830566866,213.25804721030042,192.26638894979172,57.211711711711715,204.54598825831704,78.07312106627175,54.69597907813011,220.47381275440978,250.58994901675163,93.2011059371362,71.06446684998473,85.29332042594385,73.04246832473018,134.00210779885577,142.61519540858157,58.99021864211738,62.59044585987261,64.67277070063695,93.1416060806345,141.13389863932164,43.03750822548805,83.73851148851149,20.536405005688284,206.17074861367837,163.9659454374412,32.74248265227448,121.06039325842697,93.47454625940682
00:10,15.348784440842788,81.9429849077697,28.953586497890296,43.307868852459016,32.96853262669758,33.579522184300345,114.29783599088839,184.29262926292628,69.28171122994652,172.35928877988962,152.67832824606714,85.35675675675675,168.02080783353733,42.648226351351354,57.86047164514318,54.78325898714248,159.0056212444272,87.45001210360688,168.64153005464482,230.95847971893963,210.35668103448276,196.18459845984597,47.0149790293589,208.91895085066162,79.54080908445707,54.092508340915984,199.6903153153153,248.14961794429382,93.85132032146957,74.98271752085816,87.79543222003929,78.3807915057915,127.84030534351145,143.6466227347611,60.01571290009699,71.93311582381729,66.50946403666069,98.86430921052632,150.39568060233802,45.99890877346137,86.84053651266765,22.077842075788688,202.655067725362,166.63662239089183,37.851567301782424,125.05870093782563,97.88389169343736
00:20,18.331985294117647,79.38796109377867,28.21625,45.57844112769486,34.649226719315564,34.34920634920635,115.58703170028818,203.93406593406593,71.52933450087566,179.21888412017168,153.185318621932,87.9515588765782,172.42043830395426,40.48904006046863,53.38279932546374,54.5826958586125,165.8602954927997,90.18608695652173,172.38549307253464,231.44185303514377,212.77381916329284,189.65528781793842,50.736086175942546,205.90037735849057,76.6961447103965,57.26031553398058,226.4068306010929,251.81569644119728,90.87872467222884,70.73941176470588,87.88369781312127,75.70254545454546,129.77542108546476,143.4887381275441,61.04965224111283,64.18693768743752,67.66547477155343,95.2234664070107,156.5490491432875,49.44086956521739,91.18136020151134,21.65829613095238,201.10666045645087,165.5975448536355,31.903519566822546,118.91187739463602,93.75516621743037
00:30,18.101127434233003,83.0061751497006,30.503384094754654,47.11239669421487,33.44473090557525,35.201219512195124,113.09013120365088,196.87878787878788,70.47600685518424,183.8804347826087,151.37326776933392,86.04025477707006,167.62530295685895,43.88897545773276,56.6935949221004,54.32773564463705,163.07977207977208,87.48705334023822,175.08524590163935,229.43008408595452,214.17045758629916,197.73805855161788,51.664259927797836,207.5935499753816,77.02774869109948,51.9983514671942,221.5888738127544,251.09031476997578,88.67056416252558,70.45243902439024,85.32931924305726,74.66690223792698,130.28124031007752,142.3216311099109,59.41880341880342,73.96545914069081,67.98749231084683,99.26776606596395,151.8627218934911,51.00218102508179,85.43874715837333,22.601140684410648,202.0212525435225,173.72199325590108,32.681171548117156,121.40967629655412,95.51502732240438
00:40,17.50110294117647,89.73294096008829,29.65597433841219,45.4004614370468,33.67991169977925,33.60950173812283,117.41886151231945,195.05181962025316,70.51846965699208,182.14224924012157,153.0427054478301,85.71871794871795,164.29121261303038,39.6544901065449,56.249079059223575,55.49817041296393,160.71285218062525,88.4108120981186,170.84596643205197,232.2712397734424,213.31309904153355,197.8302346170872,48.679817038307604,210.15820895522387,78.50163339382941,51.1184668989547,225.62618595825427,248.2215554488718,95.91220368744513,70.67617602427921,86.49634502923976,72.92130750605327,129.93904593639576,144.379764189745,55.899313501144164,66.17274782047143,68.95284952849528,95.83555270335312,156.94343315717362,41.79664341761116,93.29175101214575,19.40653389238295,204.39634285714286,174.7617613850207,31.19211964337072,124.11879432624113,93.88974243108902
00:50,17.914392523364487,89.06427015250544,28.332508250825082,47.15246934040437,36.670554854981084,35.025064417896466,114.58485786659162,203.0,69.87220026350461,176.69044006069802,152.33474199288256,84.3839239856189,169.9992822966507,44.03744680851064,57.43663990825688,57.91858313507798,164.34621880277726,81.18763858093126,172.67830832196452,227.44212888746392,219.31778883940268,194.79752704791343,54.02223522527794,206.52346480279581,77.1606982184632,57.132557387649534,226.53790813503045,250.64893870736944,88.5657546337158,69.52443778110944,87.03564453125,73.74627571529912,131.09815950920245,143.9980816662099,57.61378388697976,67.32844974446337,65.59077490774908,99.06362896663954,154.09726624405704,46.82759367554689,93.72432979261508,22.12860644917971,204.85645714285715,175.4686128601412,30.776604386677498,121.02495840266224,96.28408051235132
01:00,18.03459747172322,90.55636896046852,28.45361484325016,46.42026143790849,30.251718494271685,35.093705631803125,113.60815047021944,174.8206896551724,69.39236111111111,177.3677321156773,152.3909090909091,83.98441093789931,173.7808678973867,41.36421052631579,59.913376881567736,56.52048319327731,163.7655621528443,87.46148426491311,164.13725944817992,229.41018342821,212.03157894736842,189.99005964214712,65.59538207806487,210.53191489361703,77.79930729266884,59.14132901134522,227.70076796489303,250.65232974910396,91.5459035444509,71.14404761904763,84.96727716727716,74.79868760253105,132.05910882085482,145.59850993377484,58.914046121593294,62.43302280758111,66.83343074225598,99.54560181435282,119.75543740937651,50.272395273899036,96.79093985941161,22.20246775098149,208.9816987329892,174.15480116391853,37.31291093843395,125.68646978021978,95.39619136089178
01:10,15.858218729535036,86.66258677383998,27.99059024807528,46.07168576104746,30.07579222476315,33.86640056351256,115.44868119266054,194.18778696051425,70.71422487223168,178.30810810810812,155.80679990810935,85.63729246487867,171.54140127388536,43.71818181818182,58.485076789336425,56.89997381513485,157.70654241156333,89.17382683410443,171.56300484652667,231.5559085133418,215.89651586063442,190.2493432574431,59.51247717589775,203.74530428249437,76.64260376019865,58.65162110616656,228.29193593706097,253.06272530641672,86.93296892980437,67.51123254401944,85.70576638738295,74.86088379705402,131.19120811558562,144.99587231700605,58.89055793991416,65.12558139534883,67.80978705978706,97.19366763098682,111.94822888283379,51.140290846877676,89.76869699306091,21.7553488372093,205.6248023492207,178.13297771004,32.51732221932795,124.69210174029452,92.50770625566636
01:20,15.581752119499395,86.80490909090909,29.595988538681947,46.95808580858086,31.315068493150687,37.4640507518797,114.30888575458393,187.50800336983994,71.77150886294855,182.90126050420167,150.95716945996276,84.36292163327415,166.54525222551928,44.58294639088223,56.308849045691154,58.12377006732263,162.13456669912367,91.25060612739696,157.7867543447628,223.9576298184135,215.27926129273771,190.77981854392564,60.58108108108108,208.64113005853906,72.45200532218209,58.872414890232264,229.09764035801464,244.89878742885423,96.42857142857143,67.89351432880845,87.2227809906965,73.92887423457371,128.2224569876245,144.20044113592502,55.69961832061069,67.0544697212432,67.46365767878078,96.57392013039934,111.08247925817471,50.09085051546392,89.66463259598271,21.167509836987072,201.63662171753018,171.96543643819567,35.35919203747073,128.41920943134537,89.14049217002237
01:30,16.556797020484172,79.9584203531422,28.380281690140844,45.80006576783953,24.76085818942962,35.983621899859614,113.84635341597001,182.9169843286743,70.13745928338763,175.00835322195704,145.64911473902046,81.54016832440703,169.0472364256148,42.330119552641726,59.440919674039584,56.10306845003934,162.6270788495402,88.73940042826553,170.3852436700245,223.82654697018276,215.299497753106,196.51317795687214,75.9613034623218,211.11805201427842,73.18363351605325,58.596177944862156,218.41382181515405,241.32586758552793,94.93771626297578,68.43290303212248,86.78972431077695,77.57673325499412,132.16317497786957,144.94392004441977,52.44457341845618,66.89096989966555,67.80424660085677,97.42473821989529,125.56942496493689,56.78980757031085,82.08668498626031,19.340848806366047,208.78487394957983,169.4601593625498,32.64965072541644,123.77197620621283,88.11842686699072
