Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
00:00,99.71696606786428,61.71516393442623,76.68536585365854,163.13300613496932,94.12719576719577,106.97810218978103,124.51349846924576,90.80657815328908,149.6257354822205,205.57435597189695,62.270833333333336,95.51623376623377,200.0985033066481,188.11153064188207,198.62274176408076,44.8441722972973,336.73991172761663,89.99742489270386,279.37723713646534,80.32338152105594,145.13667649950835,85.85997693194925,254.9180050718512,94.03490759753593,128.49989304812834,101.75906365972024,66.46125324434557,83.67679164689132
00:10,104.65136123527022,62.14783281733746,78.24352078239609,161.2503055487656,94.34301119867276,107.29732923658709,118.99895724713242,85.0403891509434,152.38314867302242,200.8852077884336,57.27046830200701,96.38121245221191,208.8051993067591,166.0828471411902,210.38444030622802,49.46638655462185,296.3021540277368,96.16631667366653,280.1115158307649,80.6622754491018,131.8505291005291,86.51943623550807,259.6294254207777,100.29573934837093,137.79239442847668,103.61735294117648,67.06977611940299,83.26008542952064
00:20,100.69871794871794,59.78712740701662,75.85338285160665,165.64138908575478,96.69587194608256,108.38001407459535,120.81895839074124,82.64214243672748,146.2421875,208.95914844649022,54.972477064220186,94.24909560723515,191.7954407294833,168.88255319148936,168.7308357348703,72.71931196247068,302.7105582524272,94.67375886524823,268.5804756637168,82.1007171811662,137.43512580167734,83.75793740148615,256.8940489432703,99.2364331210191,146.1885839736553,105.30270111567822,65.98882265275708,85.9279012345679
00:30,99.7698220064725,59.743498215196325,78.53271645736946,152.5681652490887,97.85954825462012,107.79431791500352,112.93084370677731,90.10521636040308,151.48606494502684,210.5500582072177,57.360461490489556,99.72306034482759,217.43069641649763,169.91869918699186,138.01158417331126,75.72343522561863,279.4716811507342,96.47265625,276.0183792815372,81.1474898659183,139.01885856079406,85.67264780308258,240.46690083761146,96.36783971230413,133.80063868613138,104.2437518376948,69.01061812665908,93.19160493827161
00:40,98.94462409054164,60.876068376068375,73.65012244897959,161.43985239852398,94.94619908516663,105.63516379919868,119.53826162287034,93.69722057953874,151.50931989924433,208.17192474674385,60.531435349940686,101.98982869379014,188.266862170088,196.10257204834213,161.13404590853338,67.3841961852861,328.0341478696742,94.84431389005455,279.7188024622272,80.32680577849118,136.19068413391557,88.67747830059388,263.810925559015,97.52465233881163,142.74806287358865,90.54804270462634,66.51962616822429,93.68204868154159
00:50,106.43373493975903,62.718573627501286,73.06902770946057,159.58971172962228,101.77560268261736,113.42718904885533,124.89730836746635,89.71711292200233,149.43070652173913,211.95529753265603,63.33675626698883,102.92155844155845,214.70280991735538,200.08912386706947,141.6350640814985,76.81419166057059,311.27862362971985,93.58393234672305,311.7822973360069,81.91622874806801,142.50839091806515,82.53420342034204,249.69772540422034,101.78020859832104,135.94421075935355,103.20841980432849,69.25138837467604,96.42895586652314
01:00,107.2092,65.02444673185795,74.40679083566837,158.52623976889745,101.85821716801173,113.44708680142688,128.32002314814815,77.969863807592,148.1431705979155,226.67702782711663,66.69764177428411,101.15727459016394,223.67151064548835,213.5061462814997,118.75704225352112,90.96630094043887,290.82791529973156,90.63506110408765,321.6052245377165,80.60696361355082,145.1163387510693,79.14285714285714,252.86401326699834,95.61823802163833,155.8289817232376,106.13261439813465,73.74981329350261,105.69722222222222
01:10,114.48863636363636,61.48074470798266,78.99082418482713,164.5047044632087,98.12325783972125,109.79194001874414,118.83640081799591,92.919080604534,151.32406711745554,221.00405561993048,69.3608497723824,82.93402282453637,195.90068104426788,185.224985540775,121.18089795918367,78.31664212076583,275.0615248748896,95.725897103329,304.4500434404865,87.02119205298013,139.34176653351088,81.68915021078323,251.12541528239203,97.95927601809954,131.65489868393567,100.24867256637168,67.5840088430361,100.16221985058698
01:20,112.15384615384616,59.51220881279821,75.45159655347187,156.71209258384508,100.65967016491754,111.36109134045077,113.18000586338317,99.23410665863211,149.6314606741573,209.94117647058823,61.78668238067177,105.21676891615542,189.12656072644722,205.36565178835355,154.8776158445441,48.866238630283576,326.49460708782743,97.61286031042128,293.1583189407024,82.10145867098865,134.79008746355686,76.0074204256981,264.3597473442435,95.99947916666666,118.96045694200352,110.34288194444444,63.15756457564576,90.53027027027026
01:30,114.02105263157895,57.36805031446541,79.10020107238606,168.6163215590743,103.26762715564287,112.95537190082645,118.33002626203677,92.87941176470588,149.3250124812781,231.3477341389728,71.19549330085262,88.83794466403162,215.88139904610492,203.6070686070686,171.66143295434037,56.957436633189864,326.72590813569497,99.87241531016278,290.83304940374785,82.78651685393258,132.87975778546712,77.93238358494578,256.63603250210144,97.40980187695516,134.43685624720106,111.17057991513437,64.28990825688074,92.1492853361567
