Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
00:00,24.950033311125917,8.93969849246231,18.301724137931036,26.380163360560093,35.365353480841875,31.578030486329542,12.40444834650278,31.71081730769231,5.325987144168963,28.31178965224767,9.921534130893736,7.513883133029424,11.10931790499391,7.824530308401276,43.982873851294904,9.163085517834121,15.123603351955307,4.385602503912363,7.848803126526624,7.477721126136112,19.44882459312839,4.77122641509434,4.866574202496532,26.145269286754004,12.547076313181368,25.4824480369515,15.348119858989424,7.027073118738009,14.087802313354365
00:10,27.07807196198235,9.538620560045104,19.1206743566992,27.953720930232556,35.343571622723566,34.747472315840156,12.738901869158878,34.917221693625116,6.736937481123528,29.240120060030016,10.171024734982332,7.60228664761127,11.778473464519976,8.098360655737705,45.40474209650582,9.577871443624868,15.23038752362949,4.212752525252525,8.19769573186698,7.034452682075883,19.898880462260745,4.4330143540669855,4.793765655441136,27.902337969813555,13.085314229892543,26.113789107763616,15.417162276975361,6.6757540603248255,13.54419595314164
00:20,24.737597911227155,9.466556413083426,20.157962604771114,28.97605473204105,39.116850828729284,35.732038380528905,12.719318181818181,34.34550264550265,6.226266302699424,31.68593672353818,9.803117587258557,7.848577680525164,11.5867197875166,8.062912756343414,45.92818596928186,10.176265270506109,15.376960899086864,4.5279106858054226,8.961677887105127,7.539515279241306,20.47184889211769,5.094572368421052,4.906370126304228,27.711319099151797,13.068739770867431,25.103916685533168,14.790790221716884,6.621056706018966,14.081326912787587
00:30,28.453333333333333,8.659590316573556,19.84603625245687,28.645123658422772,39.36865990389749,34.79376443418014,12.294593813240821,32.80816326530612,5.978839177750907,32.407041072925395,10.174391463821273,7.679866611087953,12.149283103739107,7.836291198841,44.214404662781014,9.729694886119468,14.707022936864506,4.286592865928659,8.028756476683938,7.3481727574750835,18.95112517580872,4.97569153394803,4.651272123893805,27.46951219512195,13.676479898702121,26.289071038251365,14.132398316970548,6.11126817447496,12.62152420185376
00:40,29.396825396825395,9.605141483262438,20.18265327921384,26.861020881670534,35.61842463886617,32.87926267281106,12.575257173795343,34.61348837209302,5.831963470319635,29.72970159611381,10.80600706713781,7.797614150555327,11.922105263157894,7.7984467455621305,46.60231500620091,9.074736842105263,14.835972583313637,3.8184281842818426,8.442981366459627,6.6025613660619,20.590843023255815,4.5586457073760585,4.247778077026663,26.085547445255475,12.939472827855516,26.822805387830932,16.094758064516128,6.671534267912772,14.545741324921135
00:50,30.2311939268461,9.537444933920705,21.06665681347916,29.83833449639451,36.357621440536015,34.84197944059287,11.77185501066098,36.38550939663699,5.692007211538462,31.58952039597201,11.25026325026325,7.761311747613117,13.095367847411444,8.300774050866199,45.394574599260174,9.860436137071652,15.217442965779467,4.3235940936223685,9.086379569354031,7.062328911349758,21.551101480678945,4.973016512283528,4.730769230769231,26.654106564615837,10.524528301886793,26.657834627683872,16.20919540229885,6.699255298835211,14.354674796747968
01:00,31.168691922802,9.403989120580235,21.115199299167763,30.046078659529904,37.42078815128273,35.84870188003581,12.412416280267903,34.553484602917344,5.353335363996345,31.835554786221223,10.83811547998583,7.588259783513738,12.347873205093471,8.023728813559321,45.548865979381446,9.967955565050202,14.850244926522043,4.1834747093936535,8.989657719773454,6.734892384105961,21.333926664293344,4.563311688311688,4.543484150636684,27.005235602094242,13.062579821200512,28.100217273221077,15.07373020207537,6.453443748737628,12.975012493753123
01:10,30.156162464985993,9.546746856205576,21.28890781349798,30.422857142857143,40.61087533156498,35.09944008958566,13.120185741600656,37.01310959622444,5.851090342679128,31.637910293864927,11.070325900514579,8.155911823647294,13.540167002591419,8.515902366863905,46.96371134020619,10.264761504517756,15.62096396817969,4.724031960663798,9.589762429586088,7.189734590919061,23.412951167728238,5.165254237288136,5.23599782490484,27.930131004366814,13.84379042690815,26.252413793103447,16.66156111929308,6.699066133028397,13.35847208619001
01:20,29.14075630252101,8.395508873596523,19.970226537216828,30.403528613435874,40.16589861751152,38.4,11.738497530543281,37.87687532333161,7.122551928783383,32.53276496155132,11.059134107708553,8.279153354632587,12.810444316214657,8.0480841472577,46.65851636966432,10.263324204760902,15.227715877437326,4.340686274509804,9.661679536679536,7.165418100830127,22.465067043048695,4.863584691170898,4.738146551724138,26.719618055555557,13.790353089533417,25.95919313702759,14.849253310791772,6.414662084765178,12.609804902451225
01:30,30.07217939733707,8.936861313868613,19.969870570761724,30.753307916573224,41.54585272378867,36.233739837398375,12.447219983883965,38.310915934755336,5.539273517541137,32.796615905245346,10.827598439162823,7.486111111111111,12.915753029428735,7.739809523809524,44.63658736669401,11.887963228957195,16.72808022922636,4.36231884057971,9.136152529943779,6.832098765432098,22.72593629681484,4.60217654171705,4.690275129392536,26.224072451066316,13.814617314930992,25.23607305936073,15.321467991169978,5.662097072989996,12.16734902763562
01:40,31.68881118881119,9.059423988333942,20.863781031190324,32.06764705882353,42.35672358591248,38.121694417238004,12.847553164232641,39.31194574856546,6.6642066420664205,33.335938799268256,11.107155202212237,9.711708099438653,13.893097643097644,8.923848439821693,47.76586164551781,11.033481669845306,16.409821018815972,5.415519399249061,10.672258387581373,7.916055419722901,24.340062652279848,6.023569023569023,5.760881696428571,26.983443708609272,13.95633893919793,27.784372826338974,16.03011881735286,6.890369473046638,13.441598360655737
01:50,32.12921751615219,9.268919911829537,20.855619535082106,32.55974988420565,41.58128078817734,37.46881838074398,12.512565589616129,38.71153846153846,6.184407796101949,32.49301229163159,10.729372937293729,9.686313291139241,13.003345413994982,8.415286144578314,48.357651991614254,8.108378610237347,17.080118694362017,4.733735322119962,9.99657617999511,7.281793421328305,23.404381084840054,4.8365503080082135,4.853175694253506,27.079522283716866,12.812356979405035,27.404275311252057,15.647843359818388,6.094258077793785,12.706728299948638
02:00,53.960954446854664,13.866533139111436,37.19726265479036,65.67611973891515,91.96767847105116,70.26431297709924,23.745351657235247,72.00237154150197,8.883524441762221,62.2431311560394,17.807600950118765,13.729979879275653,21.35049833887043,12.17405888930302,83.79703581720872,13.128472222222221,27.815892815892816,4.4375,14.805569125549585,9.795078888054094,45.181212758499825,4.593521018125723,4.851097593229304,46.42065781881131,23.233474438293715,51.188323917137474,25.261178327196212,8.849535721053629,20.825664621676893
02:10,61.92149669845928,14.641856232939036,40.65541550950652,73.69106317411402,96.79534060749042,76.50297831784609,27.27549342105263,78.65054054054055,8.249845392702536,62.98071672354949,19.60758230794812,14.752244897959184,21.89846322722283,13.245543834121499,102.00745650372825,14.222873900293255,30.780398442866957,5.1788058768365115,18.313919496289632,10.457355007023882,49.92466240227434,5.691109422492401,5.865113759479956,51.48067126161223,25.38072211476467,58.83162842134365,29.309095787496645,9.779857578840286,23.487473903966595
