Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
00:00,52.11026508742245,103.53267378286904,87.84081632653061,24.900582790538223,39.62958494208494,14.979155086158977,38.89098886263922,108.51677445432497,25.945671776375114,45.74134705332086,72.66206134291241,45.27952576379389,33.77516005121639,79.15127751075133,37.332009531374105,116.97047970479704,106.43628105797488,87.9582966226138,68.07497741644083,45.75101404056162,70.05191532258064,205.40347490347492,84.2118496390341,65.6648899188876,86.8855421686747,37.473458115986496,57.21038333836402,70.02008158142453,44.071994062345375,65.06990146867447,64.16752283105023,33.972288202692006,63.894549763033176,120.91969078806099,292.66600920447075,144.4661870503597,269.46918767507003,160.8939299123905,311.5456902138691,102.39724505665407,98.34782608695652,117.647676393392,218.24990358657925,257.8117252931323,127.09173411822418,105.13289413902771,215.70400464306442,105.33812512654383,67.113523573201,232.3654911104634,49.695296523517385,55.61194029850746,39.63393316195373,41.10682492581602
00:10,54.5447824850725,101.63545317976966,90.74230769230769,24.37121212121212,40.40339995405468,17.79630650496141,36.43337024732374,106.31904012588512,28.12654593639576,46.37034400948992,71.78746438746438,51.60342830669446,32.362291554599246,79.88373860182371,34.03020134228188,121.76879467586888,107.25815713912816,91.94147582697201,67.82599910193085,43.8941504178273,71.87974051896208,208.95585412667947,85.07432264479245,65.61239060340857,87.88876372852718,39.65072202166065,57.94307458143074,71.23237030133582,48.26354623011298,65.7910447761194,69.01906318082789,33.837093690248565,64.96642120765831,122.46808510638297,291.0768456375839,148.86138613861385,274.3889521640091,161.484404837683,305.4838192886895,102.80248306997743,98.38583383144052,116.14477170017142,223.623944742901,252.8423392612859,129.4084062196307,96.35378893537889,220.21228728006923,111.01906099518459,75.45600366636114,239.17874251497005,48.09689495705792,54.60785714285714,40.466170740347145,44.87271341463415
00:20,52.80091012514221,102.80070635721493,89.60681481481481,23.5,41.74258903817445,17.013191131069323,42.15221117586562,108.0012012012012,27.851158645276293,45.84360518999073,73.78860867101162,52.573680603152845,33.18725868725869,80.48961578400831,39.085115670013096,129.9815005138746,107.47288912867548,89.86193293885601,69.53705357142857,44.92918454935622,70.90243902439025,204.41989987484357,84.5108214461387,63.899109131403115,89.95213060320974,39.16712328767123,57.39148936170213,71.6243161094225,44.18461917673157,66.00167847817978,65.81014223871367,31.774990351215745,60.78848484848485,121.19189536878216,290.9259986902423,146.80332778702163,276.8791053227633,160.92025664527955,310.8151612903226,102.2772867874503,98.78936298076923,114.14108082257293,224.21076573161486,251.55258590767096,136.79990561585655,96.83215668412662,230.42254259501965,108.20713557594291,69.95480087955045,239.76292335115863,51.59053174781243,54.36777456647399,39.60857277437589,43.61607476635514
00:30,53.28266033254157,99.59529350918024,89.8711894799761,24.284497444633732,44.78412897822446,16.406098603590767,37.48934753661784,113.6175747644408,27.89707524000893,45.531501657982,78.4904646790223,53.78159126365055,33.573482428115014,78.32231559290383,34.07900750897812,129.4797149122807,106.88111505875922,89.15428735302552,68.61367875647669,43.686887835703004,69.5436274509804,213.70625889046943,85.17082721488008,65.94560390763766,87.16539870386025,40.36743772241993,58.05166716731751,73.42167487684729,47.766123144317355,64.94941125163541,67.51323059028788,34.11674748228273,62.842631898120075,123.24940974458038,286.21380013596195,148.16189427312776,272.21149425287354,162.26164079822615,313.48353776630086,104.10434978589137,98.46008403361344,114.85817307692308,227.34357976653698,249.80187695516162,132.54757462686567,103.63337195828505,229.46069518716578,105.27607859023699,69.03721604639922,237.99519663764636,54.14613309352518,54.51007919366451,41.782750203417415,45.034998177178274
00:40,52.92402579198206,105.98487567290438,89.41867908059353,24.726533378515757,39.543682942850886,16.755084503007733,41.718230206254155,106.79581256231306,30.02013422818792,45.48005698005698,75.9901463963964,55.26091875990043,33.160896637608964,80.21464646464646,36.3057452792286,128.19623233908948,105.42550261635913,89.7658013544018,68.11693640300889,45.40203640851589,76.70019920318725,197.47148058252426,83.63128876636802,64.6979189975386,83.9373798407031,38.89255702280912,54.7875,71.09251101321586,45.671669793621014,67.51366582135813,62.343525179856115,33.732332478945445,61.20204449789537,127.65454154111063,298.2678799489144,144.1384248210024,273.3149266609146,160.5902624091053,305.2226463104326,105.6534052596089,77.2687051192958,114.73410777670216,218.1112804878049,244.3503624439075,137.655037814101,106.0255873458944,224.99435483870968,105.33514602215509,71.13712837059231,235.94027149321266,53.29211986681465,55.9572744014733,40.757254464285715,44.529743975903614
00:50,52.362856352061996,104.22491349480968,88.48858051459959,24.786079836233366,42.39077983627747,17.582335727587125,38.20757825370676,106.71467497080576,30.127929901423876,47.24076738609113,74.75948660714286,51.705083965953534,32.04927678352537,81.25549521592966,35.28142176621473,131.9221980413493,107.96024878312602,93.317727662004,69.76697530864197,45.90346307079375,73.08868958644743,220.41931127616476,86.59049495198227,66.55754651964163,89.3425692695214,38.55983534254631,57.41921921921922,72.10638939119951,47.95341995587154,68.57960842260805,66.82104025859536,33.26410835214447,61.58521303258146,124.27111774744027,289.1128310973512,149.6233200145296,281.0579250720461,162.07191780821918,313.5675937904269,109.96216464113735,97.04529616724739,118.55709009153685,226.5646687697161,248.7766224453209,134.24691075514875,106.69301775147929,234.60413354531002,110.58167969532973,66.18753855644664,233.81788079470198,51.4915514592934,55.75536480686695,39.666359163591636,44.92864943574809
01:00,55.77962577962578,104.92333679833679,92.61839416058395,23.372962607861936,40.338961316520624,16.05,42.01053346924907,103.08546017014694,28.378961267605632,45.817737600781825,75.96763576522216,50.96434285714286,32.352589123080925,79.96043727225404,37.84668721109399,131.17162778224724,108.80698529411765,90.4478527607362,70.64460856720827,45.909344923936665,72.026,209.57570093457943,85.9349593495935,63.92165793668868,87.41724042963371,40.22747029846421,53.43647416413374,71.70191693290735,46.400193330111165,59.87895266868077,66.22244488977955,33.52495378927911,61.45829596412556,124.65216459494214,277.66853146853146,151.67030170846965,279.55869751499574,160.54862681744748,302.42897371714645,106.44115653941721,99.63905502392345,117.24186795491143,224.46359312111232,249.1427569273939,134.4761567516525,102.89794967381174,231.50277557494053,105.15753562111178,65.98602438299137,234.9130042143287,51.78587393831024,52.874568071872844,41.198059360730596,45.949278045168455
01:10,55.92084241103849,105.43299232736572,91.52721482339317,24.252452583387836,47.92358870967742,17.035556780595368,40.67065073041169,103.80240683229813,30.736007051564567,46.468363636363634,78.80990592141671,54.57509328358209,32.37975609756098,80.8529411764706,35.95739521995151,125.65792442188382,108.13044640470463,96.55425471159337,69.57138273981393,46.2437106918239,73.13039215686274,220.85337837837838,86.81026400197385,67.15752788104089,88.04504504504504,39.6053108026554,57.50383788762665,66.76006006006006,45.82865027596588,68.89222681186632,67.41059225512528,33.39465648854962,62.06497524752475,126.42814242814242,289.18990889978977,152.80136005726558,280.9665044374463,163.3796150205112,314.6204523107178,108.56269315673289,94.40071556350627,113.8166804293972,228.14222057185296,246.0965034965035,132.43285976168653,101.51397041559052,232.53009259259258,110.0629456101039,75.05089192025184,232.88955762864882,54.592709270927095,55.79518505210205,40.129777404451914,46.44161513277555
01:20,51.268986467826565,106.59208836372977,92.16124429223744,26.19496204278813,44.363616975901046,17.324079017618793,37.594046865104495,109.67052363208472,29.230444444444444,47.31737505838393,72.78339854667412,53.18494085532302,31.10599078341014,81.28911564625851,36.34455302207745,130.92283044058746,108.84278554471116,100.13375102152003,68.66945736434108,46.277743526510484,74.95870646766168,204.00676090964967,85.25,64.5895875591616,86.35039149888144,39.58028759736369,56.782019704433495,64.49694563225412,43.746832235174864,58.92979851537646,67.41816623821765,36.0982636148382,60.316728167281674,127.56948640483384,282.93079584775086,150.15480872363247,281.58326016973956,161.8304231027535,314.10318764377257,108.90063665302411,105.44358533791524,118.31799506984387,225.85543964232488,247.82386363636363,137.28417097228746,99.4293798632398,231.5608524957936,115.85722891566265,75.26971830985916,227.07638678387391,50.11007751937984,56.25527499135247,42.37632717263075,45.82368322749346
01:30,55.53968829285973,107.21878279118573,91.35127230184264,23.75275080906149,41.75594732370433,16.188228761799,39.07582631237848,106.50801003667246,27.477750169414954,46.68711656441718,77.61127922971114,54.70362622036262,32.30797636632201,74.186836935167,36.36610558530987,130.51598056762975,110.82600684390628,95.77328843995511,68.9970482125287,45.28802687843616,75.84987405541561,208.4511512134412,84.97434035342532,63.5836627140975,85.34284937466015,39.078407350689126,57.499696785930865,65.10603784920397,42.762745585675205,64.15488922841864,64.43491000418585,34.263477908390755,64.92414431082331,128.7486562029671,284.73475078424536,152.76872246696036,278.19878472222223,163.4941785252264,313.8429455848811,106.74340044742729,114.01613367905503,116.83567461613852,226.52873147813517,240.809871393813,133.47596935221733,99.90713259932983,226.867903930131,114.7992340253981,73.54609073359073,233.81931748933576,52.90174249757987,55.04496402877698,40.811686586985395,45.868256880733945
