Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
00:00,3.6280276816608996,3.66908358509567,3.5882199635131613,14.784735376044567,19.924282389449186,4.239590684544813,16.476291278577477,13.63613432129907,4.18363389567578,13.882181677018634,20.527537455159315,15.701960784313725,5.094278517452321,23.705035971223023,15.687592757494805,4.34390750074118,18.921822742474916,6.166895793236184,11.01394361927857,5.834530460228784,7.887821744141375
00:10,3.45278673422386,3.645134914145544,3.7444620253164556,15.726497595102755,19.664576323034566,4.18811544991511,16.944616685456594,13.32508038585209,4.1699196326062,13.85306043637768,21.13134452040605,16.29402855906534,5.150888239262424,24.936065895273583,16.22219016015005,4.350201265094882,18.856527358897026,6.376180933295162,10.886272079330647,5.7032782291958535,7.783766442091755
00:20,3.8264029067420267,3.756976981055205,3.973891001267427,16.26340425531915,20.274926799198642,4.505305270481823,17.932348254382152,14.040207522697795,4.330870917573873,14.847035957240038,22.037213148645854,16.983711958851263,5.40377358490566,25.875762945461705,16.619679300291544,4.40748502994012,19.83153078202995,6.709177927927928,12.048267693218833,5.623313235716337,8.571039314908525
00:30,3.961227786752827,3.7191852005819994,3.7652061855670103,16.084011142061282,19.557238794315165,4.317814808452156,16.87041564792176,14.288903267550955,4.204309349749904,14.161690577743311,21.43734283319363,15.866124893071001,5.230857933579336,25.4907460408319,16.133689046983843,4.317287314562519,20.186988702765873,6.1194276279581725,11.137376237623762,5.480325644504749,8.43034536282499
00:40,3.5645232815964523,3.7269175406127903,3.7596757322175733,16.290220820189276,19.938731527093594,4.252951388888889,18.081117021276597,14.356448270365057,4.314636449480642,14.730339244410178,22.027800658978585,16.532369443245575,5.245810055865922,26.420562560620755,16.383037532732033,4.3733257338273015,20.188619180262634,6.405717585908172,11.962974022096148,5.551264617895023,8.477392614920873
00:50,3.4338358458961475,3.8851089834996944,4.085817060637204,16.09679903200968,19.534012031466915,4.5524463806970505,17.081831187410586,13.773700875395791,4.306580448839863,15.207283998450214,21.739429285565507,16.703854389721627,5.504545454545455,26.832326283987914,16.56457457602551,4.431244683867309,21.544452887537993,6.426020408163265,11.862909780547277,5.5242050988255516,8.532849503437738
01:00,3.4889887640449437,3.6021321961620467,4.006732263076127,16.399376669634908,19.173006134969324,4.038833214030064,17.534958400233542,14.223536936360729,4.3337773549000955,15.061790182868142,20.523721503388785,16.23091849935317,5.23223492490473,26.541093272171253,16.006152944623498,4.1585669781931465,21.052591463414632,6.108146873207114,11.86996996996997,5.00542392235227,7.940949440370513
01:10,3.2005221932114885,4.083041417679786,4.021564042608469,16.37575137485612,19.594919379373287,4.170565135735018,17.222635570181716,13.729309035687168,4.200720925820527,15.118448838548666,21.382585203657523,16.613040698913274,5.451879010082493,26.101578847251282,16.287127251254798,4.56896071329061,20.68947985921001,6.287356321839081,12.558549222797927,5.499130938586327,7.7066813509544785
01:20,3.743486073674753,3.7711656441717794,4.140874035989717,17.002534714569098,20.22488038277512,4.161529391948796,17.617689220183486,14.658946700507615,4.366376042456406,15.399922645523109,21.72884496602841,16.964239551917277,5.284693407100046,26.534235668789808,16.940770730244413,4.4614045269878115,21.49227799227799,6.0954391891891895,12.163055872291904,5.672711571675302,8.819704049844237
01:30,3.9969151670951155,4.246412464124641,4.387418871692462,16.554985500780727,19.8812771233726,4.485420560747664,17.18487636572743,14.39166262724188,4.426325757575758,16.369473279507883,21.609149780655944,17.262200342465754,5.551524593812597,25.88781034160911,17.157119476268413,4.463888095917785,21.866844715757345,6.465541490857946,12.35993440830828,5.9307559145989615,8.249324324324323
01:40,3.9499536607970342,4.2080452545568825,4.256906790601601,16.69874901386228,21.02856704039318,4.799487617421008,18.266080586080587,14.994438264738598,4.809868546389788,16.98224623697414,22.56639175257732,18.20591386329548,5.503980539584255,26.55713159968479,17.2179333133073,4.543044469783353,21.31450676982592,5.946920238433154,10.577743902439025,5.561010623026127,8.6837048424289
01:50,3.7119588512644666,3.925467099918765,4.240922473012757,16.190236818588026,19.607968369829685,4.561566836465835,17.524321997417132,15.027415143603132,5.013870665417057,17.274704311331554,22.13290374546919,17.201454234388365,5.395374943870678,25.761441647597255,16.775143572375203,4.211527377521614,21.537030145143284,5.950873362445415,10.788568257491676,5.627000290951411,8.62081784386617
02:00,3.2129671319225572,3.4369332234130257,3.8309535951045386,16.061824324324323,19.415445665445667,4.0330014749262535,17.063283582089554,13.637927911610216,4.343297612333146,17.618900077459333,21.873369456150915,17.935155063977444,4.773205099530307,26.050411522633745,16.57772174428953,3.8342182890855456,20.484918793503482,5.537657464486733,9.639775910364145,5.35347261434218,8.575676706061762
02:10,3.070212765957447,3.3909638554216865,3.4229524520786656,14.996706790824438,18.256175663311986,3.706143597335307,16.406905594405593,13.769872423945044,4.423387854859936,16.3500097713504,21.55112721417069,18.01354895104895,4.940980696694032,25.223113658070677,16.55356609967174,4.26846057571965,20.146781789638933,5.74113977884888,10.791178872855976,5.332069970845481,8.465543644716693
02:20,2.7091485986250663,3.645069852196801,3.7032178217821783,16.637765453807656,18.213355797212436,3.990460465969547,16.761883867193212,14.395232726687068,4.248687171792948,16.455334748215318,22.078920673564618,18.081970787006757,5.037004012483282,25.30701924946529,16.347029263966892,3.9800904977375566,21.16344523567311,5.455251798561151,11.044987146529563,5.175583380762664,8.608055770720371
02:30,3.5575684380032206,3.6762159934047816,3.6618046971569838,15.912103907737096,17.938565504530793,4.106630336058129,16.280905482875202,13.752330440372871,4.299905926622766,15.69106628242075,21.91906583450775,17.53675213675214,5.301583857669777,25.77919029923724,16.33142100617829,4.301995163240629,20.76285826462505,5.924008810572687,10.875897730537202,5.088640275387263,7.414738929279577
02:40,3.175424079437319,3.5106382978723403,3.4995753715498936,15.269252709640616,17.03119717227601,3.953116675546084,15.105944673337257,13.991751269035532,4.024593265228907,14.505541987600976,20.727182342414,16.8989703989704,5.031876950512706,24.605574493683577,15.75552934237688,4.146288209606987,19.89407313997478,5.598493303571429,10.545587804163002,5.010749646393211,7.1585845347313235
02:50,4.0332906530089625,4.105317608110904,4.010196649672251,15.579122709605775,16.93099291848727,4.63060031875332,16.1835782928208,14.001255155101308,4.8076705082184015,15.291987239632201,21.434888934175667,17.578890333766797,5.782492184010719,25.354324586977647,16.51845290817833,4.676056338028169,21.976902688375617,6.316155988857939,11.467992372650503,5.493934142114385,7.9521484375
03:00,3.535159443990188,3.863898994222127,3.745657863430883,17.063419855499063,15.765371445585828,4.141354246365723,14.717341040462427,13.721343551279961,4.992001523519329,14.809890936442272,21.274248840492035,16.986928104575163,5.745394006659268,24.905346534653464,16.65794559238888,4.620573355817875,21.698932646301067,6.254696725711218,12.667192429022082,5.515907136715391,7.598734598734599
03:10,4.105954465849387,4.444050104384133,4.427441285537701,14.930117569497858,15.923088322465915,4.914663685485373,15.334500630340385,14.778166421207658,4.764118325009604,15.32551097653293,21.9788859843153,18.05002146844139,6.0429830217064255,25.148591277499037,16.564038686987104,4.906474820143885,22.846258042668474,6.852907311456534,12.996750609260763,6.076857869454648,8.310097719869708
03:20,3.8098939929328623,3.9103927986906712,4.004602713178294,15.265389725420727,17.05796661608498,4.380641551659829,14.973973973973974,14.06613290632506,4.300171526586621,15.360030657214025,21.61879359868691,17.267008985879333,5.362585034013605,24.10892857142857,15.377041942604857,5.045697818032112,21.6747591522158,6.198091382301909,11.44853768278965,5.467278989667049,7.9124063822859005
03:30,3.908835341365462,3.8067105804857966,3.80411361410382,14.305941023417173,15.789978997899789,4.256129368805425,15.145390570021112,13.925327951564077,4.4738855940309925,14.743710989218838,20.833640647408316,16.99700278312995,5.409573267103184,23.802608180201542,15.505315275957479,4.579704190632703,21.97280178837556,5.441136671177267,11.38145416227608,5.469331112961421,7.695851029075466
03:40,3.7007269789983845,4.071075799871162,3.9878682842287696,14.785083305378508,17.105294916276964,4.43783683330236,16.126633305532387,14.346506481188745,5.191878367975366,16.214794837218264,22.253117206982544,17.92604365331638,5.554642381163927,24.71137817406474,16.702057365970866,5.058196721311475,22.563858177659167,6.1716417910447765,12.301866947146989,5.844412191582003,8.714767616191905
03:50,3.8058084091894235,4.24215706376871,4.0445998071359694,14.882702884723313,17.046967624259008,4.3005514705882355,15.353483888735886,14.551313378130727,5.10844306738962,15.585856650057494,22.295238095238094,17.294017457951885,5.625540632824949,24.34068379526603,16.32159041075866,4.995901639344262,22.51696750902527,5.935190449118817,10.665834165834166,5.526006711409396,7.876948051948052
04:00,3.5607401448109415,3.9342732327243843,3.861731843575419,15.360206422018349,17.714329643296434,4.318529046011725,15.772447552447552,14.245096525096525,5.067338709677419,15.955829383886256,22.325548043433724,17.26413908671973,5.363226678684092,24.91086739780658,15.933197199533256,4.976440891880522,23.229319706164166,6.223706176961603,12.23716864072194,5.505226480836237,8.214002165283292
