Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
00:00,49.705361659079415,76.68285912560722,207.72964449541286,167.5285388127854,135.45865434001027,91.11867088607595,153.07724803862402,94.14334277620397,136.5837034176482,180.9338768115942,128.37853107344634,179.6330425299891,170.87363057324842,132.76915945611867,138.8369753728755,251.13753016012282,239.3361111111111,345.30550019928256,385.589227063718,417.0849501835344,433.84390125847045,157.04940295012878,292.7272536687631,296.82174556213016,224.98369723435226,70.61060400077685,132.24505928853756,376.29039338173226,170.09527073337904,181.1245968924069,463.4654040877555,142.35383597883597,156.28917787083975,185.2854792266557,127.0256937307297,161.31406499733617,66.62915896487985,99.5927542557835,75.61804726665075,88.87264673311185
00:10,54.670178877726045,71.95955295369878,196.25771276595745,168.34157561817136,126.81573604060914,93.88509803921569,152.57590508062063,99.69327731092437,142.8182171295397,173.1232476635514,128.11512415349887,186.0088930936613,168.75832492431886,130.45782335428382,134.39529732492758,240.34356756756756,238.53232998885173,346.5265469061876,379.294974983685,417.60623678646937,428.96708119970737,160.4341578327444,295.46817420435514,293.459274342836,228.5703033838973,70.61473143759873,131.10966491276653,363.20789562860045,174.69104579630894,175.63048707155744,454.3776824034335,152.30788885340147,154.05012908777968,186.91783940397352,126.05452162516383,165.09379163335998,72.10628019323671,98.74185357596276,73.04681558935361,83.18804091266719
00:20,53.7467843631778,72.1047619047619,215.28359877060632,149.62138084632517,130.1017994858612,92.91583566015157,149.35177390258568,96.2947028771175,141.47719366061074,163.74625496789972,126.14771182600816,182.42280867106504,168.68552664814348,130.0632130743139,143.42183058555997,237.16257868461037,228.13795986622074,350.6342675412443,373.80246646473387,406.70337197049525,437.4352394916911,165.8781713738631,285.95208070617906,284.2820939696633,228.96812865497077,67.96956937799042,134.37066069428892,368.4926273458445,169.69291070211315,179.4935878317924,447.5022329735765,155.4480992181181,153.15588939690835,186.59105560032233,129.42368961973278,168.53954496208019,72.72848702799897,99.45198711063372,75.94387517466232,90.00038255547054
00:30,48.22200911052506,65.27181571815719,211.46089618703033,152.82491767288693,131.64943705220062,93.89909390444811,149.31841548231026,90.94458438287154,142.47139809967035,175.7669082125604,132.1404958677686,205.8657849620377,169.31572097865694,122.55406613047364,148.41568559556788,250.13116883116882,228.931289040318,383.0904532691536,396.43074912891984,425.19510898458265,423.4442284325638,167.668927100993,319.9582102152807,312.40601224717017,240.02345353268836,65.02967992240544,142.99258414147175,374.6391421816954,184.7564870259481,185.4652798124817,464.0256553262688,144.2836648190414,156.56691324815063,185.72094443313657,119.37974012198356,164.12193794229722,74.57539384846211,106.67105850826262,73.98157700810611,89.46165084002922
00:40,49.39946705426357,66.92374727668846,215.75006858710563,163.17623649801024,137.2240409207161,93.57246669358095,147.8109023714198,89.56033519553073,144.02270081490104,178.6551186017478,129.73177198409192,191.5955615075569,165.83688311688312,119.9098712446352,144.51398909026923,254.8720069656073,236.00513112884835,378.3094332064891,398.45492432551,425.29089952656494,428.35806916426515,161.35936051899907,313.1886431305827,318.4353791952531,268.99683362118594,63.5117296222664,140.90152605816297,377.5853740922142,174.17833274709812,182.16926241551573,455.39020771513356,150.5332792207792,157.14525261324042,187.6641373801917,116.10557918438829,167.07369255150556,71.13179448994788,102.93650151668352,69.47727272727273,87.3522815158546
00:50,52.35217504558479,75.71847246891652,215.91566601507958,167.465329512894,141.19052523171987,91.95803066989508,145.70251997541487,84.52057340058401,142.61182419292103,170.12839059674502,128.0643115942029,197.492389298893,161.14270914270915,122.9320104098894,146.71245456284674,254.4048404840484,234.56901408450705,375.30006037432076,391.7328751939703,426.08076319916364,412.17583677212286,163.07856472795498,302.6316455696203,315.66149584487533,246.0046256143394,65.63628950050969,146.02994865944095,378.7335444092651,180.1936813186813,182.76270694162068,458.7885553470919,149.39834437086094,158.43292424883623,191.77651905252318,127.08890017780035,165.07162017167383,73.73451327433628,96.19617858494135,71.76956082786471,91.99963516964611
01:00,51.762873957822464,71.72502110892204,219.15084417381678,165.6655231560892,131.3700507614213,92.92505947660587,145.52025392986698,87.71674668172832,143.62594678578364,178.70639710319855,125.63477872150202,181.86172006745363,165.91080303426628,127.96378004609812,146.3622846781505,250.35639229422065,234.24788970174453,366.23043130990413,391.96617712505565,412.3313237221494,429.61640146878824,165.33717918530726,299.42977824709607,311.6771275613808,263.2950399087799,68.29981755524022,142.70564971751412,373.6065546218487,177.49759284731775,183.57230499561788,447.71019345238096,159.42880085653104,158.24918743228602,195.9813524590164,119.63085888016215,168.04145493447444,67.57453893442623,97.83247373447946,74.08922425205189,92.06534508076358
01:10,51.45979381443299,72.48194842406876,221.52012212045517,163.67747440273038,128.74759736975216,93.00235017626322,144.51638591117919,86.79797979797979,143.60252672497572,194.31683168316832,131.1358574610245,201.9564596716631,163.39855846235986,126.27811280595957,148.50391389432485,257.3739642389882,233.583286908078,377.71859396844417,400.3668586619406,428.33167669369607,433.8389934033716,173.87535410764872,299.40480748776855,317.2177299703264,251.3742102240092,66.34284557781825,143.55136208853577,385.5947712418301,187.42305151915457,182.10150044130626,457.8367958075987,158.68198824158205,160.25488454706928,200.64964420259523,125.66483516483517,163.70454545454547,73.87347635299854,99.29815455594002,71.00429414922168,88.59639498432603
01:20,54.652163632064315,74.54212454212454,216.19484790353522,166.86091954022987,131.91896024464833,89.84936936936937,136.09593199757134,98.71408529741863,143.30284711388455,172.81398900427612,133.34350393700788,177.69500189322227,155.7780964797914,132.55383717537205,141.9967686751568,260.4216841186736,238.75933726481327,373.45343725019984,397.6493217700689,419.6032423208191,425.9957234497505,165.42053056516724,299.85693848354794,307.6209885651051,253.57617328519856,67.75324931075227,142.14122681883023,373.96976798687604,170.8595125253893,177.09892970783918,450.49613717731296,150.26522462562397,168.0505293551492,196.53811841038117,131.5146791374383,162.32203842049094,67.39514687100893,99.01460905349795,76.16546184738957,89.09171597633136
01:30,60.143295561850806,78.19888037713612,221.76183920704847,162.97752161383286,132.50853595447492,89.55014326647564,141.7898820608318,99.17083570210347,141.4496904024768,187.48355058969585,130.64662027833003,177.6467829675483,158.82245222929936,137.11772711806736,133.1953599705395,245.83841262880946,228.82999152781701,356.8207678535906,382.7036457168419,414.4674279781988,419.8120965814009,166.71970736168268,281.53582193368885,286.9198966408269,246.51544117647057,70.50508930286153,144.00968385075478,375.08663127413126,174.09635329541652,172.250449910018,441.60188679245283,153.95125121871953,160.80507662835248,195.59565217391304,134.92029954533297,164.76200933296732,68.16662334286457,102.35464880227364,76.8767087276551,95.07519379844962
01:40,53.72105004906771,71.14884393063583,215.19012141280353,164.09064830751578,138.57464212678937,90.94383661560904,141.8634161114476,90.22020945372205,140.7597063936643,180.96083157577584,137.5835362883585,178.89935921598192,159.88483888008452,124.45288115246099,139.78253325621748,257.8471254355401,240.5036231884058,368.84276855371075,398.333183352081,428.4244697361614,428.318009478673,164.5269406392694,302.75769550748754,326.3866171003717,253.0011510791367,64.34225774225774,152.50437976829613,378.28978796002923,186.26929502171734,183.5864180350682,450.99757009345797,157.41246684350133,160.14750179297155,202.68934782608696,129.25573770491803,162.1845400108873,69.89014014014015,102.78232713599331,76.51070336391437,86.632
01:50,47.860151642796964,69.15549972082636,216.28598587724062,160.29627570872708,135.8534966819806,90.80788954635109,139.99539877300614,87.0,141.73208722741433,187.7802303262956,133.30483634587202,184.6972321596686,166.11711478800413,132.00487359122752,142.89662250419855,253.50586932447396,231.94444444444446,379.062930186824,404.73902384666815,425.31319968758135,429.65426431505193,163.84663718873634,302.20383493122137,323.70035165648716,231.12256186317322,65.11092330445805,152.6877661084303,379.14599073848404,193.4407056517478,178.71266044340723,446.7071362372567,156.64164191196326,154.9439446366782,195.57997427101202,125.8475360740539,162.01207729468598,66.98662821185107,102.40704790040093,71.5127356087621,85.04358161648177
02:00,52.940388987117956,73.99358413531642,218.10790774299835,165.77932636469222,130.60807358201328,91.10517864311521,144.3163297045101,89.38120617110799,141.2817367601246,186.38633686690224,136.2872744539411,175.90450584090487,158.51423532375912,127.33044482957828,151.77603290334642,240.63923766816143,220.00800228636754,364.2235756385069,394.9193439676477,428.30393417330936,435.6490931076179,151.07838745800672,289.21151465125877,317.343438077634,233.9845422116528,68.58796296296296,147.22823072656684,368.06060606060606,197.08519598315516,179.65125458133633,442.46035901271506,151.53691275167785,158.8511821974965,193.31432940148537,140.84229898074744,165.25147770016122,69.2808697903184,108.77453640886476,74.83219610816275,88.51759530791789
02:10,51.199778944459794,78.24962216624685,219.70145564405382,168.42497069167644,136.66649104320337,92.91385281385281,148.04982545223737,82.50088495575221,138.795166858458,191.06796116504853,129.925,176.08857631628968,158.80757726819542,127.95469850015304,143.35983187134502,242.29553110262745,218.587675070028,363.6040530007794,389.09480607847587,412.3507443196657,408.2094374709437,154.3987826871055,297.28394543546693,308.41506291635824,256.1047983514866,67.23820572312452,144.39910188043783,378.6230329041488,200.67589576547232,182.7664960182025,449.88172446110593,158.60206017891028,158.35765895953756,179.5569036641592,131.96555555555557,164.13393810032017,64.14667940754897,104.86325878594249,74.66950904392765,77.95927791771621
