Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
00:00,12.283875338753388,8.03742778196433,16.578065739570164,12.526530612244898,15.076131687242798,14.715627668659266,7.918129735723526,13.11101321585903,17.224994171135464,18.09889742733044,17.285556780595368,4.500284090909091,11.015404929577464,6.30125786163522,2.9169603524229073,13.332591768631813,3.667883211678832,8.013447432762836,5.138204225352113,3.592436974789916,5.827377347062386,8.785714285714286,6.9307974335472045,12.591169977924945
00:10,13.385789782736348,9.136609336609336,15.45846817691478,13.669742198100407,15.850340136054422,15.752964000862255,9.102887741441958,13.508021390374331,17.91932108811904,18.204607977991746,18.06965285554311,5.028083028083028,11.736489504242966,6.155980271270037,3.206220965461523,14.512457531143827,4.024671052631579,8.895011479858066,5.38102508178844,3.7270250635670177,6.550561797752809,9.101940151266032,7.2913053667682215,12.67402376910017
00:20,12.699607329842932,8.173150266971778,15.206088992974239,11.633134130146082,15.309596793209149,16.231542906056067,8.446955887714182,12.836698070883804,17.552314814814814,20.42024128686327,19.46484375,4.992943251984711,12.555039787798409,5.801632140615191,3.3521671826625385,11.527650938609844,4.1907273736812884,8.777708850289496,5.082101081438976,3.8569160197600563,5.737443946188341,8.573796620975454,6.556381957773512,11.719195305951382
00:30,11.977358490566038,8.540348101265822,15.11111111111111,11.026508226691043,15.832346334490504,14.314340588988477,8.204616998950682,11.87201442091032,17.367917929587318,18.774910394265234,18.554948656325102,4.262195121951219,11.902326602282704,4.862175525339926,2.9259887005649716,12.06407447973713,3.640122939368539,7.6711252653927815,4.411699534677598,3.503569649676241,5.231108020398702,7.917127071823204,5.805307599517491,11.031752751905165
00:40,13.150827713059472,9.285551978791895,15.63299187566231,12.52055205520552,16.434356351236147,15.408180300500835,9.038813621384108,11.73018080667594,16.6792899408284,19.25137551581843,19.693375825176417,4.6687898089171975,13.096866096866098,6.071964956195244,3.1001723807699673,13.357280484448115,4.132701421800948,8.656089193825043,4.8642326191517276,4.002662229617305,5.6795348837209305,8.256699147381243,6.510055730554883,12.277231952157198
00:50,13.117759388924252,9.286196159833938,17.028211085297045,12.44136392606756,16.263428827215755,14.993970893970895,8.668748851736176,13.196244970943228,17.847070033349215,19.503149055283416,19.054749744637384,4.736566547258198,13.210735586481114,6.769230769230769,3.542779713511421,12.948782961460447,4.529396115988295,9.206352545225073,5.158950617283951,4.211706975113915,5.996962947965175,8.347346451997614,6.984677039132484,12.322348964934516
01:00,13.538757206918643,9.153786104605777,15.778321678321678,12.724115334207077,17.209608938547486,15.506218905472636,8.680978260869566,13.181368507831822,17.682325029655992,19.09329549485633,19.276090101260593,4.740698009806749,12.718453038674033,5.707926829268293,4.8677864626642275,12.826859609037827,4.308673469387755,7.9759110562075355,5.455312702878165,4.000714796283059,5.998254418503164,9.005664877757901,7.301036502929247,11.407814407814408
01:10,13.214703968770332,8.966386554621849,16.40007241129616,12.34763948497854,15.900625,14.741566141893273,8.665813060179257,12.76214196762142,17.269012753897023,20.39512195121951,20.04861111111111,4.566197183098591,13.297249334516415,6.151891252955083,3.9297719087635055,13.398223350253808,4.541176470588235,8.955208113247412,6.114478848669865,4.442764227642276,5.555360281195079,8.460713250217454,7.441540256709452,11.888389206868357
01:20,12.866160140268848,9.536817102137768,17.06863711001642,12.46773695585057,17.389129493287136,16.20788156797331,8.897106690777576,12.796152084287678,17.93987115246958,19.187633262260128,20.12355447352404,4.828892005610098,13.18781838316722,6.158620689655172,3.6487335558609857,13.123372010419134,4.52122052704577,8.727947413061917,5.293389343356179,4.041794825402569,6.033632862644416,8.362578334825425,7.21744966442953,11.703824247355573
01:30,13.553146853146853,9.455031847133759,16.15860480421191,12.738759435510339,17.202446225221426,17.768779342723004,8.437488423782181,12.534075104311544,16.981950304735115,19.747291156938132,19.214681952662723,4.7934156378600825,12.932327490570223,6.556456643792888,3.5158746208291203,12.943467933491686,4.443381180223286,8.92733017377567,4.979515418502203,4.084889957462549,6.408303616912889,8.97797223898612,7.3472099202834364,12.126043405676127
