Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
00:00,4.816926112694585,7.252213740458015,3.07186771252915,4.245841650033267,4.62490869247626,4.309135039717564,2.6803167420814478,2.7549894957983194,4.998997661209489,3.7798901563160117,6.716351265149904,7.605142140468227,4.219574313261779,3.594333936106088,7.357622481969659,3.2725342142520057,4.217622708456535,2.2968408503874427,14.584178498985802,10.144578313253012,6.682940412103211,15.497787610619469,3.722655468906219,6.867162897223017,4.804936496525282,8.552177485620378,11.35803083043262,9.254065469904964,3.421542553191489,9.324701195219124,7.940153452685422,2.188735445437314,4.9995731967562955,6.864031398934679,10.394283220597861,4.424260011607661,13.56158536585366,4.810071371927042,2.6565549986810866,10.032750653003818,6.1459375,5.293894337235052,11.029317453046266,3.275139294242505,10.537410071942446,4.91188063063063,4.16264294790343,3.5815167331900524,8.447622008082064,4.21876923076923,4.369850812736584,4.210102816271792,16.421201128577188,5.864663890541345,5.605234058238112,5.444138473642801
00:10,5.7648778450616,8.635734507706825,4.175106011474183,5.538376281518426,5.764106742717458,5.4594177326863695,3.6346507352941178,3.65196471531676,6.480523841504366,5.101802757158007,7.733232038202735,9.062206812155823,5.163421292083712,4.562971911809121,8.278347996089932,3.8742817743047575,5.3310560218621905,3.045970695970696,17.476550680786687,12.630086313193589,9.730823719894758,16.306440443213297,4.764899979377192,8.137891077636153,5.940406976744186,8.44296577946768,13.7629179331307,10.713703624276217,2.9748362633574628,10.41344902386117,9.85145317545748,2.877498718605843,6.442311704569163,8.664647577092511,12.122184300341297,6.1073602656336465,13.20649263721553,6.193270735524257,3.517634854771784,12.341754525561965,7.451240623196768,6.827617328519856,13.347683668694431,4.2080138511006675,12.183903988704554,6.83968426782798,5.273431448489543,4.897871027460661,10.913250148544266,5.2401405700898085,5.6491694352159465,4.774285090591574,18.91289348857266,6.918832116788321,6.596988167802079,6.741078509119746
00:20,5.824668490844033,8.438157081014223,4.036344537815126,4.9815933275812485,5.591897233201581,4.9524231024562955,3.5412324422292705,3.499605988967691,6.6108273748723185,4.33457711442786,7.21142008066228,8.586809122662832,4.832239758822486,4.415945611866502,8.51213282247765,3.7556434721899,4.767694063926941,2.6811283699339405,15.565646594274432,10.93592843326886,8.411456055968518,16.26654929577465,4.158126501200961,8.098754448398576,5.610602409638554,9.242109814094249,14.204749103942651,10.195257092198581,3.4597582037996544,9.763004658385093,9.440796555435952,2.7463503649635035,6.0389801938474506,7.889750692520775,11.739459971577451,5.5820980615735465,14.637947725072603,6.034005535784895,3.172215269086358,12.282552855166964,7.503900606761052,6.675803402646503,12.712633040259139,4.39591620259878,12.109501942776404,7.173656065296933,5.080501829587036,4.471736204576043,11.353408743503516,5.421261404204681,5.711126156623787,4.931148262208535,20.227666955767564,7.632961260669731,6.412790697674419,6.844409695074277
00:30,5.213856092670974,7.182662538699691,3.3358825961140965,4.592121982210927,5.080186843129622,4.263414634146342,2.778614124418862,2.9207920792079207,5.9157581764122895,4.323204419889502,6.8324894514767935,7.660957490713991,4.399211610822433,4.071363773813124,7.849435382685069,3.57764116575592,4.580702446724546,2.3430382253911666,16.007309941520468,12.400698602794412,8.301262778111846,15.396933560477002,3.9291007410374523,6.863965267727931,5.2847138372373825,9.344574146130567,13.32991202346041,9.608119658119659,3.347143334447043,9.432248130224373,8.762241887905605,2.4257907542579074,5.499142367066895,6.75,10.723453370267775,5.146724417975094,14.112647825215474,5.137239165329053,2.7492734478203436,11.097183098591549,6.67009703028521,6.279576221306651,11.996261682242991,3.6982556625878678,10.659752547307132,5.860402684563758,4.2097073850441245,3.9197301854974707,10.99484240687679,4.284256108877204,4.922648514851486,4.304322084073417,19.25993883792049,6.07455478418352,5.607997143877187,5.6351510396233815
00:40,5.890810810810811,8.54556537640963,3.640922319229908,5.356739590684545,5.697821100917431,4.918991899189919,3.574195053663089,3.356510067114094,6.311284046692607,4.675069060773481,7.576551427957913,8.861402771944562,4.942100456621005,4.488215488215488,8.42217752074428,3.785095715587967,5.436285097192225,2.80153930731171,16.651679841897234,11.899269705363889,8.852241174137248,17.779750661125803,4.2915815284021255,7.870163370593294,5.780684596577017,10.14864864864865,14.441839893852277,9.8568281938326,4.5307262569832405,9.854289605083977,10.834305150631682,2.8028092922744463,5.964693218514531,7.682713963963964,11.439368966329173,5.446796002351558,14.66400467471757,5.798285014291547,3.5074550128534705,12.198878429801722,6.878540305010893,6.5132401071109784,11.099565007249879,4.279346981083182,11.686669062163134,7.020307082714215,4.748721881390593,5.065468549422336,11.851569643401403,5.473724295506473,5.45382932166302,5.102275189599133,20.772768670309652,6.790993071593533,6.279870828848224,6.439157566302652
00:50,4.794412454681169,7.884639898024219,3.272539288668321,4.411823983876386,5.211189913317573,4.365466338626706,3.2937428896473264,2.9000266595574513,5.5900346893724375,4.247237569060774,6.9356687898089175,8.051464605370219,4.220128087831656,3.9553491159724303,7.917863441672965,3.3644816364481636,4.60525775313206,2.32109343125255,16.03078403078403,11.874809547993905,8.40771349862259,15.524902861179795,4.034944089456869,7.314093173161441,5.180807348320038,9.38597972972973,13.369768586903003,9.198255690278664,4.154773541870316,8.973759647188533,11.697541703248463,2.3483406225881143,5.865062761506276,7.7023113338902816,11.25080459770115,5.235064209938582,12.070250042524238,5.121544715447154,2.8424469413233457,11.466338582677166,6.822392725206025,6.052389705882353,11.15406427221172,3.965572033898305,11.557473374954094,6.0807537012113055,4.2200606366851945,4.386726228462029,11.614716106604867,4.844774980930588,5.267217630853994,4.540260313258328,19.889715536105033,6.109155979719654,5.602620087336245,6.030788696752425
01:00,6.229950010867203,8.8753125,4.474239108812413,5.769445218845832,5.97982158028887,5.595515497911629,4.1943422263109476,3.750199521149242,7.07027027027027,4.840965861781848,8.277968281183027,9.83899709904683,5.454561434346985,5.029544769369912,9.094465894465895,4.159962799348989,5.426097711811997,3.07487922705314,17.855654761904763,13.763111223714214,8.87762520193861,17.07326661901358,4.747740345110929,8.70761961015948,6.241729050953876,11.042310821806346,14.373626373626374,10.70920634920635,4.646052631578947,10.74670353041259,12.085503685503685,2.966666666666667,6.785591766723842,7.940412312905959,12.123135211934644,6.400675295441756,13.462407282535402,6.278425070309361,3.5394180552101466,12.940751154850371,7.579209289466409,6.850737463126844,12.802058961160505,4.859276729559748,13.013430127041742,6.917087430241828,5.508862060107886,5.510948905109489,12.207905853952926,5.67495145631068,6.091338921126155,5.230090400344382,21.497934832491968,7.438271604938271,6.744177840508116,6.975388110564181
01:10,5.428837787445619,7.930247106662496,3.8348713921068134,4.731965811965812,5.436798261499456,4.455767077267637,3.5268667131891136,3.3947927736450585,5.723027375201288,4.428336755646817,7.238297872340426,8.893712881425353,4.789298245614035,4.440714505697567,8.394201424211596,3.8576014675533137,4.981151195784354,2.347724867724868,16.00984736582964,11.845654345654346,7.938319198149576,16.161594202898552,4.383482587064677,7.332289293849659,5.5886645585015815,9.9910790144435,14.55224609375,9.434457728437232,2.9019812304483836,9.469438763917292,10.709625668449197,2.385055975006509,5.877683799609629,7.613183730715288,11.159137343927355,5.555555555555555,12.554935767410413,5.596061093247588,2.874749498997996,11.81372934697089,6.641722045651546,6.388854489164086,12.797961896322551,3.818396846254928,11.526013634732687,6.1855558560995405,4.459445178335535,4.124223602484472,10.96842763363551,4.5446555146016445,5.1992205410362216,4.234341252699784,18.84369527145359,6.468400447427293,5.817200888606791,6.187428571428572
01:20,5.191644148825608,7.9035169623404915,3.681998745557182,4.218833780160858,5.471067509145327,4.518628571428572,3.5337822671156003,3.249800478850758,5.6947852760736195,4.367549668874172,7.352083333333334,8.947056418642681,4.907116369415504,4.200364852538765,8.320897403579531,3.6261488970588234,4.982633863965268,2.5932310279587973,18.07409249129786,13.016495876030993,7.862522063149637,16.979003558718862,4.602504544536457,7.9670995670995675,5.36558094312105,9.781470710427918,13.120357310766337,10.209467951403436,4.132911392405063,10.044424700133273,11.261748120300751,2.6244577006507592,6.041640110473763,7.607392887146458,10.903792784458835,5.467600700525394,12.938445667125173,5.749796251018745,3.2027457710223093,11.782325391977194,6.59982174688057,6.565309842041312,11.293392504930967,3.7161105318039627,11.83456425406204,6.45849158979924,4.619979402677652,4.165411071077629,10.72992700729927,4.564370024704914,5.176659528907923,4.356550951847704,19.73036288470372,6.6114369501466275,6.138225255972697,6.335613835043709
01:30,5.9379454926624735,8.476235146966854,4.011578712981518,5.0,6.12231985940246,5.418402380407416,3.7004842056721237,3.8883020860839714,6.5082592121982215,4.849048625792812,7.613901988927619,9.576729179270014,5.444761225944405,4.177034973692355,8.83988975194187,4.004147465437788,5.365264473136193,2.8807471264367814,17.266441005802708,13.593381221139046,8.583028826634186,16.094766619519095,4.944760039177277,8.243832472748135,6.3300189393939394,10.53698534542917,14.102176810306531,10.70513098073176,4.238270777479893,10.355689693717864,13.394332372718539,2.6448362720403025,6.654336468129571,7.808316718883509,11.56018202502844,6.175153889199776,13.44672131147541,5.991393442622951,3.2723300970873788,12.640646835695748,7.004886988393403,6.85445094217024,13.597659765976598,4.178562292146329,12.35056839017235,7.286608600979858,5.076751117734724,4.476472523856532,11.769146005509642,5.4658266513936615,6.0457446808510635,4.99691289966924,21.28731343283582,7.0626874625074985,6.568383076418498,7.20756880733945
