Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
00:00,27.97510174766579,16.62796442687747,26.436829836829837,21.03020993343574,10.618103229087211,15.641320474777448,49.83164885937049,37.24934152765584,68.79031037093111,18.536504653567736,31.368261659600243,23.105926271581893,84.32357247437774,28.54968094804011,35.55784273363524,37.492992992992995,27.49810844892812,26.174494733845716,46.22664500406174,47.34460547504026,50.84648581997534,13.140549273021001,19.99173955296404,9.860710321864595,23.934712520150455,23.299602046617395,16.33573746844573,43.6401766004415,28.305873925501434,18.766580811332904,12.675055928411632,24.550155118924508,23.92321948636484,26.387823439878236,22.24125874125874,14.399011299435028,38.82599667774086,27.102680708472953,15.46023038946791,27.82023289665211,25.058523173605657,24.03925823633853,21.399453338539633,23.16763925729443,25.152922755741127,12.542514345331247,18.02787219578518,13.591470258136924,11.541680504815675,13.978878551672114,15.719678519240137,11.465901848311026,16.209824561403508,15.305543037404236,29.584327764518694,18.86950623982637,20.07494866529774,22.100691775557262,34.20504281636536,16.723529411764705,7.767711464147703,24.5554231227652,14.919577205882353,18.00144210960033,25.489061075660892,15.820458074534162,13.286096256684491,22.100068697046027,21.733681462140993,16.444697833523374,25.101868327402133,23.84724186704385,23.132653061224488,18.358235294117648
00:10,29.684409746865388,18.22961104140527,27.573501872659175,22.374554707379136,11.10667670682731,16.27869467366842,52.983667621776505,39.17451154529307,73.87992351816443,18.80665687714146,33.37311596431867,25.0309423347398,88.19107142857143,30.400294117647057,37.44053046000829,39.65966171194259,27.453082728178842,27.606813739179,49.1,49.24323600321457,53.15550092194223,13.62720196640721,20.861493123772103,10.818581638262781,25.718043135192005,24.35115224782773,17.42930029154519,45.853576751117735,30.07512641464002,20.92508038585209,14.153480570310316,26.169961845300033,25.395031395031396,28.713001797483525,23.509378663540446,15.631466286122013,40.94183631076028,29.56073256127121,16.31272327562517,27.123245881635142,26.26933647428347,25.313771981821773,23.01953125,23.530590717299578,27.19504590334315,13.417852522639068,18.890528483184625,14.502426278462112,12.345400199269346,15.27739984882842,17.630624092888244,12.330106485963213,18.186219081272085,15.852410995944119,33.144175824175825,20.308413719185424,23.354812061131764,22.665116279069768,36.29328287606433,17.874487895716946,7.8078585461689585,27.2012987012987,16.28900255754476,19.031601272534463,26.482439926062845,16.676423871114135,14.24126455906822,22.481846705513224,22.789827973074047,16.58346153846154,26.529772329246935,25.192974238875877,23.681495327102805,19.47763666482606
00:20,30.476044371017228,18.12356621480709,27.799080459770114,22.961890243902438,11.331402669352808,16.900265453166476,53.438136826783115,40.06108897742364,76.81897865853658,19.590918388218448,33.74768661320173,25.31238273921201,91.18495575221239,31.315709969788518,38.99503105590062,40.89591836734694,29.037363930567814,28.325965304980414,51.57877950244525,51.28105095541401,54.36457699330493,14.260129659643436,21.640145102781137,10.882743362831858,26.034170333937354,25.574783160566955,18.10501280643981,48.27670087419232,31.030339805825243,21.58990028948215,14.515192620727076,26.864424410540916,26.24785407725322,29.166266506602643,24.667445938047926,15.672857142857143,42.434981304528456,29.386013986013985,16.75855461264714,29.91497093023256,27.417061611374407,25.920292721518987,23.347637795275592,23.922152560083596,28.338675958188155,14.07081264698197,19.733790737564323,14.632821281378794,12.204635761589405,15.852103804484758,17.248714810281516,12.3984,17.697819314641745,16.671028880866427,33.84844502847131,20.69468085106383,25.177133655394524,23.346722243273966,36.85894441849603,18.541620007465472,8.742170742170742,28.289958407605468,16.332201951633433,19.762569832402235,27.044959128065393,17.367476720417898,14.777440054035798,23.50158371040724,23.476530229064963,16.92416502946955,27.547951176983435,25.608594114899578,25.006871609403255,20.049864498644986
00:30,30.987398953875417,17.557603686635943,28.002344116268166,23.788002033553635,12.595559080095162,16.855353075170843,54.509369676320276,40.023066485753056,77.50846153846153,20.30766028309742,34.40325101594248,25.96358543417367,91.54558954558955,31.65968272972164,39.53378094838439,41.175654853620955,33.888866314506295,28.710907067334446,52.037486457204764,52.40295302013423,54.6369820655535,14.190456769983687,22.102113572701807,11.177020340846619,25.835892272841683,25.933333333333334,18.29064964325948,46.531192321889996,31.189576858713842,21.727272727272727,14.975,27.51359943482868,26.140158773610732,29.979142185663925,24.24042427813789,16.163746871648193,43.234552845528455,29.7582659808964,16.696928140427865,31.580014482259234,27.771619496855347,26.041699604743084,23.165685119748723,23.49041947177628,28.25030440076535,13.959220779220779,19.439226519337016,15.207468879668049,12.635063206919494,15.80422216637346,18.565133171912834,12.954782042940794,18.625694444444445,16.432286995515696,34.47843137254902,20.533547179898424,24.64270432178006,24.08245818747569,36.794322940902745,18.306716417910447,8.214868929952729,27.969029184038117,16.55101162290142,20.111395646606915,27.123012160898035,17.430803571428573,15.05954757152362,23.41794409377818,23.36031626506024,18.616986120290814,27.65164113785558,26.68573943661972,24.76219281663516,21.512820512820515
00:40,31.287511870845204,17.389979338842974,27.609019060901907,24.691154422788607,12.151736745886655,17.002621722846442,54.625766871165645,39.95681818181818,77.12244897959184,19.61579457364341,34.19584109248914,26.375879868606287,91.5113432835821,32.11641971575446,40.077054065559814,41.33559145388223,34.276148969889064,28.49972067039106,51.55647985989492,53.01407307171854,54.52894088669951,14.19705038918476,21.688491563837825,11.500815660685156,25.722067392956674,25.813883516011174,18.26882923191648,45.6424375917768,31.519572953736656,21.71423989737011,15.049725274725274,27.573873559203633,26.101052048726466,29.614298323036188,24.941901408450704,16.307362401715512,43.655551037006916,29.450446218882103,16.998085862729013,31.379360465116278,27.213301849665488,25.786624828397724,22.783655744176865,22.308527131782945,27.72002820874471,13.846877449699504,19.944787379972563,15.161854103343465,12.357569721115539,15.800553319919517,18.656242365013437,12.90218878248974,18.540125610607117,16.510204081632654,32.906150159744406,20.320393512363733,24.291540130151844,24.399846212995,37.46864528482528,17.82523540489642,7.684042976522085,28.866071428571427,16.093366093366093,19.777730192719485,26.792318634423896,17.28096157973814,14.397921555481059,22.62191532714512,22.972952667167544,18.33277591973244,27.433362369337978,26.069012178619758,24.908653846153847,20.792824074074073
00:50,29.491440798858772,17.50831234256927,27.528698086794215,23.34716049382716,11.74482035142932,16.174298375184637,54.196613088404135,40.09764918625678,77.20322704571647,19.632129667624127,35.54806529625151,25.569957884885355,93.30692194403535,31.57391826923077,39.10721735502712,41.67835051546392,33.852970795568986,28.777746715124405,51.60652220553529,53.126174496644296,54.45670731707317,14.059514170040487,21.391401590457257,10.83969465648855,25.031761308950916,25.870502046972636,17.945230322814652,48.66679104477612,31.155638397017707,21.25892569958186,13.885964912280702,26.687305430646834,25.948704389212057,29.297797356828195,24.036513545347468,15.506234413965087,42.89515126398674,29.278069974845643,16.675943270002676,30.641966250917093,27.57198901530012,25.89609133126935,22.573564122738002,23.783711102573953,29.856897440302355,13.914130995358432,19.822244967587853,14.895084372707263,12.091800065338125,16.08726178535607,18.065280464216634,12.605629348513599,18.97847565278758,16.955375253549697,32.23809523809524,20.088046958377802,23.784321689683185,23.872693032015064,37.23684210526316,17.478699551569505,7.501300954032957,27.839073634204276,16.141181988742964,19.93288020390824,27.08047619047619,17.41568014295287,14.395840322039584,22.763042978625602,22.73082706766917,17.173559822747414,27.367866549604916,26.259580291970803,24.250557620817844,20.245092838196285
01:00,31.4128986197049,18.579138557343022,29.037974683544302,25.066832917705735,12.51024208566108,16.606538895152198,56.63165467625899,41.62203313927452,78.83301195526417,21.358438233411565,37.254980079681275,27.587078651685392,95.18313609467455,33.80730897009967,40.771274387712744,42.82963345379453,35.701373232219716,30.587982832618025,52.30867402119836,55.843211206896555,56.87492373398414,15.316831683168317,22.966434609646942,12.345860566448803,27.806029157400545,27.2514014661492,19.484206614641398,49.51291512915129,33.03256477299738,23.58005752636625,14.947194719471947,29.048268625393494,27.315522308308843,30.863981319322825,25.53562945368171,16.766941556113302,45.20522388059702,30.988543371522095,18.02514193025142,32.96991929567131,28.757659073055773,27.383413693346192,23.50453291288924,25.389462809917354,31.064131374243733,14.95031525851198,21.35405872193437,16.6618320610687,13.560407091267235,17.42207792207792,19.49473941766577,13.590050377833753,20.244905130007027,18.254306436990028,35.7455102934735,21.96349586997069,25.050648807032232,26.042504743833017,38.342601319509896,19.460545722713864,8.590397923875432,29.584123222748815,16.88368129527056,21.945990859991692,27.893185113581442,18.88366735775167,15.917227456258411,24.247083047357584,23.859848484848484,19.344690704598083,29.23356704645048,27.661363636363635,25.89201349831271,21.6978884677856
01:10,32.594092424964266,19.38097740409879,29.7153488372093,26.522305764411026,13.873284907183212,18.816145229818463,56.798505317620005,42.31871609403255,78.69027237354085,21.699851095511594,38.185,28.171348314606742,97.4582338902148,35.08001245330013,42.64341761115955,42.9294670846395,36.902997164844066,31.80798425639584,56.458955223880594,57.109154929577464,58.834818775995245,15.737545565006075,23.42760126121756,13.119559228650138,27.62375745526839,27.903643026514334,20.083890126206384,49.46101949025487,34.59116945107399,24.58375796178344,16.278819635962492,30.10650464617584,28.28844056706652,30.835532102022867,26.342230130486357,17.68,47.15473727761688,31.40861466821886,18.481672549551995,34.30309734513274,29.922057677318783,27.51983503534957,24.12694610778443,25.444338725023787,30.72061928219564,15.510271366979458,21.909968954812005,16.95873137179977,14.555298013245032,18.019740129935034,20.339872486512995,14.787633538361929,21.514044943820224,18.542824601366743,37.067316209034544,23.584935475375296,24.754572522330925,26.107704101188194,39.51546882436935,20.11298798798799,9.144395692062226,30.82210401891253,18.144809910294747,22.718737102765168,28.291059280855197,19.147874306839185,16.35769359704995,24.51776420004526,24.503396226415095,20.289802631578947,29.845175438596492,27.82806859205776,25.639938319198148,22.570010449320794
01:20,31.220902612826603,18.83107769423559,28.99436090225564,25.256575682382135,12.746328437917223,17.89232409381663,56.036902601330915,42.657577112203846,79.05995388162951,20.719745222929937,38.000619003404516,27.313467855466918,97.71030805687204,34.150475022984985,42.35585970915312,43.00627943485086,36.16568047337278,30.761164499717353,53.43167772945754,55.73903743315508,59.8499106611078,14.836542239685658,22.83744557329463,12.161236885698509,26.66870565206753,27.861734253666953,19.168279970215934,50.5993353028065,33.90216615091645,24.01685214626391,15.464412326152168,29.08974358974359,27.708454810495628,31.210511033681765,25.749553837001784,17.191176470588236,45.05889570552147,31.24244459368704,18.283505154639176,33.56043956043956,30.34441437959026,26.726216269450465,24.070411392405063,26.67877830437072,31.539203648482722,15.357451129728357,21.032906130931764,16.917550058892814,13.530308049022855,17.44950248756219,19.24102564102564,14.12300319488818,20.763801537386442,18.636343115124152,35.37116564417178,22.62101063829787,24.37952559300874,26.312787136294027,38.873953488372095,19.50167597765363,8.634672304439746,29.917110716400238,16.794671566375747,21.89558732131759,27.52390243902439,18.604960141718333,16.0204766700235,24.434201428900668,24.03051996985682,19.872937293729372,29.11292456991619,27.078971119133573,25.58390280941534,22.23230204509701
01:30,30.852836458580583,17.217794759825328,28.294145420207744,25.110050251256283,12.142585034013605,17.09752493535279,54.216433462339985,41.15377657168702,78.37335907335907,19.500122699386502,37.3989883022447,27.0042194092827,96.39078751857355,33.99182646966363,42.32346442775077,41.55526590198123,36.029294539657236,29.78243737686462,57.25406330196749,55.6824708751016,58.225710900473935,14.022559474979492,21.89608506524891,11.518599562363239,26.033433133732537,24.59299191374663,18.956570155902003,48.23855243722304,32.889671361502344,23.465865992414663,15.12366034624897,29.19192280200143,27.122730967217556,29.897630886224043,24.82673860911271,16.467527807678508,45.17310087173101,29.64814376921258,17.08530544854155,32.114814814814814,28.65747572815534,25.814032290213277,23.06728073688426,24.474683544303797,29.47204301075269,14.229786124152321,19.90655172413793,15.72852098862299,12.943227091633466,16.68917229307327,18.489967797869706,13.57627688172043,19.624036440084094,17.00385312783318,35.72067286409916,22.265241488519397,24.37920621225194,25.748435054773083,38.15547205260686,19.09749719835637,7.9846818538884525,29.288245717660956,16.15073970411835,21.26865671641791,27.219298245614034,17.7864234587855,15.143817204301076,22.905768383971818,23.271390878251037,18.389515593895155,27.833700926334362,26.38016157989228,24.167805618830677,20.832179009057008
