Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
00:00,385.8630192502533,391.1795828759605,188.44422890397672,832.845914616907,502.09144651764274,533.5868312757202,775.9880205362236,499.0875845113706,334.10528767761474,457.729460379193,82.13254786450663,650.9688069677942,549.1918367346939,277.25738282308316,672.6301598663804,460.7864,288.89524070021884,196.5262636273538,321.4062816616008,283.99345692475464,273.5631489978266,263.3984295845998,495.2262378026744,245.66273442226256,227.95044052863437,675.03861003861,269.36089266737514,722.489133761861,423.1371451419432,346.78403648802737,186.14367269267365,894.2517455391777,470.33373610439827,459.4858424446313,997.2148377125193,868.7595436594997,196.83938425791462,735.9912094574113,336.064453125,681.8124207858048,823.4502387073081,432.2564356435644,214.35082161948128,278.2558398220245,996.1005562687205,642.0730411686587,218.0447570332481,487.72411372411375,784.1094357976654,302.5134730538922,587.1667891256429,291.2578125,288.81414790996786,252.64893133242384,234.89247311827958,645.997,513.5198675496689
00:10,382.77944111776446,397.06095950704224,184.73143438453712,836.7494337485844,509.4522585383768,541.802293828509,770.8699348257296,513.2819410319411,334.43464707192163,452.15765330758086,82.32080637132901,662.703325851867,555.7221791392012,278.1726874657909,675.4965368999284,459.2152996845426,288.6475699158295,199.40308918784254,325.54208520956007,285.1279672578445,273.88341463414633,264.0077140653124,498.2931216931217,247.6969881350776,227.18675862068966,679.4586250795671,271.5521054870268,715.5154320987655,418.7478890229192,347.3096253085035,188.03508771929825,891.0750095675469,471.12210424710423,452.8127647557187,999.7710280373832,866.2636443661971,199.3563118091914,745.4185342216838,335.9421447591382,690.7515903307888,822.048682284041,434.1100826446281,223.83091984499285,277.7225559803386,1005.8989464631262,646.7162958115183,218.38522870331514,497.0208986415883,787.6426506024096,307.70413688542345,580.8821362799264,296.90611216131066,296.0583028083028,253.8123300090662,238.35286195286196,662.7532729103726,517.4478476821192
00:20,376.4242172921418,399.50726552179657,189.30581039755353,820.7142454954954,503.47149776453057,545.2609170305677,779.8026803535786,508.0372860635697,341.98010892730287,450.49495192307694,82.61542326048732,658.2730575176589,567.7280447790002,275.292817679558,688.8076831870999,454.78677815521297,294.24797843665766,198.23424317617867,332.344502617801,281.1848739495798,274.3139024390244,265.1219696969697,496.44021352313166,252.08880888088808,225.09051839914048,669.2082685732048,265.20854591836735,726.510197869102,428.6448303078137,345.94918289679873,187.06252983293555,888.1991392801252,462.8328853046595,435.66498316498314,1001.9208460532054,876.4495614035088,202.47103793002057,760.7101185050137,329.02005870841487,686.7904912836767,848.9007352941177,433.78269484808453,227.9739420935412,280.5211496746204,1003.0676369863014,646.7500829737803,215.7803718115002,485.1908742598398,791.8164390127007,316.2941935483871,579.9934426229509,296.13217115689383,305.09002433090023,247.58219178082192,250.0783912747103,646.5966386554621,507.55986218776917
00:30,383.82967925294355,391.67475409836067,188.2059123343527,846.2514204545455,509.1819184123484,539.2921348314607,780.2263667425968,507.39913232104124,334.7213687150838,445.956563474922,79.06467532467532,653.3352941176471,556.4445083381254,279.20669023660594,680.5261248185776,458.04749478079333,294.9898774640384,194.92570845034464,329.14854202401375,286.12196452933154,277.89551158301157,271.42985706723135,495.9229152067274,249.3871064467766,230.33882482152663,666.5368620037807,272.7683365039104,716.9889975550122,425.4978043912176,349.1046153846154,185.84643510054843,893.6058479532164,462.41175161362116,450.34623101175123,1008.3708160140013,884.3728222996516,198.48875074008288,756.1570696412421,322.76830443159923,683.9552511415525,842.3383157127233,431.519920974646,228.06708129720124,280.22567457072773,974.4659237033862,639.827517447657,217.8402865571007,489.6435574229692,790.9358380092706,312.2153582153582,581.7578524470416,293.99713101689514,308.0,253.11563071297988,249.2561872909699,667.4445585215606,521.525353283458
00:40,385.4889157597743,394.14148889856335,182.43489190548013,833.2297605473204,506.28141432456937,535.0794213973799,770.0606407322655,499.68252007411985,322.41601431447106,452.9547544156787,80.92476880779805,657.0632578819725,553.1672769319715,282.3844902386117,674.2465367457149,454.64157332638706,290.3241138560687,197.8032118276829,331.861522562866,286.37537455734133,273.0896568390527,267.94889937106916,498.3617829993089,245.82224220623502,228.25779510022272,664.4270767279645,272.3637332196889,710.6911138161898,422.5798319327731,352.2710639259092,192.73783656117146,891.1624758220503,441.36002535389815,444.6005125284738,1018.3052747252747,864.4925958188153,200.30684850281648,758.1171851404409,326.1061925495888,692.4031695721078,827.6279664110989,422.81167108753317,227.22828784119108,276.1664885088188,961.9946740519813,636.6932981181908,216.8896321070234,472.67679265277286,790.3114244741873,311.900085947572,584.6109467455622,300.3211724352978,302.7405703771849,247.12872194228126,240.06084656084656,672.4855371900826,487.7521551724138
00:50,377.9899404639704,395.357858075751,182.83432835820895,808.236797752809,509.0096600408694,544.7539223781998,773.244488411532,502.4129213483146,339.23384831460675,457.1586503948313,83.05240506329113,655.3202010050251,571.1108341323106,285.4697088906373,678.7426330798479,446.05263157894734,290.6546238878404,199.51464542651593,337.88566433566433,279.7150566648678,277.15218434949594,265.9660810151293,503.02284527518174,249.27245419044758,224.7912087912088,670.0390476190477,264.8264724509183,703.8421532846716,420.95893719806764,360.5398451730419,189.3453681710214,891.8513198757764,440.76487543751284,461.76376146788994,1005.0831885317116,877.9547848990343,200.57692307692307,764.8337356668678,327.2958323295591,684.171500630517,860.9149871747893,429.9005886200131,228.61152614727854,279.44456347080876,961.4756123535676,644.9506459092414,217.4359637774903,469.3427661832331,789.3786196911196,317.5291711517761,580.2644230769231,304.76488738043815,303.8477341389728,250.37357110196618,258.89527027027026,676.8082474226804,498.25758818703855
01:00,389.70836751435604,387.67736414206246,188.26023976023976,818.2511261261261,508.3678326721962,546.190019193858,755.987600922722,496.3221875,330.1646013560907,453.0516783385656,81.68953341740227,649.626026026026,551.5897289041619,283.2680665394055,674.1869422263974,450.2761929460581,291.0686857760952,196.67095446359662,332.24744448360946,284.37601078167114,275.9684312773191,267.3192904656319,504.4392197840474,240.71282973621103,228.13067552602436,669.0318369945877,273.3742318287773,708.942546114303,425.83667736757627,360.39337986939876,193.3392175572519,878.2799684542587,431.5860858794385,450.64143990929705,1002.6623036649214,856.148851590106,198.28571428571428,759.9156156156156,322.76047904191614,688.1823081800887,840.9447513812155,427.7859247135843,230.957784184514,275.76246966837425,951.2352437981181,637.9181091877497,212.11274699728787,472.85583684950774,782.0552162228195,310.97744360902254,589.8158964879852,300.7887236679058,303.4058323207776,245.76695892939549,244.0583446404342,648.3330501274427,523.089478044739
01:10,378.54170895067995,392.7133620689655,179.03942828979794,814.3644569816643,510.3208682962422,550.2237531000276,748.7638133409677,505.93404522613065,331.4089667728721,466.8402309913378,82.98464249748238,642.1739996018316,565.6552777247566,281.0400530503979,682.76657951034,438.28403403403405,294.4708087841457,198.18125323666493,329.45681581685744,281.1657710908114,276.61784675072744,274.7153322867609,503.3413111342352,240.96934174932372,224.90722761596547,661.9533500313087,267.03871912934284,708.6836243226971,432.62359550561797,352.24881033310675,191.2220650636492,887.2010997643362,427.69394800974817,439.1959898333804,989.2428663376958,869.3995584988962,200.2135432135432,778.9056890781868,319.9635054021609,685.9984051036682,877.9357664233577,429.9990202482038,231.46765327695562,276.101570964247,942.8645766687994,640.2070455300765,218.25206431986092,468.854855923159,780.452880859375,318.6818969250758,598.3491887905604,300.500946969697,305.0373889059148,242.4837379752634,248.97676008202325,703.9897645854658,503.31897265948635
01:20,400.51199666179843,386.74898871620184,180.59712967708867,809.8984899328859,508.27315073597913,545.2103229367927,733.8361031518625,503.75085218469167,341.02345707128217,453.37172397210867,82.50574419198367,650.211664352311,556.369139123751,287.4786641929499,677.181442798154,446.709008097166,291.4254691689008,198.20232858990946,333.93215645552095,285.99055840302134,276.29016553067186,270.2081074711289,505.3419309864064,232.6883886255924,227.13078866124053,645.5965453423812,273.5520371543171,705.0099099099099,444.95858464012866,363.7746829710145,196.8499053030303,878.0544808527438,415.92471590909093,418.7407924107143,1009.3245554805312,853.2620628596724,198.20774431468962,777.6682808716707,337.39631988676575,686.396274076413,840.7131868131868,431.10500490677134,232.09024179620033,273.34117965367966,926.6739499363598,640.6123333333334,219.79009640666084,474.9467896417169,790.9381877780379,305.4232997210899,594.2882849798017,295.6319095477387,312.9962648556876,224.4508537148131,245.26972353337828,700.547227926078,533.8746736292428
01:30,407.42996108949416,389.7017653167186,183.42819843342036,821.4645580344535,510.1000735835173,547.0770712909441,729.1517142857143,505.3473814688565,337.2519274376417,457.69835987639647,80.81586259156353,667.174386381631,560.8509459201223,285.53407584195173,678.4729434603252,447.240990990991,298.84167758846655,198.56821745948773,330.20798898071627,283.6387182910547,276.65467449828685,271.89518555667,506.529269137513,239.48642196359296,223.01383989145182,642.4002470660902,270.5823164204667,723.6229310863678,453.6088,370.6323765786452,197.15356489945157,878.7894532764637,427.21238037059663,435.95938653791535,1019.4708693673191,855.3374233128834,199.8081056186675,782.1096142069811,330.29339039467425,677.40098400984,860.0250460405157,422.1513957307061,236.64795509222134,272.6977632296781,923.068410041841,635.9936687770743,218.5142481367821,489.91203377902883,801.8976342129208,301.921768707483,587.6442413162706,302.6741016109046,318.87432249322495,235.22058823529412,251.665327978581,723.1381443298969,540.644908616188
