Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
00:00,247.930794802055,579.3420365535248,203.02813852813853,191.1348905109489,168.24858339492485,168.36449332285937,136.78555520203628,388.74908144519287,1056.578545071165,411.60400829302006,217.96708655018284,288.7287899860918,805.4426877470356,594.1302001349225,557.3020833333334,330.4335443037975,733.0878958271678,545.4237410071943,548.7112497112497,372.7251641137856,579.1083068362481,486.2416543026706,640.7268764215314,276.1351620947631,470.22207707380795
00:10,261.44996986136226,581.7197580645161,203.01360544217687,204.52920249036467,166.57160647571607,165.76009408075265,141.2302318196253,397.72748232400863,1055.9574694311536,407.3166723724752,218.3687448728466,289.8622327790974,807.0678414096916,620.5785370327907,552.6119301428895,325.7663885578069,751.2643847742697,553.3751479289941,553.1337769619091,370.1057650628522,565.5010044194455,476.0782350760104,625.6783636704822,276.1100529100529,473.1009771986971
00:20,256.11235276351556,574.340151765094,204.26699426699426,211.5600363856883,226.28014756744292,167.0380047505938,137.17045091141668,411.45217122546745,1075.143200641197,393.16655172413795,215.0878489326765,287.5259336099585,803.8874070835155,619.7181344804166,571.0725494655447,327.79572632817093,731.5054347826087,565.8618060519418,592.1239404352806,382.4046491605682,593.2557523925881,481.42843831531866,630.6155726913673,275.4336937962436,449.90712884238064
00:30,268.91002106530243,580.56821779044,205.6575864886952,207.4630408653846,223.1323055683387,167.13212740857256,143.1306405806248,410.83294447036866,1086.2658943965516,401.00962199312715,208.0087318087318,290.8875557079191,800.0136744596383,617.6926078971534,547.0286175859682,326.67764060356654,729.1048850574713,582.3313825896123,586.1209356725146,367.9502465262214,596.0917244190787,485.08222513579324,630.6188063063063,285.2738960313024,472.9699738903394
00:40,271.96328358208956,566.8747501665556,206.3418617310833,219.60791476407914,224.29962807996282,163.55342902711322,133.91946959896507,410.94658424472976,1077.0077747989276,388.42293037755456,195.41908713692945,296.17271505376345,764.1930543572045,627.8574423480084,574.8215853940375,319.55631868131866,770.9034624413146,566.5469873543268,578.6838724478091,382.7105943152455,584.9537987679671,472.68601583113457,606.8365491651206,297.01467391304345,454.1052291801162
00:50,279.44328978622326,574.168826852775,205.94875308303645,203.9340495374515,219.26283846872082,163.9301499605367,137.2323072040622,410.6040950296968,1080.322930441682,394.70525224602625,205.02967848309976,303.5680894308943,757.7108770421324,600.1255824790308,540.9095465393794,312.4920197044335,779.1466547192354,567.0309589730682,576.7257354644429,370.3625987708516,577.452638011815,482.9209478672986,606.8942145665605,284.18101545253865,479.72939649578194
01:00,276.1474530831099,548.7709265175719,209.77759427470411,204.77747584541063,224.6586438324462,164.59936783879888,132.6601724688598,418.1315995613348,1079.817201472909,391.47534246575344,196.30565881866997,291.7839590443686,756.7489720839645,606.8000463929483,557.7194112235511,319.1761352467073,768.4838903944595,596.0315816068721,568.5068555758684,406.68,583.8534447615165,478.45824732595236,613.8519835329341,280.78009895547007,461.0444587628866
01:10,277.2794029850746,552.0009740259741,208.27310231023102,206.1046441495778,189.1324101068999,164.73945902943515,137.5130906768838,417.007556675063,1092.906414300736,391.77895456098395,196.96270491803278,296.44059065934067,761.0709830070983,611.0011542012927,562.2186355311355,317.7440252814537,768.4252279635258,583.5081687393318,567.0800090661832,403.43460264900665,574.4483462637811,489.8590704647676,613.0081738807356,273.2816568047337,455.27953518398965
01:20,291.45157456922163,572.0516066212268,206.310372554275,209.08963414634147,218.66042154566745,164.92649980135081,140.08716629141202,408.1720915745211,1097.7333688131985,402.1597796143251,195.8501841997544,306.9868147120055,754.6260738831616,593.5522422561257,554.9253869253869,313.28976034858385,762.8595307917889,600.2147995889003,560.5581867388363,399.6202974628171,574.2565306122449,469.13779015784587,605.8181986656783,281.30521382542474,479.4046541693601
01:30,276.6267459138187,558.4783591731266,213.27056277056278,207.8221212121212,215.63898662913442,162.47345309381237,140.11336932359478,412.19031303535274,1098.1506040268457,393.83356258596973,202.31842212281416,311.62020905923345,741.1463414634146,599.1049112289601,563.1407375081824,315.7863436123348,742.1310751104565,592.6496296296297,576.5128859995357,403.7097046413502,559.7910539215686,464.58398220244715,605.0894912736725,290.78616684266103,460.1119641714651
