Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
00:00,208.04946319018404,104.32727272727273,64.81612706169823,94.71036585365853,103.69489051094891,124.30038230475151,117.90429958391124,37.90241414484869,103.9558916194077,139.4883950617284,128.11377245508982,141.8420204191295,217.69667318982388,187.93764798737175,189.34084147896303,285.87756370416406,196.4443641618497,206.3169850283944,206.87875751503006,70.39189189189189,105.19654605263158,91.63237376120811,358.1767295597484,156.35736102626757,101.4491879350348,60.277065161621344,354.02819383259913,283.57839947950555,188.90069744271005,133.60047846889952,129.95216049382717,119.45664013405948,110.19902482269504,111.50628930817611,94.06442953020134,253.86954887218045,276.93333333333334,167.9496981891348,346.69250317662005,97.25974025974025,51.711879432624116,136.19114817190507,124.28330084470436,48.4987918536417,49.9636,83.21770623742455,108.6609672691744,104.0864406779661
00:20,196.40214256283477,98.93435448577681,66.35795795795796,98.87844133841593,102.35335195530726,122.49472016895459,115.90990990990991,45.493747767059666,100.93288177339902,126.81265206812652,127.36218836565097,134.27692307692308,216.8860510805501,186.1031496062992,186.68835034013605,285.4348925410872,195.70845272206304,209.17407213800314,208.39632023868722,67.37713841368584,108.42562651576395,73.78212017586712,350.3847595252967,148.73584346279276,102.34932463903121,65.06494661921708,361.9011135857461,356.67112462006077,187.09972862957937,127.80778301886792,135.46265560165975,126.82990152193375,99.20008795074759,109.2001282873637,101.885,223.55809294871796,263.6642673521851,136.7338028169014,328.7742549143944,90.09550561797752,48.95976281236764,129.62139654067906,107.3385579937304,46.498631074606436,47.88242327620566,87.54842566759665,102.72154372252076,104.57735522904062
00:40,201.38428459734166,95.07540983606557,62.56892230576441,99.77633289986996,98.60190217391305,122.078125,123.2622820919176,39.85790705449682,104.31274131274131,127.08678693320331,118.55904436860068,140.72246421904168,226.1117764471058,194.28513731825524,205.39640035118526,256.40443686006824,194.90831556503198,203.20293522267207,221.813824419778,68.37367993501219,108.17081545064377,81.49121996303143,363.7506172839506,134.50574374079528,98.83333333333333,62.043099025141096,337.07374631268436,389.3960208432023,205.08210620258814,128.421968787515,128.20625962031812,133.46572104018912,97.2404181184669,113.44162436548223,105.10315490960652,211.14302741358762,276.9326722338205,144.9051516610496,360.73016905071523,92.85442435775452,44.46269278866194,130.8397435897436,108.25902864259028,41.98874872144562,43.88158929976397,87.64981949458483,96.77934729663906,104.11233885819522
01:00,195.56077461887102,98.15995397008055,64.91455696202532,96.49111675126903,107.50071530758225,127.03705664372684,119.68355416991426,42.637760327756915,103.69046073977937,136.62966650074665,146.77769289533995,124.64179104477611,226.66023936170214,205.1710743801653,206.5481513327601,265.2435897435897,204.24657534246575,230.1269416175683,232.84756097560975,68.85394126738794,94.4793675279599,73.55298273155417,373.51840299438555,130.28165749058243,97.22940655447299,80.46771733604474,352.12194092827,398.12314540059344,217.2710814673654,136.7168458781362,127.14421632448673,139.6593028964163,112.8584110075455,126.81852791878173,104.12099894477664,246.55994098118776,298.5426638917794,160.54312469196648,439.74473862864903,103.88930936613056,47.60533651931502,145.50357374918778,131.43472584856397,47.47443762781186,50.70431211498973,80.90578791719476,110.04452054794521,104.03405315614619
01:20,189.6909239574816,94.83981154299175,63.04,97.50963956412406,105.44353741496599,120.24350132625995,119.38393574297189,40.03570202540337,101.39173228346456,128.01369193154034,130.51659451659452,133.16935483870967,225.70086608927383,215.88513513513513,204.24912891986062,244.18509316770187,204.15496017378712,215.93035343035342,220.7342091965639,66.95652173913044,59.822784810126585,94.80787746170678,374.5017543859649,129.76809496236248,98.39263252470799,89.28114229443624,333.7064332247557,350.85221078134464,211.03322565759115,133.53908511870296,133.2626211116777,144.88072916666667,94.48132780082987,133.98685857321652,93.98390881662756,221.32876175548589,282.76578411405296,151.95610226724554,304.7053081147041,99.40389972144847,49.40898345153664,144.40795381654908,122.997458703939,48.51426630434783,52.83611111111111,88.40747954811063,108.24098671726755,103.65357142857142
01:40,198.24191616766467,101.20996441281139,64.30899937067338,101.57774001699235,99.19436997319035,128.1,118.55666156202145,43.068557919621746,97.05664877757901,118.98296261239943,124.21983914209115,126.1534263189812,218.89141742522756,204.42727272727274,216.92636165577343,279.15939278937384,197.9126984126984,203.52542372881356,219.91919191919192,67.07350689127105,87.66824925816023,87.4435261707989,354.05364677516576,128.87783058428852,90.72723311546841,133.56750355281858,338.9708614864865,353.33734939759034,207.14949137549758,120.8110599078341,125.72076612903226,132.46754514397267,90.117529081428,131.1581920903955,94.79017079121645,209.7791948983659,265.28343621399176,141.97937649880095,370.3752481800132,91.89239332096474,39.76140613313388,122.61086544535692,111.60278304870336,43.650956284153004,48.0729001584786,77.19037102473499,105.62705941088367,98.68711111111111
02:00,192.7353426919901,94.69817767653758,64.60630449362844,98.87996654119615,101.94214876033058,127.8994145822246,128.4329725228976,41.22342519685039,99.31917475728156,123.48670088660757,114.95215946843854,132.24174008810573,214.76168831168832,201.46661237785017,216.062192393736,253.41205717837167,202.73479853479853,205.20490981963928,221.55154639175257,64.94508009153319,97.34643545279384,68.58920402561756,321.28670520231213,125.17834934991521,94.19824945295404,130.2677203065134,332.75970977379427,372.7603498542274,198.28363154406892,121.07212925562608,125.01191066997518,130.06533142584644,88.95166402535658,126.54598445595855,95.62877502544961,206.46993670886076,295.58307372793354,141.29747739171822,385.18692206076616,91.16805942432683,44.82573529411765,130.9047005795235,108.5363579863269,43.80431063975368,51.54393134450348,81.20838371624345,101.04891304347827,97.08157653528873
02:20,183.20936981757876,96.24549549549549,64.20053655264923,95.50596462361169,97.35177865612648,124.86259946949602,133.91466445733224,39.90540098199673,101.3780193236715,127.01744460160302,130.6127320954907,115.30622304374614,212.11125238397966,191.95443645083932,214.01420576840292,274.7359798361689,202.43621700879766,205.15587649402391,222.75051975051974,71.31849577897161,98.78955572876072,64.72617449664429,313.63005122367673,130.9531296351231,100.64631487134758,126.85700575815738,324.6309570697125,405.9297587131367,199.95365121707235,127.0299022426682,120.39253231211106,132.17512437810944,99.15907305577376,119.57450980392157,95.3865692414753,214.0436854646545,306.94933333333336,159.6565455450473,391.0219560878244,94.2961956521739,54.222809335094674,127.51713197969544,117.61562306261624,47.077633378932966,54.169318645450836,87.20699356913184,107.36013813517513,93.15774907749078
02:40,172.91176470588235,96.16703539823008,60.845052083333336,95.98457047539617,100.6164199192463,130.89372731985486,118.69029275808937,36.285346215781,97.77477477477477,124.08396226415094,115.2912019826518,128.69630872483222,216.39147286821705,188.53608247422682,207.4318181818182,251.89430894308944,200.1649855907781,204.04835390946502,211.08556962025315,70.56896551724138,104.05657951135876,71.91348477525375,325.78045977011493,133.59948246118458,93.76447193990279,154.50806803314435,331.99153259949196,391.5042637862422,208.09074811863655,121.47108843537416,119.67585551330798,121.23368522072937,98.77838290741516,119.64505566470203,106.44455994455994,200.01739818109925,303.2187989556136,136.11988716502117,313.5144291091593,86.5368516833485,42.08731130150959,128.48463508322664,115.5275,48.23991655076495,54.27053364269142,86.35373009220453,102.61827160493827,101.90115163147793
03:00,190.16428261811876,103.90780141843972,64.43067649028801,94.53746337379657,102.60632183908046,135.50375187593798,130.79112903225806,39.129083920563744,103.9598517603459,119.94533459000942,121.52889784946237,118.65386922615477,218.3448952879581,187.07450980392156,216.0761353517364,287.4227696404794,202.2040520984081,212.7705605028811,226.7306101344364,69.35113386978786,100.29961538461538,67.39105613701237,327.57989540964553,126.89602534562212,100.98601083032491,149.77214684756584,340.97703105061674,401.192243767313,212.49359257622623,129.67085714285713,111.13548102383054,127.4833255049319,99.06511056511056,119.84389288047028,95.73799435028249,207.48671162237207,330.66256025709697,150.46825396825398,363.40598568640206,85.9005424954792,48.517828200972446,133.852998065764,111.59350091968118,45.8280665987088,59.404458598726116,89.0383631713555,104.47484123106986,92.64087301587301
03:20,189.75095460330928,99.43908323281062,65.24206896551725,95.47751430907604,89.88663484486874,137.46308724832215,114.59169811320754,44.25058784010749,100.28291488058788,117.0061320754717,120.52953736654804,128.75448028673836,221.29653401797177,180.53624318004677,198.28895678742907,281.6730897009967,200.76834532374102,212.45986535473847,210.871162556618,71.94129287598945,99.08568864961866,74.38390342052314,347.62857142857143,125.0761959323976,90.59832451499118,157.60502381983542,328.6625816993464,393.4646860986547,199.35115483319075,127.07896221094191,98.94075546719682,126.91552619159981,107.1593625498008,121.3348593852191,101.42998585572843,208.61064759634485,303.52786709539123,153.82193802262665,436.25102599179206,90.1707530647986,48.26392842618951,139.77022653721684,112.39170792079207,48.62162162162162,59.192602040816325,93.62727993655828,105.94496314496314,101.34925690021231
