Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
00:00,113.50649350649351,188.45478961504028,142.14658848614073,219.53708133971293,282.55392156862746,104.82659251769464,156.3967654986523,166.72011019283747,287.13394018205463,220.52277227722772,125.82893652102226,188.5632070831284,242.002442002442,440.7031847133758,214.79913373037357,180.04548006737787,260.1875796178344,230.42917616411592,263.68108108108106,192.5824295010846,576.6345821325648,184.3937180423667,337.5562528014343,269.3282647584973,135.08219178082192,312.82755388940956,191.53595890410958,446.2481203007519,320.97579693034237,240.5150027277687,434.8296332046332,105.82952734997345,209.13667912439936,492.02186468646863,399.6409791477788,474.13236929922135,241.49321948769463,270.03313953488373,55.45391476709614,229.52182074143596,259.270487412962,275.6383292383292,280.7327241576242,149.23081463990556,177.81991727648744
00:20,125.30074677528853,200.8445883441258,140.80074388947926,232.93285371702638,289.2613065326633,103.4728144989339,159.22513966480446,168.86885245901638,293.38296529968454,236.7081026673377,124.30374023838883,192.93628670980587,248.53163087637841,444.95953757225436,215.43669527896995,173.28633171258778,259.20837390457643,219.96560846560845,271.91279069767444,192.24139844617093,588.1026706231454,191.0029563932003,335.4118444846293,276.93150067598015,126.76506329113924,325.1947242206235,186.93236714975845,462.0820512820513,308.32606263982103,249.73748609566184,432.00974658869393,101.13361388742767,207.848694725626,480.43704891740174,390.50384286934246,483.50598476605006,244.23454913880445,267.90137146192006,55.661305147058826,225.79378143575676,257.22132471728594,268.5043269230769,294.7275485436893,152.3744019138756,179.27416237113403
00:40,111.95201535508637,200.61241007194243,140.34451544195954,230.94815668202764,371.8991354466859,105.07248677248677,160.1664719626168,168.49756625202812,295.7705544933078,235.53530295443164,122.01461632155907,190.54953178905865,255.95536791314836,435.91350342252645,222.63651498335184,177.3291208791209,283.27217332430604,214.1873560276427,279.5035773252614,188.8012048192771,538.8917954815696,181.55133228840126,333.322277005827,270.2651309846432,121.53411513859275,321.74101796407183,194.7689508793208,469.4510221465077,331.87741132545113,250.06985491671145,417.25851011346816,101.62916006339144,208.51965535810447,486.5939974989579,384.1197822141561,499.09157716223854,250.55795677799608,271.53249414519905,55.126018207954004,226.94258823529412,263.8433670751199,264.6285310734463,290.23112659698023,150.03470975463793,186.5307743216413
01:00,110.58762214983713,185.75867908552075,138.78352180936994,219.8589108910891,362.93075539568343,103.38947990543736,157.62686567164178,167.65319497542328,294.1748206131768,229.01644245142003,124.12034837688044,188.1049534085336,246.09258160237388,458.759534583064,215.2141723955579,185.01434087148374,255.0,233.85929319371726,268.4597639484979,198.59174072138003,558.6718100890208,178.2092511013216,344.13396911898275,267.85670864090315,134.67429139731476,323.44060913705584,195.28648325358853,444.90205303678357,310.0778995960762,240.1568,441.2891969407266,107.33634431455899,208.66206163655684,468.95862068965516,408.1171875,485.1331506849315,246.45738045738045,269.8410750803389,55.74587293646823,227.3727948003714,262.8227780734433,277.3983983983984,288.9540023894863,153.90149253731343,166.67791411042944
01:20,112.98851351351351,185.77680906713164,135.70255863539447,220.00593119810202,370.76864244741876,101.5340909090909,153.04651162790697,168.77607025246982,301.8683879093199,230.40873015873015,121.37460191082802,188.45116509667824,247.0234604105572,457.608639587363,221.35246345425014,187.59812050856826,236.33760149906308,219.61855402954134,275.63155021834064,191.84094488188975,561.131861575179,177.74844720496895,347.9569597069597,264.2964935641367,130.66885080645162,324.8797867183713,184.25749235474007,436.979219677693,306.27049670855774,242.61252023745277,436.38027501185394,105.30948595654478,207.57051623203833,478.8701942951633,398.9742046431642,478.765625,257.04056603773586,264.6567207415991,53.25693430656934,229.0588785046729,262.89274447949526,275.635340186001,282.67114845938374,153.8181818181818,170.64703647416414
01:40,103.43825503355704,187.6520963425513,139.16260593220338,221.8316151202749,368.56363636363636,103.0152224824356,155.2209976798144,166.70212765957447,279.9166123778502,230.34970238095238,123.44808306709265,187.88423153692614,243.3887614678899,462.20986842105265,228.95446973903387,179.63763440860214,275.48993028659953,222.5080880403076,277.77079889807163,196.2418335089568,558.7610169491526,188.65966690803765,337.23851983950067,269.5460122699387,132.716380182002,312.73559322033896,186.89437819420783,437.40737527114965,310.96514896008995,252.61678630590833,450.03760848601735,105.4286477819348,207.55661375661376,473.5054945054945,384.66727772685607,476.13270925110135,238.32687270822422,264.74329054842474,53.816415735794074,231.04502814258913,266.6661433804291,279.13076098606643,291.67207207207207,166.96233839235526,165.52676164805544
02:00,116.71171770972038,189.5127970749543,136.6,213.78947368421052,362.91520737327187,99.06181015452539,153.14899553571428,170.9902650081125,286.93096646942803,229.70144063586687,124.63221528861155,192.83068520357497,253.72873289708508,467.66359447004606,234.91938155715076,184.9090909090909,310.1930713983946,217.75127032520325,272.2996089931574,196.84801762114537,547.1670616113744,195.29433681073024,344.0904499540863,277.83733574988673,140.60689990281827,310.30939759036147,189.20765027322403,450.5788288288288,291.2939497716895,242.2454350161117,442.95269016697586,106.51067235859125,215.14087513340448,464.3625204582651,379.2790262172285,473.5831545064378,246.70810810810812,259.176813282843,53.60297131147541,231.84961381190368,260.2528059861037,276.66297229219145,282.48902644907145,158.63464938126106,155.29204954055135
02:20,108.24966261808368,201.17375886524823,140.03960933260987,231.61557177615572,344.3203642384106,104.10909090909091,153.9487334137515,170.0,294.9700063816209,237.5708680725846,121.57069510268562,190.36556487419833,253.39390316796175,451.0105750165235,229.7791095890411,178.13671023965142,329.9214912280702,220.0589667297809,270.8925,190.08409703504043,551.0254545454545,198.68529411764706,336.05572893446276,274.43074250976986,135.69040835707503,314.37731256085686,186.97139379184418,450.82295805739517,304.62934590453744,243.17839871037077,421.4140037593985,101.41835062807209,204.88654353562006,470.4681112019624,376.90418604651165,499.22425876010783,235.3665498247371,266.24792204069934,55.323022312373226,227.7581947743468,259.8060021436227,262.8579207920792,290.3452311293154,149.80741626794259,155.38576484467166
02:40,112.18779661016949,180.5533039647577,137.61489361702127,220.7189781021898,362.03523035230353,101.85171503957784,161.93550106609808,175.46799116997792,307.0127307447486,234.82775351770985,121.15503568596353,194.83543689320388,245.23718712753276,460.7091737150293,235.3822869955157,179.5636264336428,336.3910081743869,231.41851974775972,266.8839242350656,192.75772626931567,551.6432748538011,176.7459499263623,336.4577777777778,283.66956920256644,130.9274432379072,319.44172380019586,183.71254567600488,444.7167816091954,312.43888888888887,238.69181721572795,420.2670357751278,104.75026680896478,203.1079515534492,473.5165404543643,399.9551056338028,471.81683980317115,232.03304957436154,264.7840279801807,53.82341557813256,235.5635922330097,263.8672043010753,272.1765578635015,290.33863636363634,151.55754323196183,161.58284827318587
03:00,104.7915567282322,194.03645833333334,127.03463203463204,224.0279214064116,321.27413479052825,87.69016227180528,130.54941860465115,188.29845276872965,283.2111398963731,272.9720139930035,135.6011650485437,181.1674074074074,279.34221683827985,477.3897158322057,267.752664049355,191.57399577167018,275.92325158946414,237.7251518056887,296.73600344530576,208.04603438713255,500.82060185185185,213.70956146657082,319.71890660592254,265.93115780062584,113.63184329482672,306.03954802259886,211.63833428408444,467.53835860838535,254.695885509839,269.5457953936797,423.14593406593406,106.24517475221701,218.80217503883998,454.29026982829106,330.41125121241515,437.70470524607896,270.81569796323896,248.53437771975632,45.517681728880156,238.7778276481149,250.49812934259754,274.24191404519274,272.61397276494966,130.05652173913043,167.4172084130019
