Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
00:00,60.11712511091393,45.96916650089516,67.12985118179165,83.03339350180505,155.34980842911878,103.46222335283643,154.6418480336006,160.70615835777127,77.86513559736134,88.46967020023557,138.2713963963964,42.893256013745706,91.38732959101844,153.6645988420182,231.4594898724681,228.73961456102785,84.7619532044761,153.26080586080587,160.9724596391263,148.05129240710824,49.66109785202864,49.856954515491104,116.16327170166092,190.174437044085,45.64393226716839,130.48318654923938,103.26256248355696,47.807666137446134,156.75258157786038,114.9838505383154,44.82025547445255,93.59676887570063,100.03784431137724,102.8443922489724,79.07793959007552,244.88698328935797,72.69243697478991,71.40082079343365,273.68614677141215,125.1378307647572,66.44860590928006,66.11933461909354,77.46798255680514,125.94372210362896,117.7229609929078,86.1840675920338,92.57311373247273,128.9657929808974,192.1033295063146
00:10,61.76575505350773,51.282483464902924,75.23033541110122,71.6095463978654,155.09101123595505,102.3987807975616,157.7414205905826,157.95100028993912,80.77323125659979,84.01468659847889,133.22328181519237,45.98921832884097,92.87660069848661,150.74204355108878,235.5852930197835,227.12968630451417,94.32554149689041,148.81028240405504,156.08195211786372,151.30438311688312,50.01737451737452,45.32473410273818,120.71428571428571,190.37767441860464,49.03469043603951,130.1913703555733,98.0632911392405,55.84448867877582,157.0505485893417,114.44714148834238,43.07907080634353,100.33092286501378,99.98330665447061,118.67089728453365,79.70586772749876,240.55329289428076,78.04452554744526,73.63879408418657,260.0764179104478,128.64381990249498,63.251966873706,68.53186758893281,79.7442615348945,124.62008733624454,123.32691839220463,87.91327751196172,92.78410335012043,131.19936780311582,193.70165094339623
00:20,57.72050816696915,50.324018771331055,71.71711931644798,68.24595267745953,158.76766555678876,104.52373698908352,151.02064666926373,154.06338231057333,78.93480416460089,89.941829719725,143.65925717501406,44.272035794183445,93.5928052047455,152.03327716933447,242.93648393194707,237.28364565587734,78.74283439490446,148.01341807909606,157.21170553269317,152.40945512820514,48.3383072407045,42.13266239707228,118.20775623268698,187.58901230861602,49.011264961276694,126.41361256544502,98.9371914426769,41.73208041958042,165.4658585858586,116.65156794425087,45.16115520282187,102.18787451533309,106.74702925045703,109.47748285117805,80.17741129435282,245.41564685314685,73.88585017835909,68.23201581027668,264.9280061764138,130.90136830102622,62.23627430036317,63.234992679355784,80.27331337784942,122.48875528835448,122.1884724961648,88.77000892591491,93.82335864225101,130.0058611361587,190.39927623642944
00:30,61.83433553818401,48.89508742714405,71.47121034077556,77.08588019559902,162.08148967551622,102.16096065406234,153.37747572815533,154.35130383826547,74.78428465530023,83.21797752808989,140.02266368214885,45.197482837528604,90.28969359331477,153.1802374893978,240.16400148754184,223.16475247524752,78.50555555555556,146.005691924582,159.7725988700565,154.50714853057983,55.75099929461557,42.31768141990564,126.24674912781478,190.89098208770847,48.86803377563329,122.40645161290323,96.05623855610777,49.19114595342403,163.7124332570557,119.0128526645768,50.98211696471726,96.22210376687988,100.94285714285714,105.246660730187,82.96842637029553,238.1371951219512,74.34099976531331,68.85289421157685,264.303213610586,133.42488662131518,63.10690235690236,56.558088235294115,79.38077348066298,126.87377911344853,121.27583965330444,88.40954332552693,94.22643191441944,137.04369594902138,189.70210185933712
00:40,63.276608538785325,51.33905759162304,72.15238927738928,74.08403361344538,159.26970954356847,106.35995877351198,165.27437379576108,160.56637956637957,84.90650887573965,93.74638554216868,146.5644569816643,46.543847722637665,99.01215343714394,155.22458333333333,231.78334561532793,234.67768595041323,95.95946815354922,146.69009009009008,161.82931533269044,137.57434813248767,51.91885964912281,49.967447045707914,120.1923076923077,192.19752694990487,49.544967097245916,127.54460285132383,105.07696348831101,46.023234624145786,161.994708994709,117.59070935342122,43.60037968675842,99.26753612971449,112.29212916246216,101.73319327731092,84.77213851440655,248.7811958405546,74.34832535885168,74.14247971315342,269.7539298669891,134.86719412263352,69.44729043183743,69.44564176245211,83.68834559696178,123.33505154639175,118.94352889474841,93.5880930794802,95.76786516853933,136.71354048537083,195.51185921958685
00:50,60.076854066985646,50.42512184315463,74.20481927710843,67.80304915992532,153.1579330422125,103.31759876859928,159.02190332326285,159.41701244813277,85.83099906629319,89.84596798550287,143.7813031161473,46.5430660269591,98.84621299500192,155.3533136344449,226.45255212077643,235.59824945295404,78.720696937698,151.94436569808647,154.26734505087882,148.54411193159737,55.00024642681124,52.412593571114044,129.90084134615384,188.8330804248862,47.06087168249331,124.6936323588306,101.3341314179303,46.97971014492754,162.79899497487438,116.27648902821316,53.000488758553274,97.53364186543254,107.89480722086026,109.01523752614281,82.63156565656566,252.08045977011494,75.3548308590898,67.30778588807786,280.9077380952381,132.83564883239728,69.88860705981823,55.361111111111114,81.21998123827392,128.34453109378126,120.7391592920354,90.99529780564264,94.18824531516184,129.4945054945055,198.391796875
01:00,62.66162962962963,51.89204788371099,70.85232790631248,75.09555288461539,161.38346427235317,101.2618200305033,161.52134146341464,159.15091015854375,81.56141753264055,89.44178343949045,142.2082754790336,41.72982529118136,91.94278234854151,154.19349526554137,233.00264650283555,237.7075389948007,73.75899760063983,149.7632696390658,162.2171052631579,153.58930693069306,53.95142503097893,46.95168114005789,127.7624589674724,188.98586572438163,48.92543113917901,124.50996677740864,97.88683712121212,45.83570475767007,156.79702194357367,119.90446260213702,43.45026642984014,96.08975712777192,101.3696261682243,90.2254372019078,81.77975748577084,244.24368144969003,75.03176966989328,66.6864457233578,274.7323738385863,128.69496574322312,64.07244529424261,51.248505976095615,80.12810664256665,129.4340085942296,116.77099071875675,93.37463810075275,94.2946388005452,140.22545700744752,195.23962040332148
01:10,51.420884632922935,50.9016146393972,72.48781869688385,74.5035814388041,162.83880709701774,104.221100454316,160.9365570599613,164.10011641443538,82.65290120230006,93.55609881626351,149.21284251314697,45.60327664869349,105.24336618650493,156.30539419087137,238.45447647951443,234.58173076923077,79.72741352607125,165.3378661087866,162.06071076011847,144.2728346456693,58.79398091509665,50.99205808940322,132.73152562574492,196.575682382134,47.83574181117534,130.9704918032787,94.24560602602146,50.4381216747629,160.8299232736573,116.15619107479573,40.1854247520483,108.0195865070729,118.93566222669013,93.31998728948204,84.60116190957312,251.03930968360498,80.92006802721089,71.61501300631735,272.3981042654028,160.1255364806867,64.08608565949287,67.60665694849368,77.84697589813551,128.351593625498,114.44425312096428,92.21573989668794,97.7317620650954,132.67985850099492,188.84936268829665
01:20,63.48835838491011,55.129025286362655,76.33053545586107,73.40907668231613,163.3587786259542,105.95523906408953,157.0927636643572,156.2786703601108,85.34135667396062,86.7844001036538,146.8179523141655,40.63279445727483,101.06938159879337,159.30286663896968,231.61897590361446,241.9769364664926,96.01595968080639,161.43441762854144,166.25739214735822,157.35443548387096,58.609714838086035,50.25266742338252,132.7835616438356,194.5274447949527,50.339003944773175,124.25196555597155,97.19678407350689,49.58469202898551,162.21000820344545,122.05243561898853,42.533212010919016,109.01629844259327,108.14240290710879,95.24668769716088,86.48527528809218,246.76908487434804,82.00476077124495,65.32669400507713,268.5172612197929,131.01331360946745,61.13394615889691,62.87803049237691,84.8834974214721,130.03013063632534,117.73602827479567,89.09680310726023,94.0310421286031,139.2100973511433,188.0486381322957
01:30,60.72629435718441,48.484642999601114,78.32569464336866,71.00747160789001,162.4804534792807,107.15527172551965,160.13526752072343,160.8513794126372,77.3606471816284,94.93117512108081,148.44259104809564,46.68536280233528,99.38976674191122,157.94474449522227,239.63138138138137,239.4312087912088,100.80244570946658,163.58394931362196,164.06464250734575,153.4388489208633,53.800147856086745,59.52758848098483,129.3301944106926,191.56614599936245,47.46470729944592,123.50730936388779,102.8320131111718,53.918577445016375,152.04661826518915,118.26277830040765,41.22157502329916,108.58366751731681,108.15539182853315,95.08756889161053,85.13492489270386,248.4018912529551,77.96733607548995,62.19055617767824,277.4821782178218,144.57251908396947,63.058962771680655,67.16001945525292,75.45647646813828,133.5800704371245,121.91363636363636,88.81810062518606,97.09209052207035,138.6771582733813,190.40714566156262
