Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00,11.534115467736957,21.522445414847162,36.81535648994515,36.39348710990502,21.11965811965812,6.372686343171586,29.624531516183986,26.268527131782946,21.54125210469922,46.65758401453224,35.792219541616404,31.632658102766797,27.354372440375812,36.71970345024237,80.72701872031294,20.22031280169917,35.090154211150654,85.4438569206843,48.3468720821662,32.07559028367589,72.92990813201769,29.79328743545611,62.4537699504678,32.21131713554987,47.57328750306899,30.897972748421402,14.153367068898405,21.443731117824772,37.784865540963104,28.29236694677871,16.31297446514838
00:10,11.308575529242914,21.42322226039162,37.46861669713589,31.614197530864196,23.900856389986824,6.733467945482079,31.378581173260574,27.53368519093449,22.08765000759532,48.414838271884186,36.17288742908331,32.70565110565111,28.45860176568838,38.040643522438614,84.280946948089,20.7492576095026,36.74284027162681,86.82005899705015,50.354755784061695,33.37871755200275,74.83847457627118,30.54926696215479,64.01346523770266,33.66340602950609,49.028817733990145,31.944207417131604,15.471232876712328,21.548275197533243,38.55545023696683,29.57867132867133,16.482500849473325
00:20,12.408344283837057,22.77317415730337,37.759165256627185,31.698218262806236,24.8731553056922,6.888672824501701,30.989662301860786,29.289200732153752,21.411791660302427,47.89505617977528,37.490566037735846,33.407461953853705,29.73454032447684,37.49915014164306,80.44332210998877,22.421304264677758,37.219661610268375,86.3768898488121,51.560799813996745,36.90588437715072,77.49847972972972,30.36830201809325,64.84462585034014,33.12347658755613,50.92096219931271,33.817324596451975,15.165241057542769,21.71029800075443,40.35456805469236,29.764048865619547,18.0944669365722
00:30,13.915539425932035,24.590320865094842,38.81895093062606,39.284356328082566,25.92214983713355,7.8900675024108,31.422062350119905,30.96906584992343,22.87606263982103,47.72433756401692,39.88455680779774,34.47134979621194,31.394926693041658,37.93082663605052,81.73488241881299,23.42403450303862,38.02226179875334,88.4769635126778,53.647785547785546,37.87453183520599,79.68053441569424,31.766923736075405,66.57640969763007,35.86698488464598,52.038575667655785,35.65037349788893,15.883011583011584,22.752375412061276,42.456017783423306,32.14702851253865,18.988191632928476
00:40,13.567673179396092,23.715876497384848,40.076574021554165,39.62993006993007,25.9292751583392,8.039767216294859,30.782107760081328,30.77719568567026,21.491051454138702,47.821777777777775,38.19485184076624,34.02140598394551,30.960482725982015,38.612653879186944,83.9616577389343,24.197778218607418,38.14319596798103,88.66294573643411,53.306981044845124,37.6115169016477,80.05732267392413,31.497774734679904,65.4183895538629,35.27987321711569,52.25466143277723,35.783715012722645,16.884928322355677,23.45205965909091,41.902184235517566,31.44864864864865,19.07287181185823
00:50,12.423692636072571,22.639945420433225,39.56282271944922,38.06393578743427,24.642832469775474,6.920881321982974,29.51664447403462,28.62629022465088,21.650648360030512,46.98476821192053,36.3261574756709,32.59326550387597,29.00970200970201,38.33521285593459,84.5637489445539,20.9909126827341,37.01449704142012,86.59975293390983,51.633500684618895,34.333163525216506,76.99390140606471,30.061627511065712,63.59072526287409,33.44351662202615,50.66131025957973,34.02478660538411,15.11624266144814,21.21216089803555,38.81718699710331,29.991943605236656,17.609959893048128
01:00,12.575105782792665,23.958405847546118,40.85621301775148,39.049297714128336,26.068867589634362,6.883324987481222,29.535750251762337,28.962884088834805,21.99217911363288,47.87112488928255,36.60878661087866,33.957194679564694,29.095918837906385,37.900578034682084,81.97777777777777,22.53218459100812,37.82791817087846,86.4077684927267,52.40870945792697,35.18304172274563,78.20040691759918,29.939264328485887,62.843893232677274,33.514810708062726,50.14331445456784,35.19323107702567,15.884332688588009,22.458672454331705,38.653333333333336,30.05892034233048,18.302380154207174
01:10,11.78777923784494,23.54386584289497,39.216676453317675,36.86186348862405,23.32482887367766,6.174302788844622,27.15392030848329,28.002112251056126,20.9378453038674,46.99005744586832,35.435087719298245,32.56815497283251,27.659691883191538,39.270017035775126,81.75612503520135,21.86685552407932,36.805167805167805,86.4975769892137,50.74292715526843,32.11216859279402,76.41939311747754,29.152787219578517,62.57575757575758,33.36680327868852,49.27147766323024,33.330264672036826,12.98103874690849,21.33277027027027,38.576260370134015,29.82755235602094,17.807705081368315
01:20,12.056818181818182,23.778147434774997,39.582054309327035,38.51627016680339,24.370433595083647,6.616541353383458,27.412952869509457,27.8196671709531,20.789514145141453,47.764654798089445,33.95127678309363,32.92130065975495,27.952741454462032,38.415353766828986,83.9103800340329,21.458049886621314,36.55291641611545,83.32115325316066,52.28808988764045,32.40875042560436,77.1809604043808,30.1460027100271,62.009023354564754,32.646694214876035,49.33104631217839,34.62163978494624,12.711972391823732,21.985189351331083,37.99904973075705,28.918100701083493,18.020666666666667
01:30,12.219536757301107,23.74577777777778,40.175324675324674,39.16849132176235,23.69176993962504,6.723200805234021,27.822315382134796,28.312649880095922,21.14481378885811,47.47189097103918,34.45728643216081,32.12166941759019,27.68928654427144,38.6180356117174,85.15738636363636,22.272175445467006,36.10094451003542,84.33600740512188,54.45817361894025,32.89879640617054,78.56533513879485,28.81918505942275,63.14937978358406,32.59252157238734,49.16296657721396,33.84949063424252,11.738687514806918,23.341292639138242,37.290719696969695,29.32711167352104,17.310228802153432
01:40,11.998197548666186,23.113070539419088,39.853600944510035,38.368811225840616,24.963765541740674,6.697570649479425,27.003111387678906,28.531856796116504,20.981109079829373,47.80980138169257,34.72404692082112,32.36414828718911,28.68857808857809,38.089228059876724,82.84245201947866,21.735341045073792,33.72083668543846,84.28926257327986,54.15082411379544,32.44618528610354,79.53559379217273,29.02366557263776,63.35991493886231,32.414144632048426,48.5567738791423,33.97066970832655,15.895873505591979,22.7759823723834,37.54903786468032,29.118537200504413,18.59900166389351
01:50,12.056037599421547,22.92629413781282,41.143695014662754,38.603035143769965,24.516262975778545,6.91338199513382,25.26644736842105,28.524940617577197,20.522979668546046,46.31964555867733,36.75875145857643,31.757753759398497,27.70096908167974,38.931184668989545,82.53680893726725,20.729583666933546,34.156017830609215,83.04852873209059,52.066335740072205,32.31740614334471,78.78306342780027,28.05570745044429,61.936889358331136,32.33081740806167,47.77522935779817,33.653852526926265,15.687693498452012,21.951833213515457,36.508701056556866,29.82065906210393,17.465069860279442
02:00,14.513318934485241,24.50227431770469,41.755896226415096,39.350964187327826,24.32100785340314,8.80389363722697,25.395821242019732,28.88553682342502,19.658296751536437,44.927951388888886,35.37412587412587,29.716313707237607,28.238227789376015,37.55862670933954,80.44603492699684,22.464794151596767,31.437547697786822,78.60018396443354,52.70746887966805,34.33861352410152,79.08841463414635,28.186414445399826,61.67315277412569,33.50369062901155,46.60777559055118,34.18970323003771,16.699419729206962,24.104043126684637,37.84760383386581,30.296284634760706,19.242088091353995
02:10,13.25671321160043,23.435232252410167,40.48331415420023,36.80256553262688,23.485514485514486,7.879172543488481,25.49800796812749,28.410613697005633,19.401324965132495,45.559820857325654,32.39988169180716,29.509086672879775,27.892650127521446,37.411781775972145,79.17877739331027,22.06896551724138,31.465082159624412,78.32834900570371,52.57774737802097,34.1124828532236,78.63423212192262,28.256712844193604,60.1737176097303,32.384627857953625,47.46044035809339,34.471580958446104,16.279507881584006,24.468934646374215,38.134138588684046,30.15819209039548,19.095523329129886
02:20,13.416488222698073,23.45133671151494,41.022184300341294,38.112841530054645,23.50260247234873,7.948908499767766,28.383617963314357,30.584761321909426,20.16310804302456,45.98724324324324,34.135407407407406,29.54279015240328,27.83805574752361,36.12532637075718,81.68876080691642,21.694304689072247,32.15143603133159,79.16363636363636,52.23924977127173,34.620949768558205,77.61789988201585,28.76221883984441,60.22287546766435,32.9118649569875,47.55074590364392,35.39887730553328,15.927391471379178,24.738591448077614,37.918276845106114,29.16883116883117,18.446040761777482
02:30,12.575352367184676,22.928149947934745,40.89529411764706,38.088202866593164,23.800436205016357,7.191134413727359,27.114373088685014,29.150089874176153,20.13096714197148,45.59605804635044,35.18036191041234,29.985925404644618,27.964863615349053,35.06426735218509,79.74062410535356,21.78336325553561,32.17086917828537,79.73249299719888,51.68684569868002,35.01522227988237,76.87981013731141,28.013353877760657,59.23457446808511,31.527759634225998,46.94356005788712,34.611111111111114,16.160798122065728,21.648364153627313,38.037332482450545,28.83618810339458,17.19224449556359
02:40,13.059810357403355,23.937078651685393,42.07214076246334,34.32743851892788,23.674820143884894,7.902830188679245,27.660236465463598,29.129145876137365,20.20998980632008,46.380434782608695,35.32642180094787,30.35473933649289,27.944507878511075,36.13099943534726,83.77449008905486,22.204216867469878,32.610139341832195,81.73425042988902,52.52836958959408,35.153206239168114,77.1611758743031,30.02575034106412,60.273400317292435,32.75827922077922,47.43682664054848,35.068926370418424,16.634772462077013,21.755300859598854,37.42870485678705,29.62358845671267,17.607736572890026
02:50,13.135355512067841,24.88144329896907,42.63390229546792,39.50013627691469,23.94189823168531,7.7198681732580035,28.281174334140434,29.982403817476886,21.260085574572127,45.95645709430756,36.6469369635987,28.979844584749877,27.40869763205829,35.31872852233677,83.18140068886338,21.09546165884194,32.21874109940188,81.01112852664576,49.78983116631089,36.139965095986035,78.84008097165992,30.402137042062414,61.17460317460318,33.25927734375,47.12509270704574,35.389336340206185,17.121105919003114,24.60923076923077,38.4035747883349,29.16948072634597,17.739498534679257
03:00,13.449468996231586,25.337775408670932,41.63528715216104,38.88979591836735,23.955186122153957,7.851573508689525,27.33195754716981,30.294629462946293,21.55980644185695,47.321525885558586,33.32501485442662,28.527433628318583,28.21743098334474,35.610734463276835,84.04634077423,20.800044434570097,32.84631087780694,81.74291973087153,53.47389922832501,35.66510090466249,79.19996625042187,30.431575377310498,61.45464219207236,33.27846655791191,47.484177215189874,36.718545686493385,16.68047564250096,21.41536329439715,39.53069492053599,29.942901716068643,17.993622448979593
03:10,12.370086289549377,25.300852839774997,41.282634032634036,38.352670100298184,23.60936356986101,6.945285784074255,26.772539776075426,29.386999699067108,20.359611403089662,47.431111111111115,33.12129300118624,29.35558966487593,26.56825469537334,34.93470408446791,84.30364257256687,20.70412147505423,30.92187898902221,81.39474925326206,52.57136544410075,34.4903090623363,77.91788259246691,30.08305935282921,58.82911223673687,31.81948284273866,47.82149758454106,35.16797563712133,16.11385565418757,20.915707710011507,37.6769618657422,28.639810426540283,16.903381642512077
