Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
00:00,279.0081734186212,441.2715179968701,394.90417627466053,401.6987060998152,248.9377990430622,209.4929955290611,648.279397705545,608.927022274326,774.9291676603864,350.444981472531,662.0954967187147,453.68721276020545,871.2522675736961,206.2214734950584,413.6182977875224,1012.5130083354383,548.3335158817086,480.19764982373675,162.6368184092046,951.6445930880714,349.18538677222494,1015.3623555931248,537.9655615523002,700.4497607655502,525.4018878718535,143.46397130746658,734.5323415265201,685.5145631067961,411.3839974293059,1326.7602389078497,1025.0711032388665,729.8487758041286,296.15170731707315,1173.7230046948357,559.4971467701438,971.8937456405487,745.8319232938522,388.91417836662055,340.3353702372394,394.98669700682655,260.0318302387268,260.8249249249249,331.5776714513557
00:10,267.92775789131144,449.0933641975309,396.2080450935178,420.90429042904293,255.86020942408376,212.14995483288166,661.2143533870204,655.6456140350878,809.9610694183865,347.71016331060724,681.9294540552685,460.3104094193203,893.089736399327,209.61832061068702,416.63776531838204,1042.4082406471182,550.4579318013343,496.0209497206704,168.45165299527716,977.756345177665,346.11496140581374,1008.1335421412301,484.7152380952381,721.9899204244032,489.3740546829552,137.43183984747378,750.1805101373446,676.9298350824588,424.01346585444054,1365.757337303275,1000.5409171522675,742.1001890359169,303.4466956102267,1187.1805961426066,566.2581018518518,960.8174748398902,752.2341449603624,394.8050864295649,339.2817420435511,401.12909798110763,270.25319553984224,274.05846243788363,337.88160407383833
00:20,265.3050652340752,436.07025761124123,397.4309026007139,412.28111432706226,255.40887480190173,204.04968226458695,659.1810874704491,643.7489711934156,803.475296912114,338.1372673771274,668.6043577981651,460.602383531961,903.292324442025,209.12106210621062,419.475886807493,1043.8640873015872,559.798325445941,485.2193518083607,169.6277516695523,962.123440285205,376.40725336882383,1028.057975034674,491.9611603931911,719.3070198675497,499.2328410078193,142.75097402597402,740.4105504587156,684.1760856632957,420.0595541401274,1371.9666381522668,1050.7960361264425,777.280487804878,303.0715667311412,1179.6958833957062,565.873843376213,970.3577896447644,748.9117812852311,387.9823131955485,339.7339285714286,403.4234756633281,263.5993458708095,263.15164179104477,331.8179172056921
00:30,247.65253360910032,450.8300550747443,396.988138215575,406.6592807845986,260.32107199159225,215.19680378810298,681.6705910619894,654.6724492796236,847.2730496453901,354.4813694267516,688.0956541218638,464.09721847150956,894.3919909757474,212.32003432003432,435.355330955212,1030.687794008418,559.6323771240636,488.07452093683463,172.02865612648222,965.8447932787973,387.336368234699,1031.7048445813498,565.3954614992351,722.0766161213088,506.0595169637723,120.18545867651235,742.8180649308904,678.676081200353,420.2810499359795,1358.6232104121475,1109.9361069836552,748.1870166393251,302.6629593810445,1207.0426415919528,571.2897791941725,968.6273781902552,772.4186930091186,379.8356463124504,342.4994602374955,401.61961263304835,265.3029504741834,270.330773774365,340.1379980563654
00:40,256.75481111903065,448.98811410459587,392.56300863131935,389.54132841328413,254.68212967843965,206.91139609443312,683.811706629055,604.3449487554905,839.383604206501,331.5219728106228,683.8962896736701,460.95108259823576,857.105671641791,209.03015941404567,425.5133839392729,1055.3230427265992,546.4405086285195,476.5534233593935,169.40134361781537,932.3110609480813,355.31352593565333,1038.2462214894201,552.128320802005,725.7528326745718,492.3701992492059,117.017912994029,739.6120996441281,700.58,407.58053154018575,1366.5025917926566,1070.143470573377,748.0798258345428,301.8483253588517,1212.8572977662113,560.0272975432212,948.0724737082762,767.2417218543046,372.1423480498911,332.98236859614104,398.9154904728299,266.0831773201391,264.71535468422627,333.8020123336579
00:50,248.61922428330521,430.0808477237049,394.2631712259372,380.8421052631579,264.0325506937033,211.02291183294665,658.4732913459295,659.3631333721607,842.1228237538755,344.7301892845685,677.7729500891265,460.540410776207,854.5388692579505,210.1525129982669,423.2241516966068,1007.9165067178503,537.1905457200219,489.209114645146,175.75148514851486,909.0382022471911,366.9162675474814,1038.5517906336088,549.5815066767448,721.1801047120418,493.6132913205385,134.6267787839586,740.524361948956,693.0405484247375,404.04413175567635,1349.3835069829306,1118.6130221130222,734.1517963359505,301.02267245537865,1214.3499886954555,560.6091822750114,957.6908179539759,772.3854271356784,382.74240920817624,340.80960854092524,393.24288458180547,262.00383036935705,271.3035875791378,329.75174381737475
01:00,230.1299295774648,461.6687797147385,400.72463395838685,379.2379896526238,252.88684210526316,211.23173582700176,695.3972060535507,664.0609434515089,827.065873959572,343.21591817164773,693.507442790491,466.4469921769625,881.1075766338924,205.66511824324326,430.88020202020203,1048.7927035515825,524.359202175884,470.53716055264414,176.28793103448277,929.8942523574315,377.06608215619417,1032.4016371077762,578.8096569250317,724.400788436268,494.90909090909093,111.3014420410427,729.5923566878981,689.1564488143435,405.51129494113906,1353.2713590084109,1105.9167893961708,742.6364705882353,292.67797179314977,1224.8019435446552,566.823393435044,940.5639574371745,776.9437250996016,389.49861769352293,340.1488288288288,394.22280701754386,267.27404768429705,269.7011323003576,328.9915666558547
01:10,222.4114374034003,446.4563862928349,398.28765021733574,375.0614132445431,268.5763073639274,211.0102369113776,690.0292355619458,646.8298550724637,825.0778727445394,350.08012924071085,683.4832887700535,475.17362995116656,879.6065002901915,207.7735530207013,428.7532881626146,1034.4406861560763,528.3011435832275,480.54854831032844,186.47234247234246,920.9043381535039,398.98171701112875,1029.4288435374149,572.110824742268,725.822605561277,501.0037281330657,106.86480582524271,735.0705421293272,676.3453744493393,393.2303548795944,1357.9449901768173,1096.3483483483483,776.3126419379258,302.70188679245285,1217.1591324200913,562.0097021660649,947.0156108597286,777.9468405215647,387.17386138613864,330.6953753351206,385.2889447236181,257.8983870967742,265.31547260686335,320.21185617103987
01:20,247.78122934567085,439.1144435674822,388.7917090539166,332.2678234628442,261.8984375,213.39075753144195,758.2910828025477,672.0086455331412,837.4405244338499,358.41064578005114,684.0637100405223,483.8862572294134,862.7214369846879,211.23301805674978,422.2588566827697,1033.4261865013118,539.9814314043628,478.2803893637227,183.48587297754165,931.9039408866995,405.3810499763519,1051.7646262188516,555.1863496932515,735.0152968628468,518.9895450692286,139.83973509933776,740.9476953252697,673.069330199765,402.9182954181352,1356.291013468757,1107.2941891563337,755.7742663656885,294.84998306806636,1213.8354574419664,563.245883149109,948.1028376844495,795.6230079681275,393.38543307086616,336.7706391478029,389.16219599427757,263.7693977211069,275.2552742616034,329.9061184849466
01:30,234.9024558976133,440.4083728278041,405.8991853360489,336.2907455976021,274.3225130890052,212.5268817204301,770.8037711728987,640.2720970537262,843.3709291187739,347.67826086956524,697.0316540347749,497.69262865090406,896.390134529148,214.67795175624207,411.46094385679413,1032.3482648289441,535.527887729399,476.9968877184582,180.14425907752698,956.1149679416317,404.9695997555759,1072.921531360304,557.9193017961043,730.2803347280335,514.1742937853107,109.58943514644352,745.5041213320145,705.450991831972,399.9543307086614,1364.3260243632337,1099.9082433758588,760.0240334378266,296.65206463195693,1192.7600443951164,554.4612420670898,970.8746024534303,789.7941326530612,396.494796779894,340.2578073089701,376.3078839651183,268.3719793646484,274.8974358974359,337.1192720181995
