Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
00:00,66.44465815702046,48.67574107683001,106.71148184494602,100.0321800145173,143.89695629994898,121.80993992353905,160.64204667094842,100.9379100281162,40.39425202652911,189.7570986060919,76.00758825470142,122.0883872722328,146.99505506855473,113.44868929079455,138.48396718866516,186.1957244655582,380.8317730496454,97.63677467972872,126.2051282051282
00:10,87.12817904374364,47.01100580862121,109.10964083175803,101.36936936936937,148.74470511567284,125.61573871109162,162.5851334180432,102.88167490002353,40.28716803176967,196.95648775403856,78.30003275466754,123.07967257844474,150.73292902066487,123.20631534030296,133.82092851879145,188.7005196032121,383.67796127562644,89.01169590643275,126.27640222334513
00:20,90.57380112102969,47.66779870330349,108.8298969072165,98.95620789220405,155.03324333445832,115.84281064522305,164.25650635019778,103.22064777327935,40.9025974025974,194.45211523488192,88.42997087635689,126.86412005457026,162.2878059940517,121.38429142977469,152.76520228344503,194.66477809254013,392.6918412348401,89.52086230876218,129.60568295114655
00:30,92.97440201426772,45.684128468974116,113.03873598369012,96.90381386423603,136.71537807986405,123.34390485629336,157.21363636363637,94.04197802197803,42.809836863890915,194.94612794612794,83.22071837584592,117.17464179507975,142.78328385476135,115.18021625951141,156.22822600542807,213.93525179856115,384.9733905579399,91.54606590450571,129.51137487636004
00:40,95.580375782881,46.0305649891942,106.41019297377535,105.54050814956855,124.16897714499812,121.60931978798587,159.0772208638957,106.42634489693313,48.4127358490566,198.8902376033058,86.83445945945945,124.01032608695652,159.57501150483202,116.7084501401682,154.51994054991331,195.51553672316385,385.99682455676106,99.37049788135593,128.73756770064008
00:50,93.33829385872983,45.118263012011084,110.84803001876173,109.81155433287483,139.86150642138148,120.59607081174438,151.62325484475932,94.73659373659373,48.972837741243744,192.32490421455938,96.87099296325255,123.89567360350493,144.58502624971467,119.6179415298358,137.6804835924007,195.27906976744185,384.93409149651075,99.39764069796018,134.3570019723866
01:00,81.94951972205192,46.45340050377834,106.71791383219954,108.56716072255674,131.31703524533518,121.59467097295115,147.8143822987093,90.63243595310465,43.528746692326195,195.35133040557994,89.80928776415341,123.65993265993266,155.22878998609178,122.50614967688138,138.14310820989203,208.63263403263403,411.25247384789367,93.15820130475304,140.2023928215354
01:10,93.38956235874255,42.90940331146517,112.46791308741788,109.42140545538604,138.71928297946397,107.85371589840075,151.9161541615416,100.1725652286231,51.053116147308785,194.99871630295252,82.03505976095617,111.96336898395722,161.7756601607348,119.03237858032378,169.28702101359704,209.60287970274035,403.43194630872483,97.10013422818793,137.20333170014698
01:20,97.71513859275053,45.80514122500794,114.4615761135585,114.29267150550223,127.57961216865327,109.09227146221366,168.77926628194558,102.45772738476707,40.587512588116816,198.44122176591375,74.38361367335865,120.73431020182471,157.223195757436,125.50756620428751,168.10462826193992,200.05363805970148,396.78934817170114,97.08511160166789,138.90121654501218
01:30,93.18046048537647,48.19878361075544,113.6266859344894,113.06046952810054,129.28772063010058,119.10057344508161,158.71834105093617,104.2856787667827,36.28625188158555,201.82032667876587,68.73895141367005,120.99308326682629,158.72551279096567,122.89770310506168,157.808095952024,200.52938432835822,376.7951179374657,97.23907925712791,138.7999016715831
01:40,91.37420934503163,45.11003861003861,113.07920792079207,111.98388979687135,136.69171082513247,126.12921705919797,155.4938168098931,102.9589515331355,38.1125667151868,197.68147208121826,86.00457235072619,118.10523489932886,148.38860817638954,127.3951832460733,169.65359801488833,176.8328402366864,379.2429333333333,94.8253432907733,141.40401567091087
01:50,90.41773700305811,48.12724358974359,110.21666666666667,112.40149218932152,124.18785511363636,126.0002259376412,170.84413085311098,102.9319199057715,34.343939761962595,191.11323155216286,86.18519508284339,122.07932239849421,155.27673244607618,125.95138306789606,165.8356130315842,176.3860946745562,390.85396109388216,91.1605873993368,137.4459266317294
02:00,79.64167517875383,47.807549713515336,104.69910625620655,101.08967136150235,132.45630712979892,135.4752497729337,149.8065755764304,92.61458333333333,30.797598627787306,177.83983677633256,76.43048128342247,113.16494557633268,133.29268841394827,127.16176159220834,158.90954773869348,173.05719921104537,432.72400113346555,95.144727773949,148.19267822736032
