Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
00:00,52.17151454363089,107.6363184079602,115.11648016276703,106.3792372881356,62.15294880103694,53.303497187576426,123.86609792284867,68.3472654513117,108.57422783128528,139.3994653994654,152.7144590004852,202.77372262773721,112.02195327891923,94.32048316628116,178.9430062211519,202.1884760366182,177.36999096113288,225.18933912204534,152.51397260273973,165.01031518624643,221.47095959595958,123.54128166915052,79.61918287087612,284.48096348096345,215.38034960819772,133.21433141394755,80.96478296478297,222.53028299391696,206.01736239379386,92.42295568329315,75.56011118832522,121.41586612953208,186.41470419299253,131.31340538054727,141.96177062374247,324.92508960573474,131.54915339903968,182.73229813664597,195.71918038293583,267.02667778240937,220.39417894358607
00:10,51.85887512899897,98.78506588579795,112.33359133126935,113.10224514563107,67.32832898172323,50.81779448621554,122.04027701840714,64.92595691277975,115.66174540682415,135.61859756097562,136.5741638390693,205.44873037410352,111.68137117167744,93.64294790343075,161.52762547448333,206.1403604587657,193.19506095654893,230.12064470253614,154.69376693766938,165.27510917030568,225.25520833333334,126.70688087299182,86.77465769320028,283.05263157894734,209.2880880880881,118.46810870770938,72.46891891891892,220.17116402116403,215.02500906125408,92.69774741506647,83.31010324483776,116.64491654021245,183.83582089552237,140.29581850533808,135.45044563279856,330.43093727977447,133.93842430760958,197.1248527679623,200.31870428422152,272.90419407894734,238.2068338785896
00:20,59.81609491875161,104.5695564516129,117.96869432425554,109.27161997563947,66.32337662337662,55.88597576057383,123.15603726262988,64.51164294954722,110.51653486700215,128.64422837197705,144.82656536547026,204.61842362605125,110.09274515014616,89.23580214603507,166.91694078947367,213.3630717108978,178.62777271346096,219.78600823045267,150.49346761023406,163.6052315093205,233.1605894105894,128.86978545887962,79.78962929269957,280.53516657852987,214.06869439271674,121.50613496932516,75.43198426082068,219.19388017485215,202.64128406121688,96.4238991412388,70.1907894736842,135.73136467889907,185.53442240373394,131.49977477477478,139.14155417730754,331.1267857142857,129.3237506716819,179.50154702970298,200.815644383184,272.76362146661205,229.75488069414317
00:30,53.89234828496042,103.1173787806049,114.91275510204082,112.09506509234029,67.01063164477799,54.19758561221976,120.78546328832994,63.65873526259379,115.06585788561524,136.27988165680475,129.87347870182555,205.2793693520477,99.52674183289969,92.69894582005394,169.93955608402695,215.2666289272573,179.8305240576157,224.64827586206897,152.95380069836153,159.28481956456903,231.9565552699229,123.18693828639904,82.41961486789073,287.45227882037534,203.17495357953374,123.75065047701648,76.54091928251121,221.419994846689,210.64290989660265,88.8342681382305,72.44061907770057,126.80098129408157,191.69637061079965,142.9307522123894,142.2306696263411,319.84519572953735,130.3634165995165,185.55419113721302,203.09865933310417,275.25176568342334,225.21530249110322
00:40,50.36527590847914,103.78914202617547,114.15120451050743,109.64104080425784,66.15217391304348,56.78258694020516,122.2703823953824,58.874211190576354,112.43439716312056,130.48609731876863,148.12399139322216,211.35854616895875,113.96837944664031,94.18276490497266,169.98493068113322,212.28738659642963,183.76126674786846,229.1549057515708,156.00891920251837,158.96492204899778,234.52594810379242,126.79636683269851,77.8216575091575,291.9955392285489,213.94118852459016,114.75407166123779,79.00239170874302,226.42467906733037,208.74443227455276,89.05743931813971,68.5704018294675,127.65490430622009,194.72543267820475,142.46720575022462,133.02019147084422,334.8395017793594,139.60200487672716,182.11619283065514,201.43844492440604,271.4872417982989,235.38587550054606
00:50,48.48587570621469,103.0910394265233,115.43314105925538,111.45388127853882,69.68513513513514,54.18407212622088,117.16041326808048,60.170234664470975,115.1741452991453,144.43556085918854,126.24951550387597,204.0851982724774,104.41559154542959,87.68083421330518,161.53527139662532,205.70178468624064,192.74786189420337,225.2752380952381,152.48292295472598,161.9211491442543,234.83027868440874,117.1628380343123,90.81764705882352,286.57013698630135,207.81993769470404,114.0578177727784,72.7185124864278,222.39884544738914,210.22565406976744,89.94509516837482,77.937700249199,126.9619296716071,198.21959964146998,143.55740987983978,146.4360902255639,322.39130434782606,139.89489327208864,185.4172794117647,204.16543113538822,277.2072072072072,234.1062680115274
01:00,44.90362087326944,101.03714285714285,117.49870399170555,111.56645664566457,70.18975332068311,53.41713073455317,115.61889792899409,64.32833876221498,115.25969529085873,142.29550827423168,123.88547758284601,202.46727167406834,107.11609353507565,80.89668367346938,159.6088182001208,209.31676470588235,196.8945226917058,228.86713780918728,152.29694092827003,162.97905445840814,216.59731713490257,113.51996450754214,94.69936634592818,283.6369844304835,200.9763325787199,116.22413162705668,77.56356254757675,220.05753004346715,211.34245076586433,90.36360353854487,75.77205081669692,120.17373799938062,195.2927267285244,138.65323675871434,141.48225776797204,319.81310418904405,137.7526343519494,177.23245984784447,211.2911775842484,279.4441727791361,237.37291817523533
01:10,48.38702201622248,103.05913334929375,120.85696170428608,114.54040252328026,71.76346284935242,58.79405684754522,118.52017291066282,64.15389460424103,115.59176167708716,138.80626694787586,138.63629422244847,205.50626324918096,108.82899022801303,82.82431722689076,164.996,205.39403683133585,205.7255697783328,230.08081768481102,154.4117338920901,161.37359975779594,214.81162324649299,121.67080933616248,91.32271372908549,281.22926956069665,200.79125499264242,123.64585508456881,77.27352941176471,219.9091629257988,217.5715302491103,91.62841328413285,78.46841339155749,121.66552688840535,190.07246376811594,150.45223913523054,142.57729555236727,332.4774652660115,137.74888392857142,184.03265197770108,213.023828125,277.3392052437526,233.38081603435936
01:20,45.7186527030852,101.82260785731502,119.8411941796287,114.01258440761204,71.15273206056617,50.0537949400799,103.0458806117415,66.46763368694522,116.7180774748924,141.64349157733537,140.44964124368855,206.7643176082314,106.93647764449291,81.10381077529567,160.83769633507853,203.8896551724138,208.2876582278481,230.09385944431475,155.55502392344496,153.46832298136647,213.7206675224647,116.55860859397836,97.79270004679458,281.7552777777778,200.59194915254238,121.61148710444485,75.11272321428571,211.89102402022755,218.21238938053096,84.6362792424805,86.2172619047619,123.49815837937385,193.69360675512667,148.54282511210764,139.6189630681818,328.25310344827585,141.71149144254278,190.02462177395432,210.43768996960486,284.1937455068296,236.7828282828283
01:30,48.553817102778524,105.72724968314321,121.69967080273487,109.89385133068217,73.61481020535159,51.80748663101604,121.89226775449657,65.47311591009255,112.8780156303092,134.232017982018,126.63925795938832,209.45702592087312,105.57930107526882,82.47448165869218,164.10113931641015,207.58861885002963,195.47881490920676,227.65591397849462,153.81127060074428,153.9223602484472,212.01086132861835,122.13795145056247,90.41911090742438,288.1179647527004,206.51883021249736,118.11266074986416,80.70514997170345,214.37784760408485,214.2221818181818,85.6831119544592,80.70805475963068,138.4969567863664,190.15483293556085,148.13832402234638,143.02439455541807,327.5191577493959,132.7065012139196,193.09644816632976,215.8804469273743,280.9072942867409,236.52531418312387
