Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13
00:00,12.136531365313653,17.343028087086587,11.95163519115615,14.540187808371797,16.988997091185027,5.013868962219034,17.86697142857143,6.551308304891923,18.9611817244933,22.47975861201911,17.4992230854606,14.638637675582066,7.331537079804979,14.433006535947712
00:10,12.965773195876288,18.028561939554965,10.509899647409819,14.6669341894061,16.88456258579808,5.190452995616171,18.244022346368716,6.677584942556832,19.023622047244096,22.272592225798466,17.685485569833578,14.798507462686567,7.6474306128057155,13.97161936560935
00:20,12.9184855233853,18.161242359160745,11.032638888888888,15.453337602048984,17.433333333333334,5.69833249115715,20.077975376196992,8.398367561874672,20.488396259092482,23.40307006684823,19.48201136124553,15.828781716056556,7.7078862660944205,15.006535947712418
00:30,12.847661469933184,17.832809657681494,13.705047601940004,15.004637773868543,16.80193957478553,5.207792207792208,19.287224471434996,7.678065722682341,20.08277797264118,22.885615251299825,19.250423370025402,15.460252751732572,7.919432548179872,14.02016806722689
00:40,12.8328025477707,18.069594034797017,11.217300131061599,14.793511267380534,17.970791024194558,5.332379589890319,20.549818016378527,7.791847133757962,19.640193370165747,23.97858197932053,19.181703998325307,16.11648987463838,8.115536797678713,16.034071550255536
00:50,12.827283605903471,18.131074380165288,14.134795683707766,15.516513613661994,18.1425003122268,5.435945565462224,19.80533574496948,7.269361084220717,21.433076384022424,23.775726243229936,19.044232804232806,15.307217290621383,7.912696226934728,14.262267343485618
01:00,13.446005620232839,18.230202879581153,12.81375978677328,15.411298154742635,16.48866467364225,5.505671077504726,19.59427153811457,7.733093340190281,21.71082670356278,23.013566847557968,19.26157068062827,15.435700934579438,7.493577480185843,15.025806451612903
01:10,13.38395061728395,18.53183153770813,13.27147645087317,15.671600065778655,17.452024266435558,5.471131639722864,19.55990990990991,7.834268230494645,21.050051422694548,24.456260720411663,19.785099052540914,15.94625313041803,7.621240351344158,15.738013698630137
01:20,13.215426567978184,18.235053903952956,13.992641648270787,15.743522466382421,17.653817458343696,5.835096153846154,20.703861697350696,8.307921059745878,21.850554785020805,25.39663516939387,19.90740740740741,16.51689898797021,8.684530386740331,16.256013745704468
01:30,13.223809523809523,18.205939947780678,13.732974287699792,15.420487335684514,17.3086978381096,5.2667295004712535,19.903377320509954,7.395717684377479,22.065899581589957,23.78536036036036,18.94357037969373,15.958846153846153,7.647249190938512,14.820338983050847
01:40,13.407272727272728,18.528399870172024,14.56784188034188,16.897114591920857,17.286011758941694,5.711645101663586,20.47139025480554,7.674011016524787,22.82862068965517,24.032359333494323,20.246215306980655,16.204218779167444,8.232161594963275,15.564437194127244
01:50,13.019222903885481,17.959709911361806,13.732413104939297,16.204377159782787,16.920446003507895,5.030358785648574,19.808924232383475,7.713442447008318,21.667473211199447,22.58964338055691,17.944329470198674,15.712858220211162,7.7241962774957695,14.255
02:00,13.322941646682654,18.81888495004834,14.610355186428698,16.785125329815305,17.898359442457135,5.428845232390992,20.554728052358385,7.989803921568628,21.99304105775922,22.905519402265607,19.234247435629054,16.301320754716983,8.078489951113525,15.188034188034187
02:10,14.100953895071543,19.330943275971958,14.078881259420532,17.202537903757417,18.955049106018635,5.604147465437788,22.318850418646754,7.940828402366864,23.98402777777778,24.820674593545256,21.285450346420323,16.87378083763626,7.956430993999478,15.210169491525424
02:20,13.946777546777547,19.762086513994912,16.0,17.123061695809962,17.75193218648716,5.206550218340611,22.30079635949943,7.593951925562161,23.19786280592899,25.419347095535286,21.374761803938174,17.41184336198663,7.6423416198877305,14.727272727272727
02:30,14.1984,21.53667640376501,14.26264880952381,19.35428849902534,19.743127147766323,5.763425925925926,26.54229460379193,7.561529548088065,22.672193436960278,27.82185557149689,22.190711674908624,18.80423179565383,7.845974329054842,15.803448275862069
02:40,13.574281150159745,21.269778869778868,14.220617729643001,19.586026771139405,20.23705422569614,5.519981412639405,28.123568120887157,8.211927582534612,24.805614783226723,29.678133269184507,22.948728996122362,18.84026687598116,8.141992294991745,15.75885328836425
02:50,14.317264112072518,21.6,14.916654794130219,20.37037037037037,20.27089442815249,5.3502561714019565,28.483185840707964,7.662934730824202,26.83502824858757,31.814890362060172,23.229817708333332,19.122394846532778,7.711686879823595,14.860544217687075
03:00,13.372349102773246,21.84509609012591,14.376347095871239,20.494177464326718,21.13083997547517,5.547338671691003,28.649820420728577,7.756310450577966,26.042419771302104,33.68436192468619,22.628835013945505,18.78076848059294,8.03456026973869,16.393034825870647
03:10,13.51047844998023,22.252725138353178,11.70783277270543,22.39173067494689,21.12821764060022,5.560873605947956,29.497273435471307,8.32075,28.000382995021063,36.150730581902074,24.078799654576855,19.759778743579613,8.275533830717777,15.835796387520526
03:20,12.888232813159005,21.528973229413758,12.214852198990627,23.534790874524713,20.381641919253894,5.131733816206428,27.7998417721519,7.184036001894836,26.87697647512534,37.21767466110532,22.90308277027027,19.129912875121008,7.852396652295207,14.454695222405272
03:30,12.640847784200385,22.447771236333054,12.075580059728923,24.04618587923528,20.63510364283086,5.5407685098406745,27.67549148099607,7.874703931785883,28.57819722650231,37.02893890675241,23.121698711176844,19.63365539452496,8.24924924924925,16.963541666666668
03:40,12.596944770857814,22.391864057672503,12.005669327779707,25.139076685339,21.29466271312083,5.659262759924386,27.862791932059448,7.714320805698845,27.588846153846156,38.91075634650615,22.902561948761026,19.4137030339562,8.03045961381561,16.220689655172414
03:50,12.560109289617486,22.431143886125877,14.98662744049211,24.30586186883343,21.939199209095403,5.777367205542725,27.270805458924272,7.727079395085066,27.2326213592233,40.263561488213576,23.077166350411133,19.989717741935483,8.08051662544655,16.13728813559322
04:00,13.979518072289157,36.86005132591959,16.52428555905683,38.53714065213197,37.24282912478549,5.785714285714286,48.81027027027027,9.599716446124763,44.92537893509522,66.77067977067978,34.89201090375341,32.68195413758724,8.629364861149298,19.435075885328835
04:10,17.333196553139107,37.82872450743173,18.010088415325324,38.63836782053762,35.49415020757328,5.667592592592593,47.092532467532465,11.335535630014158,45.07589461266221,63.40464205816555,34.00523231477606,32.597861178369655,10.01766004415011,19.230132450331126
04:20,18.526101141924958,37.49732620320856,17.884882265953816,37.2733268671193,35.44201995012469,6.154235727440147,47.06753458096013,10.449849332759364,45.204267088107464,63.52684563758389,34.25580413676657,32.769894159153274,10.691434747365577,20.193379790940767
04:30,18.428513731825525,35.482507793557325,17.49107380762057,35.07317539166985,31.827145315957708,5.390815370196814,44.94854525862069,9.05591920703198,44.48563557654467,63.4784358826912,31.784255946116605,31.276932200039532,11.051213735938425,19.04232804232804
04:40,18.82321083172147,35.05040111614929,25.86247443762781,34.0097869890616,32.09358024691358,5.5353535353535355,45.8133514986376,9.283818075346476,44.926171875,63.67784642541924,30.544776119402986,31.51056051990252,10.244249394673124,18.648180242634314
