Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13
00:00,117.9328125,43.46065100947672,38.41860465116279,59.983122362869196,55.39171227521501,157.79608938547486,293.32509925011027,139.27799227799227,118.71371415870193,90.9094133697135,134.76451077943616,125.74650602409639,37.0390977443609,222.3994542974079
00:10,119.05691308382308,45.93592862935929,38.126091703056765,60.8629392971246,56.68633131419542,164.64442892071253,296.1556624398776,137.00152052711607,106.81874039938556,89.98470780993992,134.62210584343993,125.63853123509776,35.80390362915523,198.41118578972635
00:20,117.7305444478622,47.339689578713966,37.51567567567567,59.78965960179833,52.37061461355843,162.21867234646788,293.8628673196794,141.91237623762376,114.92326512455516,89.56720867208672,132.1870720350589,122.20230263157895,36.65369292062519,198.22211229285185
00:30,121.49554531490016,45.92763731473409,37.71413390010627,60.68920187793427,71.10402189934723,153.15732683605987,288.57997454391176,137.57811729916216,118.88810104143585,86.58448187850945,127.28917961297356,127.68276183811523,35.907311104313244,209.75224186523187
00:40,123.12759368225457,45.7319587628866,38.746981339187705,60.225468402667516,56.50904671887659,159.58280701754387,291.29486616937254,134.66454545454545,116.52436040044493,91.73319909388371,122.3830765071641,131.8709756696977,36.8418320610687,184.0810623556582
00:50,118.65767441860466,44.468468468468465,38.555160142348754,60.23329048843188,62.487678339818416,154.43364681295716,291.53095030514385,135.10273081924578,121.20425531914894,88.91630434782608,131.09764125068568,122.81042543244507,37.80658180689227,212.8854920890319
01:00,119.46311858076564,43.72463120250335,37.8354189336235,59.42210086733055,56.699062918340026,158.65930599369085,280.2808842652796,139.27186147186148,123.41973094170403,86.80004955401388,133.0995364057813,123.56628477905073,39.03790726817043,211.05908850026498
01:10,119.73559638741825,44.81907613344739,36.83301343570058,58.09346991037132,52.14092914611991,152.4840964697658,287.15045871559636,135.91748366013073,126.61717352415027,83.93939393939394,128.81791205826815,128.34805318138652,38.62496040544821,203.8843717001056
01:20,122.23476368159204,46.78123629986848,36.78573388203018,56.51293516448419,53.242616033755276,148.75871785840084,271.6187335092348,133.54759967453214,123.04826341903473,84.16913580246914,135.85973955507325,123.7524636320976,38.29049405878674,192.3464775186343
01:30,120.46433041301627,44.994491525423726,37.1092971776425,57.197237391583684,55.65743855109961,150.49739130434781,289.296231375986,138.63816343723673,128.23011235955056,92.21149648314334,132.9270053475936,123.10227272727273,38.287645974185615,191.52413127413126
