Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
00:00,1007.0769649170519,1112.4339802130899,281.67040358744396,1171.6273824650573,1155.8450100806451,763.2299112801014,1379.398647446165,952.3568007662835,1683.3035192869218,1981.7868712702473,941.032096069869,550.5422396856582,1798.280701754386,1280.871352785146,867.424666242848,1185.3510083449235,1303.0077112893275,1212.7082697589258,1016.8888072495714,887.6865021770682,785.7408980582525,955.885697187313,944.2595930232558,967.9469232395855,994.3000312207306,1131.022403645339,899.9897166841553,1851.8298719772404,1138.1189591078066,2639.4188082462583,870.571772857358,1122.062350119904,588.8901408450704,666.064653944745,646.425871015567
00:20,1022.5295850066934,1081.7237735849058,280.2594066570188,1158.0592125984251,1136.7720532797184,769.6934673366834,1422.131667918858,951.953193564115,1681.6516168395362,1938.3876075731498,919.5808091974353,557.1085942704864,1783.4589787722318,1275.5018528321864,845.0710840847138,1177.0161795407098,1275.993794601303,1201.4643734643735,1000.4942302970783,840.5047456802141,806.6532346158515,976.828360603144,928.8932794923566,952.5032943676939,1006.9726877715705,1051.5847037844264,881.8711437565582,1821.8196999716954,1117.7143144350623,2602.378393745558,896.9304400423408,1103.4311536416799,596.4621040723982,662.3803183791606,651.2682204957455
00:40,1003.522534464475,1094.340063563283,277.7115523465704,1179.2851213282247,1128.9379151762903,783.4512376237624,1451.7092627599243,936.156931561795,1663.3276742788462,1912.348260420255,917.3759365359189,551.8079866888519,1750.3445044021585,1257.1669749009247,833.9456408112063,1189.4092908674995,1245.8924968474148,1210.0610230332038,995.4646712463199,853.3397326852977,807.8338785896037,969.4047248989742,917.1636416018439,947.9071187868576,998.0167224080268,1049.9041095890411,882.1770042194092,1838.83003725996,1112.3287446065337,2542.1678956324445,922.5006778129236,1089.0917479567624,596.352,677.3598278335725,657.384877126654
01:00,1021.9569492426256,1099.4358974358975,282.1691957511381,1186.611111111111,1123.7315402182187,790.8682208588957,1446.5886389630195,948.5546434068754,1660.9648851590107,1894.3422614002372,923.7135589471355,558.0403543307086,1733.6613636363636,1265.2128844114527,814.8374764988511,1172.6622962437987,1248.9057492931197,1191.294621026895,1013.3388309483386,854.7592867756315,811.4562644870074,929.106456241033,929.9412268188303,934.6808691947167,996.6999104210212,1116.0178429817604,876.7489424703891,1860.7371627502175,1104.884520884521,2530.3028000562826,931.6046721929164,1091.9695525549378,595.7185543540126,677.9247950240317,648.5666666666667
01:20,1014.488322717622,1092.3693892568065,267.72785714285715,1193.622348844571,1097.3693326541008,784.7893034825871,1433.3316592261904,918.4548460951412,1666.696171136258,1919.1588642893357,942.9123269611074,562.6306515957447,1746.4019886363637,1266.6020816653322,841.660995589162,1156.4110602324763,1255.6687383467993,1177.9372142639438,1020.5562515056613,864.9863218104949,809.8061324212069,954.324914250078,921.2322880371661,929.5073720728534,995.8804994054697,1169.1854790716127,878.9606232891135,1836.933484934622,1119.4967105263158,2562.6688779110796,927.6484866646689,1083.6204321152306,582.302339012417,679.4687246141349,650.0744720266765
01:40,961.8419936373277,1028.111828750692,289.0612745098039,1178.4789540816328,1086.0863072639838,789.8905547226386,1421.529508797654,947.4701134930643,1712.9233176838811,1953.5779894539887,981.5294117647059,567.0679453836151,1819.7053370786516,1280.8390620836665,857.0265183917878,1166.9556296036478,1271.1558400999374,1206.663827198053,1038.288840262582,890.9890217126128,790.3080672678528,975.0352250489237,932.7418517450245,928.3320555821754,1033.9186390532545,1195.7172115005908,889.7393761775172,1833.4017684443215,1098.3977957995426,2558.2192884936076,888.7511230907458,1054.5392,576.6423131170662,661.4306220095693,609.7601688411359
02:00,1017.6890711828526,1038.4832474226805,277.52031084422464,1183.6979538811302,1141.899369482976,774.9818543375591,1467.923105497771,926.5834518729256,1693.7951322987608,1898.7398873527907,961.1404208194906,566.1908672798949,1737.986232087665,1247.0434087882822,858.6185169309902,1169.6590200036703,1252.3829123791706,1134.9278698588091,1012.5401796552561,866.8400503778338,810.4548657514275,935.7059366348816,926.4625600452105,935.6841650464463,934.4375210508589,1230.126839659179,861.092608147837,1745.4101154480484,1087.1040050325016,2516.3625895239434,940.8525545264416,1284.035530726257,569.3476529160739,665.6253158160687,611.694240432934
02:20,1005.1401494927923,986.4513388734996,277.5975609756098,1141.9195329757022,1262.6694570135746,746.1418404907976,1452.629110612855,935.617654000472,1679.7514314584034,1858.939914893617,988.4275953273088,537.2393216080402,1769.9190409026799,1186.8533724340175,832.5272688079327,1095.35778841042,1196.5095401939318,1096.776675683799,976.9255319148937,836.8379212760484,780.7374652651927,927.972196761381,885.1817662189197,879.3934229476716,918.7543046357616,1249.1773909642088,850.1857053028715,1658.799730094467,1071.9224610198062,2458.9500420993545,931.2604382588096,1272.4555231906788,548.9803976477177,627.2877562028048,581.5357985837923
02:40,936.9534632034632,973.0141211445559,268.9484186746988,1100.366515837104,1085.39552988448,722.8488888888888,1386.797938903202,905.1693795706534,1687.2522099138414,1892.9055319148936,982.5101724900486,517.7660436137072,1746.386889818689,1151.7001599147122,824.682026643372,1108.682044002839,1162.7469271982352,1077.4348086124403,971.9650884744142,828.4397304716746,756.7297985925746,898.4635416666666,859.5046082949309,906.1001081081081,913.8449838187702,1212.922034564022,836.0982816429171,1588.3104345563363,1052.5122158487359,2439.1310238860174,886.6173469387755,1231.71431807884,506.90013986013986,602.5402895383775,542.5179744878237
03:00,1004.2428226455594,1014.0943535037704,260.1064270905321,1109.736149372513,1083.2540716612377,728.5114616711857,1432.9570152586527,892.1041173686701,1618.8481862964622,1808.8620572207085,938.9977738201246,509.6847275031686,1671.4828539823009,1125.192758253461,786.8234782608696,1099.315400843882,1124.1010132995566,1058.2366637194223,948.3298153034301,804.7708126858275,800.621825252157,905.5188163396591,848.5339275445658,869.4799301919721,920.3818393480792,1175.900098716683,824.0780559646539,1599.7720957729825,1050.9855901674084,2411.6177265613887,929.1395243829019,1265.880378463618,522.911079943899,612.6513420902342,560.8635485117898
