Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
00:00,1101.7682253848388,1006.401479610249,1006.6911516062371,775.9166345783597,932.8530212302668,870.8722923337729,403.92253890540303,790.0332874196511,738.3389830508474,826.5796997855612,686.5480326125487,974.177089421391,813.6932073774179,390.5268121800054,676.2223430279968,1661.8455696202532,699.2875337707449,835.5142066884587,873.9833410458122,381.4131672050454,329.1731822474032,260.79813046937153,225.41153435386258
00:20,1107.333626244874,1000.1812645531077,995.3351094196004,774.9337142857142,945.2064387049836,872.5682912733578,407.3770807779919,786.5928735632184,767.9572020248504,844.775118708452,704.8526297211437,1006.9100684261974,821.0399278141214,418.3873159682899,635.0038084874864,1863.1343873517787,716.1333206903091,840.6761521027449,874.7996723613386,372.34689572031346,328.45372290292175,262.3394731630026,230.75642379443858
00:40,1090.9197207678883,962.7432018728615,979.3923499337246,784.7045411720369,973.4235791796947,869.8616173120729,393.6154248822195,796.4521975532397,814.4204003813155,849.6346023113529,673.9574618929457,971.3552101324123,809.4036552346571,397.0449561403509,691.2354634427173,1980.3601156069365,715.0604668962878,831.2717935871743,842.7145206766917,361.795223880597,318.9089704769114,268.6843787455054,240.26546112115733
01:00,939.9486887115165,845.0758620689655,913.9329719963866,738.9879495386933,981.5925721640008,789.5316814828825,357.19444444444446,725.2061383417316,765.4179746835443,831.7935621612744,645.433904418395,903.7291706569623,752.7288401253918,398.29285920786356,664.810606060606,2106.2174160500854,683.911539931219,771.6524822695036,785.2809620139357,355.1257724463831,283.7681349578257,257.3847070506455,239.78391053391053
01:20,964.8155118334759,877.8990909090909,963.3030141843972,769.8635245125876,992.4595402728462,797.5163949784524,360.06688011383847,721.2768919829329,742.893842364532,836.9744587280109,674.5054512957998,902.1253513209668,748.8029213483146,405.4284859365649,620.761101742552,2076.8006872852234,691.6535734815099,744.3352531797456,781.9125889679715,334.46564531104923,279.40565686639377,257.5187849720224,240.6880667392093
01:40,968.3186813186813,867.5991340429371,869.5847379144286,773.3162764350453,987.5937386898299,737.4070904645477,360.96922265212805,740.9959432048681,705.9772286821706,839.7130334105193,667.7662897145934,918.0227833681413,694.3352195563604,407.36390620362124,642.7673422780474,2267.8817527010806,687.264470677837,741.8180745634734,760.8532665414318,371.4980144404332,294.1058625840179,262.28062046736505,241.75530003593244
02:00,1167.2063093243999,1188.5823070251517,1232.027656753173,722.5428807604877,598.0171428571429,1106.5671242645749,497.7125809751108,685.5515675675675,740.2242310889443,517.3761078998073,831.0204978038067,1129.3924921793534,782.4435564435564,630.1918618405489,441.12310385064177,1066.7720588235295,601.3781639591991,876.6662165811504,695.4672765657988,357.76332429990964,267.0519212746017,172.4213988160491,118.71043034281546
02:20,1105.8728956228956,1176.3868751073699,1194.514034752721,615.4565045472518,543.4250841750842,1061.4571377966702,489.878418394008,602.7171178853123,702.6679151061173,464.06176006314126,802.4150226244344,1114.4624193212576,730.2812344449975,559.5197073400991,406.0912732474964,975.7412280701755,518.6635691257349,727.6204360388757,612.2742011278195,341.3130198094662,249.9439775910364,157.83853006681514,108.9624224735498
02:40,1131.8956916099773,1202.2994115610938,1206.6531118747614,651.2273538156591,551.0928772103784,1106.8711321441572,481.0712912807968,587.3566168735535,698.8489223686964,484.3498977505113,799.3400072150072,1145.0285182889027,708.3730711796914,551.0990030141432,410.1094224924012,984.3830845771145,494.70769809900247,686.5452113429642,602.5170720299345,351.70028774799334,257.1731126812942,162.45281767955802,112.77342867896124
03:00,1106.1692047377326,1208.1890770826133,1208.9238774330315,627.3124131082423,532.574784519182,1089.5788333032328,466.5127266387727,557.8512798815316,678.3140086651537,456.01741446424916,806.975290957923,1141.0850071008317,695.6689638198376,535.2248233215548,393.2388663967611,896.1041226215644,468.98550178874035,605.4843982169391,598.9778667294561,344.7688457454876,254.29287305122494,154.31048920229176,109.98279018674478
03:20,1125.885706416965,1198.3430152143844,1191.5509462817818,627.3746289333069,534.6509876129896,1088.8176632934683,468.55629254669225,531.5565601345669,682.3024126455907,449.320962888666,801.0775969962453,1131.5546269873623,713.0087569934323,530.7550702028082,398.7711841015733,832.3275766016714,454.0347628943888,570.7651892430279,594.1191649073422,349.23354208034215,253.84042355563813,160.49768263076584,110.62220566318926
03:40,1079.0564830272676,1176.1749400890105,1180.3826254826254,605.9111421725239,490.983113812901,1077.8603331502836,443.75899843505476,478.15810276679844,660.6167152980408,398.10544494108086,762.7175613224316,1078.1381810648436,645.445335276968,500.0217105263158,373.1172336238403,783.6673984632272,414.29433962264153,526.0690094219506,554.944535840188,337.90494354592613,245.74301572617946,146.01924338508638,100.88158386253268
04:00,1028.3131929046563,1116.6297995242949,1182.1148879605014,578.6345076060849,453.98115647515243,1039.5134987230938,442.893400138217,448.33034036333265,622.6513047138047,340.94629981024667,711.7899351218657,1049.535965274907,616.0962681245543,499.7692307692308,350.86168981481484,654.2721158820486,353.69601203912714,482.35076690973096,556.2817551963049,326.1646463096517,230.93954520244037,143.74251101321585,97.88183217859893
04:20,1030.726362625139,1122.1987757184152,1204.1746941896024,588.7403437815975,479.80580957504037,1027.1834698966868,413.8842918454936,470.52328936521025,602.7764356855266,381.0457081545064,686.9811089732377,1029.6027227722773,597.6822758136268,493.8495202433887,356.76424189307625,676.194708994709,343.8051948051948,500.8568491390388,542.0429561200924,328.02397828381845,241.86976403877813,147.8748625467341,92.96748278500382
04:40,1052.1267067176407,1121.319658119658,1224.1400874358487,601.780971659919,497.46604429800476,993.5124800849708,408.7384851586489,479.95815295815294,605.69508057676,395.4450164744646,675.975195143105,1014.6553889789303,533.6133588700023,497.4888940305414,367.8066172276098,751.9501816294759,373.18961924606936,518.8120822622108,543.6063399280575,338.05381233894195,246.02771577380952,158.15140308897108,107.6602658788774
05:00,1054.2437892437893,1112.1909214552873,1219.8448012232416,596.927276431045,498.9274640088594,1001.6172574292875,418.5739339752407,506.11355236139633,598.9174135723431,384.25004700131603,677.9634209170531,996.9922031187525,516.1718229414564,510.31328965839964,378.21159420289854,772.5342394145322,354.9396290688872,542.3378812199037,558.4449633088726,338.9275602409638,249.20874138556402,160.6899392888118,103.30684730867814
05:20,1065.795935182642,1128.8653813342432,1204.2028538372542,600.6735783206734,519.6881466690869,1049.0662251655629,411.55183659457606,501.38602194229986,601.7676056338029,390.84059611394076,709.3367990455088,1042.819685356999,519.3902147971361,498.26432231020027,419.23873873873873,783.2341311134235,359.67434396828395,571.9160534205506,563.659866962306,339.5466006303467,256.32108770034216,166.37576285963382,106.31072613343163
05:40,1024.1001660210293,1091.8621811333676,1196.0165384615384,571.7259167184586,498.85150976909415,1016.7112725983694,402.89531491333446,494.7696686318357,591.8156779661017,350.5851643192488,670.556550180754,1030.143230212937,468.9476439790576,492.3295845765435,403.26562950158456,692.7111534795043,337.6224800304298,562.7594313832695,556.1145579437182,328.4092769440655,251.5601294265684,161.3082414016872,105.20422801057002
06:00,1077.4787029403683,1135.3481774415407,1254.0371667639617,626.9448850925361,544.588667366212,1047.4636363636364,432.58827586206894,523.2184959349594,626.1245762711865,384.04,696.7602249488752,1057.5663162151234,503.8624376336422,524.0071445033418,442.7150943396226,777.566117896973,367.8429767795965,609.3111651797783,557.478376580173,349.8498781973203,267.316387236344,174.2436569511428,112.98700816629547
