Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
00:00,41.508294805548005,72.27872907153728,11.000747384155456,58.83989834815756,61.49117943548387,30.359949302915084,52.54742836803702,52.622126436781606,78.33886583679114,102.583631713555,54.11135371179039,26.908644400785853,98.74431981593328,69.1631299734748,51.40623013350286,60.12100139082058,59.47223935842073,67.79035703387244,41.552045064903254,59.59603289791969,34.51771844660194,33.08467983243567,48.523546511627906,42.303235356312115,54.71120824227287,78.35561040440479,43.741448058761804,104.69530583214794,64.88145394465097,144.13131883648686,45.3491489682181,66.93045563549161,31.431267605633803,48.061805753346626,32.5930318754633
00:20,42.402677376171354,70.47830188679245,10.16931982633864,59.335433070866145,61.302337270671025,30.394974874371858,55.979902329075884,53.18210628961482,80.35845027455765,100.80808950086059,53.795710811408355,27.500666222518323,101.23092369477912,70.29142403388036,50.08093940029356,61.0875086986778,58.893887682283584,69.18089680589681,41.2644242573042,57.53102944755415,35.860177205971596,34.744626243182545,47.865878280934524,42.215727948990434,55.59590316573557,72.44045967901724,43.51731374606506,106.5318426266629,65.04744672295939,146.28997867803838,47.57296234689248,68.55236576289208,32.09841628959276,48.52619392185239,32.7920828708842
00:40,43.90641569459173,73.9005421574126,12.076173285198555,63.45402298850575,63.34236075625958,33.051237623762376,59.000756143667296,53.60441213336676,82.54702524038461,103.77816052359628,55.80035257822829,28.732445923460897,103.70690144845214,72.38996036988111,52.73531256533556,64.11895125813831,60.135245901639344,72.42177684714328,43.5139842983317,61.20218712029162,38.292984369320244,37.3074292819397,49.48861999423797,45.55918281381634,57.257829127394345,74.19077356970185,46.20822784810127,109.71854399541417,67.49373330593795,140.06508791832104,51.3120951950595,70.82810440284734,34.139714285714284,52.05222381635581,35.209829867674856
01:00,45.64018070688281,74.30335595776772,12.484446130500759,65.22988505747126,63.800304491245875,33.88122699386503,60.08616088448342,56.00923550538738,87.023851590106,104.51076453636209,56.94912629949126,29.838910761154857,102.853125,73.26670201484623,52.35053269270942,64.0933734939759,60.7071944706252,70.90403422982885,45.417899587678875,62.34422981674096,38.510918628766625,35.39598278335725,51.46761768901569,45.67959096719216,58.24037025977904,80.16593973037271,46.96573604060914,113.72874963736582,67.50839475839476,140.84958491627972,52.86525998492841,71.6650781043156,33.98605577689243,52.592592592592595,34.908614232209736
01:20,44.8359872611465,73.60393671817513,11.678571428571429,66.6812282367838,62.60825267447784,33.44228855721393,59.406808035714285,54.10684304248283,84.05053480080608,106.63157005239141,58.50230718523402,30.31748670212766,104.52357954545455,72.40805978115826,53.796681369460195,64.0317013032758,61.57768800497203,70.95733008229199,45.09973500361359,63.69261377766725,37.88797947715612,35.73651387589648,49.96138211382114,44.58022549869904,57.46195005945303,81.81452092838722,46.1671930932828,112.70437748720865,68.68914473684211,144.14481298517995,52.416991309559485,71.0024006401707,32.78977764943691,51.9374492282697,34.62689885142645
01:40,42.90164369034995,69.82229193578151,11.909313725490197,65.2295918367347,61.64970893444698,34.37931034482759,58.69116568914956,55.89886506935687,90.68812877263582,107.3583942847423,59.9203892083149,30.38296488946684,107.33707865168539,73.41247002398082,54.27095808383233,64.82076464398456,61.68863210493441,72.29875266200183,45.798687089715536,65.58502073676506,37.09809895198635,36.80821917808219,52.178540524949526,44.009343555342596,60.46301775147929,84.15813312327688,47.26522922336194,112.38463663995579,67.70388854231649,142.48207337409673,50.68238993710692,69.72373333333333,32.356558533145275,50.72299168975069,32.82655410590944
02:00,43.42101084943106,69.43243740795288,11.191805015895444,63.26177330302046,62.976292559899115,32.45811583395476,59.45560921248143,53.92958748221906,87.61158870157419,103.56699095408773,58.04186046511628,29.213206307490143,102.04383253722956,70.4231691078562,52.44256322331762,63.610937786749865,59.87309011537262,67.05985267034991,43.97596504005827,63.202267002518894,37.26971206414773,34.89049523223623,50.91438259395309,44.76215165262476,53.25900976759852,85.44752130131681,44.90088198236035,105.49752611324904,67.23107569721115,139.62729953658194,52.23677920525844,77.64,31.454907539118064,50.176856998484084,31.636258214147663
02:20,41.68873465029365,64.21015697137581,11.20140428677014,57.84190596402651,64.7972850678733,30.05840490797546,56.84379671150972,50.41892848713712,82.81486471314696,95.38212765957446,55.617588715009916,26.91457286432161,99.52947813822284,64.03865635830445,47.965725371847384,57.992734361155414,54.879574601188615,60.786594529606255,40.01402321083172,59.51170568561873,34.80693487978736,33.00763825236786,46.70362960845956,39.21123379740759,50.1387417218543,82.64365343242714,42.00293439530497,93.56950067476383,63.05857564264644,128.58840864440077,50.636067515546344,76.66972888191799,29.51414169700364,46.166936353829556,28.39417781274587
02:40,38.72077922077922,62.8494983277592,11.012048192771084,55.83378582202111,55.93997990959317,28.968888888888888,54.35517114464483,48.502241094597785,81.24146805415688,93.66893617021276,54.34077841662981,26.18878504672897,94.28786610878662,61.333688699360344,47.55689015068792,56.099538679914836,51.73684210526316,57.468002392344495,39.34528933524629,55.857249812827554,33.242052899781605,32.268075980392155,43.05846774193548,39.44367567567568,47.580906148867314,77.85506677140613,39.409052808046944,86.08613062711423,60.69449755683025,122.75569213577316,47.35684273709484,72.0795197100136,27.422097902097903,43.33761267413275,26.690374951681484
03:00,41.1193989804132,66.22475629942983,10.2069799585349,55.206917661463116,55.64294662991731,28.273354695587873,56.43356903609974,48.33080927591103,78.6512539184953,92.191757493188,51.16429207479965,24.478136882129277,90.30392699115045,58.320820021299255,45.645,55.70516877637131,49.405953134895505,54.749778956675506,37.37802830414967,54.04608523290386,35.034998177178274,30.627532968800256,40.902530189764235,36.83638743455497,46.7395227008149,75.46396841066141,38.362297496318114,85.7383978717115,59.60097478279297,126.17911509460805,49.43166767007827,73.82496057670646,27.009256661991586,42.948315248429466,26.410127560881328
