Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
00:00,431.143994211288,835.26048,991.139674378749,978.931939718036,676.6856956804862,785.8542443064182,860.8420413122722,744.3214634146342,905.6385798816568,1639.7831364829397,706.1293800539083,1204.2258310073585,1104.2203389830509,1140.9005504587155,930.1605253557096,1510.8832446379615,1006.865990276897,1205.0961729622265,1047.2665036674816,485.27006572395936,648.5932770431735,536.958375841665,549.5024193548387,456.30172413793105,267.08565400843884,1204.5375514403293,311.61909795630726,313.54853105243586,463.8188775510204
00:20,434.108957952468,833.2775484280724,987.7776822188777,975.6598822952427,684.5906420021763,799.7893542397359,866.7135945815191,720.6212944664031,893.6474178403756,1591.9298303957432,720.346949602122,1200.8341232227488,1114.9371505256095,1162.7882182869535,886.0391745365513,1491.545310770204,996.1000420344683,1206.6618811881187,1028.3005512679163,488.14065978546853,663.6385844033824,515.5191368078176,541.7652896995709,464.1623364308743,272.36097359735976,1201.4788476511808,308.6680900621118,316.1869393613204,429.66041896361634
00:40,430.375,855.6164556962025,1001.29425942156,965.0048332527791,690.8799395378968,803.4167507568113,840.141811081279,719.7132695609516,853.8833333333333,1596.1396836082126,718.8951591334582,1212.209502148092,1135.2865470852018,1178.7866478276228,892.7537462537463,1490.8294478527607,988.6786163522013,1219.4985620915033,1065.540701673928,501.0236252545825,648.2928328749393,530.9144024514811,565.3438926174497,458.92455340174837,264.44795463750506,1195.3775403856175,310.27790359107087,322.77976625273925,449.85057471264366
01:00,457.86546411123635,858.9253968253968,993.1797204348791,964.8231646825396,732.389663306884,812.5378289473684,857.5299393939393,741.8567258574556,817.7131914893617,1592.4981537428666,726.5145431145431,1187.2419194430631,1121.4443458980045,1111.7995787995787,892.0192898600205,1359.4997794441995,1000.2918599746943,1183.2139748549323,1057.5062599590258,506.9660569105691,651.4814453125,528.1124506339638,549.7065657930289,472.5214163335237,263.61356340288927,1193.2390969728065,307.2749834546658,321.2762212643678,421.47085978072704
01:20,464.6996138996139,858.3485824742268,972.8416519434629,942.8949715135001,725.0618073316283,787.2822726360168,861.688520653218,766.5128144280968,850.4726807719135,1588.6244193762443,696.6338742393509,1117.9291521486643,1113.361111111111,1104.6280013527223,864.924142591654,1467.2532107182496,1019.0419831223629,1200.1776701503952,1054.8628677322215,491.59028206711963,655.2799533411098,497.4480954374215,567.1664847161572,462.5785781990521,276.7894103489771,1200.4534975111344,328.15519523494373,352.2094717668488,464.6337336244541
01:40,463.5626656569481,865.4701104613385,985.1497876145763,944.6231454005934,766.1907550721606,814.0883598950978,865.0816622372554,764.5228104415711,831.1678631756756,1584.4473771032663,694.1139011131245,1099.8035294117647,1131.0807397383853,1110.088462832156,881.2361301369863,1315.6972358191765,1031.411019632679,1162.427427184466,1057.2952425373135,493.7856995246952,666.8855074847837,485.54190658989125,602.3256004366813,470.9345385347288,271.7430861723447,1192.3155953635405,331.434250764526,353.24653031409787,471.07271634615387
02:00,461.7998457385268,838.3249835201054,928.9223173140224,884.5886187014289,701.3283950617284,738.9656090071647,832.9848229342327,698.0995742667928,728.4450272765422,1519.932561983471,637.8523217457498,1095.483185840708,1014.3210039630119,1135.1332910187243,817.0108843537415,1369.5666126418153,1013.6972111553785,1112.0010325245225,979.6097674418604,461.179604578564,665.8845899470899,448.18367346938777,587.5176979194812,448.82199766809174,272.63203806502776,1165.9720021130481,364.17014314928423,389.16636462486406,461.65252416756175
02:20,474.04941969299887,798.7373486494878,943.2423638778221,914.7797151277014,722.4260744396463,744.1488865323436,875.4513422818792,684.4433164128595,807.803388412466,1450.9463414634147,659.6766878980892,1106.4503328894807,1045.0529918304262,1185.5264567983925,832.6433063791554,1387.364529714553,1001.8028795257252,1147.2271325796505,994.1224858757062,495.12080536912754,658.3330100226317,441.8704685181259,549.9142076502732,430.327967416602,266.32151589242056,1153.7035318381027,321.8837944664032,351.2218988723172,401.0132158590308
02:40,460.2120088954781,806.0653594771242,960.7550611790879,908.9223564210007,729.2569316081331,746.8940809968848,880.180229775012,690.6787463271303,839.1685672817748,1436.4153846153847,690.3669176837185,1164.3225552050474,1061.3188214599825,1116.4110726643598,843.0762148337595,1258.3103598374928,999.2926099957283,1166.736626567699,1002.8494096680776,487.1477870930006,627.8282562160382,468.52325338894684,536.166757493188,462.84147317854286,261.3884430176565,1149.369038510584,309.68979875086745,343.5613275613276,379.1552660152009
03:00,427.5854383358098,819.5090047393365,972.6813880126183,894.332763671875,783.5261930391101,767.9335590351249,891.7207683073229,694.7635564240352,914.6055402930403,1404.372767857143,708.8699080157687,1163.5751406375568,1084.2607430617727,1143.0229729729729,884.8925548453965,1284.497837993658,953.1816032667097,1201.1030118957226,1003.9267687215556,492.886323268206,598.2218229336818,507.4319852941176,487.6247906197655,441.97340949379554,252.71565986918046,1135.228776609387,276.39849354375895,311.75811998471534,329.4469328140214
03:20,422.6995017247988,826.8928571428571,940.5924537145536,891.5880929332043,766.0223068552775,763.5343479179877,859.3518562874251,758.8835566382461,849.1677796327212,1408.7845463289516,672.8367455463972,1165.5961487028617,1063.1522127849798,1256.7246287128712,845.8177973270174,1261.8218833076814,950.0025845358605,1136.7309064953604,1013.1377220480668,478.27808435159636,656.2554785020805,490.9873188405797,511.2429958391123,448.92841562561966,261.70295489891134,1111.6670058509285,280.4506666666667,310.7528587237182,341.67128205128205
03:40,419.6891631315079,817.9174050632911,994.8395802098951,881.3804583835947,722.9633791094466,769.4814498933902,888.3434104865376,759.4276668290307,880.7617074181517,1402.9725759059745,689.917344528995,1157.0796365579904,1043.3108078362316,1102.6958604173794,889.591495547883,1307.682663207955,924.1469759375677,1165.1782848545638,1005.0004199034222,490.3182703544994,655.0789113785557,454.9006635441062,534.3687413554634,484.26507214864597,249.6379821958457,1093.4464146023467,289.77271203486424,311.9748984865264,351.798891966759
04:00,415.93615384615384,820.8606426980592,982.6091708244238,883.2778176597272,713.3145144734141,775.8202628232302,877.4339981006648,756.4574678536103,816.6076732673267,1411.8898332788492,687.2572473230608,1150.9310530568273,1038.3746953246177,1051.0141961043248,909.8160334484639,1250.7831342434586,871.0469195351897,1181.9252758274824,1009.1047232314597,466.53129086493556,641.8763250883392,441.1748223350254,496.96235359732293,456.73048214645956,250.03241077931537,1111.8716700819673,288.91859185918594,309.32210144927535,308.9287531806616
04:20,411.21635883905014,806.1140583554377,1045.190735694823,884.719541328237,717.1914623069937,761.9961587708067,893.6035211267606,762.106937082277,755.3710510014454,1436.8042003231017,685.1692715231788,1136.5914438502673,1027.761518209741,1065.732055749129,932.1843594009983,1253.7835497835497,831.4041621029572,1168.5198392767454,1016.7112979732643,443.2879357484621,656.769367157665,452.48000873934893,500.8390135771682,374.6673158065563,224.447631754503,1103.7715617715617,292.5964601769912,305.3517441860465,295.75813501699855
04:40,441.433694434068,807.0199075719872,1068.5686198170138,879.2521951219512,717.038572980804,753.9571216302271,877.1778507742844,725.748302505268,784.6550761966087,1445.6789231779383,687.8684759916492,1102.8797399783316,1023.9631982475356,1036.9354838709678,928.2264505119454,1362.2491925064598,855.9875027406271,1155.8761641077272,1007.0231174181735,440.3107322743123,565.8828408501814,349.77356115107915,533.9671730873575,467.8312210822772,264.08133086876154,1145.5041493775934,322.38916607270136,337.1235163204748,355.18886075949365
05:00,441.94204545454545,807.7547169811321,1057.78073089701,882.1670713938805,724.4574545454545,757.2310933220982,881.4369295576878,724.265985898371,817.9310853530031,1461.663734115347,672.3634715025906,1104.1495327102805,1032.0491081259634,1112.0517887563883,927.7099671791328,1399.7379265936897,834.7618520159504,1156.35125,991.2065339002014,446.59418155035905,698.9394793344069,369.6155494933749,533.1765667574932,452.37905080493414,264.7601047904192,1144.9000259000259,321.2307433568786,344.5082142857143,368.57610993657505
05:20,430.8099393019727,788.8472519628837,1048.1362403100775,892.4261933904529,688.9956103678929,745.8094227504245,883.9399406257137,698.742039800995,784.6002501042101,1484.598443074927,668.161045751634,1096.8778439869989,1027.9104315766645,1078.008830801837,902.7791101842197,1368.6146435452795,830.623102310231,1143.8505007153076,974.6158318425761,454.4276836158192,585.3900257953568,418.67758846657927,493.21857923497265,455.17378620545946,267.23725055432374,1144.1052631578948,328.439806187104,356.2127139364303,347.875681030213
05:40,419.0632336236274,814.6158471878316,1073.3398001175779,916.7325467059981,680.7314322196212,758.7058328069068,868.8165938864629,732.2225519287833,875.9558338826631,1476.8739441195582,661.6491002570694,1110.2161513859276,1009.7165129556433,1095.9454926624737,968.2697299193266,1380.2797169052599,843.8760618601611,1149.83825,1001.1093153759821,436.1930386077215,689.1990349819059,415.616501789097,505.1207650273224,461.3453815261044,274.24906646751305,1149.3848911651728,324.98025078369903,334.4417220861043,358.76635514018693
06:00,439.7523347030258,816.5952806578476,1099.598640776699,904.4808259587021,670.5136543673129,763.3390082996382,864.756707594361,719.5281586679725,818.0586149353359,1475.6514857881136,678.8940329218107,1122.4346787041954,1028.280104712042,1102.5705800139763,986.5818889281925,1381.8292723081988,820.2374699058875,1143.8180288461538,1000.8824063564132,423.7956425257212,679.4801524710831,429.0220634587098,540.9787520172135,454.24870035350386,274.5323551542513,1147.0861490843436,321.07015590200444,351.15185724690457,368.9336099585062
06:20,409.9674887892377,827.2908380681819,1108.7225384777566,918.0014903129658,670.7785474391268,757.7937077702703,863.0101335789958,737.3367824587336,817.299520933139,1494.6833386428798,651.5965763924374,1111.1417734763274,1026.6414928649835,1056.5286998616873,956.3612676056338,1414.001525682319,842.6267543859649,1158.4822713257965,1014.0168067226891,446.88755651661097,556.0702329594478,439.976589347079,513.5553440304597,462.0818399044206,267.60675772825306,1149.9872826369062,324.29862119013063,340.6308818403625,418.47058823529414
