Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
00:00,69.60151031077548,71.52165283291231,75.3907570918655,28.531382364266463,62.15986209399383,65.62346957995857,35.27679664276972,22.327134986225897,54.98870056497175,59.56057898498928,26.882842963488123,89.52795636080265,70.22154745838957,22.47291835084883,58.06306061429736,128.12,52.95851022771131,49.03193361830525,32.04072188801481,27.957237348100293,26.775070821529745,17.249801113762928,25.394090423638307
00:20,68.58406561218511,68.81461579795808,72.71569933396765,27.176571428571428,61.46507821025828,64.00192641109612,34.862800070089364,21.511494252873565,56.39783709157846,51.49116809116809,26.436639604659373,90.64692082111436,70.48702909993233,22.074462061155153,51.267682263329704,143.26143421795595,52.97041532334534,47.63963737093931,30.343084483969108,26.298673899939722,25.500848256361923,16.227173697761934,24.391763463569166
00:40,67.67684700407213,67.64577705744642,71.76027267562962,27.78575466365178,64.19624793084422,64.62775246772969,34.06874890943989,21.28296329859538,59.08817921830315,60.12797416723318,25.348989719957462,87.25331030512378,70.64733754512635,20.991502192982455,56.320955670696605,154.5306358381503,54.346919249904325,47.046593186372746,29.29558270676692,25.204776119402986,24.4835352006056,16.34978026368358,25.484267631103073
01:00,61.01539338654504,62.331215970961885,71.62583559168925,27.282432686876295,69.3394006251149,60.61603934178173,32.07244008714597,20.57695831424645,57.78556962025316,60.14107406799146,24.589540126239857,85.5094809423482,69.31862964621585,21.940156114483955,57.02505827505828,176.04268639726806,54.22793274742071,45.65729483282675,29.576983591818387,26.344601962922575,23.84236176194939,17.781330685203574,28.103896103896105
01:20,63.32791559737667,63.404,74.60833333333333,28.6297558205565,69.63483461035321,61.557241896196366,33.20508715759516,20.955311026274423,56.505665024630545,60.99610960757781,26.006613047363718,84.2032977328087,69.23573033707865,22.118491921005386,53.86256323777403,175.55841924398626,54.482851120904385,44.49676025917927,29.79937722419929,25.4520272361498,23.587085969482693,17.552358113509193,28.58759521218716
01:40,62.52458068247542,62.6815803716399,67.01055751065012,28.28191087613293,69.37278320665943,56.922982885085574,33.12486809708055,21.739012846517916,53.24345930232558,60.387198147535564,25.754622150421827,86.46876779950637,63.36441828881847,22.739685366577618,54.010847844704536,190.5516206482593,55.12147753236862,43.68216139688532,30.02295971613442,27.734837545126354,24.60268857356236,17.83501208702659,28.07509881422925
02:00,53.330262423227246,65.49627059843885,71.53078234514112,20.122339326307088,26.56294372294372,69.05116776609022,35.28707807705421,15.177513513513514,46.5475893599335,23.3766859344894,32.68319912152269,79.30510948905109,52.15034965034965,30.434114028862076,21.236581096849473,56.52658371040724,36.317718171514926,40.19902781528491,22.52521698334506,18.345076784101174,15.08734770384255,5.500767375575531,7.699489423778264
02:20,44.98288439955107,61.34753478783714,64.70001909490166,15.19968366943456,20.716498316498317,61.66046758767269,30.94983452360216,11.179279471328075,40.98002496878902,17.490134175217047,28.477466063348416,72.62127836768686,44.63887506222001,24.90299740382346,16.599713876967098,43.42470760233918,28.98862127820975,30.39584975045968,17.653195488721803,14.820807500378043,11.661624649859943,3.4621380846325165,5.617657789128056
02:40,47.55810657596372,62.78245067497404,65.54238258877434,16.09276511397423,21.91257643364733,64.38332726610848,30.926437183295473,11.757626762045025,40.65055450931157,19.71329243353783,28.467893217893216,73.0194255011366,43.59382777501244,25.487827498261073,17.3629179331307,45.732587064676615,28.6017316017316,29.185928303905833,18.586295603367635,16.148871724973496,12.843064336184455,4.34939226519337,6.392924350771547
03:00,46.26903553299493,62.05444175596267,64.4727307766429,15.652830188679244,21.478113909075546,62.14520498464873,29.481171548117153,11.43748677808335,39.04518258716732,18.532267977873385,28.23616830796777,71.23858794887401,42.22274181639183,24.71576855123675,16.95777906304222,41.04334038054968,26.4468085106383,25.172857850421,18.0694607958559,15.573183679660247,12.550296956198961,4.026663728514764,6.41852801171732
