Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
00:00,698.6276703967446,639.6904646660213,152.46648793565683,560.6369801084991,209.613290632506,322.95634095634097,383.8337048595631,415.8053646641543,747.8873757821126,192.31971624266146,255.83537414965986,524.8478081058727,500.4358114770262,490.70888157894734,523.8855172413793,1258.1198963058976,232.43721083939192,989.6811680572109,622.603076923077,735.1137160790105,426.43113938053096,727.927883586561,676.1936719064893,727.2036566785171,734.0670339761249,820.4843846949328,917.0377037217222,357.41017811704836,854.943793911007,1361.5328609821647,650.2389027431421,506.0810697868784,760.4000871649597,519.5178453403834,510.63839602555004,1105.4576078728237
00:20,712.6733158927403,639.8640684410647,167.61793233972085,558.3597090588495,204.35659326081188,332.1661168708765,381.09379247847755,425.7714033539276,760.4654919236417,181.1261576971214,243.25815217391303,546.6814345991561,509.7357310398749,505.1104883907126,524.3806306306307,1274.2625734813846,229.07931262392597,1015.3304470398712,645.1384455239418,756.8210940427126,432.91045591045594,737.6408863784488,677.3990714574081,710.7711249789172,741.1342804766269,824.1069651741293,934.4620858895705,347.9673358285131,860.9788425637835,1357.7566732575383,637.1861861861862,500.4605153782211,734.1219934994583,504.82499182204776,504.9057347670251,1053.44872754491
00:40,634.1002824858757,641.3043372319688,175.59484173505277,556.5391518958941,205.8872977989923,308.9956361966008,399.1317657497782,419.76740506329116,768.2887661141805,179.7095876549456,246.2215596330275,534.8813831926016,498.1652432969216,482.2943013270882,532.2002230897937,1229.8876281911412,229.575387660838,998.5699492385787,615.5327007793968,734.0910277933222,427.4249863611566,717.0991538294641,674.7452791461412,729.0910806174957,722.7874684415882,818.8672547784079,952.5020706455542,357.12713019768233,865.119290375204,1358.7716110019646,670.9574521025131,514.1764337851929,771.7026220422085,532.6890920966688,530.8132749817652,1099.5872135994086
01:00,659.6401533301389,622.1736997055937,178.29842931937173,552.5998693095186,205.89641434262947,335.8303266699171,391.97450805008947,430.4314381270903,749.2682106836011,176.13445589344056,239.74043715846994,541.2189372752697,492.56538995832506,418.31405870668726,544.6222539229672,1280.5473224043717,225.1674387822634,1004.1722165474974,637.8391156462585,759.8646199371185,429.28918764302057,741.2038519800909,654.2358824755157,703.1161746935957,750.8249196879302,859.3267959923257,944.0823815309842,345.62130479102956,852.403914220279,1325.9977356691693,652.5236327641672,500.8038287361054,735.7241229025932,554.3900057438254,521.776655443322,1024.4280442804427
01:20,738.7650602409639,604.876923076923,176.86653895274586,541.7612662123544,210.35873015873017,318.84450994841563,407.0077343039126,424.6567372585525,765.581061164333,182.09583439815998,236.01765504753283,564.1100722481938,487.3343319352906,461.17208947635993,534.9870422535212,1207.9544265154818,225.85799207397622,956.3114423851732,601.0059055118111,713.6462785556374,424.62878355225587,716.8028877707285,670.4232451572589,743.1814885166638,717.272068809416,831.2414670341319,962.8133302260545,357.20572694733255,856.2852198697068,1328.0686623901165,706.8991119881598,516.4539270253556,776.3525438991445,589.36701208981,558.5567242674681,1111.1445471349352
01:40,724.9520958083832,634.1122176341996,189.9554787558447,550.9644135607497,205.77428033360238,338.5953152255171,399.16279069767444,424.0189104007204,747.93888263967,174.3253784962792,242.3345259391771,565.7764210526316,487.49331737482544,518.0209259743657,513.5917623984309,1221.5014017683848,216.57250163291965,999.6098159509203,618.590284757119,735.5358001850138,441.50357653791133,732.5349439171699,689.1038011695906,718.8031860226105,728.3247198719415,847.1663140076174,976.2873804525309,347.94656619284126,861.6817625458997,1345.5795048797904,699.9666257668712,500.9871139292289,782.9678845706306,563.4942372881355,543.5551359516617,1092.509643916914
02:00,711.6392785571143,590.3224605954466,175.0651906519065,543.7002862805549,196.60908610670893,331.9860225600785,355.795154185022,441.5230598669623,738.4651759530792,176.50322081937645,228.31861888111888,511.82063157894737,474.48524783634934,505.9585347239888,510.3155796069496,1270.3519913885898,222.41044012282498,994.5191637630662,613.0792212151729,782.0281896393923,455.08856729377715,734.421236617872,667.293389296957,663.4183951037062,741.1129802227779,840.2509332227291,939.7179062055898,330.23095360383496,820.0198317307693,1313.773480009463,623.0292611558157,467.77715934858793,714.3238571753468,513.149898028552,503.3699962588851,959.7237136465325
02:20,720.3627751462803,571.5013489208633,197.13545816733068,528.9968375875311,192.17515329245535,336.79153490634883,342.17601459188324,422.32533275147284,692.617998506348,175.00879234548745,224.49699828473413,451.2139461172742,472.2498015873016,528.0758620689655,534.3986074847694,1256.1361492281303,213.03578528827038,1007.6075897435898,617.2819561551433,766.0078947368421,485.27884348067835,719.3323925314807,661.5666162815807,653.3115391113364,734.6869665513265,855.0584795321637,935.6581595092025,329.7105757731078,791.61457276233,1289.435287152161,590.9342485549133,461.5070921985816,702.0585164237547,490.7827642276423,492.72994056463597,922.9880686055183
02:40,688.6495377922785,598.725302889096,209.93727933541018,523.4549098196393,194.56282998944033,334.44244071146244,365.65070040668775,402.0104514120525,697.2478407810739,166.7992574913816,227.35735735735736,413.61965641230523,490.15113547376666,511.3035069623517,525.1091333527867,1241.2272629542033,218.50734540485138,988.1042358803986,601.4109406270848,731.1683412322275,479.8026096612993,664.7478765278642,679.5773884021694,684.793997965412,711.7982941447672,826.5643852714791,947.3310580204778,344.18259240333845,819.3095727198028,1299.7025562492638,616.1696554978763,489.00496175315277,722.4108337048596,482.47615803814716,517.5156599552573,958.5058780308597
03:00,696.1107622038253,598.5103286384976,181.8821016659547,516.3484613681647,200.62394736842106,323.3253458498024,350.5823863636364,406.13427250715387,690.6074456321415,166.42457516339869,229.22369546621044,476.0671256454389,472.374852420307,511.3098445595855,515.9680603948897,1244.7201972555747,225.90010478519036,999.6740941274469,603.5082408341742,738.719843633656,474.02520302436295,668.2222908941079,670.691496232508,677.7981157469717,708.6329553344133,822.5601929530201,950.9455135636448,337.6625535561268,822.6330275229358,1313.4689029485496,626.4770004791567,481.5318977661501,713.914033457249,473.4543596730245,506.555182699478,979.4273952095808
