Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
00:00,259.53739930955123,109.71797153024912,488.8271794086104,280.28037198258806,244.00436499688215,390.60552865213884,225.1523178807947,189.83541666666667,190.93768820940468,463.8887661141805,286.0581618655693,535.3636872550849,131.22727272727272,350.56719503790487,666.3942893134579,142.23781902552204,132.82978274625606,184.5956687291766,789.0588856614735,620.5121827411167,123.86544342507645,622.5120874012088,741.8099442379182,996.7619606003752,470.503125,470.7060270602706,777.9672826416238,183.26392373306572,179.59463681332986,292.49446494464945,512.0008701326952,385.3821344800626,132.14313114361065,311.0520072992701,423.4104529616725,368.5444512568976,290.4053919121318,285.40548040235865
00:10,259.06847457627117,112.25019364833463,492.54715248009796,280.5839648982848,241.59126397974256,393.4731468245865,228.23969518531348,184.53290822136188,197.92693208430913,470.57905392968894,284.34567901234567,507.2413485551195,141.51733423089868,342.9366295264624,661.38482498428,144.27172011661807,130.88269384492406,186.96436208125445,820.7775299693337,600.4589213709677,114.28107502799553,644.4139363174896,749.0478555304741,1009.4245482281154,456.95358090185675,485.9967266775777,779.1303699284009,191.9437751004016,173.20792859018115,285.16333333333336,518.7005197055003,383.94211967149005,134.05797795879252,320.53154972236246,428.19197847884567,362.94280442804427,285.8325430496631,290.8960253456221
00:20,261.7325028312571,110.73401297497684,491.13952068386504,279.3238624665431,248.30130088124213,380.6166112956811,229.12430747922437,186.91257078142695,194.10501750291715,451.45456197746273,288.15991237677986,534.8914531586153,137.4044293015332,361.160396485695,673.8060490693739,140.73516642547034,132.49221750555893,187.3743430482561,809.7924477771827,600.2904929577464,136.78435796202294,633.2665570690465,760.6963204471356,988.0209116541354,461.6584275571917,480.9936631234669,786.4191086691087,182.91367265469063,196.9742351046699,297.7361574382922,515.3674489352455,382.5787825406146,128.67917847025495,308.6592741935484,429.5831295843521,364.979700433583,303.29940119760477,292.23664980326026
00:30,266.2777030058322,109.9217791411043,475.47521419828644,284.26303127506014,242.43830961987683,381.0653539297233,226.0508658008658,170.70006740058415,191.3478563151796,474.17752562225473,290.11395856052343,505.3902898005269,137.28977078344167,342.51847548222173,663.4950826532747,138.78650378126818,135.04853538593116,180.6574141709277,797.6051719541456,575.3363073110285,117.3108485499463,637.6047876085426,750.8089836660617,989.6459453143258,449.0337837837838,492.4784836065574,782.8896808180973,186.53462879920278,184.70745243128965,277.93620466321244,522.5217957059207,377.1626906531091,125.1323983836463,315.10561224489794,429.8077656026679,368.23905588057295,276.8521673765973,283.90806916426516
00:40,259.90688349298284,113.0626631853786,480.8303968132373,288.2703201970443,251.01627712854759,382.9508226360513,228.13309222423146,181.30804179918218,187.19902006532897,468.72549019607845,284.1102961151861,512.0430182133565,141.4111994698476,328.58384361752235,691.0071563881288,142.03015222482435,132.7713936430318,181.71534950756666,762.7159778225806,578.511391778108,121.00748362956034,632.3197455230915,686.1855279764409,945.106215213358,459.3314121037464,483.81531531531533,788.3159828536436,180.05902777777777,191.69925808161102,291.90660966787243,512.3563705745177,385.49618768328446,115.9913140311804,310.71080669710807,397.5328403653763,360.27695351137487,272.38868388683886,299.13720073664825
00:50,259.5490981963928,111.85110294117646,480.02597799511,276.692498450093,249.20340743818824,373.5094782754571,229.38842676311032,178.14125308780598,193.37488151658766,450.83123517606276,287.8943089430894,515.33125,139.02978160158835,325.4906949352179,692.4566305254378,139.127331002331,133.0393567498942,179.67826513109532,755.9028018844533,574.7971837944664,121.8894724823019,629.9753231492361,683.472503299604,942.0851113172541,453.7233708453285,484.0309934318555,797.7401215805471,177.35311572700297,195.53842020419128,292.8428805237316,515.0268599445748,378.3981804103755,123.02901627742392,309.74314720812185,396.70599696904094,365.14049253128786,278.73004753565175,292.3961538461538
01:00,256.74151027703306,110.20358744394619,466.48165698563133,278.66542443064185,247.65395894428153,362.35484922575387,230.95411224849983,180.8578177727784,182.88757259001162,455.20446641039723,278.9275844421699,506.09184436962215,123.59744623655914,338.1288612263716,683.2104716393102,141.08406050029086,129.88334760273972,183.11396786155748,774.3762301286904,579.859514370664,118.43304914744233,637.7640581068416,694.5190097259062,925.4223602484471,451.76787127407016,484.8745379876797,788.4206204379562,181.1646942800789,197.2877447036739,285.1570544151189,508.8115851108323,368.482725342598,112.16308360477741,304.22517552657973,419.4314488441291,357.68920016240355,250.01079317269077,278.8048229088169
01:10,253.27668941228262,114.02994555353902,466.9346136259717,282.66274111675125,253.66052741732943,377.16012637179915,233.33040112596763,191.77438468550594,192.03386641580434,450.4711678832117,292.0016229375169,531.5599269924965,120.4677364288153,338.7868244026908,685.8866624921728,141.32053519488073,134.95083041958043,179.91977428851814,762.0022652907123,603.9578582052553,113.32850447379633,618.5975836431227,697.9283607248209,962.7934579439252,444.3616680032077,486.1454024165472,798.880451357121,180.13859910581223,195.03717182219913,286.85728282168515,515.4949260042283,372.33513409222456,122.60730270906949,309.5324200913242,427.15920511649153,358.1184861163941,272.84476801579467,282.4084051724138
01:20,252.09976298211592,111.26816143497757,456.4741011578306,283.1748352553542,247.18179975678962,366.93717700258395,232.62996067214874,159.5232895030087,189.4718045112782,471.34804909324055,285.7041208088047,528.7628803245436,129.90957983193277,368.60407891819995,665.7961888980944,137.42973760932944,132.30858468677494,181.29824132877383,770.6944230274994,597.4626422563088,122.30629691409509,631.8871686605677,694.6709566709567,919.1504363803399,440.33573525487054,492.2013477639371,790.2605168269231,181.04452226113057,183.61808510638298,279.17873450750164,515.1575184016824,347.1878357636224,124.40729265967587,307.2142503711034,421.4584650112867,353.7172373081464,238.7061814289537,271.23667462211614
01:30,257.7410598879793,110.36616362192215,472.83594821020563,285.10961695191526,252.46646341463415,378.7474983322215,236.01569186875892,165.62780269058297,188.47156564474608,478.2541103397881,294.23556519381947,541.3509547738694,130.08502158751244,327.40527065527067,689.0163561076605,142.67253004983877,138.8887954593231,181.84309419228893,771.8225766259657,599.7762116716123,126.73298783235691,635.0699102503543,693.8761946133797,928.7735199632859,439.73911882510015,492.3247285392338,802.1942997241802,187.721608040201,194.38465594516214,287.6384715871979,508.2160067043788,362.72919064058306,135.47538986354775,320.5182957393484,417.8917225950783,376.5032284100081,279.4231057764441,288.5754124116261
