Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
00:00,74.26587301587301,155.6902860944777,117.46432853717026,80.62954395241242,261.8435935935936,113.54027637344119,243.4189189189189,45.05506530180021,346.64874551971326,270.43301936159077,197.54933726067748,433.34594594594597,330.2918855808523,36.802351445821415,602.4090417477828,565.1564233888178,278.8509687034277,320.3421730175077,670.0282760717544,284.54100428967956,376.3794266441821,134.45278298936836,118.36072323666309,221.0562437227988,258.3212096444626
00:10,70.25925925925925,166.18135935397038,116.2708837772397,76.49540441176471,254.36069651741295,113.22802290333446,236.30558539205157,45.64956369982548,346.77055103884373,267.75958815958813,194.57806527491914,436.2219140083218,325.0628585086042,36.78263665594855,599.5146741476046,559.7200168918919,266.89334975369457,324.4940157881334,699.8505135032332,301.72290982571354,386.38899748673555,138.97944778908035,122.21984056687334,231.49348479786167,260.5198863636364
00:20,72.39571082670356,167.68703038222802,114.648857227664,77.9690594059406,255.67003449975357,111.55931057789793,241.02015915119364,45.146177164028295,346.65975353171024,272.45234333859923,193.03436018957345,439.48683092608326,326.94212523719165,37.7592936802974,610.2948662640207,568.6866115001061,263.73477311332203,323.46641221374045,685.7844977407021,311.5478082542938,393.21635810997515,137.11829268292684,119.13853814689668,226.18022486772486,257.1648396264718
00:30,74.1379058737687,159.43868852459016,133.88565668202764,76.17738164815897,262.16901769684534,108.6891891891892,233.0992125984252,45.635661635661634,353.9201578627808,268.23690383111807,200.59242827565808,433.0972906403941,318.88180956892467,38.63844531485387,612.7146856158485,559.5950447636893,263.9766125061546,318.95666666666665,682.4440832249675,311.19776024433696,384.7326068734283,121.06203267792856,121.36562839550888,225.7269715043075,257.7315490673155
00:40,72.3442735042735,163.9321922317314,134.2715427894581,78.80690579953067,253.4402564102564,119.67573924731182,238.51873350923483,43.88998242530756,353.2706310679612,269.6778383995843,200.48039509129003,437.5631762652705,323.0763540921021,37.028410864814234,620.067899891186,563.0864378401004,276.49254473161034,316.3170359052712,683.1533073929961,291.8941651932306,379.2103341757933,135.01297384958443,119.47414407988587,225.99474548440065,260.92395282635215
00:50,73.76992936427851,169.6139947437582,125.04318046456224,79.78512396694215,247.72015113350125,112.99864682002706,232.8266318537859,44.9234249912983,355.6717995169082,275.4860483656657,201.95166616631641,434.48214910745537,327.0838407494145,36.71874015748031,613.9976308421279,570.0506329113924,260.7615631956468,312.60826319816374,666.5326633165829,321.81408952187184,387.3033615742006,126.0518337408313,117.9533310201249,226.33518639633746,262.7937933850551
01:00,74.83590087073007,158.20605661619487,135.16730261226886,81.78921885087153,252.2848069105691,112.27486376021798,226.44381149663386,44.639760310186816,350.8203502415459,267.65572061506384,201.7041715628672,433.780487804878,320.6552995391705,37.91191553544495,623.5610019434248,563.642516088852,264.70709325396825,311.42423469387757,653.895059834305,338.015710723192,386.23227247347853,137.69974801318085,121.21298654056021,235.575056252009,261.9530174159579
01:10,74.63806092368162,165.42243116185358,128.2062701435687,78.93617021276596,262.65936049510054,118.18642906100068,235.66417910447763,44.90934546727336,359.02819036071537,270.5251425609124,206.63831052944676,425.6980799718161,323.4176697159364,38.63439263439263,619.6411597994331,567.5688796680498,267.5827302221113,309.2498080368569,670.8728748068006,310.49555724803247,383.17427616926506,140.43746235695644,122.78394503706382,232.62628205128206,263.6588235294118
01:20,73.50281096275474,165.14319170291068,127.72060098237503,80.18238600874453,256.84326259268727,113.44297174747122,245.96919691969197,44.38192011212334,349.8377245508982,264.5599590897469,200.94849023090586,436.5844588668655,332.14034665382763,38.046035046035044,617.2710804399396,560.7648401826484,263.9643579373104,311.80985196528843,657.6317929759704,312.1882951653944,381.0967287084038,143.17092783505154,123.57269874476988,228.9867699257825,268.02187120291615
01:30,74.90115882753919,159.1371889710827,137.0313231850117,78.3701923076923,264.0116519937856,119.15324763193505,231.65729166666668,44.222835460503624,357.8001808318264,270.4192715060708,203.04538712548205,431.7128992412211,328.007722007722,38.06288751107174,620.142764157084,541.8406746031746,274.3015792154865,315.52151769798826,673.8261550509005,304.9263104583439,372.5322919795735,139.81252438548577,122.19534718522465,227.41623876765084,266.5732846122615
