Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
00:00,233.05662829558113,292.69225037257826,134.71947873799726,174.75220458553792,426.5215017064846,373.6544749238016,267.5395882818686,221.6261378413524,362.62573937981716,1073.2723224748067,683.6517459138187,520.2325830653805,447.9939240506329,472.9771152634894,437.32403493941956,689.6820392419922,387.46360989810773,137.7280157408809,308.9375,419.22222222222223,215.18201284796575,192.1157466293564,486.5644171779141,85.84274740171712,263.96856528747986,145.90601965601965,277.3679375287092
00:10,240.50724099517268,292.9102564102564,133.5202442159383,181.55347593582889,433.1233439926907,383.71540965816604,278.3988741455569,223.90620957309184,372.42437489071517,1043.7040887040887,678.3182396799418,536.1034972988342,469.9331490324202,477.4545268751277,423.3877490336009,688.6341545165075,384.6509594364829,139.70623712856724,312.9315426669836,425.0255230125523,223.22381979391326,200.58911392405062,478.38824979457684,85.56506078343088,265.724428726877,146.2072072072072,271.0289044289044
00:20,235.1200816629547,291.56515426497276,131.32269257460098,188.48056537102474,430.8254578340493,379.94853139315546,284.08749254324914,223.82771213748657,369.03695231391873,1004.3667279411765,674.8851612903226,521.4731934731934,462.20121628767845,465.41003316749584,422.5969852104664,722.1120777891505,377.91110581506194,148.36560247167867,301.3555344868452,421.0797314309694,231.24254375154055,207.26459438968917,476.4118616144975,88.62713387241689,266.33106822506113,148.44192521877486,268.1658079625293
00:30,232.15114364135408,294.2132932782576,142.20651465798045,175.73194945848377,432.55892857142857,369.64431639601884,271.8233037156704,219.75415497517807,368.7261373773417,996.8714482126489,657.3946656358717,487.28771929824563,469.3076533198175,460.6883939517777,428.70780993992355,690.6721556886228,367.48320413436693,132.8581279342723,304.48017303532805,428.9438860971524,222.23050682261209,199.49668028600613,474.2287716405606,86.91662971175167,262.81643308601264,144.8620336203362,286.597947761194
00:40,236.58810692853245,296.0185676392573,128.05502471169686,187.79358196010406,433.68992420864913,384.9604732454961,282.41083743842364,227.41652323580035,379.0470033199371,1021.933999535208,676.858024691358,534.9521988527724,491.4903995848469,446.33834435758666,429.26195835678107,731.6665289256198,381.4778488509832,141.15618433954336,286.3200280112045,415.09375656926636,225.75781060789538,209.31710951080208,467.940243902439,88.09756097560975,268.60109289617486,146.58684054534677,267.1847672778561
00:50,227.3709648002918,298.05102040816325,149.35760462742428,170.2215013901761,424.1421937195931,355.7911614120183,254.87750556792872,221.22529989094875,369.01055180764575,967.6600644864118,626.1174762918521,478.3729971724788,457.9257425742574,443.44471544715446,422.60377358490564,651.8425087108014,369.4782085239586,131.89107782481275,276.1110344827586,421.4486509098515,213.23503325942352,195.66403464085585,470.2572933549433,86.38432835820896,260.6412444933921,140.7033232628399,285.00046576618536
01:00,236.5171339563863,300.38521545319463,130.34453781512605,186.49294532627866,435.51604882459316,378.8400342172797,278.77081712062255,226.39168299586328,373.32245111731845,998.3510761397824,657.9276241000379,553.8167298321603,480.8114906010061,470.1099733770223,432.00138504155126,701.2076773394658,367.59218412850635,136.81476244343892,312.4886512439983,409.8859060402685,218.4793528133301,209.63434343434344,470.0654952076677,86.75470008952551,269.11342465753427,143.0400473466167,270.12722170252573
01:10,236.3365719523373,302.09219600725953,136.60729267505647,186.25972850678733,438.68392857142857,382.65262276785717,269.73844964237384,222.05527638190955,375.75489346959984,1016.8739201494279,643.2176356589147,515.0616960457361,468.76137893886346,462.64462135129617,437.43354517822604,703.8425419240954,368.47613158545636,133.6151048951049,278.7841841385597,414.09134615384613,219.09858138975716,207.89409419386993,469.17091633466134,90.27049559981472,264.32336143595325,143.71481844946027,289.6278959810875
01:20,239.30567362779524,312.80860215053764,135.43103448275863,197.29578754578753,441.0013676772282,392.27729196050774,270.20744985673355,221.33209363377816,382.82639254963976,1044.8928826469887,639.9974845201239,509.0228396515187,480.5584380120153,463.97154696132594,433.8365758754864,721.1433065361762,385.93909276248723,141.46912545403745,283.73453962437014,414.01010526315787,216.27537950664137,207.87509481668775,473.46200980392155,88.83066361556064,264.10697800705947,144.37786483839372,275.63935969868174
01:30,226.98146747352496,333.09644989004084,132.06176,198.58762886597938,437.497934832492,397.9535645998361,269.67509652509654,222.66527012127895,375.7640158702777,1055.873610439826,651.7817437097718,546.1955050094774,486.89434889434887,493.56405472636817,436.7960057061341,701.4627074235808,368.52065716356606,139.60253023773112,334.72744845360825,414.84582893347414,213.5415622864951,209.79610914603336,466.47909199522104,89.27793040293041,262.3533875338753,143.78885804916732,269.9282720074523
