Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
00:00,15.002391200382592,44.106855791962175,37.75866803982149,5.188694267515924,33.49843912591051,17.624026240262403,29.70657169117647,8.429581993569132,17.25576779955346,21.136371792571325,27.557583130575832,27.80091416962925,36.774227902023426,28.099124343257444,14.839154411764707,42.314134587129004,95.87260458839407,27.636568848758465,18.010491299897645,49.2411891632702,57.17193134285302,12.868913857677903,41.0996336996337,31.331099195710454,23.922423346878464,23.37740225314778,59.67872459444341,57.30581867388363,22.869355228205748,31.117434040351785,22.95223097112861,70.42522908949113,27.874391233766232,72.74886731391585,26.48857715430862,69.14782354659656,38.800347826086956,38.905167674546455,78.19919454770756,68.26014452473596,27.40640932265113,46.950953678474114
00:10,15.46689497716895,47.05889253871422,40.29870572207084,5.486897274633123,34.686026936026934,20.99438202247191,31.395250411474255,9.071867918420201,19.140944683000757,21.180251945164876,31.093371059013744,29.179806714140387,37.26282352941176,29.865819209039547,16.12051915945612,44.08345577431678,103.30449344125034,30.484956324813975,20.027963671128106,51.670664427920364,57.373456371285116,12.753347732181426,43.66715867158672,31.450655624568668,25.15968877361986,24.828052805280528,62.83152782966007,58.43588347399945,22.77224627224627,32.07212776919114,23.791331430054502,70.68175582990398,29.829228577244045,80.19555990858635,31.13454675231977,69.77488921713442,42.608695652173914,42.10716253443526,85.26886060229742,68.75013698630137,28.983174835405997,49.966487935656836
00:20,17.057169202397418,48.192434210526315,41.32273183796451,6.659463681332986,36.62302586404211,22.33361738389433,32.411068044788976,9.86580942960765,22.05152925531915,22.696485623003195,32.677135197242436,31.031912110907665,38.79415469891661,31.7718990889979,17.630907960199004,46.10302318755503,104.88241912798875,31.616226658081132,21.089003944773175,52.71817530451397,60.76092581943646,14.153846153846153,46.31862378459237,33.594301221166894,27.162894248608534,25.959562479284056,65.62285287528006,61.126527287537336,23.868166424770198,34.07605344295992,25.750128402670775,73.40609235545207,30.974781370754524,80.35290343278794,32.40679747722495,71.05614344503233,43.740606936416185,43.74548933843631,86.32173645320196,70.10603588907014,30.003236245954692,50.560846560846564
00:30,16.383840805562215,47.4843278384026,40.556731723453524,5.605809128630705,34.91776242478271,20.609475032010245,31.3414364640884,9.090025906735752,19.759723643807575,22.401163815905484,31.569345941686368,29.62529152630215,37.46460594620104,33.12239122744959,17.072472783825816,45.901572510192196,107.51063226538135,30.96501925545571,22.309942911512845,52.8242727706247,60.45904553534801,14.154595510376959,46.39264036418816,32.691307323750856,26.88041466123658,24.510292164674635,66.17353051291651,60.144657534246576,23.085049672885873,33.841188524590166,26.315376569037657,72.38526966943746,30.21735604217356,81.63864118895967,31.360329444063144,70.04225352112677,43.61755146262188,43.06432105552501,87.17706732247156,68.30191780821917,28.81554441260745,49.01574803149607
00:40,16.689789377289376,47.79874213836478,40.8231606730452,5.977794990963078,35.49421097770154,20.266236559139784,33.06675279931094,9.570132815030775,19.998126902364785,23.617524841915085,30.542056074766354,29.95392182241781,38.48288877705083,32.26732673267327,17.479566563467493,46.926525889499565,106.10335116868488,29.91020910209102,23.554185439886176,51.9889437779346,65.30661287493422,13.501979762428508,46.06095238095238,32.957264957264954,26.177510342233923,25.386727688787186,67.77082555098991,61.37221315932572,24.116901745158977,33.66922290388548,25.490610328638496,74.66302186878728,30.340270761770054,87.47220946256316,29.957486136783732,71.02809482001756,42.676510989010985,44.51196319018405,85.42551238910983,66.09245076586433,29.63584229390681,50.68279569892473
00:50,17.39303826648225,48.63389910419613,42.43696651346028,6.007971200822833,35.374202069117324,20.525075010715817,32.46607025965525,9.05340760157274,20.381681304893352,23.521777620396602,31.188501026694045,30.302983138780803,39.74701195219124,33.411992945326276,18.05087390761548,47.14215967834578,110.88310945984567,31.016597510373444,23.078267113451414,52.50975323149236,62.92470205850488,14.488576449912127,46.941619585687384,33.90021231422505,26.198343996989085,25.508491182233833,67.68653380517787,62.154371584699454,24.269203158650395,33.958120531154236,26.508505626799266,73.3134765625,29.74586526825333,81.9492119089317,30.26592478894858,70.44552129221732,42.53699363910278,45.11951822112415,87.64779681762546,65.38272279934391,30.39913544668588,49.77896138482024
01:00,17.3418678371129,48.15238974832602,43.637868255544525,5.879876796714579,34.90891880521666,22.15356415478615,31.318181818181817,9.065294306851078,20.87893541058098,22.889233954451345,33.147590361445786,31.36717517096265,38.52310766924806,33.29869672419866,17.81957473420888,48.24941792782305,107.64247837008094,31.63642152180834,21.33592132505176,51.72000942729201,61.71760425412818,13.51120879120879,46.33173784977909,33.00733137829912,26.572703607288954,25.54403639909002,67.88187221396731,60.22015334063527,23.01708373435996,35.282051282051285,26.72799589427765,71.43134615384615,29.7066098945661,79.0038387715931,31.37330135891287,69.98982558139535,43.91843971631206,46.374611076540134,89.97819503331314,63.83485745024207,31.056338028169016,48.8531746031746
01:10,18.088572739788894,49.326759917450126,43.999343616672135,6.342035864978903,35.94823123382226,22.338046272493575,33.121342708097075,9.219173660426081,21.894029170464904,23.800142755174875,33.29257142857143,32.27508696815627,38.68020304568528,34.17680744452398,18.206950532247966,50.34783887092032,109.62612866817156,31.486938031591738,21.18946837994457,51.402496467263305,62.79435319668793,14.179396092362344,48.11566091954023,34.868975903614455,26.737735153080045,26.29567462879277,68.81862107414979,62.010286951813754,23.545780540282095,35.06041986687148,26.97997399219766,72.06840390879479,30.178404708747717,80.3638414437641,30.844820947246824,69.06076541045866,43.46675444371297,46.67136591478697,90.07028173280824,64.09928688974219,30.99353912419239,48.99082568807339
01:20,18.112133688544443,48.89456085599643,44.01372100620712,6.484670413898825,36.90737935511794,22.862592110966624,33.765947575968454,9.161152964297413,21.918627239369737,23.6131221719457,33.78229755178908,33.53640578129261,40.8118609406953,35.05667276051188,18.985097795715618,51.01530762437445,112.02984234234235,32.94869343530912,21.88963963963964,53.32408724513988,61.00615384615384,15.421029857204672,48.9637342908438,35.98668639053255,28.014290949065593,26.43246711581649,69.06902294596595,62.76123443421765,24.149296446458383,35.50591868244982,27.55709685409958,73.43917410714286,30.065230521441514,79.45972177288903,30.926966292134832,69.47368421052632,43.154574132492115,47.34795856185253,93.24575513851653,65.64747807017544,32.542069992553984,50.234748010610076
01:30,17.97915712322492,48.88062015503876,43.01405688133377,6.211453744493392,37.71077463243362,22.46731628095818,33.06707179833446,9.189197930142303,22.346280447662934,23.891233487733746,32.66605571847507,33.99415692821369,40.35818287711124,33.76591829223408,18.61524047470331,49.89861070056163,118.96249642141426,32.214739517153745,22.291813159216474,53.775312721265045,63.90250937409864,14.87659200702679,49.46361671469741,36.13165680473373,27.907461594732993,26.12945711532284,68.98449039881831,63.571313022378,24.095226730310262,35.67666839110191,27.089101434684117,74.2514575888659,30.330440048445702,80.08511326860841,31.20249707374171,69.39505445981749,42.92386765178285,46.71141678129298,92.67637245981194,64.77217962760132,32.749629080118694,48.224675324675324
