Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
00:00,90.486799742434,69.80366492146597,99.79093005380477,83.03431952662721,207.82882653061225,195.82016944520362,312.2425078864353,282.08522540309315,727.7562299531212,283.5770911360799,689.091123562371,611.0945169712794,327.8419976635514,361.5243029854429,234.18382780686446,201.81104100946374,332.8812281174253,789.4241997889553,316.1808201485308,450.53715874620826,283.8049702863317,350.3541520467836,308.4572618172912,259.91041369472185,345.096917276558,278.15679965679965,356.7409338168631,410.81502576620557,1086.7814269535675,384.7336272040302,369.9554323725055,196.90010917030568,365.28434100683023,440.8069594034797,272.11221303948577,129.15933919531042,237.18422991893883,48.49675675675676,129.03558815539256,128.27305649444713,127.0090618336887,191.1551724137931
00:10,89.97591145833333,70.72167487684729,96.5423987776929,83.19349722442506,212.44651410324641,192.99277301927194,305.1293837923519,277.4548748353096,715.7105134474327,277.81889055472266,691.3123351889833,615.4459282534694,312.5162804341449,367.70524233432246,231.2346528973035,202.19077700568542,333.32820230896095,757.2651933701658,316.1829663212435,437.84948778565797,290.4144772117962,345.24149260736914,316.6460068593827,256.5108138873079,335.98034753827056,277.82845882596973,352.7199273717658,400.82736957115543,1079.5562174236784,382.8073223704623,370.53239691889445,174.65801988759188,347.63788300835654,446.3123837089105,270.73361876396126,126.80394771939184,231.9833211143695,47.82706002034588,129.05189456342669,131.40848214285714,127.74521276595745,177.83672248803828
00:20,90.8322601416613,71.60878749471905,97.84750957854406,83.66692073170732,218.25696101829755,193.04478014567036,306.0008059641346,276.7260092653872,707.0864316755191,284.33965785381025,686.3726059199072,613.2537352555701,308.4563641635257,367.53326713008937,235.02348224513173,205.6013674197384,338.0929347826087,737.6394150880691,315.7302504816956,436.3483000259538,287.2047159699893,343.62137723162533,321.79671968190854,265.85048322910745,332.7598911450701,273.17600167820433,349.70526793823797,418.1957572502685,1080.1567247128567,383.565445026178,367.2861607142857,189.1922714420358,368.52574881765634,459.77308488612834,279.822467771639,132.59155717081353,230.4203564210913,51.443825910931174,135.80295841473625,131.9250885317352,133.7102754237288,178.6864357017029
00:30,92.94947848761409,70.58310871518418,98.56354009077155,83.80038684719536,213.68109399893785,193.9456609894566,299.482070910556,284.84745201853076,712.9546341463415,271.2672233820459,702.9738219895288,612.0726212562947,325.2954478707783,367.2404750123701,234.8474672737621,201.97518294622972,332.86739726027395,756.2223724231159,309.45965138799227,438.5648952478283,279.1540720961282,343.89628770301624,322.1028556987617,260.8507718696398,355.4049053356282,264.05151267375305,353.06321968841723,417.60836608646827,1081.1481343283583,383.6578552117753,364.9540154015402,179.696,369.0824796427633,447.91756644518273,276.2466691339748,129.64523809523808,234.28708133971293,49.44798822374877,135.89459084604715,132.38083477401827,132.810917721519,189.53810354857475
00:40,94.06588769879909,70.08872696099442,97.16992481203008,82.48810916179337,221.81057385759829,192.79983836206895,295.8718572587186,280.9750996015936,717.3866634098681,275.37426900584796,689.4825072886298,606.1031991744067,315.1692487576732,364.5313973690742,228.32879045996592,206.3892857142857,330.0482815057283,763.4490291262136,314.4131697869593,432.27133592736703,277.92658092175776,339.6382536382536,323.8021417644059,264.85036496350364,343.5615384615385,264.09707147245547,351.4038636363636,434.30145413870247,1070.2741632192553,380.496400719856,366.6378197997775,190.282736746715,375.2795129698253,462.7133027522936,281.0623492299128,128.9832223701731,233.205302890812,51.65875652586616,141.5857740585774,137.88917050691245,136.99497221487167,188.18801410105758
00:50,93.9957627118644,70.72243839169909,97.67361111111111,82.15281501340482,215.53163886682552,191.60594695954995,301.0716314935065,278.84852502485916,716.7809777347532,278.75401836969,696.2745502801533,610.2665436330082,319.12729425695676,364.4308537194209,230.14812712826333,205.59186080802124,329.11209202782237,780.2420941672523,304.67141931302655,431.74367006003655,270.35355704697986,343.89404734543785,319.08058793715156,264.4557784684939,353.6929861402772,269.3250962122747,354.67020555681046,419.8814374646293,1057.1337164750958,379.51399941055115,371.20590178374806,188.38184438040346,385.8604774535809,453.2386340259206,280.7162895081354,130.91212281630493,230.73357798165137,50.28316086547507,137.3137524018666,130.02536038441005,133.95943470295734,193.32672706681765
01:00,93.61365120836055,71.00460636515913,97.27238525206923,83.65536723163842,214.88082083662195,192.01624500665778,303.98166062071743,282.8572850979091,715.6610664718772,266.1798520204895,695.1481264637002,608.5639489450377,324.79535558780844,355.1220915686765,233.06847764572723,209.31499840102333,329.7878306878307,772.3314955203308,307.39843239712604,429.1206668430802,276.2624798711755,342.82665745856355,322.9971838197645,263.56314757770934,356.7259595542716,271.5224481578418,354.5114021223753,421.4668179239932,1103.7485970819305,384.84470032477117,371.5322153574581,184.20505006530257,380.52099287034594,442.9765401876785,281.27859951319977,126.17096690122492,232.6620575221239,50.43079164643031,136.52876789222566,127.65377433982395,133.94628422425032,188.2057142857143
01:10,93.88888888888889,70.05069124423963,96.09012539184953,82.37065637065638,216.36111843840675,189.47860962566844,297.36075181891675,277.3444816053512,705.0942484291928,276.93777009507346,690.0457059679767,608.2206148282098,316.7764156450671,360.78421452061724,212.47245657568237,209.0429252782194,325.3240418118467,750.8938528720188,307.6889106967615,428.1208994708995,267.76302431204914,342.24544405997693,312.2837022132797,259.455857385399,353.72465270578476,272.0049720323182,355.3547731888964,415.5601355166573,1083.5491500369549,382.57725258493355,369.2208922742111,183.66517857142858,375.0430393198725,445.92830578512394,282.24900887294694,128.19737174627244,229.75219138056977,49.168726235741445,131.50797081869766,128.03814128391082,134.55677083333333,183.64403778040142
01:20,95.43041653212786,72.74712643678161,94.94158878504673,81.55845151399004,216.06879414072716,190.26857749469215,300.5205451586656,279.6562291805463,712.393478793822,274.8947219870167,694.458861692716,608.8812516029751,324.2016978922717,357.09508278976415,218.21150933871783,203.993848857645,325.4291519913303,717.629887342611,306.60970810101674,435.65662490002666,266.7725815072154,341.73439667128986,322.94988552531163,262.8380425284008,357.0619304059652,273.2988023952096,357.032250789355,415.69103078982596,1081.9880507841674,377.87329780935465,373.23728438743916,181.94058540847533,367.23978638184246,437.43949044585986,283.65765595463137,130.91322314049586,223.99744711889133,51.43290999447819,131.50535861500413,128.10874897792314,132.09860268916424,184.47685998828354
01:30,93.92615484710475,73.61300043047783,92.97437888198758,82.05171762929407,214.8295693277311,191.1220669654627,295.20489795918365,275.52268907563024,701.6190476190476,273.20033764772086,676.414273281114,603.6673651126245,311.92602339181286,361.7063373253493,224.82049861495844,209.27678290920514,324.09527732015374,713.4686684073107,313.6885245901639,418.80996210070384,269.94595314164,331.1603385178408,324.3096511331805,259.5325779036827,355.8219095477387,266.0653529056907,346.989898989899,414.8344923504868,1072.8663723916534,357.1305629236664,367.82055214723925,184.11004566210045,370.22213268869194,454.45008183306055,283.9065934065934,127.00738853503185,229.18895506226312,51.422312786551196,130.64420995670994,129.83166109253065,134.63701540095593,182.90850439882698
