Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
00:00,226.51866825208086,247.78103345872105,247.1701337295691,227.81388012618297,147.17523364485982,292.12763438313993,169.20472708723005,333.4696363982486,675.6097058272437,163.64096766900295,421.7629841549296,197.50911188004613,337.13890922401174,198.03614151183507,97.04920212765957,320.1835392586688,189.59091860221804,198.7040087863811,183.21270084162202,292.44733475479745,581.7559622850804,119.0311327831958,486.0550891920252,147.74174614820248
00:10,221.71932733301753,248.43570287539936,245.95099484156228,226.01792917974004,145.78580428391433,293.3579344494223,166.9979525678212,329.8058234070713,658.5997755750889,159.48992212551533,417.94441984056687,200.63307086614174,337.7576197387518,199.02646983965386,96.99371900826446,321.2496507683097,189.19344675488344,198.57221156481228,179.98269896193773,295.59841337907375,574.7341668931775,117.60202972091338,494.32737169517884,154.5291146761735
00:20,225.84546944509484,251.79896496815286,248.15182001097494,221.32034830430797,149.72251308900525,294.43037974683546,172.10360129714968,330.29958364875097,688.6235426852201,166.03028933092224,437.35102853351026,196.0011420740064,340.8418089357065,189.53964258746538,99.01416337285903,330.0159426066162,198.62529026810216,206.16529830322935,186.67604590892262,291.57831065024845,587.7616423257095,115.63322428207924,480.5397609147609,145.02616822429906
00:30,224.93224740321057,258.9810369174904,247.6997971602434,222.35051546391753,147.9017094017094,299.9119810201661,169.65662131909764,329.1289392774789,672.1305492851768,163.49965445749828,432.1384615384615,194.99953336444236,342.05980730776224,197.45087765260675,98.3435542367293,329.9306403940887,196.7384451544196,202.4585513632608,183.1201084850833,297.78147987884034,592.9724770642201,118.15776081424936,503.2751227073108,159.36515151515152
00:40,222.32058545797923,254.21925777331995,246.50679397723098,207.04076207354896,145.4278547060004,300.98180099267313,171.04563664866748,322.56820765441455,679.6401515151515,159.04010977411863,435.78416485900215,196.9221816522136,338.0820057929037,190.43809763462505,99.66304,327.9221439749609,201.688,203.4005376344086,192.0950931913275,299.19632432432434,581.8824485373781,116.09559095961467,496.51075677043787,151.99306892568347
00:50,221.37368922783602,261.2806523052144,248.81058239941208,208.24775179856115,144.52982526611768,302.81758034026467,171.80592892653286,326.47771903323263,675.5144064540914,154.3732976110739,443.7822598134895,196.5259067357513,339.12552149464904,192.25604938271604,101.93844138834315,331.1727912431587,201.7440222032451,200.6777896422851,192.48130841121494,294.5231232523123,594.2796892341843,118.0468085106383,497.1185110154469,158.27062451811872
01:00,215.26226012793177,261.6459802538787,249.0804260007345,210.33228275551554,145.62627524463878,306.3888888888889,169.32112932604736,317.15681381957774,674.2769348953332,150.57698504027618,440.15162138475023,197.46041813483674,333.3461956521739,187.5970184571699,99.43694726498526,335.91281320024444,199.66294349540078,192.1740412979351,189.58898756660747,295.5251703671137,587.4139547710977,120.76077428780131,491.8972443986608,156.5295216741405
01:10,220.19242751018453,262.9691259021652,246.9586307889438,221.93031674208146,144.9712052653229,304.49236641221376,168.55582299574152,318.5130929791271,705.4369290573372,148.6502596522917,447.3618145782867,194.4503388642206,331.37621973256233,196.53766888023816,101.48675171736997,330.2123514513929,202.13938753959874,198.16195856873824,192.6769596199525,296.16609071274297,594.6839766731464,121.50733675715334,489.48570692763326,156.54538520213578
01:20,217.6086016338299,262.3857949959645,247.9297475301866,223.5432322317791,149.942066494127,304.8197189807097,171.44553538347537,318.95692423956166,689.2908774642443,150.8021978021978,451.24181138711805,197.3604132425452,330.7408943382618,196.2194424588992,101.46219035202085,337.1644002435559,199.55273642273013,201.589482157231,201.62437810945275,299.0698371893745,578.59565807327,119.0491202346041,508.2044241037376,159.3301120989563
01:30,211.7626020163226,267.4298669891173,249.79780821917808,212.66030013642566,150.30625257095846,306.21132165987046,169.1359489051095,319.72089073410075,717.9008678881389,153.41837861718577,464.1024626209323,192.85385338345864,337.6541988850926,194.96856673703965,102.74952441344324,337.0925118858954,203.26119068934648,202.5518047260452,194.15202702702703,303.6556025369979,590.1087373322378,110.95191949310474,492.8687596500257,155.7941628264209
01:40,208.99325463743676,267.1809981960313,247.97717231222387,215.6169244767971,150.8456901748041,310.41084130488105,170.0737946264262,322.2130869319253,723.5129682997118,150.26971227761916,457.0370452039691,194.76910454758556,337.121784493614,190.9483960948396,102.84033078880407,335.69876842317785,210.28918183720444,210.53022768908662,203.52513774104682,306.6861252115059,584.102377093463,112.81746330447874,507.3478150406504,154.48809523809524
01:50,209.57686746987952,267.5855674259222,251.06090336912254,217.6310962901209,147.29161579161578,301.6115802171291,167.99524214103653,317.7561844077961,687.897903726708,148.3617067833698,455.8463236917642,198.75631225388,334.97009847806623,186.58748845798706,101.78331735378715,331.64801092043683,208.48292682926828,209.72537628729864,197.77683397683398,301.0052192066806,588.8884667571235,116.794287780188,504.55833546081186,159.67183863460048
02:00,203.56323060573857,266.37489943684636,250.29122807017544,214.5886019590383,148.268719118206,309.5100200400802,169.64910647803424,320.7373793615442,703.2262943571844,158.907068927549,450.188177994244,194.42015253062166,333.78131634819533,198.3213955637708,104.21176092544987,338.88955223880595,212.32974001268232,209.55314136125654,205.6712083183937,298.322633744856,585.2172019597169,113.34436321662177,491.4902663934426,157.99153846153845
02:10,215.72884662277494,267.7669765561843,246.32406730065838,220.25823505490035,144.60734971040543,302.3688007213706,166.23679349833765,308.0962635744524,664.9411992263056,156.5308939526731,445.6293410507569,199.73559243891194,324.58162905500706,186.0342149963601,102.18548387096774,329.32751519905867,207.08728737690242,197.7744438696327,195.00817120622568,296.2827073875361,590.5393442622951,114.85431453119163,502.5514161775963,158.10710172744723
02:20,211.43915472431382,266.25182038834953,243.85658843097394,230.10435931307794,137.8964536317087,301.1413210445468,167.75442477876106,316.0970024204059,646.0301170151545,157.80802163136548,436.37976929902396,198.00045516613565,321.5481991525424,187.14090480678604,98.60261437908497,317.47201239589384,208.77724021876315,197.67225806451614,193.18961447678993,297.962463708005,573.7189771197847,119.57925707980876,543.4028375981758,158.28736073761044
02:30,223.37407318823247,266.81624797406806,245.7027972027972,228.8528099910794,135.18911335578002,301.0417052826691,167.3043625295908,312.90262172284645,645.325,156.4441720525964,447.14609460946093,195.59903492647058,320.97232992597816,186.61351025331726,100.69590643274854,320.76465989053946,211.55843585237258,196.8483303594188,198.9524361948956,292.525826446281,588.1316146540028,118.32422171602126,515.1792942397509,157.24229583975347
02:40,219.9633734939759,264.08923512747873,244.1218302094818,226.10651408450704,143.43442469597755,300.6005476118041,166.73353804162403,313.16052631578947,636.9150871872631,156.28192664604506,438.8334424798079,195.95970115462984,319.6120599512025,183.98366954851105,99.21606737933269,315.0983194900522,212.85549258936356,192.42006109979633,199.01659423152904,292.30751848808546,571.1171647712246,120.23436293436293,534.2878247580235,154.97337962962962
02:50,224.55141509433963,264.60117480251165,246.7208402432283,231.66227492314448,138.63467726670453,299.49035115469786,165.68985849056602,306.5882134914752,646.1334469051675,158.95871350364965,443.55180030925555,195.4038857142857,317.8051425572853,185.01214156548696,98.02220791760541,322.71876216426625,210.53065054211842,193.38050394502417,201.5412087912088,297.56428119062696,580.4170293797606,117.94378128609935,532.2808759867584,154.90631049167635
03:00,223.36285448628544,258.47734078658414,242.78959985248017,219.26945054945054,130.7879746835443,297.1264439587886,166.2411942301241,319.37883578203457,678.5434252485462,163.059244355019,441.25385632437195,192.64011667040612,325.00870473537606,183.65013111888112,100.13502245028864,324.5797964278855,210.9212630715604,199.62022806147743,212.4411996842936,303.5222339304531,583.5532655246253,112.85970263057568,540.0848329048844,155.65070643642073
03:10,227.33472706155632,251.53121272365806,246.47363535090977,230.13672814755412,137.72688303735455,296.4877443375737,165.9631587924271,324.4966037735849,645.6359259259259,159.11267931513189,436.1919911012236,194.8916131989001,323.38397066526977,187.46702317290553,98.43725868725869,322.8264273438992,205.3951374207188,192.8224043715847,203.9596,302.41938905388207,587.8829641782883,121.55972434915773,564.2949284785435,157.54241338112305
03:20,228.49366213413228,252.624075184963,249.3465584056099,227.14958205015398,148.16079569001243,299.4567786069652,168.42252083687703,329.336719337848,683.4250605101471,160.2049732744597,446.99445061043286,196.8833638863428,328.8625874125874,185.1678586453513,99.10282450015868,330.2742616033755,213.73631945911683,190.04012801575578,218.7342256214149,302.94952279957585,577.0188062142273,115.69148119723714,527.9092074890998,156.3929712460064
03:30,232.4208402563494,246.9731343283582,254.0090841675936,234.17412280701754,152.00059916117436,303.4335532516494,167.25881751576077,329.2319112948694,653.3666976744186,159.98912786575278,446.2404359430605,197.70810688405797,334.60591736694676,186.9608760365724,98.73134806276016,333.39203354297695,206.4818641923239,189.05438213158533,209.41458658346335,299.31967905405406,571.945672945673,116.62687140115163,525.5852257896111,159.36278881232266
03:40,230.09321830817157,245.3945374800638,253.87421150278294,224.95671378091873,159.8312916398023,301.6445141065831,169.90207156308853,327.4275925925926,638.1700944969427,159.69004893964112,443.3618694038,199.19056179775282,338.49858757062145,186.38208140998742,99.71109673244905,324.73548387096776,206.87210997708812,192.8359659781288,218.79078156312625,293.8454206382097,575.9399449035812,116.13660578386606,500.23274559193953,160.95746421267893
03:50,232.48658275943956,250.47196450181525,257.7062359128475,235.08402263822376,160.10891295293627,301.1018783826807,169.97971114167814,329.2807113046634,638.2006351578555,158.08285517557954,442.76532001815707,199.1339387060159,341.0342957130359,191.03345307588685,97.27184466019418,325.7925470610834,204.27410956050824,197.0833744449926,213.44202898550725,290.7821598182945,559.3058603157613,118.49322289156626,517.6194259354178,161.71696574225123
04:00,235.2234555984556,249.92161231517116,261.8607163160887,231.81810193321616,156.5745149029806,298.7015639961698,170.2153003594044,319.48836363636366,641.1085703662391,158.82787456445993,453.7342688007016,198.90524420436643,348.20020909566125,191.39642119752236,98.72209492635025,331.87931034482756,202.9655172413793,195.62892459826946,214.84430236931178,291.74373956594326,557.9149282037388,116.26656334753972,514.1570164348925,159.3855322646938
