Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
00:00,404.0300096805421,340.2760180995475,330.64980026631156,160.18651162790698,340.691570881226,724.9873978201634,422.2795869737887,523.1883445945946,1016.058790593505,436.18245355894794,342.5746766791823,431.44422423556057,378.6570283423991,978.7047778009597,654.323717130457,361.9779138827023,323.0352941176471,237.70950965824665,777.0101927353595,427.6350797266515,708.5235526788924,536.7056727870649,739.7521699406121,540.2247606614447,321.4647173489279,911.3106796116505,771.6398929049532,806.8759954493743,205.39513581806696,936.5969717212203,480.82093728141757,351.2519917379758,337.20350798290985,531.9604561338974,772.4612056102656,665.4637371184134,311.11756061719325,326.95213903743314,324.44570446735395,762.8116487974501,202.12597847358123,284.3871548619448,908.3261677282378,616.509618145277,443.57453013609853,820.6238767650834,237.62075242718447,388.3557365919891,302.1787781350482,530.8011182108626
00:10,393.44327931363205,325.8724415204678,340.3914762741652,160.5635770843037,341.7772048846676,723.8618577747533,416.6253968253968,517.1043278277232,1021.464660408614,440.3340088430361,339.22623772717776,433.5533574811925,373.9917284654877,984.053586321935,655.1525851197982,358.4895988112927,327.9970114942529,235.72374679839004,794.871375464684,420.99567000911577,698.2244593586876,547.2227791701476,741.6076923076923,548.4877466926914,319.5287533770745,880.2699692780338,752.944349020955,796.9244218838128,211.9993792675357,958.6189086009432,475.7273143904675,354.3911028730306,342.8009861048857,529.55,881.493629476584,672.7202404032571,327.7973760932945,328.08916323731137,327.2703947368421,759.4514914567043,199.83909335727108,285.7719962157048,894.1600212652844,606.6870748299319,443.3318077803204,837.5082138200783,225.62893462469734,385.20405405405404,295.1528662420382,523.1958098307816
00:20,388.5057581573896,343.81969068276123,334.89573251209856,161.67175925925926,327.38,723.1408642395372,423.09941612750515,521.7561428866405,1084.733740967204,434.87712561711464,344.43801304988426,425.99943867527367,378.3816685584563,1023.118228630278,660.6806015804232,367.9074177356386,324.60009246417013,231.93761334784185,789.053046989721,420.70553242117785,681.0302103250478,528.3607821536767,696.198275862069,543.3200085506627,294.1879936808847,897.5142857142857,685.6373745592623,809.528611898017,202.59109830291388,962.7568485397328,475.8649405178447,357.46468626856625,331.44296363225664,507.8596747670382,778.234468339307,663.9691112374455,315.0313739632167,315.7181716208637,281.00561241333776,767.3600116414435,199.08720400728598,291.18579918673754,890.2881267861783,606.8454973513832,454.5911764705882,832.661606909186,227.27606992163953,389.7027210884354,294.88818698673407,537.5523114355232
00:30,386.1812559467174,344.1815408085431,330.61461067366577,162.71727019498607,336.42278145695366,731.7602459016393,431.0386124627217,511.20996732026146,1100.9972497249726,452.5981515711645,341.90529424172115,424.48344002226554,372.1615684093437,1017.0414736842105,659.6001018848701,366.01857700167193,325.8216216216216,231.26276556093924,786.0431788572492,422.2120395327942,678.8328278999242,535.8307990047,691.4164790634849,537.4264174984073,293.20046171604463,889.7620528771384,718.0823122840088,819.6806506849315,199.54247730220493,970.5677095227221,441.62390670553935,358.4909090909091,325.8066410661848,492.1345598845599,787.8819330855018,643.523460960961,312.5770206596593,357.74083403302546,336.8052500886839,783.2426705370102,194.17238365741753,290.9024464831804,893.3346456692914,610.4451856148492,449.21376329787233,842.0538562091504,232.09031877213695,388.2522275531186,295.24380952380955,536.7684294871794
00:40,365.6621797655232,316.0562878517991,350.5982456140351,156.45716945996276,331.05865559304436,729.1233810497614,419.22144194756555,496.8941224656973,1113.2921810699588,443.69575514665695,339.1497769279796,420.6626611957796,358.92470458917285,951.5569422776911,660.4007802340702,372.0843866171004,317.27484834344375,232.0569643513414,774.8507799285849,407.3006225911651,692.6308032424465,534.3012749445676,694.9995605361459,554.2688241639698,294.0542239685658,899.2349570200573,677.7539267015707,790.1419132433209,209.81543950697372,947.592217361271,439.1472502805836,353.429889298893,336.72880593658647,467.98334825425246,767.3408716489441,653.570950344058,307.44057450628367,349.900196795052,328.35546245568804,822.7465451337841,195.91192620250385,301.065624041705,863.9554571502996,608.1979075850044,453.36584553928094,848.7876880984952,230.7174940898345,396.5060080106809,295.4896551724138,517.4299212598426
00:50,374.4486025580294,340.7384792626728,332.2547993019197,159.67409470752088,338.37801472454936,718.6468388851122,423.6528682170543,492.63980660757454,1124.0263736263737,438.0034734917733,340.2540827147402,412.88138051044086,367.94260307194827,1007.4975358902935,673.961498973306,367.7242790697674,320.2887009631196,238.40739385065885,774.5611551528879,415.33783387144115,725.2243867243867,463.2117493472585,723.1016799292661,557.6120670877805,283.7926591175322,910.7224416517056,686.877821670429,818.2025462962963,196.22010512483575,955.8325281803543,447.50114416475975,350.23125,330.2843004948268,469.933881343817,762.2501511487303,639.4821526633717,293.1009632536568,355.94548551959116,317.9993324432577,800.9498680738786,196.65076888789838,298.8784241305017,865.7281827515401,607.1986103068906,447.75687458081825,855.1441734417344,236.06057142857142,396.7637362637363,294.07595731324545,507.3978073610023
01:00,382.4174672489083,346.980732177264,331.26695842450766,158.63011152416357,334.57940351771606,729.1841475913905,421.4539906103286,495.1856690419636,1111.4418926397343,447.4911135291984,338.3355488850772,414.7572463768116,355.80417118093175,1045.1360120326601,665.4417895271988,378.7146855756671,309.43730886850153,234.88331475287998,734.5054462067648,402.7369186046512,684.6298059318931,492.8998639455782,750.2936472678809,592.281708652793,313.86436781609194,958.9588596174666,733.2029977191268,803.5909090909091,191.85021878155504,959.6871264367816,423.4772143024071,354.5724073497353,328.67256042972247,472.4239985693848,751.6518890920171,636.0051395007342,316.07124773960214,361.17430931358587,328.8234271810914,811.826604705199,197.6020027945971,311.8831530139104,888.0164736164736,614.0233044517479,464.47789059941044,868.7081169718502,245.32298850574713,404.31604765241764,301.36934673366835,516.4502740798747
01:10,382.2485604606526,345.2503888024883,331.5002190100745,158.09393799167051,340.2436419125127,727.7788428620336,419.7944713415586,498.242597710225,1115.5402330743618,449.1384165295301,340.5325306294888,398.63888163051996,354.6742981738893,1047.054706009046,654.4990181639666,374.9696348733234,313.1408918406072,236.51151560178306,735.0336713219821,390.10786717182975,719.9591911764705,523.7053793103448,771.2395856789011,608.0949017876849,296.18987838367985,965.3655199374512,680.5197677633398,846.6840896036761,196.19477036540397,974.8427643784787,439.04692791485246,363.87909319899245,332.8174692049272,484.6840049707083,757.5275836431226,630.9550561797753,346.7223451327434,366.95184135977337,325.922367954626,802.1704317986846,199.62032212221695,301.8359695371998,891.8276755636175,616.6535692861428,466.2676056338028,876.3881376767056,249.102416570771,408.3727647867951,305.24397972116606,537.2816229116945
01:20,394.74044795783925,332.2615271117669,331.24290627687014,158.09623430962344,335.42216624685136,735.2370141038872,421.81830963911887,505.8194197750148,1045.1081599123768,446.3194470046083,343.41520100502515,421.3890166762507,353.3948591741865,1053.3435875216637,657.6563533301842,368.31853640416045,312.58811090225566,235.2936449963477,747.9794403198173,384.1240240910105,704.554419284149,516.2528291471157,741.2062770070503,608.5171954737076,301.0559413580247,965.2474629195941,710.9227272727272,828.0727848101266,180.7962118554893,986.5235239852399,423.7631895928692,355.1759723964868,332.20107118946663,475.7090330563903,759.0134502040199,623.6308297433976,331.5675775480059,364.58234630569655,322.95180722891564,778.9018109790605,197.06360745115856,309.6472927500765,862.5679044404051,615.3776516283239,467.4263893402665,877.0986490732014,245.80023501762633,403.7851063829787,301.553605015674,518.9708201892745
01:30,397.98871442590774,331.4891304347826,328.72374039282664,157.44851576994435,346.6186750130412,737.8117890382626,419.90252651278854,506.2008146639511,1068.7859858772406,448.562394445487,350.953483521068,399.83341357727494,355.4360841423948,1077.3365674859854,665.1066985645933,374.242446848191,317.0281019290307,236.92756756756756,775.290259230165,384.119436367703,727.2007130124778,534.0365411436541,764.3535516605166,612.3589459698849,315.06235385814495,1012.1345098039216,666.9902939545202,832.6016283803431,197.67755775577558,998.0997013553871,440.61999022482894,364.96067598310043,350.44919427036706,488.5622144112478,877.6409597257926,621.9201769571072,321.2931608133087,360.1624337147642,337.13432835820896,764.80517289851,202.52261190586063,315.1121921556704,878.1909019195372,615.4767337135995,475.57677902621725,901.8235852039203,246.86411149825784,412.6286321757619,299.6206045650833,489.3543307086614
