Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
00:00,446.5217116357504,447.1634178037687,614.4031413612565,670.5785167590393,251.51045343469997,255.94296577946767,279.2530742744712,594.9950166112957,356.1848317428428,223.31143366437485,604.7453164556962,535.0060667340748,145.04453836150844,1118.3161375661375,648.2922920376494,939.8194213501829,221.13223140495867,360.60656883298395,250.67833456153278,456.21835304424,904.6252019386106,368.7265378548896,458.66327568667344,387.5588701999365,359.7494193548387,293.02279088364656,379.5703125,197.68549280177186,307.9260124610592,634.1155398587285,407.38940724478596,332.5696037539103,448.0521957340025,546.2560700169396,339.0456308464522,422.1317957166392,1010.4592816013162,350.71320346320346,1015.8552631578947,843.0839251129761,406.92282768777613,308.88246753246756,231.06098120128382,160.14473364144976,360.86168741355465,338.8109054527264,805.0421141888072,448.7360303978543,845.8932795698925,454.91111686965536,248.31110391712528,1014.7268584448875,521.6207335170659,243.35409781890283,153.60029717682022
00:10,451.8381672971837,431.3494014881915,620.1600161225313,671.9085190039318,248.74222342439816,253.3391184573003,296.60215053763443,621.5895290461391,359.88781094527366,223.6521410579345,633.6525336091003,547.0417515274949,142.85418082936778,1085.7024175824176,658.5919098822325,987.7003047748053,218.72069339111593,370.5996527777778,250.27722406792174,458.8163977322285,913.7244170984455,369.09252120277563,458.20447609359104,393.9482243611019,347.88391462779805,297.1578318055002,374.07136458644374,195.39590821122476,309.5821205821206,630.1291770573566,396.860883797054,331.80635003935976,437.6448667324778,565.7690369540874,328.9229887691955,423.31260140616547,1018.5089163237311,353.06914605524463,977.1541205850874,831.234436221158,415.1875,310.01749002761585,230.42817932296433,151.38184473107813,313.3829936753338,338.7384769539078,784.1827595857823,438.7742863465368,835.517381857686,465.2891007472301,238.6243965239781,996.2169462610179,509.42854122621566,244.76170869788987,155.29725722757598
00:20,457.59177679882526,451.6642787365679,600.8462763839108,679.8603191211091,254.82990249187432,254.86089813800658,289.2970808576595,682.401207032275,354.35127691537303,222.23811944091486,610.2287049861496,548.4931989924434,150.8564084989719,1133.7234326367275,667.0036017494211,992.6812435941237,226.29796006944446,360.9517313746065,247.02858176555716,462.8428137212332,885.79392,361.7309941520468,470.3953192571865,393.8004648074369,355.5223062875033,297.14995990376906,385.40846750149075,188.47538677918425,316.6518303924151,606.4842812574994,386.32520733852726,332.78763157894736,442.281592039801,559.0510578279267,323.3635326335007,444.45145499048135,982.7518959913326,349.97871217452496,991.2871646120377,842.1422487223168,427.8137142857143,308.090087181143,236.37997256515774,161.55634667321385,365.6135135135135,343.57225,805.5503526093089,445.09340416113326,858.6209415584416,446.0005157297576,243.1333762886598,1027.8512893982809,524.9524915540541,261.9888053174742,155.43081312410843
00:30,446.00250365115795,438.0723280594123,620.5393081761006,682.255147250456,261.73955507325013,254.72448425624322,313.6094431614062,695.9504365690807,362.45118601747816,229.2522384241494,660.9462196612537,549.629263470094,152.33563774628414,1110.499558303887,665.391847133758,1001.8293172690763,234.34442993907746,344.4047619047619,240.18227665706053,460.5223880597015,908.2295950155764,363.2893933613125,447.88918136351674,383.13904826189673,357.2237394957983,293.7223332001598,351.88852813852816,186.2047511312217,327.8683662851197,660.7962917181706,371.2093546773387,323.7280491059514,525.1347137014315,582.910011248594,326.8435079726651,442.6293173782975,971.4591864591864,356.85112156295224,1025.2888888888888,816.4255365272057,432.83942632170977,288.0726122326002,246.42163661581137,161.7046568627451,353.34735099337746,348.0402369785238,793.3419499859511,442.96110744891234,827.3375515818432,445.1618332470223,237.2483306836248,1016.8538177689469,526.9464586846543,244.94007490636704,150.0733249051833
00:40,452.42743621915514,433.92616372391655,609.0111509358821,674.9877699713766,263.5579399141631,263.88149308274603,310.33384932920535,665.8800102774923,361.5259498385895,223.34392991239048,647.4259865586765,553.8283073929961,146.5060084443001,1116.5070298769772,658.2700357325166,984.8311053146397,231.28758169934642,340.9881985421729,248.15742714996446,465.3666373239437,924.2268533248489,351.12437162539567,456.75683415777144,390.68518518518516,353.2866930171278,295.3938669852648,369.3104621491352,183.8181818181818,320.52514679601734,621.972309174091,373.1927742616034,323.1088667366212,441.30485338725987,570.7716447184085,311.2742635304864,437.29977937120793,960.9232450150232,345.5937554508983,1040.7546969159873,837.4534636634085,454.7378640776699,278.6889994148625,245.9475673122343,164.61549888586285,357.10983606557375,343.5505870597052,802.9859747545582,446.8186470850022,857.7354981959478,441.4052932018682,239.59510782104925,1024.6024130190797,507.32144382742416,249.72856400485017,150.01342281879195
00:50,447.8116788321168,422.9674225487065,614.8772763262075,667.8497775451452,257.98395292859055,258.98920200158017,307.97921046484464,692.0259640102828,355.6004415011038,228.1641115858256,670.6876084692815,572.1424404472533,144.5044776119403,1116.343005630143,673.9288109362909,1008.1880038697194,229.97724810400868,322.1034839599862,241.1012658227848,471.78957827334955,941.3410976388003,361.62703646237395,451.80248511519545,401.23828647925035,344.66153846153844,294.00771416971173,357.8670594262295,189.71580122836403,325.43974683544303,578.2731188971856,370.5694985710574,335.42303609341826,454.8174108256423,585.6112489660877,326.3890285714286,434.2169837331128,968.2960417811985,354.64448735955057,1062.3159033537686,844.0146678170837,434.38379888268156,267.98372660699755,239.45437616387338,156.7101083942526,377.33860045146724,341.1547292238582,806.638399104394,442.83148065807023,870.5528219971056,460.80277706351245,234.2006153846154,1006.5410063942174,495.5760823875578,252.58665761330843,150.11468178954001
01:00,456.6035087719298,420.8512265052565,595.9894654701521,677.3249934158546,262.51496062992123,268.8877947654833,307.77814569536423,675.7151515151515,358.01361386138615,231.59661957618567,627.5690664829486,581.5992329817833,150.43515358361773,1156.9491004826677,658.7572865617745,1005.7694524495678,232.47338814366074,312.5640587632388,249.9158364823085,476.37290379523387,913.9936788874842,347.35087382369886,452.2967118997912,394.3952349869452,357.0695243073706,295.4264647269829,379.70203031169575,188.18308656036447,329.01038500506587,595.3410404624277,382.18853734439836,331.9396757905926,448.2788753799392,588.4173098125689,334.83355916892504,440.19248956884564,953.5782643957826,345.41373124592303,1036.999649737303,847.765299549066,438.7692523889826,279.7647058823529,237.56329411764705,159.88835198372328,354.37441077441076,347.94776119402985,801.6692607003891,449.0215220767695,899.2388937922918,446.5780287474333,239.4142812205096,1061.756050069541,507.48184888138456,270.07006261634797,154.7863304578633
01:10,464.76139466498637,403.4764971023825,613.2416502946954,671.6343774677547,262.9048122686409,278.4654248532789,301.14094601051124,727.2966368891224,363.37999503598905,225.89832181638698,639.9806496199033,603.4485049833887,143.89524124256445,1163.8698539176628,709.1578152529574,1047.5540803108809,228.9654725938714,308.45188425302825,263.9453571428571,466.5404814004376,957.9896272285251,377.4707472485036,465.0693094629156,401.3190060443251,357.66857142857145,301.9056754596323,366.8549208144796,189.51985458612975,327.0313705322705,619.8156327543425,390.5479416362689,331.4760264900662,455.23841554559044,588.9201241885407,320.4456117312322,437.42908888269716,956.6216438356164,354.5561207745323,1051.7806317250954,861.1305397103993,440.3625,279.04075573549255,241.6535508637236,155.54643684075123,358.2784724569111,344.13679959616354,775.4405420353983,445.6480446927374,839.1547518923466,444.17107269954244,237.97616747181965,1024.9439124487003,487.04494142705005,257.9866754400395,148.88574725908828
01:20,468.5121801432958,373.5731404958678,599.8087895142637,675.8591954022988,260.9186739186739,317.08496588157607,288.9302380952381,616.6171428571429,358.49725274725273,220.55733267716536,616.3104285962172,599.6356736242884,145.7753259779338,1164.643135556518,699.7234042553191,1044.7065108514191,229.53897646296696,296.51640702684784,268.97702407002186,471.5760418939559,923.469228264409,356.80967361384194,468.460358056266,401.66567558638917,357.35398457583545,308.2062923138192,366.3623595505618,194.68641018544147,323.6891204880529,597.5292439372325,410.462410973358,326.4751585623679,470.4145911949686,589.9369419642857,288.24743841290604,448.15853998328225,939.6845383157324,342.33270291568164,1099.8335674157304,884.6081463733392,448.83657267998905,268.1608187134503,234.58630527817402,153.91651447951995,401.60664451827245,346.5683158164573,800.0234375,449.6716584711667,933.0650674662669,434.77302798982186,238.2992630567126,1058.4518290980172,499.91246006389775,263.0701976284585,152.98006042296072
01:30,461.05995762711865,372.734,614.2201622247973,671.9839262187088,261.49266031419006,315.82076308784383,307.72138068040726,677.3726235741445,363.2517570281124,230.24196737518537,592.0122699386503,618.4291062236781,140.75825973176316,1153.015791720017,715.0499356499356,1019.5413584398117,228.9653829511034,287.01702417432756,277.0261125413755,467.3612142389168,939.0163719711853,363.9789268292683,467.66691823899373,397.4955781198821,352.09582689335394,304.5095103197086,364.1495516343651,192.22977078155205,329.545121632226,614.6202745003612,398.0852407261247,331.31984998660596,444.253932014206,603.8795048143054,336.74442190669373,436.9904974846283,954.7721172281566,362.06852284094697,1112.3044827586207,915.4676583276989,445.8563611491108,268.6248302091823,237.28976234003656,149.70052083333334,413.17484150817484,344.66786724980705,791.4971114167813,453.4492721164614,915.6459701492537,447.87991824220745,239.87706298416975,1037.39478845615,490.98749470114456,258.4540412044374,156.55597014925374
