Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
00:00,25.517557251908396,8.147915898192549,20.008334987100614,4.322292323869611,12.303863785199738,14.306078147612157,33.64786867884565,16.824556299098052,7.362029527968392,11.959270258803564,50.80656131226245,22.28077709611452,54.9219664455716,41.298881282350976,69.47199004090344,43.75626043405676,9.759915865384615,59.110607255520506,60.885155253083795,3.833988985051141
00:10,26.35211267605634,7.840386043058649,20.5858646019456,3.962678665960826,12.286130913804277,14.770250635670179,33.5375920084122,13.473814842392652,7.363316062176166,11.230835301696372,51.22237874823908,22.396029471960706,57.054033041788145,43.185883530785915,71.52355743779778,45.64708714492056,10.005361930294907,62.654214942069515,64.22441113490365,3.6725978647686834
00:20,26.545175023651844,8.145205985590247,20.955861793489117,4.260915586133898,12.40122858066602,15.24727074235808,34.844850410378605,15.59882005899705,7.639108704706373,11.5654305200341,51.88028875075196,22.676134041683696,57.895505186323476,43.1492586490939,73.2660711157821,47.26410998552822,10.243639628853636,63.13402889245586,65.29767739186022,3.821882951653944
00:30,27.011665888940737,8.502018348623853,21.499405469678955,4.080649384655669,12.772476468679,15.8750452079566,35.15811852245549,15.069027611044417,7.649811951525282,11.601962457337883,51.953855494839104,23.061466203798243,57.90039215686274,44.2018018018018,74.0971009430667,47.894291243347844,9.76909518213866,62.878939971893196,66.50786230344241,3.8233381502890174
00:40,26.947135416666665,8.486661726565394,22.26064668769716,4.2646057112915905,12.23686723973257,16.270384686177067,35.165369127516776,14.969642320408777,8.156768100734523,12.591998288403937,52.3006,23.747385687922904,58.37556919421897,43.960855263157896,74.2570587216352,48.44247572815534,10.220029455081,64.98205741626795,67.37829850116107,3.9026888604353394
00:50,28.10007880220646,9.115156017830609,22.603607135855714,4.766058683584457,13.233933933933933,16.86992794842624,36.77411575562701,16.995535714285715,8.426476749057395,12.611134995700773,54.23415811707906,24.242854205223114,58.705707491082045,44.78156146179402,74.54302567661347,48.40625752105897,10.712077012835472,65.17215088282504,67.92627721491701,4.005914826498422
01:00,27.176593521421108,8.575301764159702,22.444163424124515,4.391531625718766,12.548600188738597,16.387055372203886,35.71740890688259,14.905700424499697,8.07702046845326,12.293151269468744,56.09392486011191,25.722810590631365,58.13397320535893,43.97018121911038,76.76361731843575,48.35306807286673,10.49705882352941,63.71951462104635,67.3032119914347,3.952897196261682
01:10,26.81375064135454,8.300018646280067,22.078362573099415,4.641269841269842,12.82724762196993,16.52873134328358,36.24146341463415,16.31517857142857,8.081172970675732,12.796327924850555,53.59,24.887332646755922,60.42429718875502,44.44509996722386,76.00580781414995,47.80114312931651,10.651410477835348,64.03667724028548,67.38936351986331,3.8875739644970415
01:20,27.797353399065905,9.616372093023255,23.60295547345907,5.06791754756871,13.95172843350981,16.84723506565563,36.900850611376924,17.252656434474616,8.788776796973519,12.398372242450204,55.77010125074449,26.363170831626384,62.149203187251,44.61166476066002,76.28563839206659,48.125238549618324,11.288617886178862,63.09679984098589,68.75663331883428,4.307459295721317
01:30,27.775032509752926,8.788987435328899,23.0880859375,4.439830732610421,13.067507886435331,15.95778801843318,36.49222103004292,19.022868435911914,8.582225036943212,12.486561433447099,55.078544442235035,26.006767842493847,61.14065317571629,43.460927367055774,76.33899204244032,49.26769230769231,10.92052401746725,63.04076786067682,69.0861955808357,4.073535194651986
01:40,27.81858755578892,9.070299423470336,23.435080172076653,4.395662523142026,12.65609099072134,16.343252063735843,36.73335130763009,17.053785442852966,8.48650892486509,12.068012752391073,56.05500199282583,25.721962141257887,59.818734793187346,44.252459016393445,76.36945555748827,46.28144280968201,10.528899215800175,62.51535087719298,66.98550724637681,3.949104234527687
01:50,27.66331269349845,8.776016411786646,23.16780621215081,4.609898882384247,12.99578313253012,16.02723290801752,36.78943089430894,18.290761656530552,8.498858210504464,12.183428209993675,56.761273734177216,26.206537282941778,61.482371794871796,43.89349593495935,76.03080154007701,47.61904761904762,11.566961651917405,60.97644927536232,65.58276010318143,4.088452997779423
02:00,61.71350790770028,19.082975946298713,49.3217879256966,4.287870762711864,19.718592964824122,26.774893380307805,79.81784287616512,31.010422698320788,14.578659945389624,22.10031612223393,110.96126198083067,50.26630103595369,123.90551654964895,88.73504969854979,154.48817391304348,102.13246940244781,13.492316613511163,140.89557665118159,157.55096660808437,3.8346028291621326
02:10,62.22705943691345,19.61771258819161,51.957719162141196,4.6124174372523115,21.287801778907244,27.397718910963945,80.72532415983065,26.201206636500753,15.737223168654173,23.795203336809177,120.37618858954042,54.448876290747116,137.92221331194867,93.54246128769356,166.22169811320754,103.47567175018155,16.834795321637426,141.57392363931763,159.9056768558952,4.304363505228994
02:20,63.908694599176556,19.34069400630915,50.2074088748019,4.9825627476882435,21.807806814422758,27.021817526144968,80.66221873364731,29.267989339650576,15.251221066043746,24.013729977116704,122.26178115015975,51.91695431472081,141.05490117787983,95.80249513933894,169.23387519664394,98.41834506187818,18.3342175066313,138.35921346036895,157.50552546045503,4.233629749393694
02:30,65.33284564740308,19.0455223880597,50.25454545454546,4.5120785771170695,20.049802611600363,26.734172387490464,81.28913443830571,28.26259097525473,14.907590051457976,25.177953740362575,121.58492822966507,54.54868686868687,141.14495671431447,95.27311827956989,169.59494773519162,99.5134872417983,16.921977367480643,139.0546683046683,156.5181291568333,3.954887218045113
02:40,66.46755162241888,20.71639859493437,51.63893911995178,4.751729643427355,22.1513837945982,27.356949702541915,83.0462382445141,27.505910165484632,16.171615076858284,25.096652719665272,124.52085840352989,54.693137853797595,139.66639643291447,95.64984227129338,170.8003144654088,98.85543927963008,17.33076695291679,142.5469070053257,159.09032807839796,4.741606940777065
02:50,66.32648283038502,20.124184225247063,50.14967589864467,4.900692225772098,21.44058258854684,27.546787330316743,82.19821942916994,26.378941106484234,15.165991902834008,24.27806925498426,121.96446900908015,54.33768352365416,139.215015015015,96.34624979211708,168.56886758963435,99.2132263554583,18.250873108265424,141.22835453426345,159.17102744097,4.269175627240143
03:00,67.6993200705112,20.771848270732615,50.422,5.071829105473966,21.88102359587903,28.354483007953725,84.1287779237845,27.455329636475664,15.972027972027972,24.84265661009847,121.67483074472322,55.423828920570266,137.3427881713941,96.74795526623268,170.13530354281644,98.69823788546256,19.99647990613083,140.4699263502455,159.50691048267063,4.453053435114504
03:10,64.53387392100444,19.624026696329256,50.73013375295043,4.624833466560085,21.709097080787508,27.06243291592129,81.78961106760637,24.947223917022576,15.280456852791879,24.524566171858666,119.23515392254221,52.25594633055499,137.72397918334667,96.47009689274975,168.4643940746029,96.21140200636164,18.359094916250367,138.72336945409936,154.6025695029486,4.175353685778108
03:20,62.274276859504134,18.68945603576751,46.8022239872915,4.289874432273577,20.563253012048193,25.955341193283317,79.16727084412221,21.58108108108108,13.955746644295303,22.49149338374291,118.0526627218935,50.91053798105984,133.54897314375987,92.612017310253,165.1763966229567,92.90048661800486,17.89029657356752,133.82771994284548,153.00547714345902,3.9718530101641907
03:30,63.29019607843137,18.992066420664205,49.09485148514852,4.784627702161729,20.7169563791407,27.484068406840684,80.93602080624187,24.87867533271433,15.404637560058491,23.000633847454047,118.7897738446411,51.04814889743071,132.71539225422046,94.0894214876033,163.1704994610133,92.52224938875305,20.80416785612332,133.6011843986114,150.6038014783527,4.484532095901005
03:40,64.80098089829633,18.846910372982002,49.17634281200632,4.510915867944622,21.29082998661312,26.79870828848224,79.75091479351804,26.701823708206685,14.893290734824282,25.122568500313744,116.75511420059583,52.35443294785961,132.51672936052267,94.45232927032893,161.5193046660567,90.4083129584352,22.143142857142855,136.2445540484998,152.93184713375797,4.428184281842818
03:50,62.35611792329768,17.919621310562466,45.74631982254487,4.596332713260696,21.225125628140702,26.84353131168132,79.56159793814433,27.546028880866427,13.901758901758901,24.619517313746066,113.88746803069054,52.87150050352467,131.03279666070364,94.36794657762938,160.67568555758683,87.24146341463414,20.285105173393973,132.05400981996726,147.34878863826233,4.030515463917526
04:00,62.58584298584299,17.8014393799594,46.162931556632344,4.586881777307591,20.324529547705513,27.069496686369334,77.92822353242758,28.00516717325228,13.781482267997452,22.927806925498427,113.03419811320755,50.765454545454546,128.8893743793446,93.01682612999011,159.24196185286104,84.85259061055704,20.65260475651189,129.49674532139952,142.0831605143094,4.162305516265913
