Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
00:00,30.95258620689655,49.949086669257674,82.02898903775883,13.511054223877123,45.71943477370469,23.28504568754179,63.11604699822952,53.0797155134094,47.99386150009592,68.03652842625652,35.73662255466053,42.016600641388415,32.526677852348996,31.05,19.424741011578305
00:10,32.16483516483517,51.75053263606431,86.69680851063829,13.216890143495649,48.43210385328663,22.875712406839106,55.962117188882985,55.7686048231987,47.96942307692308,72.22078990674711,37.13763964480091,44.7327786377709,34.02290586858385,32.76843733883445,20.145705521472394
00:20,31.305974652987327,52.736997635933804,85.05398832684826,13.59908256880734,48.971918232500514,23.56638325703074,53.3786355475763,55.53329413494047,48.52051331907447,72.36060767590618,37.24056669939683,44.449370764762826,33.78952651832023,33.65208405098174,20.09762125424776
00:30,31.46014492753623,53.79499612102405,90.73403217942467,13.97793448589627,50.796807857581335,22.21744966442953,56.70041137542479,56.96506165590135,48.764900662251655,73.57790667018192,39.59394279304543,44.51700019428794,34.740765502256394,35.23389596968653,21.689972401103955
00:40,30.793388429752067,55.41254826254826,93.3647752394989,13.848118903855086,50.009696719620386,24.814456818659384,63.50393013100437,57.250761421319794,48.254559270516715,75.53100671140939,40.15762494660402,43.61883978905256,35.081866489538356,34.94795795278304,20.947983995075408
00:50,30.642644431209053,54.79343179168286,95.39265742766837,14.454689623923878,48.23241464417935,24.118614338960754,59.52110726643598,56.71414242728184,46.99216220821264,75.22841823056301,41.41494435612083,45.53841709994223,33.68686034995048,33.197418244406194,19.969650521152666
01:00,30.897840046701692,56.03631821675634,96.63636363636364,15.638475836431226,51.183078196110884,28.52056277056277,60.047669305189096,58.09050423789685,48.23640702232828,76.36483575659666,41.88637830858618,44.25204137180185,35.440298507462686,34.40754132231405,21.062710308962984
01:10,30.790903721204963,55.818129770992364,95.08092909535452,14.909113796576031,50.27123512515388,24.834189944134078,62.28957528957529,57.657553751957856,47.20313877622994,74.64397201291712,41.052471482889736,42.88202649480845,34.14671496789067,34.08056708160443,20.527701254973984
01:20,29.640865110984635,55.74837476099427,97.08955600403633,14.676177221062398,48.54251905334938,25.210802536628034,63.62093744896293,57.24095872925826,47.83414043583535,73.86748927038627,41.42239655437625,43.13256383350822,33.27079207920792,31.979070166409333,19.215933558904954
01:30,28.978285714285715,56.81744027966595,98.16294250564901,16.08931185944363,48.9989837398374,25.013250883392224,64.5791617172917,58.56869145614533,53.13510828531691,74.050067294751,41.12615255658005,42.772477389608085,32.856151940545004,31.329488724393183,18.401406297768265
01:40,28.9662398137369,57.30757159670459,98.86123136123136,14.841546112115733,49.202044989775054,25.684634974533108,64.88580142324636,59.156062767475035,51.107082152974506,74.05047233468287,41.99702338766832,44.347407803313736,33.11546697413935,31.485620235620235,18.15505066011667
01:50,30.273474178403756,56.76712065988874,100.43297746144721,14.542207053469852,49.55825442568958,24.238796133567664,65.04879267277269,58.35979440319817,53.47818326061087,73.38708820403826,41.78551454138702,43.7154919236417,33.5962202136401,32.66729808851386,18.89294403892944
02:00,61.366066240557814,112.18837753510141,214.4672268907563,22.784917555771095,109.2230612244898,46.46668128014029,145.76862682262458,121.87253480278422,118.63684834123222,147.95248264815802,89.26006063947078,91.50489410927212,69.72172057133476,69.75649913344887,39.68660714285714
02:10,60.77544059124502,118.97487636003956,224.13573675296394,24.621609702315325,109.95060216370688,46.29793510324484,148.2445815271757,121.57851713753047,117.88619662363456,147.72753854332802,89.03178381405769,90.37267080745342,71.55763854629173,73.12008959338387,42.69581280788177
02:20,64.77857570317175,119.50808809198986,228.08446601941748,22.970039946737682,110.52367288378767,46.13565976008724,146.68716345318742,120.69594882729211,116.25327771156138,140.39376996805112,90.0257275411219,91.46320346320347,71.54701136176519,71.19909344490935,41.98684613031508
02:30,59.22654462242563,117.50620689655173,225.39195016770483,22.86962890625,107.39967306906416,44.00043506634762,139.55809267965077,119.98378609017209,119.0799840827696,138.9359316604378,89.93670711527854,88.84382871536523,67.19734904270987,65.17075291253695,38.9183862026486
02:40,60.35377358490566,115.98775913129319,219.64129125511926,20.34127337488869,107.29944660791146,43.7248427672956,128.82865833051707,118.55591732729332,115.05601284882553,135.43503727369543,86.87837650644134,87.24950637228505,66.73728257302264,65.33055555555555,39.600252206809586
02:50,62.27625298329355,116.35499207606973,222.2037891668691,19.495060373216244,106.64256198347107,46.43224247748737,137.54470493128537,117.52234957020057,116.70095354027185,140.97605109100584,92.05669692626215,89.89426751592357,68.56114040870139,68.30206704881014,42.59350608804246
03:00,58.790966994788654,116.18442622950819,220.82081061863002,19.793240556660038,110.00102859493931,46.41955282770714,137.24145748987854,119.2757171834251,113.06691071791742,143.228418230563,90.86653864618339,86.77666490950624,70.26527915427816,70.49669794925269,44.58709273182957
03:10,53.616875712656785,116.19529224017555,217.8461720226843,19.54274441034634,106.23806571605704,39.9997753313862,125.19447186574531,120.97504687725372,111.33433916716959,140.4586262844781,86.07286327746225,89.59212427745665,67.18567901234567,65.20889276373147,40.862465072958706
03:20,53.77054794520548,114.61672334466894,218.49433106575964,19.741641337386017,106.14125467386789,40.325883694412774,128.3950058655941,121.07947788252356,109.67024726388325,140.8685808945334,85.88818156656518,85.98341445826573,68.27511490479317,64.87045174898928,40.704973741118316
03:30,53.921901528013585,112.77196078431372,215.2795460152973,19.2916487300904,110.14027431421447,41.112296983758704,125.21143330571665,120.90865937859608,111.10352512155592,140.04451038575667,85.30777762373492,86.87901324142935,67.41679085941381,65.63975265017667,41.54036498608104
03:40,53.56866096866097,111.92363564978406,214.32385938668662,18.54198800342759,108.93588676103248,37.811276794035415,118.91384301038651,119.31484431571324,110.2940097799511,140.83278955954324,84.50104094378904,86.6773733047823,66.23882314266929,64.7920809659091,40.073337476693595
