Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
00:00,282.56590330788805,100.03190704537072,209.48283389561422,129.69137749737118,259.30124426981007,246.6468885672938,413.53296266878476,229.4114052953157,101.9825327510917,160.7524395417904,639.3454690938188,348.18568507157465,699.2815060476005,507.6543663382869,917.8335408145118,516.6663486763654,232.47536057692307,508.21648264984225,533.5108464483199,110.3477576711251
00:10,288.70799798792757,98.60764662212324,209.25729600952948,134.88803599788247,251.89630589760208,252.88703232836906,411.1019978969506,189.867460908414,102.36310880829015,151.68971440841744,619.5590662105051,341.3952108063856,706.287657920311,519.6694476889704,921.3530968766543,514.3649494463168,234.7715221924337,521.3435876947663,550.3012847965739,112.0344009489917
00:20,290.6222800378429,100.20524662848698,209.1779508687837,131.4384757872453,250.24959586162302,253.57332605531295,415.392110140323,216.90973451327434,107.09433569346106,154.99829497016196,627.9572889512733,339.3461381283204,686.8784095274683,504.97479406919274,916.2189525310913,534.3000482392667,233.00927865908412,526.3850321027287,541.7869166844237,107.65321701199564
00:30,295.25081661222583,104.85064220183486,213.87376139516448,126.82377585755434,255.0856864654333,261.723869801085,418.992559128355,213.53001200480193,106.76076055160885,155.29372866894198,620.344262295082,342.5162344292424,687.4801960784314,512.9231777231777,919.7876353475375,538.4530720851476,231.6918331374853,520.7219433848625,545.4485762855928,110.79660404624278
00:40,291.0677083333333,102.04631344942571,223.32531545741324,129.0647105056327,251.756446991404,266.22068838579054,420.9089932885906,201.67087466185754,110.49800629590766,160.0686777920411,622.674,343.4666803362723,695.2039200158384,507.80625,917.6539061146717,532.5995145631068,232.30486008836525,528.4822567783094,552.136795440152,108.0277422108408
00:50,290.92802731809826,102.47083952451709,220.1403646343854,132.28601638910916,243.15705705705705,266.93932499051954,423.2106109324759,224.37410714285716,109.31336405529954,159.38972484952708,633.716757191712,352.6080608677771,689.9567974633374,514.6068106312292,919.8252949340736,530.7037304452467,234.96441073512253,533.8372792937399,566.572537184738,107.4897476340694
01:00,288.7962382445141,100.24141132776231,222.5352140077821,130.32828018818608,243.55552060396352,261.86688668866884,423.3497975708502,202.87143723468768,108.41295631989871,158.67441860465115,645.4646282973621,359.13217922606924,683.6858628274346,512.3108731466227,945.9991270949721,514.9568552253116,235.38029411764705,516.315297394072,569.8149892933619,111.53981308411215
01:10,286.32042072857877,100.89185157561066,219.76023391812865,134.66455026455026,243.1933108315434,260.565671641791,427.62411924119243,217.70892857142857,107.68232044198895,163.34564474807857,622.4098,351.46117404737385,712.7560240963855,514.9178957718781,941.2960225272791,508.78018575851394,239.58721934369603,520.02260111023,575.3432293891499,110.19156804733728
01:20,287.0573430202387,102.128,225.39043359906668,131.53435517970402,250.89909685456243,255.77492139818753,418.77884104199893,213.564639905549,109.77427490542244,152.8200899550225,639.2380385149891,359.16304793117575,709.8794820717131,504.9665087404019,931.1664600672924,512.8449427480916,240.4808362369338,510.2093023255814,568.3255763375381,109.74630821658462
01:30,294.4356306892068,100.92756836659275,228.62734375,129.6265538217403,250.02460567823343,259.5083870967742,423.03648068669526,241.42772444946357,111.87840405319822,159.4556313993174,640.5090475243587,363.40935192780967,706.7437387297135,496.69017509727627,938.0857648099027,533.1557396449704,244.67481804949054,517.3091232930932,567.7464449792168,111.62170664569406
01:40,302.12286689419795,106.82964478333643,232.92158779820102,136.03438243850835,253.24423825202035,267.2180840852371,431.12671879212724,229.48903829289682,114.92175176421752,159.5710945802338,641.8196492626545,365.77671483818443,695.9659367396594,515.5577049180328,944.700817533484,491.8633127669672,250.6726691838513,506.87161084529504,567.8563703223016,114.51995114006515
01:50,294.2525799793602,101.64397612831033,231.99941394803673,132.0803618946248,244.6,262.22091030279944,423.0252032520325,229.71647842455835,109.72991488478306,154.37908496732027,651.1137262658228,368.7660878447395,701.7874599358975,501.6951219512195,935.5117255862793,504.21201244316825,248.39469026548673,497.72685185185185,550.4628116938951,111.85899333826795
02:00,306.22297122115634,105.06060041021816,231.66660216718267,131.6509533898305,255.3520728643216,261.0734285184498,417.49001331557923,239.7492762015055,110.68241965973534,161.48198103266597,654.4486821086261,369.1472679260613,701.5203610832498,497.5111618054424,931.4655652173913,516.351091912647,245.80429109886924,508.8998182185417,565.1482864674869,114.39354370692782
02:10,304.10036496350364,103.08967694021537,228.57389449185416,128.3344782034346,262.3176620076239,259.85963944076525,414.4530299020905,210.80904977375565,112.0368398637138,162.44859228362878,648.6951267828844,375.36809070662076,703.5084202085004,500.5911980440098,931.1367924528302,514.7010409101912,244.696783625731,507.0458976441917,555.9796943231441,109.57987738910927
02:20,318.5294260111407,104.03080348858786,221.45285261489698,134.83751651254954,271.92457823354283,255.84060584204832,423.11119832548405,225.3254367782055,111.3624973455086,161.60141460370292,643.1871006389777,367.4869035532995,713.6803753244161,509.44102397926116,943.9101555672086,484.95365202620724,253.64750957854406,498.9207378876951,558.7306608884073,113.17946645109134
02:30,322.94220921726406,103.19944029850747,222.60039525691698,134.4090788425803,256.8323716975402,261.4313501144165,428.38226782425676,224.4471615720524,109.29738421955403,171.9185246926443,644.6814194577353,382.30424242424243,714.8262532715925,511.6539288668321,939.525087108014,489.3557715674362,251.50119118522932,502.6734234234234,558.193306157477,114.76118868600072
02:40,322.7475417895772,106.35089665372527,223.21800281293952,131.6114954763172,280.9326442147382,256.083468541554,428.5491118077325,221.3637706855792,114.18361760370604,168.705230125523,648.679302045728,377.0354306658522,698.7519254154844,509.4022912170015,937.3752620545073,484.1457775614505,254.47853124074624,511.9637443670627,557.5513421389007,116.08411920030177
02:50,323.67559833506766,107.70203244452732,220.29463759575722,132.23482428115017,275.0575968222443,261.3169230769231,431.6595967530767,210.1977989292088,112.77988493500959,167.0046169989507,643.4026845637584,383.7589722675367,701.113913913914,519.1044403791784,941.8029818956337,489.2844638949672,253.32246798603026,513.2170701682396,563.2554775579664,114.93512544802867
03:00,331.3349282296651,107.7746374116772,224.2878,128.4245660881175,284.1947490860751,262.74873463485176,439.3576872536137,203.6155268022181,113.39097266369994,168.14854389272995,649.2435284747113,388.53971486761714,696.2311406155703,517.0635953930896,944.3884635926652,494.2550171316691,264.0648283954239,517.0908346972177,558.1260897299596,114.90801526717557
