Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
00:00,524.9341044514546,1106.172549019608,547.3333333333334,276.5786963434022,212.06869009584665,1297.0868421052633,792.6983591818387,316.5003186743148,559.9299535603715,255.0803511141121,547.0884590995561,551.3988079111352,401.65848214285717,228.54255648406067,951.6524249422632,547.8410065770661,824.8983625070582,601.9396782841823,971.374698379869,388.4528962444303,709.2284003421728,562.0258913412564,1037.558848674836,290.48218599033817,623.7363924823042,1110.6650160209729,474.6358494670437,272.8210894552724,924.4420432220039,1002.6298675230831,232.35376756066412,1166.1395945001166,444.2917705735661,321.29922480620155,404.6198985752234,113.71978488536655,413.12593024952577,371.93315772143563,284.46557237262846,320.4879518072289,677.8845752089137,265.3797520661157,449.2074323449437,271.2746151092016,208.62780073961278,408.2496564360971
00:10,549.597232079489,1070.2330974842766,530.0054305663305,268.4236641221374,211.33117233927607,1303.6703239289445,774.3033277471869,319.9671113869066,565.6782945736434,260.8249832999332,558.5899212598425,573.8377204884667,394.8829755954131,219.5497961560862,894.6141241633972,548.4754803556066,830.6242821985234,629.2172470978442,977.7713382507903,377.1219435736677,723.2567335243554,592.0218763146823,1001.4328849849026,280.09048689138575,627.5823371554037,1108.391418563923,462.08016510971106,275.34147695724596,897.6587232181897,958.3176845036801,236.21018166455428,1170.991533396049,432.5446205170976,321.48671875,397.53931203931205,121.95015401848222,412.8268074497727,371.358496840705,296.1440460947503,334.1591571396548,662.2072230014026,262.70309278350516,450.4754819510933,285.8759385055416,220.91737468139337,423.0578231292517
00:20,536.617802896503,1106.2086689681626,533.3779648048967,270.5558042852574,212.40130505709624,1320.8268925357331,870.8227176220806,326.15982450642434,564.7985248447205,265.4536912751678,558.4996847414881,572.9434523809524,400.1817641817642,223.91906976744187,929.4435204435205,554.3976457077232,815.9233516483516,622.585875331565,977.0843457132939,383.95490885833067,736.8982516480366,593.5017878426698,1011.3565538811487,284.74254011096116,635.2509225092251,1120.0339233038349,480.1073494750375,269.52348643006263,898.7432258064516,976.8124255657007,236.24872340425532,1157.8652416356877,428.3316568873987,323.5078492935636,407.67015706806285,120.43908558684137,405.0018931119848,375.14252336448595,294.56023839931885,323.3271727172717,668.9440669106116,266.593237704918,450.1410140627016,279.73055162659125,219.61981371718883,425.32319304666055
00:30,531.4779829545455,1087.4397406559879,543.4176245210728,266.23113964686996,210.2191256830601,1326.890069038768,824.0811936155447,334.8367412140575,565.977466977467,256.69462884731445,568.3917654398003,563.6225012813942,399.7780443911218,222.22051133062172,880.8807049254406,549.4653436870866,820.2768809849521,624.236641221374,994.3136505731156,377.6878323428214,740.8488773747841,590.3297565002064,1023.6813781321184,285.24907118442565,631.0962148962149,1129.2823703703705,481.68970619319384,260.89982030548066,895.8340973586553,946.9734021437079,236.93358554014293,1183.648104265403,421.5088111888112,321.8636715724245,409.9317507418398,121.59217877094972,405.8986388647553,377.48061497326205,298.42193910602464,312.86082130965593,662.9048611111111,269.7015535568275,450.51674641148327,283.7787486892695,147.28989192625556,424.24909502262443
00:40,519.6169831601577,1077.5404383975813,543.493119266055,260.585373608903,204.45550611790878,1313.1011591148576,892.8715248525695,323.3563254926891,544.2008563643441,273.2409090909091,573.3630970964721,566.021768707483,402.33461995249405,225.80261519302616,945.6949458483755,558.6139441083261,832.5462885738115,632.4531404143374,972.8625954198474,373.2960772104608,738.3340057636888,599.0143796220214,1016.3797890061077,280.1865008880995,635.1957684824903,1119.7451212300414,486.185546875,284.05530726256984,880.2780307959227,959.994087504927,238.88716532086698,1194.1330502476999,423.0834016953787,319.51545595054097,408.0081764122894,117.01628755967425,400.3053302433372,372.4211903204709,295.11858216971,311.72536640360767,653.7821200069168,264.362546506821,448.662641315519,279.4675416814473,229.98192771084337,416.35484601449275
00:50,523.5525,1108.8512898330805,554.5643251775848,254.37810311903246,210.03005464480876,1332.1579787234043,892.410623946037,330.2928548542134,568.2924089852827,258.8380664652568,572.4540738480317,574.8075067024129,404.6238338850436,223.16295832027578,939.9948057813912,563.5195627157652,818.1342872867364,626.244623655914,995.6898690558236,377.31466176920725,749.3297594900029,598.261972984036,1004.0365369340747,278.2308149027757,640.7093249150073,1109.9686584651436,474.46539792387546,271.0566882148185,883.9541104828186,919.9234312032239,239.70782940802036,1195.88603988604,408.58876153201004,322.5148669796557,414.02361623616235,122.79494382022472,412.1005925925926,371.89651741293534,302.2996553209823,312.987714987715,653.4129757785468,270.6005677210057,453.14578499613305,282.98074903745186,233.4266500622665,419.8797111261566
01:00,544.3955808980755,1075.4183370452859,531.6376252891288,238.97686945500632,217.98975188781014,1344.8584955286692,929.1720703538886,334.05001613423684,555.422316931422,254.77217741935485,587.241112828439,595.7565582371459,398.0856416054268,216.83845914880396,823.0531093962778,548.5044733044733,823.2177111716621,636.8133243151843,1003.223932820154,376.7920148560817,762.094470046083,632.8993041342611,983.1765017200318,270.52798451920216,641.9311009395326,1037.7562536358348,458.55686274509804,271.47997775305896,849.3435410825965,889.435838150289,246.36128210571005,1125.0310336595846,393.06119571348,320.8955572876072,411.8528428093646,130.3795397837538,410.16656804733725,365.18906455862975,313.32427843803055,315.1922822491731,638.7444827586207,260.74959083469724,442.68488253319714,296.0059795990151,249.1426078284717,428.5005631899076
01:10,542.6625133499466,1071.466349670812,555.8849961919269,245.6542176432711,211.5422612513721,1336.4603174603174,906.9386712095401,331.9227330779055,550.068805566293,263.927545691906,583.2721712538226,580.1044776119403,407.71440947155645,220.4626778971827,829.0226808800181,573.7433908045977,848.638268916712,637.4059175531914,988.5927871148459,372.707250755287,755.9655370476737,626.7456032719837,1020.240509689408,274.0471235320351,638.7972483707458,1081.974780058651,486.123053633218,268.5653093601269,869.8525654903659,923.8278095238095,245.41839129507147,1138.4194536033915,404.53391500140725,324.5345405767941,413.1346299570599,123.30425055928411,411.1695853914085,371.3817413905133,298.1077448261148,312.3592788038698,642.759173126615,264.435092724679,449.0122998078155,287.9009071877181,238.37306900102988,422.868085106383
01:20,522.2414772727273,1097.5753474762253,569.3468606431853,249.4190505173463,204.0601545253863,1333.6702014846235,922.3465491923641,330.59635083226635,566.0642341315089,265.74282296650716,572.4205693296602,574.245178335535,401.84284116331094,223.30722189866046,832.9772882125824,592.7991956334387,842.764310669175,621.3469665985003,1002.4624478442281,376.21426375653243,746.8835675365643,617.8868686868686,1028.2477211796247,274.4696181845194,641.7495810390233,1091.2112676056338,491.4249028916703,261.87590579710144,876.666884389288,949.2025267249757,240.80944315053992,1128.7195852534562,414.52339590921827,321.1411947245927,412.1319127346525,122.97421524663677,406.46356727760394,380.25776905462874,298.80322307039864,315.4313768755516,640.9972551037914,262.2047580317202,453.15175943698017,286.78581411600277,236.9297393970363,416.5781916087054
01:30,530.6996805111821,1071.9771554900515,557.9247148288973,238.2235441452724,210.90294438386042,1349.3342050209205,935.3812934484938,328.4021808851828,569.6743471582181,261.32896461336827,571.3877801657967,595.3813157894737,394.9936411390655,213.7916023464032,818.8467467694401,587.9737903225806,820.1641751201281,630.3826235093696,1022.297602739726,376.8589147286822,756.1305714285714,630.8240032219089,994.5148099606815,264.8682321268322,638.6315536315536,1026.6345650276403,465.7044473229706,249.955643390426,862.9492297678455,927.3380416109944,246.3205019140791,1079.4231481481481,394.04229691876753,325.1819595645412,398.52339994940553,130.07506186417376,404.4664771026639,375.49618067087346,312.17453027139874,311.1199196069674,639.9047046703297,259.8564777327935,450.27226202661205,300.29391304347826,247.07190040650406,426.23657142857144
