Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
00:00,433.27880137679693,475.85771744595274,257.09365351629503,441.62431842966197,207.8623595505618,165.9459108610991,166.58440046565775,619.489356884058,127.67603027754416,294.09550688643037,706.8821894376737,173.79058116232466,561.3492790112153,693.5239581011812,174.26938478340008,174.8415452232246,513.3005310321938,258.54380368098157,992.3181142493098,239.69336734693877,611.9839164785553,812.5886424134872,769.5650376853878,845.821594565606,356.9666348903718,614.0009419152276,610.6792538671519,742.8505415162455,185.9586187214612,214.4658753709199,178.28620296465223,183.02479338842974,393.3796846730421
00:10,482.91414267834796,492.0705583756345,245.85817383118922,411.42166779051473,147.25363636363636,168.18672110012892,146.4253164556962,644.5978358881875,123.07232576985413,260.3956289027654,688.0313882452075,152.33585920312882,593.230102622577,748.7383824843611,166.22992299229924,180.5215029425079,533.8265915119364,264.6364077669903,1054.1100991702085,213.77758052244485,593.9200228506141,867.2842331069003,836.1543722520762,973.136173449981,384.76421800947867,576.4206049149338,651.2935967302452,713.4296536796537,193.81096516276415,219.7155983863738,203.31339894019683,188.49026763990267,411.84784836065575
00:20,492.2213508727549,484.789046653144,244.151376146789,383.78114627129895,122.40779049295774,170.42875481386392,136.2124415531612,635.97690065037,114.13996827914353,262.80872998464577,701.798883880661,142.38075618031993,597.6508659981769,780.8646415010052,157.9512105649303,181.01331828442437,553.120511559272,268.17133881101984,1084.086833029012,194.18824726532688,562.0502221623805,896.718186685704,856.847528144885,920.9270538243626,385.28005691249706,560.8703703703703,671.304278561675,710.9438405797101,197.40543650222926,219.72206490960576,213.1555639666919,189.30018248175182,437.70980891719745
00:30,490.40223048327135,489.0456852791878,241.43594527363183,382.086760054225,135.06586549572452,175.188561599656,135.56520031421837,633.7083793942074,111.32264334305151,262.1616805983282,664.0674886437379,146.2862774082286,613.3860773986719,773.5667562724014,157.8816972312118,185.58958097395242,543.6292042657916,274.2199378436529,1085.279800995025,203.9351780681527,579.080171105285,877.896265560166,857.5095401174168,927.7243072606103,393.72921108742,560.8934892541088,656.1831886706259,704.4244942196532,202.85587550901687,215.8561555075594,216.89601691928092,187.40390879478826,443.8584439240177
00:40,453.54338756779305,486.72115384615387,240.93494423791822,382.4713205869275,126.51384326607227,177.70230157023016,135.01642299218906,632.8445135495335,106.36482640865111,260.56465705548277,680.675604970569,143.88455953533398,606.8950011412919,758.7380313199105,161.28213627992633,183.76430671793713,540.6345650752125,274.1187214611872,1082.5083698684734,187.94065871663827,535.8320826669947,886.3354931605471,852.7906409943944,904.4896121883656,384.7898119495358,559.6088308457712,656.829067641682,706.9585137085137,199.35365677045618,217.1305010893246,219.9335116545663,188.87625220978197,462.43275771847203
00:50,450.7202136400986,483.29162462159434,234.9068033550792,376.0935070873343,137.59582585278275,176.57460112117292,135.98373015873017,625.5163427561837,108.04625420043487,263.77448397013615,667.071795970853,149.60455332838407,610.6928490351872,763.8164810690423,160.0660583941606,183.38928731510532,534.4018264840182,280.1640058055152,1069.580807066854,210.5760427263479,588.4561981105068,878.4905285946238,860.1083252190847,891.0514831230822,395.58521511766105,555.8538602941177,653.644691975449,708.4836036036036,195.561361047836,220.1858893113646,215.08487363259147,190.45976002341234,450.3827577252662
01:00,461.59710083137924,485.5048004042446,236.1542070691273,368.48720654180954,159.26635226573714,167.99172501591343,139.4262134014541,621.5192519251925,108.01131486539212,264.7770520357065,669.9772923875432,150.8296170625303,607.214011299435,744.426747311828,165.65859030837004,182.5773219116321,540.2882324139057,280.81081081081084,1067.876781055589,209.60020115665074,594.8885984023239,868.8137060414788,848.4440669740354,870.3392977717758,396.1283018867924,563.355568790947,651.8233819507749,700.9419610670512,195.2472350552989,216.1792472889645,212.52837279218338,186.96210826210827,438.22560812616945
01:10,456.62199958255064,485.76527006562344,236.85785536159602,394.25337230215825,139.49989161066551,170.46178686759956,142.89705312136488,610.9411764705883,111.62114702036241,276.0271394178157,660.6345177664974,155.68766658589774,616.1950011258725,745.0638107987505,164.94178943586058,182.62674470959027,527.8209148213997,270.2827788649706,1072.1944500708933,205.04358901783186,556.4622096595797,854.254686373468,844.9734922178989,852.4171963867515,406.4415492957746,575.8808338518979,640.5167830592476,699.9495166487648,195.76847290640393,214.77445026178012,202.09882515549413,188.3364849833148,433.1706246773361
01:20,446.2808752366926,492.0988900100908,237.06662496090084,408.3582694907616,154.9570102589155,169.38683926645092,143.85188087774296,603.8860566448802,113.39647822057461,277.88557755057644,699.9021601016518,165.70014771048744,603.7641403979433,737.4768241295187,169.89771101573677,180.50259769595664,525.925,277.4809384164223,1052.7014592622618,221.14024542950162,611.1802023121387,831.8943074691806,825.7768313458263,821.3386666666667,397.55445544554453,575.5784867306606,631.5879008414828,728.8781193490054,194.42141166643464,216.26425090061454,197.24907063197026,186.3467787114846,435.5124378109453
01:30,466.07000656311527,492.49392712550605,237.4272030651341,382.06426535371855,166.193656794791,165.59126233984458,142.47169074580242,593.9803450535052,114.0624192059095,269.52533450318055,689.802276559865,160.159327065809,604.2164832697058,738.2825558257794,169.72810218978103,182.01841041760215,548.412384503161,274.47543387924713,1071.6088264794382,205.76004592422504,558.9596824996851,857.3115721695582,833.1079295154185,851.7082913729439,406.093006993007,571.4151260504202,645.7458753437213,733.274223034735,197.28105039034776,221.45495207667733,207.07977315689982,182.0647561311656,447.8462362710956
01:40,469.3780224525043,487.3306410903584,240.5232159551262,387.754679144385,136.22270642201835,158.00671000209687,141.84603360687768,593.7392255523955,110.40245718540581,279.8382677861246,662.3971690258119,157.64333748443337,615.4397658185094,750.5139442231076,161.7727434891188,184.01442091031996,543.9562469615945,275.19417475728153,1081.3859296482412,219.48835443037976,604.3487376347261,837.5377648976635,842.3996577853826,845.8701428096978,406.7333489132975,572.9046681664792,645.9174971031287,719.3807439824946,194.66550813290698,222.0531256667378,211.2255752546209,185.66953146659273,434.7421895510633
01:50,470.97060758938363,487.0181818181818,237.39900559353634,375.55477792732165,170.93158022887752,162.5182874354561,141.68757396449703,588.2352941176471,110.10640608034745,265.3261904761905,619.4104867349071,154.36848484848485,612.4605762787581,744.3869969040247,165.96680043779642,183.91079071863032,539.0071093876232,274.4797003383277,1082.3975005039306,211.59913793103448,589.4851785468082,844.4758558558559,846.0343986338131,849.302172481896,400.714552238806,566.1833193394906,650.1028410424982,715.0946337926033,198.6894120964331,221.49849785407724,214.31420670584168,185.89767311466218,455.5361972951472
02:00,465.2649800266312,466.33851554663994,245.83826565726085,419.4618373577574,205.25340798442065,155.8666253101737,163.37006548175864,566.3510848126233,127.81952887537994,296.2749681257969,705.3851788022404,187.19777293633504,577.2862278139744,670.0523988503206,175.2965492451474,174.80887059899405,532.9693231618244,267.5978822950012,974.4136473429952,243.18641509433962,622.5847936687394,770.0,735.9255028557238,794.5983017635532,392.621290626472,611.8138418079096,618.5717386062214,746.6707893779557,188.65176803394624,212.40177975528366,202.26333973128598,186.94942399550436,444.3573502243336
02:10,453.3192096597146,476.0408472012103,247.92623521224775,428.0,219.03855294428308,164.49925516067248,162.13443484791588,575.4443221830986,131.10715596330274,300.9227941176471,700.0081967213115,185.98883224083517,578.877817057004,660.2232300884956,176.54055032585083,172.98095238095237,518.9428895000809,255.6201839423316,960.6592709984152,250.70331325301206,651.7028898254064,751.2793507664562,747.8330058939097,772.3832199546486,389.49198868991516,606.4257679180887,623.7088047220856,748.0986171761281,189.08300227014755,207.17093658126836,203.10532319391635,186.69929078014184,452.44411606663084
02:20,449.1803955661813,470.53414264036417,241.22954403497815,417.4251904243743,277.9745895230649,154.41090233326452,160.9195725534308,567.9826705176628,132.90964343598054,288.38826331745344,688.9260037838974,183.55355450236968,571.3307607497244,667.6190371510222,175.33740288568256,175.19049804911637,520.9783381829939,252.4715710723192,972.0710023866349,242.5437328681784,625.4632507349853,751.3407420684711,747.2588695864938,765.2800390752197,374.7713068181818,607.9009216589861,638.6640159045726,740.2457596535547,188.0647750865052,210.3247145011851,205.69465361445782,186.75965060580444,438.08659144581475
02:30,470.4949622166247,464.7033855482567,243.94599243206054,424.0843621399177,206.2133571246495,165.68974414104494,153.367285119273,562.1624331550802,129.3689024390244,283.4466377440347,664.9867674858223,174.39900896649362,562.9857299670691,674.9553060325848,167.2770294867128,174.40426019239578,528.3866141732284,250.24160908193485,982.7386024288274,201.61900340451874,579.6021197007482,769.5777460770328,739.0254237288135,754.7244401168451,385.9600470035253,604.3105950653121,654.2536037136574,736.6840215439856,188.26727272727274,211.8524064171123,209.2646370023419,190.45850028620492,444.84083850931677
02:40,478.2932742440042,468.8491902834008,236.80352722772278,419.43695652173915,174.85167206040992,159.2196519524618,147.02699619771863,573.2981947849343,121.87000608395863,278.2039064176862,640.179818066427,160.93812233285917,580.9962305986696,695.2624035281146,164.4981440237565,176.43959808175381,537.4748630357718,250.30191929133858,1034.5619602329784,184.8585289514867,569.4605477053896,803.6298342541437,801.3436494181728,793.5938722294654,390.9922444183314,589.790308370044,666.5192732629512,731.259113652609,189.9874500068956,213.5188345473465,218.37533927879022,191.29350576328366,443.733703890854
