Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
00:00,5.315243902439025,8.347715736040609,14.870318786753327,9.910529519172245,8.94733502538071,15.527818808468735,21.58398783886496,7.030438961871195,34.76819277108434,28.935746901500327,11.290293855743544,5.510890609874153,5.93747572815534,48.80810488676996,35.15921318090114,48.96324143692565,37.25732626290818,51.042036910457966,16.561576354679804,6.77313090804927,45.278880650562066,15.92072564612326,13.186633815829996,26.165141709439858,17.878625954198473,23.640612622128334,38.77335456475584,40.856442119032046,40.22884012539185,38.55956572769953,7.247257383966245,22.12480109115708,42.493210393964794,36.57826825127334,22.093599298553265,8.147702407002189,42.63527444970744,55.6321365509123,30.82759439563049,41.113263785394935,51.88536269430052,37.42946194225722,62.46689189189189,10.635642355813244,52.40877192982456,39.2930505163271,8.635854341736694,15.229480737018426,40.04539530842745,57.03375162267417,12.008039816232772,16.80349031795362,20.850325379609544,7.034285714285715,5.234171725932351,52.48130393096836,20.097265625,20.57782101167315
00:10,5.386617100371748,9.601260126012601,15.211936662606577,10.459056316590564,10.157113958192852,15.400573613766731,22.511274509803922,7.12224,34.415270464337006,28.610510046367853,12.269724182168057,5.557306973016297,5.425066312997347,51.9189708141321,35.51436733322131,49.919416941694166,37.044499723604204,53.05210084033614,16.768679019725045,6.608821822402786,43.54988290398126,16.387647501883002,14.35888187556357,26.425872416092464,17.87256371814093,25.307672502574665,39.36601535240754,40.422430510665805,39.96086508753862,39.28370457209848,7.725716730851519,22.35076992753623,42.60311349179779,36.95418060200669,22.841908531222515,8.813457330415755,42.904350250976016,56.46377937463585,31.157271435338703,40.966557181248135,52.58695652173913,37.68674698795181,62.47418803418803,10.433560224918615,53.03115638106651,39.77830717488789,8.720151610865445,15.947446336047372,39.25016458196182,57.28628942071125,12.765071956437184,17.083014623172105,20.64761904761905,7.569345941686367,5.349978098992554,53.25741626794258,20.179947624392067,22.1451509312781
00:20,5.060581583198708,8.981691368788143,14.956773211567732,10.0,9.974877878576413,15.36089494163424,22.535870403702752,6.884615384615385,34.20053152935492,28.077224736048265,11.146110056925997,5.742797819880613,5.109300746775289,50.94427244582043,35.501347708894876,49.39978003849326,36.61610433796427,52.69314436387607,16.547729918509894,6.501006036217304,42.15631591281931,15.354140761004725,13.538905775075987,25.733555555555554,17.834429400386846,22.832851359167147,39.5253847514594,39.0617323852618,39.88053007135576,38.65637860082305,7.711579853637538,22.574363555158552,41.6739417989418,36.98960080509896,22.528615794143743,8.71878453038674,42.778521617852164,56.02945766679672,30.59871550903901,39.863894139886575,52.80585614258434,36.62745799070433,62.45015416238438,10.50388712928304,51.706709639613244,39.844144903117105,9.214190093708167,16.005209302325582,40.49569631427941,56.2792586054722,12.372576665491717,17.258071149496196,22.37130270610447,7.4453155625245,5.235216819973719,53.34679802955665,20.856612184249627,22.317041800643086
00:30,4.482014388489208,7.834519572953736,13.79298881837413,9.389733295096072,9.261802575107296,14.953004970628106,21.665654110976103,6.047459893048129,34.17580838323353,25.95886569024618,9.882572227399814,4.859875904860393,5.214003590664273,48.78681405448085,34.4716282202391,48.34461709211987,35.45849691531127,51.53169251517195,15.064903846153847,5.771551724137931,43.4292129520208,14.724008036162733,13.11778992106861,25.44553134726545,16.48960302457467,21.64168239417633,39.1021562389537,38.69178304644365,39.29182233291822,37.89338770754442,7.1878812525416835,21.103989242492155,41.077011683396414,35.74095366925938,24.376341463414633,7.807986870897155,42.92661830357143,55.03633150039277,29.995430495430494,39.265407246825646,52.40765338393422,36.538652482269505,61.14802182810369,9.031181015452539,51.35042735042735,37.946910112359554,8.309123649459783,15.071958456973293,37.92763304386551,55.27276688453159,12.236571428571429,15.935959456346463,21.279647687952185,6.886566008517228,4.6384449244060475,52.552023121387286,20.545351043643265,21.176735218509
00:40,5.450392784405004,10.009769094138543,14.87955768081291,10.373419673142152,9.76258064516129,15.710004833252778,22.882289994649547,7.440836012861737,35.1264450867052,29.33733376581252,11.677263969171484,5.840779220779221,5.841721371261853,52.90680766688698,36.04291990537344,49.65646351462148,37.14954306286347,53.580968280467445,17.29746070133011,6.861320208453966,43.46649484536083,16.37581105631975,14.789026977872082,26.692718770875082,18.10377358490566,23.31529687042995,40.91559471365639,40.387170302832956,41.1374358974359,39.35462036492054,8.108084358523726,22.63921217547001,43.388077050813685,37.19667119565217,26.018863302302794,8.821565407772304,44.458356623812186,57.19790859798606,31.319374247894103,39.58476253298153,54.09952456418384,37.032908704883226,61.264575519945446,10.644345238095237,52.02488425925926,40.29491525423729,9.36987104337632,16.16850241545894,39.146724890829695,58.6118106817195,13.141609719058467,18.55444278712977,22.02951443986036,7.455841584158416,5.456277056277056,52.94742063492063,21.379567486950037,22.83157894736842
00:50,4.8649864986498645,8.281358885017422,13.42210306821567,10.045782376920664,9.010252904989747,14.649217002237137,22.616908212560386,6.5181818181818185,33.170767004341535,27.78419920073778,9.981071636575422,5.274345283498602,5.362542309138774,47.94276629570747,34.520451102508,47.163040484714955,34.5733995584989,50.945596735804145,15.48216409036861,6.2351578337677385,42.85562882713142,14.650738053540156,15.501196888090963,25.48353360035603,16.661016949152543,25.42779643502971,36.86026047166491,37.791436912098604,40.169807616804086,37.78712871287129,6.574717832957111,21.96152990882811,41.957851239669424,36.719298245614034,23.280231716147718,7.3571072319201996,43.609537166900424,57.594295444870156,30.5394451145959,38.50490837696335,52.033828643692694,35.735006973500695,60.93516632722336,10.14651793789569,50.067950169875424,38.858763471355644,8.628083491461101,14.231818181818182,38.15012000872791,55.177492939387356,12.214992389649924,16.773158121499353,21.327783219066276,6.563155849203265,5.015510555794916,51.659980897803244,20.254172989377846,21.396530359355637
01:00,5.467887323943662,9.599817684594349,13.989256938227395,10.212962962962964,8.792282958199356,15.701379617267468,22.473110096397768,7.279938271604938,34.66311455558247,28.52653424251408,12.286087714202731,5.799948638931689,5.878457059679767,51.64513648596694,35.46388795140061,48.32058337919648,35.6370990237099,53.33478991596639,16.91095066185319,6.548762736535663,43.312191684284706,15.786068353769894,15.27909090909091,26.298819861946114,17.661379564736258,22.733668341708544,38.42844631283938,39.40490006447453,40.371632653061226,38.19877408056042,7.457233848953594,21.98669574700109,42.40092853589786,36.31207827260459,25.111817959383412,8.38036809815951,44.13444909344491,56.2903981264637,30.766634522661523,39.25611325611326,53.10381823919217,36.895129754710275,60.36303972366149,10.903204492897258,52.42100538599641,40.039372325249644,8.736379613356766,15.19649446494465,39.392817801277815,56.93173550181896,12.732091690544413,17.58823529411765,22.003275466754012,7.335523772709703,5.123275862068965,50.82211055276382,20.41280183978536,21.608962553713933
01:10,5.199339537676374,9.326067211625794,13.898790203599882,9.880073800738007,9.534320323014805,14.749877870053737,22.148301574150786,7.541342121030557,34.18442234848485,28.473748473748472,11.020006251953735,5.72680544847083,5.776954427565765,52.23671651288578,35.10521885521886,47.57604823239244,36.00966583816625,52.92439516129032,16.164592760180994,6.107153284671533,42.235459004905394,15.391184573002755,14.3136957181901,25.874199955859634,17.550590841949777,25.87773815588385,38.02241918665276,37.98909557408595,40.22211684370258,37.781009409751924,7.447224749772521,22.234653024911033,41.71364467342529,36.66870540265036,24.44851869839728,8.190315315315315,44.24810977317278,57.431808183018035,31.35692161067429,38.86942572986846,51.970778222085514,37.38318085855032,60.68486523842433,10.23927178153446,51.67319497223034,39.948907181379504,8.654804270462634,16.140207588905906,39.35948864888693,56.42413866894928,13.141441097979413,17.49687567334626,22.16810207336523,7.406786271450858,5.187607573149742,50.268341708542714,21.194944465721946,22.190948543087416
01:20,5.6172765446910615,9.988277727682597,14.013585351447135,10.424441132637854,10.482758620689655,15.635214007782102,21.99564044010795,7.6704791344667695,34.45059382422803,26.565563335455124,11.17408781694496,5.631218274111675,6.179375740813907,51.40523987750936,35.70657872484357,46.54178044784271,36.25486381322957,51.06245638520586,17.04242781378904,6.5440278988666085,43.77911931818182,15.309855649576903,14.863718958207148,26.140514184397162,18.355042798660214,25.912468193384225,37.71798886569241,37.78156442713405,41.225681725681724,38.7037037037037,7.874591503267974,23.042781921895568,42.5084971676108,36.92524304391552,25.08879647749511,8.773972602739725,45.176040494938135,59.6308779559663,31.28544243577545,39.33162283515074,53.89032055311125,37.373940677966104,60.90279672578445,11.09413680781759,52.68991319964083,40.04995717956038,9.288115246098439,15.760182717929197,39.8349813227862,55.91037458325162,12.839387464387464,17.637704174228674,22.98495748855461,7.141130604288499,5.356041131105399,49.067079463364294,21.475076687116566,21.83914373088685
01:30,4.920076726342711,9.51639344262295,13.129215159653835,9.754676479607483,8.656375838926175,14.625781625781626,20.466221682847895,6.824381412190706,34.037089534609024,25.29847238542891,10.754289414049854,5.276888444222111,5.447124304267161,50.47327502429543,34.43417272266351,45.80988800874078,34.92950682641404,49.68103448275862,16.808393152954167,6.143271461716937,42.117771509167845,14.48041185334003,14.221413406126782,25.25287356321839,17.417651403249632,22.981220657276996,36.110461114934616,38.06686046511628,38.796122326604035,37.43773475874025,7.1732835123773935,21.788903337667968,41.32201109803262,35.78894806924101,23.399708596406022,7.693124650642817,44.39849414389292,56.595625872498836,30.586517920721576,37.584326018808774,52.07382133995037,35.80933988764045,60.24685481128868,10.056186491332936,50.30867879510886,39.44033850493653,9.117788461538462,14.535216118477699,39.24912663755458,54.544237788979665,12.507593014426728,16.86476793248945,21.92005076142132,6.856112376613516,5.0169934640522875,50.45821042281219,20.861378513669617,20.37888956680903
