Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
00:00:00,754.9073711676451,523.2373649355176,743.3294030950626,471.73474341192787,420.63256161314416,206.29,565.5256898192198,479.13236746789596,692.9412503927113,801.0792527596943,443.33684210526314,497.44792079207923,633.0360824742268,613.8853998057624,308.15277190012694,337.60528742699046,1199.0886413175103,188.18023582257157,1473.3091694671148,1360.7828661666008,311.5881623799194,323.1585928489043,670.3120400353253,423.8580142324636,264.31196470282896,506.328951486698,762.4075871195413,322.1964065961113,844.2263820853744,1225.5152671755725,769.797619047619,975.1463597698274,213.1004366812227,761.7834723877633,795.6286140089419,639.0727010110737,485.2779934308749,572.7384858044164,746.9652777777778,352.0869671132765,872.8451395277522,863.2996333158721,538.5135198683282,501.95242581252944,461.43849734042556,759.410155287158,284.663247258578,350.0858924036019,272.5640283986327,376.2189533975527,237.84056185312963,372.94992175273865,190.548218372017,386.8608644168147,243.78371659415785
00:00:30,755.9428942245295,532.1233586731167,754.5676453655728,467.38215897257896,428.1479062620054,201.17368873602751,553.7604017216643,491.0807916937054,688.2240390131957,808.117176336096,429.4984093319194,508.3874854255733,626.8502788502789,619.5827079934747,317.25754356141096,327.15287214329834,1178.3106022896964,193.12922906267332,1453.5761732851986,1341.2015028673127,307.41582952815827,317.4152109647944,659.3093922651934,424.4903581267218,266.9166884303996,521.8499369482976,753.223076923077,321.6779535343549,833.4977375565611,1212.91835285765,761.6215181058495,975.093118444615,225.48890383322126,757.112426035503,797.0991340698716,620.2445759368836,482.372746083358,564.6950715421303,751.3639494833525,347.3536795471327,864.5847589424573,864.5250131648236,542.017070757051,515.2688634192932,462.66688206785136,745.8980343980344,289.10364343827376,355.6173410404624,277.69137396694214,367.2923076923077,237.0915145535274,379.90188679245284,189.77636304276854,400.2508670520231,261.0073215375229
00:01:00,785.8382352941177,536.7057201929704,724.8873602751505,459.8502080443828,418.0225856697819,208.21212121212122,558.2618477740546,492.04651162790697,700.9793991416309,805.2307022634939,452.4067971163749,501.66143840856927,601.7297872340425,622.7548344804982,313.4744408945687,334.4394357559031,1215.6413793103447,193.68960674157304,1506.7414292612264,1388.0562787903064,320.1817367949866,304.4093630919978,669.552994011976,441.2511226252159,263.29754682141913,522.8985056039851,765.9969558599696,333.2411600101755,831.2695804195804,1208.8021905077994,783.5514316012725,1000.5949506037322,270.3963314772355,779.7537728355838,816.8237753882916,608.8715415019763,489.48133116883116,577.736137667304,743.9571673329526,355.15401675702316,902.3197638284648,861.0719576719576,538.4393191909226,522.130845536136,483.7928032501451,748.1898608349901,295.0111336032389,351.35298329355606,278.7072599531616,368.11937627811864,224.14362481680507,380.9130434782609,184.97745358090185,416.295154185022,255.2252816020025
00:01:30,779.7179331306991,542.8615064213815,740.9113175675676,448.4589296826385,437.5345308144937,210.6472559698366,556.9697406340058,506.6705961603233,709.2521318931211,821.2582025677603,467.15819209039546,514.1317478293696,609.6040268456376,602.0406240800706,314.74752279032896,340.6734756097561,1245.223437879893,196.26094276094275,1534.127582017011,1415.4419535628504,322.16323440339187,324.1540767386091,662.6508320726173,438.7511800404585,261.6859214803701,526.5158158471656,786.1338582677165,333.81450593884256,821.8754782608696,1191.3109694733312,763.50580781415,993.0108839925671,225.20401337792643,778.2942845561411,807.1109449760766,618.0191938579654,502.54176072234765,584.256434699714,752.035570854848,367.0557184750733,900.2687032418953,841.3863522328148,542.1889242832639,534.2225913621262,491.7443365695793,746.6430876147928,297.24060414471376,355.50922155688625,280.4891673192378,384.2287166454892,227.779296875,383.6670746634027,185.39134524929446,374.1137992831541,290.7503937007874
00:02:00,799.3980641258319,543.4942448552493,745.7717206132879,477.0353146853147,429.83653846153845,204.248,564.8323671497584,492.344861988693,704.1811045696663,824.8144154370034,461.2177502579979,514.6203944919985,619.1569204880101,633.3737056793223,332.0181664554288,351.683970856102,1287.435744883389,198.67835926449789,1504.0850290697674,1453.2983918999405,330.55589492974957,310.1127043303699,664.5545916841161,456.67106634248,261.6565507031828,532.9149922720247,796.7076048951049,330.6815421177713,832.0479641131815,1196.073920552677,775.3344923504868,1008.9246651785714,262.4728350345736,740.203217612193,805.4918470204566,664.7351638618246,506.3726079825041,582.23055028463,762.6301369863014,367.86820388349514,890.9658307210032,859.36406743941,532.4484378670426,513.1327519379845,499.7797897196262,753.9367245657568,302.37223198594023,361.275204359673,287.75800900185334,399.9700969827586,231.84888013782918,384.463199513382,195.5680897475849,383.16845425867507,284.26093088857544
00:02:30,791.4678466076696,543.216,745.4555921052631,474.2073602264685,449.1104112634309,214.14133114215284,562.9976190476191,523.8389950460014,699.0669456066946,841.0988822012038,455.969109947644,522.4620740197875,606.3359164420485,640.5520128824477,333.9922279792746,352.6574585635359,1267.220968146476,192.98155394074902,1520.7764050387598,1416.9393097976993,321.7309458218549,318.5247957992999,662.6789409616555,443.82757404795484,268.2930732683171,527.3249612403101,804.8464712269273,336.6477644492912,781.9976019184652,1203.0101412531692,779.324888736734,1018.5219457646073,247.85109926715523,725.1232041793644,805.4230654317299,678.500213766567,507.61476510067115,570.1879602945885,755.2479815455594,338.94751312171957,882.0755541679675,888.5489677077819,559.9251297257227,527.1395348837209,515.1051274706388,744.0496116261588,306.40284697508895,359.17830609212484,291.05760670332546,395.77250673854445,231.8908349328215,385.4995431008224,195.0920930232558,361.07829839704067,305.9616346955797
00:03:00,780.9512928442574,537.2847682119206,705.7654226961158,474.6123474515434,439.64735226400614,227.4695550351288,564.1075471698114,546.8394408764639,700.2084539664157,850.2325913242009,473.49054675523763,519.244452528192,622.4944951242529,646.167362672663,319.3738685556867,363.4403953057443,1218.613277133825,194.96248630887186,1495.8129341317365,1399.2519653295706,313.3690512741787,327.9369103773585,655.2797895388425,442.93123209169056,261.92540620384045,520.3111726685133,807.7313881141386,322.046799898811,765.8329339267374,1197.374717832957,758.5177647464643,1044.3143585386576,235.40577762848505,710.577057793345,794.401969561325,680.4139991463935,477.09313567515306,557.9676293240241,761.1603718768158,311.4061247853463,859.6076302729529,876.6053475935829,554.7349081364829,527.0648981525344,495.9415393654524,745.4656257869555,312.00531349628056,363.4056007226739,288.38236801640187,389.86427976686093,233.94635826771653,397.4565283247501,194.35681470137825,363.7005174644243,293.0506058446187
00:03:30,792.3533610945866,544.8238144686743,733.5133111480865,465.8980617372577,447.7309451219512,228.1524193548387,557.7353641123275,536.5164664858582,698.4684939248375,853.7857345836885,477.889454915945,531.1073729420186,625.876124567474,652.6200260926288,338.10855405992186,364.6345319280843,1223.680270340525,194.26297105406883,1496.9187380497133,1381.0311425682507,323.21103191819026,326.29991153052197,665.9190505173464,442.6986301369863,268.4029150197629,503.1545586107091,807.7465843984133,334.27624309392263,771.739758226998,1192.186642599278,780.6695471828551,1055.990568733924,254.69980119284295,731.8913987836664,805.2018974206937,677.8213543830494,526.1912144702842,552.4075144508671,764.1987104337632,312.45678645678646,868.004652605459,905.1549973276323,571.1057092994266,519.7572533849129,506.3093171296296,754.5729087692697,315.3827292110874,367.7006908847782,291.1396206533193,371.6664914586071,239.41457470143797,391.96567575850446,199.74844995571303,411.7684458398744,320.57463263727766
00:04:00,807.3409090909091,549.9979374355448,709.2496194824962,463.4103211836882,455.55501130369254,236.69957902793723,566.3778301886792,523.3705357142857,701.0864197530864,851.1047297297297,495.95793208312216,506.9434845212383,630.6828636216392,670.168362323597,341.2801035822184,369.7204566491823,1243.9398419576855,191.58389807535917,1500.143295561851,1395.3686321700761,316.04986063796844,333.7516936671576,657.2918558885862,437.95788722341183,271.0673124689518,501.90749148694664,803.2478519497687,336.8081475364712,783.3498849062809,1197.4397759103642,762.0699348645869,1054.377961432507,220.38115990613477,729.6463203463203,818.0794991263832,667.170681063123,513.4090541632983,557.583360206385,745.7563805104409,319.88116173727684,872.5030562347188,896.5371155885472,569.629168740667,536.7805232558139,517.7051689286745,767.4499489274771,320.8061260006961,366.66078697421983,293.3938303341902,402.7515362009084,229.19836771707097,389.7001531393568,191.8732697631498,428.98642917726886,303.26130992572587
00:04:30,803.1640340218712,541.3104159504985,707.7976923076923,462.2202100688157,448.8390092879257,224.98906306963178,548.5387173396674,520.5528183716075,717.4420899854862,853.5842230130486,478.4378238341969,509.7496423462089,636.5074946466809,671.5153572583253,323.8653922739944,359.8014294592915,1203.8310669456066,192.0132075471698,1503.9773311521383,1410.4568228105907,312.4251626898048,332.0634074074074,650.4318322023443,422.1831842576029,261.5923440218742,500.30749574105624,797.9015739303924,347.8933590520805,770.1781627983001,1183.865405602037,747.9334924965893,1054.9588967009195,220.7438572871087,718.2138256762559,826.2883275261324,670.7481662591687,524.2734894478173,548.14514024788,730.095818815331,305.1901041666667,857.2704943199263,923.9182692307693,583.5160370634355,500.88347147732816,510.67102966841185,775.7664974619289,317.669383416017,369.0820259973106,295.7027595269382,380.21935322135874,229.213230279609,392.3364312267658,213.9604079184163,456.7229299363057,321.3019943019943
