Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
00:00,213.86550027337344,340.6741330678613,266.47548901231585,173.82222222222222,505.6865970215604,246.0696086157079,264.7520246193716,750.4490768314473,639.749199231262,183.90277125410992,315.0331434489902,211.23982398239824,243.76278972645648,410.7117599785695,539.014335948066,240.50217797137523,747.3804444444445,170.54164456233423,233.84181982524856,750.343057176196,185.30498338870433,176.25857902368293,726.7364884604149,242.76935970499497,259.65437073775576,288.56,632.8552795031056,211.27248441674087,424.9725660756106,262.2605703048181
00:10,218.34615384615384,338.57206611570246,261.7388744996468,171.02886956521738,506.8728323699422,252.19498170412965,261.27847474414,741.5154200638071,619.8119877872409,186.0394656019656,316.23663253697384,207.18443960826986,234.6921568627451,421.6561403508772,547.2302368911365,233.2836090225564,711.6403962101637,166.9276350288411,226.3139708072684,739.9618202853837,179.6098180279306,171.82425531914893,728.8977955911823,241.47249544626592,259.12297833384196,281.9253886010363,618.5058425584256,207.37918871252205,413.1878324468085,264.7049659201558
00:20,215.7351290684624,341.68364348677767,270.68033573141486,174.4911232202496,508.7052752293578,253.10951385258755,270.33681938911025,753.4496420047733,643.3551600261267,184.1767055440166,323.997859245384,216.66205211726384,248.4114429953723,423.25413774693004,554.6890019790783,235.6650500151561,712.7222699914015,181.28285523682456,232.95930580490725,752.5118538670812,184.1969663171983,178.0921369995176,725.9214598540146,240.27143378329077,263.61263223397634,285.5334944751381,630.4065142499217,213.77258566978193,414.99264705882354,267.1534701857282
00:30,229.6118568232662,339.47047179148797,275.89507959479016,176.56938559322035,509.35527246992217,251.91627172195894,262.5661938534279,732.2668874955637,640.5086150845253,179.76513962974585,322.36862643080127,210.07931699256403,241.47116765852658,423.55537547271746,541.2697095435684,235.134364573855,697.0175438596491,178.85291557876414,226.0937313432836,706.9013821441913,182.55205975554549,168.09725565719788,738.6053850607991,242.4763963963964,265.0301523158222,284.9076236263736,630.0322881092828,210.62810664256665,404.09314529353884,266.04799216454455
00:40,216.26536312849163,339.4036815759729,274.1397023523764,179.65727864812533,509.5793768545994,253.32033499084008,259.6657031117157,737.0697757208972,647.0901491558761,180.46485879332477,317.35919395465993,210.68480909829407,235.6658369632856,423.52470277410833,536.2387771963646,232.45189156985404,677.3234797297297,178.1734245236932,223.86284362991427,725.379258704605,188.66747680070702,171.1835921943449,747.0331507639089,247.48574521833274,267.311506080449,286.1156509695291,624.3259396179914,198.11022576361222,393.3191559512034,248.55446516192345
00:50,224.00923787528868,326.14296985955497,271.28952291861555,175.4443073669369,500.4906846762925,254.68356947551578,257.4789455665868,726.188176519567,638.6912199934233,172.5520276642565,320.64045232588023,210.08750994431185,240.86209744013212,423.41084241296835,521.9738120950324,223.45339233038348,647.6608019639934,196.3458230958231,223.74201183431953,684.5072568940493,184.4337962962963,178.2684807256236,738.057626146789,250.45721537345904,266.1441358024691,282.57745030843046,611.1585365853658,207.43237150586114,396.8885202388852,257.5408062930187
01:00,226.42309958750735,325.45200698080276,269.8615193026152,177.00035348179568,505.10726817042604,258.11691605376615,250.873895721462,725.0228962587041,629.5217532467533,169.904119739182,311.9384727626459,205.63579745464392,224.17389499896245,412.25275301520713,531.9368421052632,233.31828908554573,670.7901234567901,191.90658085945608,230.8196817913966,660.690527065527,185.90006517488595,182.6944202266783,733.4956846950518,250.87947882736157,269.20808709175736,282.9698009608785,619.9583843329253,203.48616071428572,400.7800265428003,265.241
01:10,229.16576250753465,325.4457078795644,269.4693730482825,177.76903914590747,482.73381620642823,262.1621957277695,257.81511447753485,738.497698028568,639.2936838730362,163.6368949497977,309.07128099173553,210.6703120832222,225.0942043825517,420.9615084525358,524.6542581681842,232.48767043806208,639.6281847133758,189.8844149692089,231.4676987198571,683.32140274765,187.75677476677032,175.23184568835097,731.9166903611032,254.19071428571428,269.9720583669668,283.33607964297977,608.5733736762481,213.0102131438721,406.84802939211755,257.555223880597
01:20,215.5647921760391,325.27834721332476,273.56183562354164,178.92070878825845,484.6698598130841,259.55149836313274,249.7581711019825,716.9088456123885,642.5016139444803,162.04308712121212,315.1605035405193,210.31028135682357,228.18170293682653,416.4021232522009,507.962375223957,233.30160116448326,637.3725335438043,177.11485280999108,232.84839476813318,725.5749808722264,191.42555066079296,182.30314232902035,738.5,242.0912684153791,272.37302325581396,284.4253859348199,567.427993059572,209.85220125786162,392.478077297824,261.609437751004
01:30,215.05067985166872,327.8098082364036,287.1476864061376,182.16475849731663,485.318150917743,263.71885143570535,241.58913234005257,744.8964827667334,656.8228115847705,169.10388513513513,310.904226859283,211.86891287180836,216.14874093043107,394.4887334887335,486.8314861460957,227.09797594602523,602.1915057915058,186.83198638877073,229.90429338103758,729.9879789631856,188.73253012048193,183.667104111986,749.084945332212,245.09935668334523,263.70255930087393,291.7911262798635,589.9612676056338,212.41446208112876,396.7603792088918,243.8713163064833
01:40,214.72249690976514,316.1263805616914,279.94917203311866,180.65994236311238,486.73578751164956,267.30696202531647,243.23392125423126,749.2917256011316,662.3425106522452,166.24204860544774,304.7926528599605,196.9889035667107,223.7859371749532,413.0163806552262,489.71446509291815,224.33352551167482,647.1141176470588,184.21060346933788,236.14595245260307,733.1775842483908,187.98398220244715,168.228672985782,742.5730057963015,238.55921288014312,276.66550190597206,291.7397073834638,594.5791027154663,205.72549889135254,393.2361429977042,261.43956043956047
01:50,223.08944099378883,323.34873556041214,276.4480203750868,178.40750090155066,481.688450192875,268.6543138390272,243.62341149096116,743.4167642238351,662.8298651573165,174.61180981595092,315.67041564792174,203.36759718236368,242.01545117428924,431.33469283711446,504.9476105290059,224.8744638261367,623.8444613050076,179.2680250783699,241.22295872250677,713.9784033937524,191.6076032335591,176.9874667679453,740.9871937639198,236.2883502170767,270.2314930991217,282.57835820895525,589.1935674240189,221.37720848056537,386.5092864125122,267.50694444444446
02:00,215.09813664596274,319.48621323529414,277.4770599250936,175.1559682654165,496.5542230160755,264.5682844243792,244.23868387565898,750.6366855524079,670.2487098385217,173.0191595556271,311.9950248756219,202.6859592711683,225.71231181686946,404.7603842159917,505.07315214630427,226.9448336252189,702.3217703349283,169.18925,241.32828129736285,735.5476472914195,193.8573036236777,181.34741784037558,726.0173219686554,231.5230987917555,267.7920024798512,283.7563624024432,600.0954938824232,218.45310435931307,387.0774299835255,268.26237623762376
02:10,219.56273291925467,334.03921863260706,271.3398148148148,177.44073874843104,489.8481076962154,266.8167030832726,242.4630442736919,744.5266950153556,664.442693647371,174.53125597400114,320.26679154401927,204.8615796519411,220.60041067761807,410.95312902395057,501.6585365853659,228.09343065693432,652.2318672839506,188.0409121395037,244.43224648519293,718.0169035728006,193.29747899159665,180.53974358974358,719.3368391918074,228.22254545454547,274.96610169491527,276.8420523138833,605.1268588770865,198.24935289042278,382.1321877065433,267.97347740667976
02:20,226.93727161997563,330.0263077393698,268.60410830999064,178.3764306151645,498.67988826815645,267.515494343335,240.70403505568743,747.9540476190476,647.4420756899686,180.806980433633,314.5440220110055,201.44009584664536,217.93630179344464,407.28655720882506,499.6496457366235,222.01894918173988,688.033865317244,162.30554876558298,239.41469194312796,743.6778826425933,194.50329156933532,180.8510719754977,720.6323772752344,231.79841327082582,275.78400248988487,272.0957803081045,600.0904963680388,198.45759025663332,380.3049901510177,275.95360315893384
02:30,223.53153704837723,335.464106351551,261.21932830705964,176.21391429083738,493.41195134849283,264.5066532764248,238.4794041927179,766.0958740758407,655.3713435795736,181.55180813190933,317.8934488911547,203.87691900476443,212.95571725571725,406.2033768227168,510.3887800097991,219.86698403808458,697.62,172.89362232187344,232.65903755868544,737.0092667203868,194.06551326412918,181.02593659942363,715.4844808126411,227.4751051893408,265.22844693432927,267.2820338983051,592.6358776358776,209.03871248368856,382.3760768721007,265.578431372549
02:40,220.9302752293578,337.7412786345261,260.10349523377215,180.3792483366301,498.3720199109248,266.5490045941807,244.30942028985507,773.6077943615257,641.5928045789043,183.34711940778885,323.01103979460845,202.3406770553466,216.10502283105023,395.1331437435367,504.295166015625,219.72108077680832,679.5689269746647,166.17267598724553,231.8655072463768,741.5679671457906,194.1553966189857,189.1598609904431,716.0496413199426,227.82309839497557,271.4108648142367,270.0988490182803,599.2868148148148,206.94313210848645,379.832005312085,268.69565217391306
02:50,221.68102893890676,331.42730135210223,270.9546073536087,179.46929587610302,499.7661607644744,263.1489203276247,229.83842794759826,764.0768235294117,645.1648797920727,181.28780487804877,319.7860795454545,200.92152168129823,242.29016323024055,405.63596263622213,492.3599039615846,221.63942307692307,714.6428018575851,169.7720194647202,229.0614364003461,742.7452716297787,190.6315789473684,188.26944444444445,715.763748597082,222.54316672492135,266.5436385986478,263.93304024349004,592.6288568909786,199.09163701067615,378.5049636002647,276.11867704280155
03:00,229.35824742268042,335.06278855032315,254.39245621912886,174.8275370073123,496.88235294117646,270.92548921224284,228.46054779611828,741.1348327837965,634.9649897492509,183.00789154188587,315.06942515967785,200.26114819759678,236.26513661202185,406.8534770336156,489.7589369708372,219.35559312482388,701.4433307633,190.3339552238806,226.5005711022273,710.1360279828993,187.60355518809425,207.08333333333334,707.646059593428,218.59863210943124,268.45713391739673,255.08729356252107,593.4588835534214,193.38668986515876,375.08877887788776,284.5781853281853
03:10,221.18279569892474,333.04566003616634,255.03403967538324,178.83465275278877,483.02155975512375,265.57893413775764,234.32486388384754,745.6714929978638,640.8405199746354,183.90557939914163,311.9820749592613,200.66395592864637,225.78064368865554,403.28472755180354,489.7072644449772,213.95721167469537,740.5948136142625,187.51860053144375,222.76047904191617,719.3792563600783,192.2475225721207,186.14018691588785,708.3409403354412,223.35732098325616,268.5337043908472,255.18618821936357,593.6563430613461,205.6042780748663,369.4666885461109,265.25375939849624
03:20,227.04640813731723,323.8363049492776,267.7737059092991,178.24316054715624,481.15517722578846,263.48428163159264,224.8459469153515,751.689274260601,629.7306772908366,186.10634328358208,304.4670089858793,200.76670173592845,231.5393183337046,391.6225301513985,498.3181708784597,216.90975954738332,743.5660066006601,164.4586951128752,226.2767115439702,729.0294719607041,190.81193569698306,199.66894736842104,701.7916207276736,222.76211911357342,270.0844277673546,257.2442333785617,599.8824940047962,199.2456369982548,369.68834598877515,274.4219047619048
03:30,235.78521351179094,317.0707142857143,267.0517641597029,174.2172190201729,475.8608458390177,269.12928348909657,246.12567421790723,735.9742799573309,646.5401008622092,188.62136810798444,306.56084801762114,199.15252897787144,243.06663705019992,398.441093065223,499.3605344786447,219.36876790830945,746.1882057716437,181.59673395327738,225.448732718894,708.6850622406639,188.49528198376126,208.93357740585773,701.5016438356164,231.61371588523443,264.2085132634177,250.1962774957699,595.244004796163,202.05538186690487,366.45454545454544,267.0560224089636
03:40,237.453214513049,325.123120865905,264.53947667804323,172.81547298510142,468.375241246209,268.38986838837843,244.74394904458597,737.2536111768885,643.2864337936637,190.5660985720866,297.052752293578,199.99920191540303,239.97904933543592,392.3302915082383,505.6312876052948,217.1247191011236,749.3170113972141,184.58901601830664,230.36237337192475,698.8215767634855,192.86740461610927,207.37874097007224,710.9963747908533,229.61276745001754,270.28222778473094,247.84831460674158,616.0618744313011,207.0810205908684,370.85555191614804,269.91455399061033
