Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
00:00,16.613746369796708,19.57674418604651,28.155820105820105,20.95369211514393,22.77889447236181,15.146327522149186,19.938104448742745,18.111563241776874,25.412247289774392,17.450633383010434,32.48016350084155,31.983150183150183,37.31745623069001,27.38488314271507,34.82032854209446,37.41636840849439,45.614465153970826,12.524171270718233,30.146726330664155,46.814611486486484,29.819490871689382,17.17184492713775,46.30997060818449,27.146133333333335,26.011916835699797,39.853478983614345,23.054755043227665,32.13874590547496,28.159086690180064,15.09750225699669,13.103437691835483,31.169324441867207,10.91383055756698,12.488931402022411,37.99111549851925,18.32684314154452,23.923297080709787,27.50041390728477,28.736989172196996,13.168289290681502,32.56913516312791,30.988897113249443,18.225726435152374,29.84562802620336,29.211326860841424,12.865858668857847,15.629501584557765,28.995261732851986,7.761679479597871,52.4767563788885,14.682521155529617
00:10,17.823614457831326,21.178461538461537,29.259572220755214,21.72341085271318,24.036158192090394,15.587680355160932,20.541456582633053,19.078417002565043,26.033459412278148,18.20353159851301,33.35552374135051,33.8040072859745,37.64528795811518,27.819929185634802,37.267080745341616,40.362838332114116,46.027122641509436,12.692874109263657,30.342898134863702,48.36333052985702,30.82946518668012,17.846611851431813,47.501458380076286,27.07791479820628,26.70194552529183,42.735032740879326,20.556170315131105,34.211323392357876,29.68130858298107,15.006551518761167,13.799158147925436,33.70729944591665,11.101761252446185,13.326420454545454,38.47113914373089,18.037547211730725,24.19882697947214,29.015431669678854,29.504542278127182,12.964626483593204,34.19741356558459,32.4529197080292,18.046635813456746,29.89416966012711,30.93171665603063,13.813175606771365,15.617015262860374,28.817498291182503,8.332677165354331,54.178685612788634,15.047120418848168
00:20,18.924866698982065,22.089312977099237,30.51213782302271,22.33761861034588,25.31617235590375,16.9639189564252,21.539125742039936,20.067503924646783,27.239659724259315,19.460359878852664,34.21617161716171,35.06763469621704,37.72410229914751,28.743602609131962,37.95843352799725,41.76675538349867,47.938248502994014,13.582343349638947,32.72023958073372,50.15236096537251,32.549428208386274,19.22303370786517,49.80587711487088,29.114964788732394,27.388598326359833,42.9263862332696,21.162779397473276,35.56312485468496,31.30536044362292,16.176685993286544,15.158749616916948,35.80878802510864,12.609458800585081,12.874387412948156,40.57209302325582,18.586675730795378,24.961225063220006,30.015256588072123,32.4302987197724,14.029868025005788,35.79951755561512,33.463902258422806,19.623871081990437,31.379668632406627,33.79886401603742,14.620857897946737,18.055889939810832,31.295330248212032,8.457330415754923,57.01936872309899,17.198265550239235
00:30,16.946350894151763,20.554115853658537,30.203684210526315,22.602756508422665,24.556677890011223,16.279812723767556,21.379163108454314,19.283221476510068,27.010139049826186,18.5600440690415,33.80894800483676,34.566179375740816,37.95241809672387,28.39307535641548,38.33528600964852,40.686744073536524,47.890733907339076,13.069624734481945,32.241964059731714,50.228846153846156,32.48241947381362,18.50539201399009,48.60863727903334,28.853702051739518,26.754186772636956,44.2739336492891,20.207478005865102,35.34187840290381,29.892193308550187,15.114540059347181,13.759854457246817,35.264831514000946,11.757181438742942,12.923949115044248,40.605074569049,19.62914485165794,25.621808350856114,29.22513888888889,30.828531759805625,12.919139985978033,35.15950920245399,31.686223542517638,18.506371681415928,30.7784121805329,33.81113387978142,13.895024144446777,16.633504859919956,30.416853428955626,7.602731929425157,55.13143680230465,15.596972293630392
00:40,18.23996129656507,21.808543096872615,30.602991340855418,22.75432211101001,25.277401129943502,16.774612129760225,22.144376049244546,19.804585900068446,27.675137164308403,19.09275893675527,34.36005760921748,35.5011811023622,37.92517721186663,28.845184064548665,39.215320910973084,41.387908101571945,48.65373679935012,12.63189592869188,32.491961414791,52.53421164470888,32.96605616605616,19.013469021251122,49.202317290552585,29.7908049905999,27.266324878575283,43.96570743405276,20.81646030589949,36.51180744777475,30.26112759643917,15.610606060606061,14.980550568521844,35.593587930221595,11.948780487804878,12.808010680907877,40.27163601161665,20.18458197611292,26.01762772632208,29.5482212340189,31.564560439560438,13.675632183908046,35.434063000533904,32.485819521178634,19.72061177307487,30.5021645021645,33.28620102214651,13.83091587235806,17.33218982275586,30.733618554379643,7.800904977375565,55.996401583303346,15.765327075388678
00:50,18.314761904761905,21.693846153846152,30.776550998948476,23.58361153262519,25.045298165137616,16.576771653543307,22.181131019036954,20.72444273635665,27.477166276346605,19.065028901734102,34.199620673304885,34.51992551210428,38.99443561208267,29.10725075528701,39.47645429362881,42.27468230694037,48.884389552541,13.29928356829212,32.649814126394055,53.45046008987802,32.67191188040913,19.264128135388336,50.778985507246375,30.10870642656534,27.014582164890633,44.11371884829422,19.47391199807646,36.60784763653052,29.876737720111215,15.770214030915577,14.628426698450536,35.80341092417608,11.844216189777452,13.503474232773597,39.4119425547997,19.272819216182047,25.741432068543453,29.477126017401066,32.556109725685786,13.625741670470106,34.326363155108524,33.755972069092245,18.846673781572395,30.966535433070867,32.126837606837604,13.962058526740666,17.485390070921987,29.852448723315195,8.280724450194048,56.74928469241774,16.28727165586329
01:00,18.203479942000968,22.864406779661017,31.305711987127918,23.22948373619815,24.991496598639454,17.19956019791094,21.372270187912648,20.289401238816243,29.05406195207481,19.353625295293476,36.51858779518354,36.375649591685224,39.766516317325554,29.48489425981873,40.07373113854595,43.65858389912706,49.63943841735801,13.75906432748538,33.2338380197068,54.641223006200555,32.90316671028526,19.709608972415882,50.722084924736016,31.64533018071272,26.92427239333145,43.00313253012048,19.98198847262248,37.59361654304338,29.733732236350036,16.958421851289835,15.706009913258985,36.38621646623497,12.441269841269841,13.320051413881748,41.261453994698975,20.29559748427673,26.36197440585009,30.485212824765064,34.776151374509105,14.230320018687223,31.63797226207556,33.1097331830139,19.83572710951526,31.34633215162258,33.82380632145259,14.1078705553336,17.540086830680174,30.55759107180459,8.423052157115261,58.578434908041835,16.640070921985817
01:10,17.030317613089508,21.825482625482625,30.74332540311922,23.49059420722604,24.927251732101617,16.024531422271224,21.876382743362832,18.983640081799592,27.88419540229885,18.158730158730158,35.97756258856873,35.180478087649405,39.084718923198736,28.361336032388664,38.75941635561588,42.92507345739471,48.1622994109283,12.60519967837041,32.10423216444982,54.69341035515618,33.11387310606061,19.08020274299344,48.998137802607076,30.70976347145652,26.261843971631205,44.90963855421687,18.729460379193,38.14662349676226,29.190297808578386,15.876245095079987,14.505893019038984,36.33180147058823,11.708747514910536,12.155032467532468,40.12809917355372,19.66452470640372,25.807314074984635,29.30331491712707,32.14498546511628,13.388953085278484,36.34832055011901,34.08492330714553,19.27774817971941,32.451329937747595,34.221702838063436,13.790672913117547,17.363037249283668,29.907621247113163,7.471989697359948,56.847306457367104,15.550217076700434
01:20,18.07242877836794,22.86532507739938,30.380032206119164,23.96511627906977,25.14335260115607,16.32863070539419,22.685355648535566,20.542385321100916,29.158381502890172,19.38961510530138,36.41405152224824,35.171562867215044,41.63493723849373,28.994858611825194,39.55991943605237,44.04006925550334,49.94848225737495,13.881591562799617,32.89123649459784,55.51800554016621,33.17207712960703,19.491384432560903,51.89318389752974,31.7343890588447,27.071469740634004,45.44240521613137,19.851842929414598,38.29467156637575,28.689035570223687,16.161368452921586,14.997558742752517,36.91211906449327,11.91109496124031,12.821419150619889,40.37693599552155,21.61414229594064,26.358990147783253,29.88416075650118,32.13566030946384,13.858084255118852,36.41830579596119,35.342491531802786,19.6270337922403,33.62694593829607,34.588936734017885,13.987021013597033,17.583021582733814,30.51706331387517,7.92,56.14590876176683,16.061592097617662
01:30,18.275278180938557,22.43166023166023,31.832758162994427,24.684660766961652,26.168778801843317,17.639412416851442,23.229440789473685,20.830991124260354,30.249856569133676,20.398528058877645,37.89461247637051,35.40891167192429,42.083355040375096,30.50595546349042,41.243060257278266,44.799549549549546,51.209001233045626,13.71971766848816,34.08494855228523,56.4474306600731,34.6117125984252,20.071884057971015,53.14412770809578,32.836730945821856,28.270077164904258,45.946964242860574,20.471861471861473,40.250517598343684,30.409250693802036,16.75989127151918,16.488442822384428,37.38438368860056,12.762059485128718,13.639924365207996,41.501110699740835,20.463455547567698,27.076253377364154,30.864467849223946,33.53579175704989,14.942970204841712,36.555263848779205,36.2825840574235,20.917414721723517,34.33668751699755,35.00703046534985,15.149685534591194,18.088362691308113,31.40609592111161,8.56578947368421,58.043304221251816,16.888218390804596
