Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
00:00,13.499755022048015,18.433082706766918,34.52330022918258,28.28588882101405,28.26175115207373,22.499488752556235,29.437052393516772,19.592378954728193,62.36124911284599,25.446705760607106,48.81769911504425,46.08110992529349,30.26596255400864,30.1299786628734,33.2507496251874,17.51469912723932,38.90273693734449,28.91253891876592,45.72229853479853,62.23529411764706,14.827596181660398,37.43151390319259,24.148640661938533,15.251882845188284,29.429894736842105,57.99390928033338,21.38115981486523,52.56107660455486,29.993635342568325,47.02259118127382,44.3439028809567,33.14609692050609,34.59572784810127,30.972827804107425,73.07619863013699,43.508151549942596,15.355005889281507,31.915861886492923,58.4990258158792,58.05985401459854,39.1382134630151,54.956502636203865,39.38106679481019,32.96886597938144,38.3404570461278,28.50500790722193,28.100556829348182,60.731653076352856,17.438902147971362,11.265477155988105,15.798032407407407,32.10985460420032,51.45526788003076,29.659023668639055,13.939929328621908,35.803929430633524,34.64675925925926
00:10,14.860865518845975,18.687959442332065,34.451280091708064,27.499390986601707,28.542432814710043,21.778290993071593,29.25877278964909,20.398138391289077,63.962594696969695,26.73773841961853,47.5328288448698,44.29336188436831,28.850255661066473,30.81095406360424,33.192775525248805,17.902630364559297,39.02509785862307,28.860712234348075,44.545868427043025,59.79015075376884,13.982799525504152,37.01709229841142,23.93577430972389,16.540686672073534,31.779286926994907,54.26205583756345,21.18842567196928,53.50029429075927,30.73223661183059,45.689362865736946,47.031290987446134,33.42143374366401,35.82993197278912,32.3228125,69.71023215821153,43.15790684301322,16.366013071895424,33.09575440888308,61.200291686922704,57.62850812407681,38.12640519610292,53.11317494600432,38.796925943176525,33.146280475098976,37.424184667513764,29.3947461212976,27.710958005249346,60.13125309559188,17.99931145283452,12.89538043478261,15.9845703125,35.95612056592167,51.6551201011378,29.09225225225225,15.573763250883392,37.143086816720256,33.21253672869736
00:20,14.309081786251882,18.61704834605598,33.92865275142315,28.85912938331318,28.10339976553341,21.447108603667136,29.43677482792527,21.007172848145558,63.604387827317765,26.761417859577367,48.03605823068309,44.23944921316166,29.375340430799703,31.219080007159477,34.383551401869155,17.904448479346346,38.17467248908297,29.164662084765176,44.56261510128913,60.30843029189631,14.514754098360656,36.733333333333334,23.857485748574856,16.397383483237938,31.469041560644612,54.7185048454084,21.751744498121308,52.593944790739094,31.327752048450304,45.993111049876,47.85175681010659,33.49938559842713,36.38598622924261,32.956756756756754,71.48600799543118,43.29082158817463,16.68214116532449,33.075484039769755,58.78610019646366,56.65036496350365,38.81522296258329,53.23768178858259,38.85012048192771,32.82544928733733,37.9524920466596,29.500791000175777,27.43636972538513,60.877010640930465,18.256030951297223,12.621442387399835,16.169793621013135,35.316103789126856,50.605330599692465,28.879913451135955,15.898275099513489,36.967506092607636,36.178158260064784
00:30,14.363681592039802,18.862541212274916,33.101333333333336,27.368389423076923,27.8125,20.612085042894442,28.03620894341116,20.810224089635856,64.50859835100118,28.513854787793758,46.050678733031674,41.89976897103252,28.3578711763243,32.00204309063893,32.60191421481744,17.30098195935145,37.569684864624946,28.108177905308466,43.16136415655757,58.72999597909128,13.884881274421401,34.48786264061575,22.60546642899584,14.703888888888889,33.667660843630166,51.04800125904942,20.762057877813504,52.954114860864415,32.083213773314206,45.23904603438713,45.78281487101669,33.14196916956738,35.86179188429088,33.28453999367689,67.5519406392694,41.26663607159247,17.672364672364672,33.89900575614861,60.399705376872085,55.889271653543304,38.24677668901496,50.58453788874288,37.39287366959741,31.50379907133812,36.54656390494541,28.724053724053725,27.92895086321381,59.900096993210475,17.961748633879782,14.55463347164592,15.763489562820007,38.15206508135169,50.638523108701264,27.856125356125357,16.845423143350605,37.636623164763456,36.17600373482726
00:40,14.183281412253375,19.286077882412826,33.568251533742334,27.87029288702929,28.659253578732105,20.786721991701246,29.206618081544217,20.098259799613288,64.58358950106408,29.698467966573816,46.583805851667044,42.68369526521894,28.69506172839506,32.46371486312695,33.27537286285922,17.25492415666742,37.38459845984598,27.703630175836643,43.40541165587419,58.86407377706496,13.17829929899421,34.572713356295445,22.95623891188646,14.406241134751774,32.04550758459743,53.4375,21.44020288307528,52.33353063036401,32.709378618294096,45.083077780875385,46.14483554529717,33.65538847117794,36.666396761133605,34.07981072555205,68.66304036644718,41.80082749109298,17.568263045032165,33.60699427977119,60.81382848766186,55.54372998275437,38.361118235444984,50.77466023673827,36.10450819672131,31.87146744818924,36.94257045260461,28.753328661527682,27.794571045576408,58.47617878192534,17.217231052752823,14.441611842105264,16.208170445660674,37.68804664723032,50.867336424523444,26.052449965493444,17.16550825369244,38.56458935204292,36.716603053435115
00:50,15.349270256668344,19.09632446134347,30.535626535626534,28.500304692260816,28.244074634392334,21.33251733986128,29.326567164179103,20.782290395677183,65.0552668871044,29.912858660998936,46.57378904481666,42.30558558558558,28.893792071802544,32.382808231651794,34.40078515346181,17.207513416815743,36.59470111670681,28.51502145922747,44.62661044741157,57.818271702590465,14.323861900397189,35.05030959752322,23.62168674698795,14.341183067003083,33.32460953989025,53.2189387755102,21.266954877060254,53.343971631205676,34.06382978723404,45.607421875,44.64569413511507,33.87313997477932,35.631471667346105,33.591989987484354,69.11614568396902,41.02468571428572,18.322480248982522,33.8113804004215,59.10960232783705,55.064619955434516,38.28062935259221,50.92450765864333,38.450628366247756,31.338429319371727,37.119530416221984,28.769564462953323,27.80690112806901,62.50179856115108,18.298510935318753,14.693619361936193,15.905082064465098,37.74363291938539,49.761966364812416,25.73282967032967,16.996556177356865,37.5335241210139,36.591515729265964
01:00,14.88748099341105,18.391038696537677,29.59019908116386,27.20247678018576,27.694191195623862,20.439181508147026,27.51831429696731,18.812726958326127,64.38031161473087,29.146341463414632,44.008322087269455,40.371520919375115,28.598286413708692,31.13873970640888,32.50310786106033,16.513879485443468,35.79629215992853,26.873526875538946,41.92395882077679,57.56322746103768,13.266727217680897,33.636257537444074,23.214950465325728,14.08767576509512,32.0,50.77838427947598,21.865005192107997,51.80774918663118,32.77813163481953,45.210600112170496,39.15117765199927,32.58381358055625,35.893816110659074,34.47638411010322,65.52243498142326,40.1851298552057,17.99880924029531,33.56041802743305,59.847494553376904,53.84084158415842,37.8105749486653,49.793577981651374,38.55549949545913,30.42718035563082,35.854082714740194,29.301909307875896,27.954901960784312,61.12029881504379,18.29231473010064,15.647041678810842,15.793512658227849,39.829631181894385,49.46854388635211,25.391055817081373,18.015652173913043,37.07560975609756,34.71837944664031
01:10,15.255351681957187,17.76686329828161,27.44577205882353,26.715782983970406,28.09537496733734,20.65431164901664,28.444818037974684,19.150832177531207,63.96505312868949,29.744808166138682,45.38769509160824,40.558057082077646,28.9181442798154,31.784727272727274,32.33686440677966,16.87579617834395,36.06843267108168,27.031276901004304,42.49637087333177,57.35943415022913,14.096813725490197,33.966473988439304,22.911384615384616,14.356746252082177,32.1437933693138,51.04427814156533,21.202521670606778,51.54472984942427,32.18542336548767,44.84604598990465,40.15001816200508,33.20525,35.70636215334421,34.163670766319775,68.23929905199655,40.14272527979693,17.963446475195823,33.9925431711146,59.34290623465881,55.129282320580145,39.49132210311383,51.35478222805865,36.51039260969977,31.073346015641512,36.16067653276956,28.904689351616724,27.34807180851064,61.023607903515526,17.984916704187302,14.882452193475816,15.50845098429111,39.57753096967108,49.63000258197779,25.787465940054496,17.21451876019576,37.83421373425437,35.537907869481764
01:20,14.629439011837365,17.24438541415117,28.297604422604422,27.546060606060607,27.62613430127042,20.846644169478814,28.00658945686901,18.396784232365146,62.12417374881964,28.143704220439485,44.17314958879751,39.92538623595506,28.650094696969695,31.008773500447628,32.36913255726624,16.90354419021983,35.484647669538326,26.96136101499423,42.242711543019674,55.39385418758787,12.858877086494688,33.179603399433425,21.87456990928996,13.964863357501395,31.608113759933083,51.25198601843025,20.0358988305684,51.91852941176471,31.423022095509623,44.20713305898491,38.71638501102131,32.52985261054209,33.91290057518488,33.28962264150943,66.85202179523947,40.734857142857145,17.13776608466874,32.645827984595634,58.177750906892385,53.69276364534453,37.66247110197791,50.33752438760026,38.48170731707317,30.09958158995816,35.036800680706236,28.2290455011974,27.248177601060306,60.30038314176245,17.288392857142856,13.584462261542715,15.264705882352942,38.113404301542474,48.40339157245632,23.736208625877634,16.0715137067938,37.50512505125051,34.123650637880274
01:30,14.24384236453202,17.400465356773527,28.62760335716506,26.672738312082576,27.69301230044491,20.40373134328358,27.276570525483997,19.300845264792134,61.806815511163336,28.34508547008547,43.981965734896306,39.718635170603676,28.751210067763793,30.87373371924747,32.12910447761194,16.862131519274378,34.9012539184953,26.293796668581276,42.30495430495431,53.00954653937948,12.503028467595398,31.835254741539607,20.96178142766898,13.848080588075144,31.40302902818679,48.991063029162746,20.244071409539035,49.61443298969072,31.55163043478261,44.5606648199446,38.33473261544077,31.95537728754074,34.09791666666667,33.33531064626912,67.26482213438736,39.37593899385386,16.708065667380442,31.968463228641593,59.2152981427175,52.38520345252774,37.563730569948184,49.45743766122098,38.48560962846677,29.945093218602747,34.89739792680347,28.035573122529645,27.042666666666666,61.81080382527785,16.778077268643305,14.04644412191582,15.399646156870453,38.16189842537148,47.63081695966908,25.121036481418344,16.251475796930343,38.588719637710994,35.20145278450363
