Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
00:00,51.6168108776267,26.051939513477976,44.43971631205674,6.159330842942992,11.526417838099855,74.12131876273384,16.076497695852535,71.36802906448683,64.80244280728965,33.9060195098739,50.562023773239865,34.896859903381646,30.510502714184565,73.23141137643177,43.384728773584904,60.75195601607105,192.9849765258216,52.31427707199032,65.87467018469657,133.96402272249105,21.387414965986395,49.01710498182596,68.33206187751642,71.79884414615958,74.6305690339656,42.13453281537518,96.69288079470199,73.25,123.08736180359853,65.8441717791411,63.98758997269794,38.6598517187149,41.42179917879806,125.02277623884272,55.77883959044369,73.68586052463212,64.99180775532496,32.33883089770355,35.421786425616666,30.272240085744908,53.40994072047424,54.676171449328,34.02261306532663,42.45379222434672
00:10,51.56508728179551,26.53125,44.24686520376176,5.904184844078204,11.017014138509465,72.84191040355424,15.33249791144528,69.06011623683254,64.6782340466551,32.907938785270204,51.246855345911946,34.362597276264594,30.392401960784312,72.76722136222911,45.11708766716196,62.156437768240345,196.50274777335608,51.77288941736028,68.47257603327267,136.72283531409167,22.957178841309823,49.82585004359198,66.92542372881356,72.5028441410694,75.9658843980878,42.515176374077114,95.49117341640707,70.77774702463327,124.41434262948208,63.863107185869126,63.4583850931677,38.45586876155268,42.53286034353996,126.41990141712877,56.66674238982281,73.0383877159309,64.26890299184043,32.66243702183243,35.08698324880898,30.96058588548602,52.73000919117647,54.1453887195122,33.38025659301497,42.15994881637876
00:20,50.299900571712655,25.79795311984153,42.912212251268045,5.974137931034483,10.5295089707271,71.8931059772644,15.607413647851727,83.1357056694813,63.478976942453016,30.31510164569216,50.273092369477915,33.74063537221432,30.69447822914133,71.54149817061429,44.44619033501334,60.68586723768737,196.4558629776021,51.26436448055717,66.87486828240253,132.32191925597127,21.393609789259006,48.776006711409394,67.39471493965875,71.91289592760181,77.95673076923077,41.73981900452489,95.43571723852831,69.9246272777471,120.77562988705473,70.8688181056161,62.50086999751429,36.795104261106076,42.30345659163987,126.78530215608868,54.56346463948399,72.284625158831,64.88925438596492,32.96795952782462,34.96103293644658,29.491177245193573,51.583009819593514,53.46032934131737,32.159533073929964,42.919056724028046
00:30,50.94285714285714,27.323176994180077,45.06494522691706,6.3244366309733095,11.063213144682793,72.532,15.93420514916224,83.55715367146101,63.865421640354256,33.37949810606061,51.49984330930743,34.642978003384094,32.49988103735427,79.85652694610778,45.36151344960095,60.74281424281424,195.2591469194313,50.91404180158964,66.37340425531914,132.7387857291884,22.667478260869565,49.95926002909998,67.75461796809404,72.27647714604237,77.50603685659817,43.10071338648762,95.54384155147514,70.92473713337023,119.82136363636364,75.10366894197952,64.15214143426294,37.91069788797061,43.931918301962355,126.94773838630807,55.74373707193749,74.16118769883352,64.01970443349754,32.781966001478196,35.41802022678517,30.116309807031456,52.64063579820318,54.45485649116138,32.62570422535211,41.82749840865691
00:40,48.68791697553743,24.689869281045752,43.11930501930502,5.844518483261939,10.405574912891986,70.13970051132213,14.940074906367041,81.92541856925419,61.5626788780767,32.36106489184692,50.56020119459289,33.463025616239726,29.4879488440728,70.83155236059841,42.90812092471843,58.41099700470689,191.15469716857302,50.699209932279906,65.89494895217625,131.4933003504432,21.72830465031124,47.48607960404207,65.89080827468544,71.28066566940913,77.92456850628595,41.11018537804624,94.1391016352722,69.61399176954733,116.88633754305395,71.69113924050633,61.28255959849435,36.849724264705884,38.6496106785317,115.00244125724748,54.94431818181818,71.59662447257384,62.36215923451886,30.63048454788249,34.25763856901582,28.20645330535152,51.015469868390674,52.736197475032974,32.64635010630759,40.43514376996805
00:50,48.38827433628319,26.62538913870633,42.69968933379358,6.317073170731708,10.71951219512195,70.42177242888403,16.106479383778886,80.59395670475045,62.35391652372785,32.03174224343675,50.975839347348604,34.03304981773998,30.759149357072207,72.02223088923557,43.396350583308404,59.3154305200341,190.36249296039045,52.108877721943045,66.52628769682413,132.27189705271897,23.17710663683818,49.20456448911223,67.44549663299664,70.86664217487142,80.04849884526558,41.58477942713778,95.23573047599423,69.43493810178818,116.45209650972124,71.33150569380008,63.733566608347914,37.89538676607642,39.73833519970138,118.96032956972842,56.9435630099728,72.73403805496828,63.86737257717157,32.29774844720497,35.5842627960275,30.166313559322035,53.29414487387179,53.56154282473057,34.848517715112074,40.43591370558376
01:00,58.98969072164948,26.735192837465565,43.43197653098643,6.272958373053702,10.495927391203166,69.42870251422279,16.21632822213013,83.37920024327201,61.06186940795736,32.32079540009583,50.53186119873817,32.93311429241962,32.49401417053506,78.61096605744126,46.300813008130085,60.466145833333336,187.10987978963186,51.590653652765454,63.81266846361186,132.28787878787878,22.354223433242506,48.62575036224384,68.74141973992752,68.90474452554744,78.45318663068299,42.231327800829874,94.90382647841211,70.41039032435404,115.05245901639344,73.47608789314951,62.837011033099294,36.99189627228525,41.54942528735632,120.39362354383813,55.21223103057758,73.1316348195329,61.54298071724635,32.97519475194752,34.94661159553312,29.75667735042735,53.24289642529789,52.20232514532158,35.705945176219295,40.61327377153797
01:10,56.30080428954424,25.80736636245111,41.30047636496885,6.061639549436796,10.183131407269338,68.66221408966148,16.35410129986553,67.57090442120712,59.74028898480015,31.26714116251483,48.42028985507246,32.4563035495716,30.98813730439172,77.892968562515,42.8331914893617,59.11108695652174,189.22194891201514,50.302279763580074,63.139897767016414,130.39888682745826,21.47329023477373,47.552521884118384,68.06117696867062,68.32854247282108,78.93794400334309,41.37148803329865,92.09541359541359,69.0170751858992,111.4618063617367,73.63153384747216,61.43612006946167,35.12534309240622,37.306510311362715,116.27602905569007,55.66372282608695,70.32516891891892,60.53273219116321,32.011217282924804,33.89476102941177,29.0505291005291,51.94066237350506,51.492885600455324,33.20316901408451,40.611921369689284
01:20,49.93830525272547,27.318285901210338,43.05869565217391,6.700332436283046,11.045086705202312,67.90561551124931,17.1544384057971,67.52149259191513,58.54046511627907,32.76441398865784,49.27571384709856,33.11505716370713,31.84008579599619,79.80783938814531,44.512352941176474,59.80150214592275,187.9543998492557,50.59093550261476,66.08064516129032,130.5370753935377,22.735583684950775,48.778854080791426,67.70394736842105,68.09250778530867,77.72896800169528,42.55917098445596,91.47752349816102,67.37203597710548,113.68673050615595,71.8422165820643,61.95375435106912,35.782767266925006,40.635882831570385,120.03602785346655,56.04304710389903,71.40046888320546,60.756972111553786,34.04295246038365,35.10772512570471,30.353191489361702,53.980778138026864,53.18664415681861,36.46469329529244,41.60050251256281
01:30,53.22894997523527,29.85117403314917,45.685703758290344,7.2374223602484475,11.930142889544115,68.64327808471455,19.893183707398173,70.25787218185206,58.998697916666664,34.82760256106236,51.291044776119406,33.75641646489104,35.526315789473685,79.77671298514615,48.16983894582723,64.70225080385852,189.935933672508,50.327672035139095,65.03722414251529,130.39153766769866,26.01088534107402,50.69301032565528,71.25805763073639,67.79956387425041,78.79747111401788,46.62720298569355,93.99897203947368,70.70321516900248,111.39261019878997,76.13550600343054,62.605704278208655,36.208856425473634,46.654147750722245,128.5536688902365,55.00841482829202,76.18844596034961,61.88218234547762,37.80598534201955,35.94812680115274,31.140369393139842,55.31513879169582,54.266147416413375,39.324856733524356,44.34870499052432
