Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
00:00,310.6137803590285,897.9445073612684,413.1461224489796,485.6476287608363,192.97992700729927,981.422361009062,135.59103544127868,790.2067073170732,465.13618441006975,374.7198939870797,411.76151591289783,521.3566009104704,365.5961583509019,475.180317254775,445.1922680412371,570.5318194561256,151.6654438738078,244.56603435934144,414.25419436530547,539.5815838702972,340.9154087154657,225.28250510551396,533.7307439104674,426.70029411764705,429.5615246866206,709.2033807351758,577.0707670387081,400.60544648511717,418.81528925619835,569.6019656019656,761.0261814954515,494.9037109694295,1227.7271662763467,292.116850551655,442.54214559386975,218.6667349866776,457.2650185414091,219.87160053499778,277.9804183355585,632.6350877192982,599.2005213990875,155.2854188210962,131.72065628944048,731.5999147848318,321.24513172966783,210.06077831219937,236.63757062146894,572.7439676113361,230.26423128641864,362.24982001439884,161.63049232398095,272.4033942558747
00:10,320.1745092766873,917.411797752809,436.45166531275385,475.2567567567568,201.6103202846975,982.7908537343109,131.12898703119524,805.3760457049582,462.5084337349398,380.9032367972743,413.2771109707307,520.367613200307,368.78954607977994,458.27742346938777,454.99484004127964,568.3150990789841,146.633502170767,250.35094408133625,419.5971041863393,492.74150182446704,337.20346689400395,229.16614699331848,533.5334645669292,430.93052354297004,429.49048947501905,716.7863109673942,574.573743149869,398.41308531109684,409.4676409185804,553.6832731027362,768.8690555186905,491.9393298633702,1287.8464877663773,290.80141129032256,440.5754415833156,219.23830318153463,444.2214532871972,220.02832244008715,282.7542677448338,635.7001840388155,611.1808372895986,153.89239187076603,135.80807440287467,708.478843291516,322.76263571695995,212.0585129784426,233.97449702465286,574.7461526000324,233.35751063353482,360.77694797112275,153.9096109839817,279.755890052356
00:20,302.70566037735847,923.0461229946524,422.88557614826755,487.59747474747473,199.15337423312883,992.0808080808081,139.34929684530596,806.2605676945068,459.85851896447923,380.00033653037184,422.83743739565944,528.2612752721617,361.0828388863533,458.0934367927578,460.47623993767854,558.7833698030635,141.2906776745786,249.66381003392252,422.7899239543726,487.02915228231683,340.0462112514351,229.58726574847594,556.973202614379,441.44197450147107,419.6801312799798,725.8334233261339,573.5793844650708,411.04780361757105,409.19419924337956,562.6874007411328,767.7671622212506,485.02771474878443,1285.81328125,296.1108362196932,442.5038346825735,221.703827651119,454.9370695796723,225.13102076889086,273.4257343814646,630.9794176706828,615.2250107250107,154.10973724884082,136.05230125523013,722.4863829787234,316.6415525114155,215.49780123131046,236.2354609929078,578.3868292682927,235.2657059220896,344.4948748510131,158.055,277.6954248366013
00:30,313.85031023784904,967.8416458852868,431.7830342577488,460.1310065756196,186.4190834624751,873.4539431502458,128.01098096632504,805.7622884770346,462.3557067738942,384.20716797856306,424.8263146867798,518.0557737627652,358.0335283528353,480.80226904376013,461.5218186569114,570.0578034682081,149.12546537602384,241.7820957668286,413.48037974683547,494.39628482972137,341.29326099371787,226.9632054176072,556.7375206611571,430.9957279000986,436.01679816747264,718.2600377256804,585.9463055357567,403.4802333117304,399.0913280268119,559.7164294954722,770.9708158302012,495.452338566111,1306.2614715189873,283.7014388489209,443.6349104859335,220.14618288590603,446.0301447899359,222.7343891402715,271.4478701825558,630.3298848656766,606.0127045650302,150.9206225680934,136.60716570697377,714.8678526048285,317.4607879924953,208.56338028169014,234.5963276836158,585.9345779220779,235.82000450551925,353.60743698527574,147.97100625355316,269.18080210387905
00:40,318.2327608982827,947.9583783783784,424.2443729903537,471.0425859415085,201.95257234726688,990.7502755664422,140.07468259895444,803.8862607980255,448.6973881717202,383.0731625084289,414.2824953056541,525.8572561459159,361.3442660031667,482.6410587475791,480.2422976501305,562.7179487179487,149.6081828234427,242.95854469127164,411.65497630331754,486.4824169419079,340.34197038724375,222.42489072923857,569.779716825815,436.0016129032258,437.6643870314083,712.4424421732114,581.7726396917149,415.38042049934296,401.96794601433993,568.825,778.0362366295568,477.88273936607,1333.3852917665868,285.19042717447246,442.15292609995726,222.034375,517.7173627528238,220.08944543828264,282.2994350282486,628.6249374895816,608.6485436893204,149.37746336533604,140.28479931682324,737.5767511177347,314.53055028462995,207.91136463361124,233.53457521874117,586.809152872444,235.01240974729242,362.25933664142076,185.5281425891182,275.60156760287396
00:50,304.30170918999255,956.6092757306226,411.9427880741338,497.4846625766871,197.19490187232122,980.1911017474284,141.89199856476498,808.5934043424826,458.00088313217543,397.254348927546,424.18926788685525,520.4531864673486,365.7072578866093,473.10086179380784,482.8603981141959,560.8225629791895,151.18121546961325,248.47187281621243,427.0642924676962,467.2728486929975,332.1065105653912,225.6039603960396,581.3433634236042,444.9639208173691,426.95637839208723,730.2613483749665,577.7125693160814,401.5596572181938,407.44242935470265,562.4738924050633,751.3969882147534,486.25958652884293,1326.2481143310838,300.84317617866003,439.5275473303552,224.427605157472,513.0110207294673,256.3460661345496,285.25396825396825,623.1301666666667,602.1222457627118,152.7706165947729,139.97616514151946,703.6111819727892,323.5721945614707,211.3016364440513,239.6589366515837,577.1740542295827,235.37118988484985,350.69012404580155,165.97945945945946,254.69625246548324
01:00,322.95086393088553,938.2108079186731,414.3948840927258,480.1347848626231,207.1771697690065,1000.8623886347219,139.53582774444052,802.9112803622891,454.3767469521261,376.7417545052703,411.83842239185753,526.8815165876778,361.0320903954802,489.3993579454254,469.7331756046267,573.0965986394558,151.5998512458163,243.42034076936588,425.8648393194707,533.3679781190826,337.3515801354402,228.1907204996654,579.5071882313607,450.6611359285258,433.70442342111994,723.579721776351,573.8696449026346,412.60517584605174,398.75495571488824,560.4810924369748,763.2671217793437,491.82024932614553,1353.2820932134096,299.79571984435796,442.29635098080576,226.46703413186347,468.1825849665095,249.76274434649292,286.26577126577126,625.5331556147951,598.3542553191489,153.78801726326478,140.97170814720272,669.369923857868,322.4846860643185,206.42373626373626,239.90229396771454,586.6708013709809,232.83644544431945,365.430612244898,151.56989823245848,256.04980079681275
01:10,317.6390780513358,961.7942534633145,411.943865276664,498.41728922091784,196.41303872238024,1011.1030607364897,134.40559942569993,804.3649948822928,449.04085310904173,387.2533605581079,411.13934084272006,530.0638977635783,364.0299251870324,478.7357233502538,473.32589871424824,566.2164634146342,146.34519442406457,250.82642533936652,430.59335839599,540.1182244985062,335.6342776203966,225.58266695483033,578.1691029900333,457.84283862605315,440.56454866364095,731.9236334405144,568.060975609756,413.226427622842,388.72378947368423,552.7364402317008,773.3244080548794,444.7257429773375,1326.425694724124,311.46301633045147,434.4378560877822,220.5358578379522,411.4042029957523,247.05277298023412,290.27337278106506,625.8284386925502,605.1114676936243,152.42349110944153,139.5886752136752,709.9464021945558,328.4394568087514,208.86843247937472,238.1701644923426,588.3157205954523,236.47044223826714,381.0820393374741,160.61937533086288,249.5843214756258
01:20,303.09299262381455,942.8781079442086,414.3876723438767,466.4496537027171,200.2050763701707,1013.2061371841155,147.38632229901782,786.3756397134084,444.14281463850045,383.30841601094767,402.98216204599186,518.4390065741417,370.47587131367294,467.4116911534855,469.27976035425894,586.134726422876,151.14101620029456,235.56152732537097,422.4693685202639,495.22061378112335,335.8328173374613,223.4031195079086,617.0476510067114,421.22097156398104,455.0459535358693,708.7570785922202,582.5026976307764,409.4160679294579,392.9900124843945,572.4590849673202,768.8585334198573,488.38934147997287,1321.3949880668258,319.960775047259,442.11731255265374,224.82315045719037,496.94538803240135,236.14803568039477,264.75543916196614,626.2462378038697,600.3050774526678,156.36149003147955,144.0701075268817,696.4430885756365,315.9404852160728,207.1482456140351,240.72328999434708,589.4978744277305,233.50225631768953,348.2448310640444,177.62203228869896,260.36893840104847
01:30,312.9888455103179,974.7021403091558,411.6371681415929,466.01880877742946,212.2927326239529,1011.5031816544603,141.80604075691411,783.6172688303735,446.571261682243,402.32525597269625,415.38077246011756,519.8132295719844,374.7062401441766,477.6541628545288,479.0332122470161,582.4961175818081,149.76342470897484,239.96614771904416,424.3302063789869,486.8083252662149,304.2365403788634,223.96903339969035,586.1708458709462,440.5490566037736,455.1624585564907,710.3334218210778,578.6477404403245,398.724609375,396.9400419287212,564.8455748767194,771.5674499564839,442.3659610740162,1338.753815261044,338.2293621013133,444.87961205987773,226.05275134464213,489.7503932878867,244.28933333333333,273.48091603053433,621.0234671955048,602.0268085106383,153.24244732165525,144.69902501059772,641.8164754953076,330.23574435514735,208.98916341569137,243.8664587468103,586.4522835161238,233.94722658881653,361.4927423535511,165.84167096441465,258.57462195923733
