Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
00:00,37.03577661431065,15.795887961859357,10.562909772088666,22.258261594001667,29.55308751665926,25.097540711199734,9.93175752954632,23.20502994011976,28.64323911382735,10.376478775226166,12.300490998363339,28.26012323943662,36.99619771863118,39.19231648753716,30.56700434153401,24.342600896860986,12.788571428571428,32.5810860731437,18.511485451761104,8.79013079667063,42.366054464851175,30.227201257861637,20.20836236933798,20.623801652892563,31.20548780487805,21.818707482993197,26.313751668891857,21.981226166031096,32.86324523663184,16.722865013774104,26.52124311565696,22.959558823529413,49.24601704334939,21.935819601040762,12.62015193922431,23.95328625746877,43.65290474786199,42.88962229556289,45.02694535381516,22.368968779564806,21.674220374220376,16.474683544303797,35.1378640776699,26.855124835742444,29.173458149779737,20.479011805859205,42.066794503036114,21.762866629773104,43.70238641578706,8.936850362816239,18.072560040878898,19.667801740446464,27.889388915206062,18.193619017829214,19.806365030674847,24.580801238629764,23.95518945634267,11.263186367324858,13.407745298827034,17.85369690613529,8.805418719211822,12.43954802259887,25.429695697796433,22.56101753179787,21.460699131137602,16.770405330372014,18.941484716157206,21.22301571107937,16.649474041398033,24.15085024684586,24.43403205918619,11.919790104947527
00:10,37.27905004240882,16.20702290076336,10.869578980690092,22.993072208899548,29.98767092580139,25.573172771366448,8.917241379310346,23.743841186319063,29.12936660268714,10.990490124359912,12.737752161383286,29.013020277481324,38.192144782441275,39.19666133089412,31.643567168418063,24.952781954887218,13.434727503168569,33.19757174392936,19.15582714971628,8.659672940450479,42.59646910466583,30.53513298928146,18.662268188302424,20.982096354166668,31.456248081056188,21.886301369863013,25.001190476190477,22.676746917204934,34.11198309689104,16.531064289573205,27.412327947336923,23.869883670831538,48.94789728321548,22.289984726161904,13.213572854291417,25.400844656628717,44.15361625821877,44.377471092875794,46.05384026537382,22.613291139240506,22.33891466612871,17.181136120042872,35.39830657964367,27.015681149950996,29.897149245388484,20.904306220095695,42.53113087674714,21.72584640792733,43.92199723884031,9.411799880406617,16.45726872246696,21.934508816120907,27.653446647780925,19.20193810565802,20.408241129339945,24.945919938414164,23.866861030126337,10.971141117288854,13.85109162157119,18.125657202944268,9.212249848392965,13.550451807228916,26.038920601971977,23.47756080849606,21.926159479251425,16.685093509350935,19.45243619489559,21.97687269750307,16.719449225473323,24.11028993746447,23.80125786163522,11.642803315749811
00:20,39.07951598962835,17.555657212564807,11.988364779874214,23.88566739606127,30.804107424960506,25.489183296998156,10.10126582278481,24.627498194076573,29.53421461897356,12.249231496807756,13.554913294797688,29.735784523300556,38.18647306075659,40.06059204440333,31.830313488639632,26.178262167811287,14.04638515674984,33.641129032258064,19.596187554776513,9.77303906949001,44.881867259447446,32.52999602701629,20.242381289865342,21.90820629257217,33.372205438066466,23.11917808219178,27.54194857916103,22.655646576945582,34.70830750154991,17.718104160925876,27.79280889948351,24.778494128482617,49.37156825874389,23.00861497680583,15.344639376218323,25.486465125469273,44.99176829268293,44.81724924012158,46.083181700025996,24.07900826446281,23.264327242524917,18.211222869242985,35.750398018751106,28.027177472167647,29.58953168044077,21.721254355400696,44.13459587419682,22.822339246119736,43.71090700344432,9.878987048134544,19.225625319040326,22.298097251585624,28.048918156161808,18.169631512071156,21.166666666666668,25.759976976208748,24.452493261455526,12.373361300471945,14.524049217002236,19.208550573514078,9.37812309567337,14.882753403933433,26.833718244803695,23.81165919282511,22.68909419562161,18.353218210361067,19.666764619453424,22.798572884811417,17.888468158347678,25.785323110624315,25.27592708988058,13.364506627393226
00:30,39.86053540587219,17.01764025448236,12.464784263959391,23.932545014780974,31.086839749328558,25.40866450622548,10.745737583395108,24.290121980387468,29.538342370255616,11.909111669330898,13.46260925865976,30.631386861313867,38.406815153245766,40.9840903850588,31.84389269406393,25.580295269659537,14.316242038216561,33.24159356725146,19.015221707478492,9.228791013892994,44.28050713153724,31.813376051261514,19.44633972992182,21.554690035702695,32.309742647058826,23.653181189488244,28.77183480027082,22.523977640482496,34.34105653382762,17.488039593071214,28.59543650793651,24.77137220517317,47.4278135657446,22.662613309750167,15.627788649706458,25.109461634770167,45.28228043143297,44.51186440677966,46.567581699346405,23.845600920069007,22.103864194773287,17.879856850715747,35.69338466923346,27.506518904823988,29.838950276243093,21.019133494611832,44.17964262922782,23.657070279424218,43.67750057221332,10.065304563681497,18.880400181900864,21.84526558891455,28.0203081232493,19.66812911313068,21.13576923076923,26.562233423807676,24.341349365397463,12.215821608707195,13.985453189108542,18.58982346832814,9.049713769207592,14.779333838001515,26.017369727047146,23.899007189318727,23.498240125146655,17.863534675615213,19.70306062389641,22.645048383775993,17.758882373232147,26.08265802269044,24.91567023285085,13.293510324483776
00:40,41.74581637268204,17.185925015365704,12.405723370429254,23.943899782135077,30.773694824109345,24.448117226103253,10.794339622641509,23.61525585844094,29.79261254328588,11.984061930783243,13.28196311347296,29.942699071329777,36.79381443298969,40.71023914557697,31.138857142857145,26.132800946465544,14.063557968700096,33.771460014673515,18.95477497255763,9.559162621359222,44.88188727042432,33.619256891729925,18.764473211075153,21.888382687927106,32.98730350665054,25.073994252873565,28.2760736196319,22.674561403508772,34.62335629304947,17.082471420794775,28.66559935961577,25.40205479452055,48.64269578313253,22.41699518177836,14.948316366483947,27.454249783174326,45.066914498141266,44.17900763358779,46.97321196358908,24.29982768523837,21.848205854579792,17.454781704781706,34.852430250921216,27.358292282430213,28.777443197372023,21.273801707156927,43.79159882774341,23.942020827469744,43.68349056603773,9.469872647785593,20.305607476635515,23.16116588084012,28.501774308019872,18.273717948717948,20.695201535508637,27.172741372625048,24.157171581769436,12.901718039413845,14.312315634218288,19.177948717948716,9.104255319148937,14.900769230769232,24.409869494290376,23.915695681973954,24.033852140077823,19.21836950767602,19.58593522030931,21.969602977667495,17.474535443909154,26.107963655799036,25.360552763819097,13.84876989869754
00:50,39.240204429301535,17.023407407407408,13.379806189434198,23.96013018714402,30.968992248062015,23.947439580868682,11.17470565894417,23.91425841891569,29.72886519421173,12.737049827331031,12.59407606866375,30.786774628879893,36.57734330074756,41.127521446788776,31.59713876967096,25.626137052759248,14.233513857916535,33.47784342688331,18.643296703296702,9.12863196125908,43.508661417322834,33.15909090909091,19.27529495888452,21.178803641092326,32.87522879804759,25.181818181818183,29.37517053206003,22.105652559928973,34.80006170934897,16.23121387283237,28.285140562248998,25.021625163827,48.42007575757576,22.3286242121278,15.113155833985905,27.067051333068047,44.158547936704935,44.409578544061304,47.651664932362124,23.94304152637486,22.646011396011396,17.478396668401874,33.822695035460995,27.631665569453588,28.032882011605416,20.979591836734695,43.675402589201134,23.89148158560585,41.33860465116279,9.429913710450624,21.6694003075346,21.049708737864076,28.474135876042908,18.25920100660585,20.98923904688701,27.309274350019404,23.090412828386217,13.20199370409234,13.703976435935198,19.10694087403599,9.99017564751414,14.380970432145565,23.702955665024632,23.007607192254497,23.686782168580883,18.933386411889597,20.011124121779858,22.29784589892295,17.42473867595819,26.920064377682404,25.991282689912826,14.44208211143695
01:00,40.993489583333336,16.9166184134337,12.714580265095728,23.648443843031124,31.2898421871527,24.151995905834188,11.261485451761102,23.772934131736527,29.517374517374517,12.202540747842761,13.139557579700716,30.477833461835004,37.17946782411776,40.94336531710742,30.656510491520553,25.765792610250298,14.61031518624642,34.504099821746884,18.678698752228165,9.045927740355175,44.76338028169014,32.427937020589425,19.18818925649235,22.274188363870138,34.35866351271437,25.73837837837838,29.62890094979647,22.575783475783474,34.59028932490855,15.8982869379015,28.693686516630155,25.22721325774095,49.40691489361702,22.79718309859155,14.420928402832416,27.62660222735869,45.34582677165354,44.3936792820913,47.78316062176166,24.37905935050392,23.05842800834686,18.26454223571067,34.6260162601626,27.52251958224543,29.049944812362032,21.16360856269113,43.45348837209303,24.244176255964074,43.74760009365488,10.159554730983302,21.732170343766033,21.040319361277444,28.823599523241956,19.19906103286385,20.99189814814815,27.46845975232198,23.28140873687775,12.736100628930817,13.999628942486085,19.084324883600623,9.536064113980409,14.014514896867839,25.516336633663368,23.330268981954376,23.628057131676776,17.37891498881432,18.33135919455138,22.369911138665014,17.37164487267722,27.147816938453445,25.837888198757764,14.234522942461762
01:10,40.08478909245846,17.06993407853253,13.65938182953481,24.92014172799128,31.45257452574526,24.960845460845462,9.840764331210192,24.171938168846612,30.47111283443195,12.546033189361218,13.495107632093934,31.917517183920015,37.508290451686676,42.36334106728538,31.54710556186152,25.89624060150376,14.442179037910163,32.167974157821874,19.183177153056672,9.747962571687292,45.01434491552438,33.65004022526146,19.830610795454547,23.463963963963963,34.06297077432962,27.387013939838592,30.528043775649795,23.493689903846153,35.240358126721766,17.526454330086864,29.246247464503043,26.59588100686499,49.971201212580524,22.95383275261324,15.202802646944336,28.54195059625213,44.965814598090546,45.01717408274785,48.069350649350646,24.870727673649395,23.101364063969896,19.10259981429898,34.76402698863637,27.387668087897673,29.137673130193907,22.006109535238927,45.04713049054184,25.078726968174205,45.46382772804258,10.271105389001287,20.071459886014907,23.806218057921637,29.39042578782776,18.936042848141145,21.435907335907334,27.762521755946626,23.29821006416751,13.29267042542286,13.921895006402048,19.34357105674128,9.559244593359733,14.557251908396946,24.87657540199913,23.92376830892144,23.79458722741433,18.415554924780018,19.855138849126824,22.681309573145462,17.8746962860118,26.788399570354457,25.527829893683553,14.342939481268012
01:20,41.73693157671058,18.47411693057247,14.098862918509159,25.276495132127955,31.67118337850045,26.226178190574476,11.082276187024284,24.820813397129186,29.088422630198576,12.64204286365709,13.879063719115734,32.440316036728596,38.33771679054698,42.139789964994165,31.88270719816461,26.164387633769323,14.692797960484384,34.634432466708944,19.532748143146524,10.486335586247428,45.416984732824424,34.14853472501004,20.47931276297335,22.826916855386607,34.88604160385891,27.531544597534445,31.649193548387096,24.76850207223209,35.168666438121356,16.961170358217117,29.809215844785772,26.616473616473616,50.371200607902736,23.734769364664928,15.373046875,28.151921537229782,45.348527131782944,46.249707374170896,47.93686140948389,25.79252390611417,23.26342525399129,19.85734529995276,36.128146047500884,27.797774869109947,29.37032997000273,22.044642857142858,44.89534510433387,24.909319899244334,44.0649194517913,9.82281136753767,20.80652080652081,22.815501263689974,29.730649412892404,20.91530139103555,21.04482225656878,28.14089679165056,23.51848084096304,13.478512188992209,14.291329904481998,20.448698315467077,9.42179802955665,14.969341408024224,27.11211477151966,23.661039390930156,24.235796005429513,18.107001693958217,19.438672438672437,23.267123287671232,18.40901213171577,29.272822665267576,26.324022346368714,14.494971264367816
01:30,42.6,18.352043929225136,13.656230432060113,24.905021834061134,31.670366259711432,26.06190558533633,11.803155522163786,25.437785800240675,30.45616067979915,12.385146010577143,13.523963730569948,33.303456221198154,37.79311001141987,42.54798331015299,31.41013303141806,26.210526315789473,14.694603174603175,35.33613184079602,19.98688888888889,9.84244946492271,44.31387559808613,33.18251410153103,19.33548156104547,22.456888323258035,35.05631659056316,27.839181286549707,29.551190476190477,24.662267546490703,35.85234669407331,16.967609113368102,29.545362289425615,26.7623719206453,50.92036405005688,23.648595689092097,15.068978955572875,27.58326677316294,44.02696296296296,46.12704598597038,48.06963861777895,26.640635126377187,23.851093860268172,20.255450236966826,36.31908070550508,27.332896031485735,29.720264317180618,21.94189071986123,44.60523763336566,24.149270173505922,43.673851921274604,9.982160170641846,20.620985979194934,22.16769929781082,29.301782273603084,19.999374804626445,20.926368542791057,28.201921229586937,23.637458193979935,13.22915082382763,14.175627906976745,20.20734908136483,9.365479115479115,15.486891385767791,26.53787493645145,24.3946937438585,24.45175694039992,18.54354609929078,19.86593151479977,23.45994188459942,18.669206789054382,28.741781548250266,26.378109452736318,14.16507703595011
