Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
00:00,31.719419237749545,31.047752808988765,33.99223602484472,80.08258527827648,55.35404958677686,124.9196675900277,34.31629532546964,35.11045197740113,32.45951742627346,96.43504901960785,38.78355586788475,19.132455460883037,20.657794676806084,59.42638463679376,22.05559384332644,33.63392347230154,46.20741825280625,41.87372501019992,50.82224532224532,55.91531021467327,20.51283637488401,48.47400085947572,40.69232480533927,53.441337993010485,102.74530428249436,79.62414800389485,46.95587311557789,70.5361315447858,50.45604256397264,56.2187833511206,47.2246835443038,91.75807787903894,47.36159263271939,77.11189279731994,70.88918439716312,66.51094597308696,64.86965545869656,18.43426949507021,26.94858919177427,46.71897570584373,70.69355597365946,44.58719920615232,60.72712302987532,61.778364116094984,45.39625360230548,66.84027777777777,53.261826182618265,46.96450060168472,41.038427691405104,59.062942779291554,54.52197518097208,64.9592032637389,35.15004631058969,21.628024193548388,111.28380901573753,13.488494411571335,14.166532582461786,66.49652488184599,41.210220673635305,35.67299035369775,97.5986975986976,19.248449232778324,31.96486090775988,27.61646529924136,32.4199634814364,64.85117608265553,22.19237588652482,12.510891089108911,75.14922184925237,14.463885429638854,69.59495284221259,33.073969508752114,38.19582955575703,13.369898622303094,31.62372881355932
00:10,33.22714078374456,31.90230048281738,32.72925170068027,80.7636748262315,56.47580914247581,125.8542243767313,34.4181156490093,39.49554805035309,33.19904458598726,96.55293034673213,39.84789644012945,20.031928480204343,20.975086505190312,59.800706905927136,22.332278481012658,33.835926449787834,47.6617538688283,41.84941848602326,51.203779366700715,56.39135569201701,20.081738230729435,49.63038839095177,40.97425506555423,56.826329113924054,101.6587401973185,80.79701638542431,47.66134085213032,71.18358437022484,50.33392720794095,56.76228038723557,49.704974271012006,92.95969931092085,45.925637583892616,77.885,69.8605915615485,68.94581395348837,65.50710405348934,20.35042861365652,27.223360655737704,46.89570350934733,70.46410136086344,44.735772357723576,60.23371104815864,62.55202754399388,43.42945874001774,66.47944874274661,53.37719298245614,48.02451573849879,40.280681150910155,58.6123238463664,55.0286895838718,64.49298500241896,36.477427334570194,22.401477005706614,110.16390816871329,13.633093525179856,15.029003267973856,66.28112894299944,41.51482558139535,36.088896125040705,98.19417475728156,19.814983713355048,32.773805180591026,28.747184684684683,31.857577601947657,65.32808280828083,22.05499704316972,13.688172043010752,73.87672070969715,15.393873085339168,70.68505338078292,32.53586497890296,38.255524861878456,13.66641045349731,32.09180166912126
00:20,30.45946902654867,29.133508618171195,32.79364348226623,76.0797681479437,54.89282068730861,121.42817679558011,33.253995680345575,38.67113494191242,30.895788336933045,93.64757843435882,35.896100808369,18.53517523663341,19.326572705397044,55.03157894736842,20.530054644808743,31.261043032202906,45.33697764820214,41.28639273177782,48.489703666499246,54.26622920084368,19.46089552238806,49.13387337454701,39.2367207857286,52.48854961832061,100.02055837563452,78.1040590405904,43.46392879450344,66.40025548222269,45.42055837563452,53.83440170940171,46.35023236163921,89.9940119760479,45.2586160833556,75.66888077050814,65.9872380952381,68.37989236790607,63.24364754098361,17.822671823861945,26.18642491864249,47.121105043366526,68.61614265603004,41.87578419071518,60.344088669950736,59.77526395173454,44.30320699708455,64.33974513104111,49.49429824561403,46.22242206235012,40.229713952130766,55.1614289551437,52.38690629011553,62.60447222890118,35.03482587064676,19.577867473932056,107.05785562632697,12.934426229508198,12.162744315915436,64.12861915367483,38.1444476999707,33.26109660574413,92.75835370823145,17.095160766482625,30.430763609791743,26.64114968696642,29.37685101239045,57.386859865025805,20.469248965109404,10.978501628664494,70.09466911764706,13.143265565438373,66.71978305785125,30.295690936106983,35.06107226107226,11.185117133670188,28.66650485436893
00:30,27.469285714285714,28.07810281170122,33.28203808543489,75.91349971639251,53.201460338533025,115.66448951529735,31.134792122538293,38.31893382352941,30.18249733191035,92.80275229357798,34.793756145526054,18.334003013561023,17.22475455820477,54.00583430571762,19.507339449541284,30.044408774745854,44.50698016164585,40.74949454104327,48.05483704086912,54.1760092272203,17.650565262076054,48.11276412246658,38.95123900879297,51.922272047832585,100.64897649734648,74.77285112707456,42.92454617205998,64.91427355881727,45.670530654301906,52.84817671809257,44.15939204988309,90.64960629921259,45.407943187795894,74.44261213720317,67.37313153961136,66.92061955469507,62.332787220970715,16.606218387384708,25.564879941789957,45.79389067524116,61.952780692549844,41.32822161761069,59.56672932330827,59.291273139403096,40.76139147476727,65.24887414079166,47.67174575533304,46.760765550239235,37.99303540336622,54.83245382585752,51.04371303677038,62.54083832335329,34.2962849247774,18.9701242027526,106.36745546397235,12.88933601609658,11.837254901960785,63.263333333333335,37.28122218926135,32.919547872340424,90.90623726049735,16.12146529562982,30.206042955951947,26.236046511627908,28.511551155115512,56.07979458818882,20.292764153799578,10.851364682670175,68.43421846710923,12.514851485148515,65.16948310139165,29.057358053302433,34.83679114799447,10.318614296169798,27.664605137963843
00:40,28.483170466883823,28.44705882352941,31.5916142557652,77.90052356020942,54.57609405617244,118.4923928077455,32.04598698481562,38.03795432614989,31.142666666666667,93.91358399029716,34.85933503836317,18.517380352644835,18.189047785141263,52.432379894473755,17.71786527822974,30.502419584400798,42.76979116075765,41.080300874161416,47.89212678936605,52.43363463368221,18.14463650228775,49.502548853016144,37.00445822833883,51.73491490458999,99.18734241048915,76.03986135181975,42.87802958766132,64.4614551754006,45.997656860192656,54.07228070175439,46.39837398373984,89.3594784768212,45.686166007905136,74.76675427069645,66.16734033953112,66.05708154506438,62.48230616302187,16.617772546711784,25.604340567612688,45.4090616966581,60.92287555376561,41.34707903780069,59.923928403203014,58.41269841269841,42.28011611030479,64.02366863905326,49.11505002174859,48.20470798569726,38.04028021015762,55.407467532467535,51.73477604428787,63.21353419416547,34.53636084688555,19.775,106.32472717593825,12.915824915824915,12.049082053203447,62.54032933296121,38.337260677466865,33.172585462993695,91.81763285024155,16.762011531069827,31.812114617337684,26.88824718452209,29.22802280228023,55.97554620164362,21.178322736905844,11.258297732500822,67.90218676122932,13.093309330933094,65.52872394509406,29.61203729867194,35.52249770431589,11.245033112582782,28.958333333333332
00:50,30.092619392185238,29.590713671539124,32.227155172413795,74.2987012987013,54.93672537508154,118.43707015130674,30.93324937027708,37.57072530357729,31.136890326057667,93.47291092745638,35.684602450156135,18.737974683544305,18.987834549878347,53.93736442516269,20.360841058105358,30.243762546601662,44.87649105367793,40.94015484410965,46.973917322834644,53.71493756003842,20.391674550614947,48.62937513420657,37.53792692613185,50.83701521845852,99.91928137651821,75.61793035317362,43.420813059174385,65.12351543942992,45.322505800464036,53.93763066202091,45.85926870748299,89.13689727463313,45.70253833950291,74.71679364027824,65.73988764044944,64.01606893339543,63.279991988784296,17.357805023923444,26.763164164879676,44.57995458968537,62.95973583297827,41.50669975186104,61.19719314938154,57.51291651067016,43.12463199214917,62.33702455464613,48.78671943711522,46.18999100988912,38.63920873929732,54.86674846625767,50.749278025728536,63.32421406287497,33.66595223515003,19.82463816896668,107.3946949602122,12.499024072869226,12.499803998431988,62.50405367626502,38.997610513739545,31.34450531743474,92.81242387332522,17.002246469833118,31.81342475640563,27.006051873198846,30.51472320376914,54.17068793619143,21.001822600243013,12.196537351715293,71.25268176400476,13.839976204640095,64.4951507208388,30.59626802374894,36.108472998137806,11.635447394296952,28.765998089780325
01:00,30.13641245972073,29.2620886981402,31.953011533532678,76.53335233751426,54.320723133578845,120.09410548086866,30.337050805452293,37.82755359394704,28.279889426399446,93.43208751139471,36.27153789187855,18.545500505561172,18.34008379888268,53.27582477014602,17.825257893091592,31.14716781365802,43.41866731994121,41.632560066280035,50.331536388140165,52.012,19.639150943396228,49.2263868065967,35.842665615141954,53.345056065239554,98.16742654508612,74.19358816276203,42.92081696779262,64.67191205001077,45.417556655379,53.56087262491204,44.96908023483366,89.34822739668554,45.969118031928815,74.03469927296761,64.11424276587749,63.50293358366581,61.94231912784936,17.478877444394687,25.145798419918602,45.07889672867223,63.12555958217864,40.58121951219512,58.89634288376427,57.31226343679031,40.044322709163346,64.05568833652008,49.05058874836459,47.17135167464115,38.19003854135784,55.8368700265252,50.96982868831501,63.711982675649665,33.49193302891933,19.762997974341662,106.79525459877367,12.62534435261708,12.445707565660525,62.226930582659605,38.441099093832214,32.925131926121374,93.20350734094616,16.712676962676962,29.823529411764707,26.261904761904763,29.64422793032182,54.662250346054975,20.37457989611977,11.625123966942148,69.37230320699709,12.877389984825493,63.26025974025974,30.127732046551234,35.013653483992464,11.249521531100479,28.63773768893223
01:10,29.84130893736805,29.53971895612274,32.22389837236999,75.90944444444445,55.02199223803363,118.14142114384748,31.622657952069716,38.47554259799158,27.903255387436957,92.78773006134969,35.490214572034894,18.694811800610378,18.822113707708407,51.488972565895644,20.46363002556356,31.34786324786325,44.154162633107454,41.55843361207424,48.41025641025641,51.8150522317189,20.50858175248419,47.92814371257485,36.31052215189873,53.18784810126582,97.01064619955434,74.93725490196078,42.917963885429636,64.61464898935014,43.590052750565185,53.64908579465541,47.375638841567294,89.01549089386644,46.00701480904131,73.73993399339933,65.26720724118424,66.9072662601626,62.588072669826225,17.286357571714476,26.077156177156176,44.18205210678675,61.68346422338569,40.966110142038374,59.72739820565908,58.80553449583017,41.48416950803702,63.2087123025371,48.71018683274021,47.4445765230312,37.67128946591915,55.063248815826135,52.861603797152135,61.32373244465603,35.17603458925262,19.89793849273403,107.81376195536663,13.109260493004664,12.006229388054232,62.055912776069334,38.27819332566168,32.83613163196777,93.41776315789474,16.895799935876884,31.330324909747294,26.39458525345622,30.620659211300765,54.69720957846824,21.108554572271387,12.223086900129701,69.44771634615384,13.207297892419,64.42200156780768,29.54311563471869,34.934606205250596,11.730328867235079,27.884448724121327
01:20,32.67885024840312,30.398275862068967,35.767136606708796,78.0915553028149,55.32846715328467,118.7062263501892,33.540109197816044,38.96830985915493,28.267329020332717,93.26314162028447,37.79195289499509,19.159547092125578,19.778047933310177,52.344846195358876,18.47483660130719,31.636437246963563,43.7774302213667,41.84825616969203,49.33508403361345,52.31525911708253,20.840325988530033,47.144549763033176,37.007949125596184,53.54332313965342,96.22363500373972,75.02281553398058,45.43255017893263,65.95841497931634,43.553951553706874,55.210898796886056,47.50423728813559,89.506382088303,45.767245918904685,72.23548812664907,63.16196525312909,66.7723700887199,63.18934442463854,18.206841801385682,26.859277108433734,44.767352185089976,58.43078175895766,41.0501606127996,58.015377553362406,58.70599465444826,41.86352479135984,63.12878237714839,50.473938860787335,46.544645505784636,39.17964071856287,54.05702851425713,51.70676493814162,60.941375150784076,36.002163833075734,21.02351360429963,108.70459345300951,13.304430379746835,13.90576923076923,63.57282639083031,40.15250291036089,33.57128547579299,93.16440422322775,18.226033985251682,31.203322499097148,26.8621776504298,32.21661285588494,57.940457097032876,21.37323943661972,12.875204716672126,68.88365064974313,14.941511697660468,68.6502564102564,32.029178470254955,36.89292452830189,13.80891719745223,30.03423680456491
01:30,33.83745963401507,31.780191138140747,34.470788912579955,78.11856253537069,54.7952240758914,119.15196416264645,33.674418604651166,39.61050903119869,31.971171647712247,94.51401293501694,38.26074700493305,19.114154082416174,19.86220062478306,53.176371308016876,21.298241500586165,31.563221476510066,43.7043935052531,41.86344712739384,49.533705017739486,52.50905624404194,21.040124416796267,47.38819547281574,36.63255166931638,54.00750375187594,95.19718663652348,76.51353965183752,46.03242742433601,66.50593406593407,42.96665019762846,54.256159420289855,46.603855232100706,88.89853556485356,45.56383822363204,73.13359920239282,65.28391528334288,66.26297049847406,63.19182083739046,19.62857142857143,26.561765411369635,45.3323782234957,66.15050959943115,41.478562577447335,58.79349816849817,59.60653846153846,41.68058350100603,64.23750905141202,51.360380278576166,45.988063264697104,37.68276066350711,57.032795997776546,53.06912442396313,60.21067890794878,35.51947647242132,21.655631399317407,107.27538907939858,12.457777777777778,15.403394255874673,63.8721027645909,41.16039952996475,35.99133910726182,93.3762190547637,18.779245891073156,30.92798280186313,27.532618150188462,32.70987297921478,58.16840417000802,21.800868486352357,13.120337333765812,70.82415576513539,15.272991850989523,67.7682425488181,32.67604433077579,36.51626794258373,13.42402435649045,31.393355801636975
