Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
00:00,472.91029297381385,457.4337732160313,540.4377411434584,256.0190195553174,162.12876190476192,203.51610169491525,163.50193457615194,418.10746210649046,277.9802354920101,446.3297727272727,281.2642131282615,96.5191661062542,349.9776480064438,417.15200659703135,187.99338544798556,518.7559029474027,409.4282185012352,365.5748861047836,677.8309685379395,391.53759148369926,575.1713632901751,63.60973754279193,81.97037870266217,482.4705767350929,349.54430719656284,103.04009678534393,199.9917195694176
00:10,484.7086919104991,453.73543808125305,545.612389380531,264.88513513513516,168.15299026425592,197.70503446835178,163.64778325123152,425.8466666666667,282.2122475856014,454.22661596958176,287.2819872328615,100.8651055408971,355.8522378908645,416.5453554889676,205.1636952998379,526.1496820479374,414.9816989893472,372.57011834319525,674.7021078735276,395.0721013316012,572.2545871559633,56.62110016420361,82.45393509884371,480.5843670013782,348.6938232161874,104.66947073256222,198.0071803369235
00:20,493.20472440944883,462.6158551504771,528.9054101221641,254.3935160780179,168.18564356435644,195.51663893510815,171.98480463096962,425.27211954384586,276.28619528619527,461.85900652282993,285.22644203312393,92.60619031939414,349.7079307568438,421.80480397570403,192.8379685610641,527.0673828125,410.21022572749524,364.86734992679357,676.0545622688039,401.8768328445748,583.6293201671098,61.025963808025175,82.90075512405609,483.1764474202442,348.95323545405114,106.04841518634622,201.77413333333334
00:30,496.9326180257511,472.2846931229973,537.5065209728587,254.7096688741722,174.24849094567404,194.41290726817041,171.76102675343455,417.948046875,287.0606128886886,419.9093275488069,283.80298837852797,95.65408163265306,345.1882494004796,417.9346439957492,189.39903556359252,523.7298859804079,397.88147948164146,359.24359720605355,664.5031731640979,402.99801652892563,578.8673970532678,67.23209498276522,83.42686120463898,493.04686876745114,346.2652497929892,106.93405443126308,203.47560650493202
00:40,491.03561526978035,467.7805764107532,531.7453590192645,261.4733458344495,168.6907514450867,192.3173640167364,178.89289539450198,414.202170963365,277.45293732255954,441.3679599499374,288.6548997458345,92.13748335552596,343.5197197197197,416.99303509241895,187.40374170187084,529.1568531239777,402.91178872855977,358.079988928868,665.2760882528324,406.9618067087346,576.644578313253,65.82219705549264,83.74759793052476,492.048862512364,339.62837108953613,104.47562674094708,199.01013420980553
00:50,499.41879619852165,509.6372199592668,526.8034398034398,255.8189792663477,169.32725359522973,189.50052224775433,175.86702702702704,437.73217802284364,286.5515555555556,444.5595893840761,286.3601108033241,97.124633908233,338.8132241310428,421.3407140880155,189.64784456587736,536.8229389501399,394.57976445396145,362.14714881780253,668.7939652544956,404.89005924950624,559.151822623074,60.91365227537923,82.92631187197618,490.28438182179,349.0148448043185,108.05276116778052,196.23736812881734
01:00,500.2259756609316,460.5424133811231,519.0723776223776,259.6495703544576,173.93926868044514,190.32462686567163,175.45961608113004,420.67481567714395,282.74119448698315,444.75087543771883,289.50084222347,97.09488341968913,345.81046757744855,417.66342254663425,191.44770642201834,528.132502831257,393.95513513513515,353.48467112597547,659.1588951588951,406.8459521468371,569.0052611800076,65.61036980556615,83.02141327623126,489.0592680986476,348.88786064235165,106.41386628935267,201.14897482481183
01:10,494.8696401637578,477.6515628786043,535.1543079096045,257.63594344752585,177.84763212079616,188.933290978399,175.71953065859196,400.3261573633073,287.18944307761126,444.20297904569554,287.5165054069437,92.58415504930296,346.0417832866853,421.38368661121547,196.78286637931035,523.1527822974292,390.08133187772927,358.71523754345304,675.9446676970633,410.64481959616023,564.9008233532934,67.43238095238095,83.45065906661917,480.35170760934693,348.4591700133869,105.88233240223464,197.0248742314142
01:20,495.4855819827405,435.59198746642795,517.7701471618781,248.44792503346721,171.6937687437521,183.8429820907955,181.38713235294117,384.6871519108892,270.0094379194631,433.45513784461156,284.01109215017067,92.3889443889444,334.3520539789641,425.70079386805367,183.4801466096518,511.18598207008966,383.3126859615905,360.29839883551676,660.6701586351392,412.0244305051172,581.3923908989183,65.06948176583494,82.492,472.57737373737376,339.42857142857144,106.50123196057726,196.50564271951555
01:30,485.6145322821223,431.0361529548088,512.6263966480446,259.06068816039016,166.36568322981367,176.2815273477812,175.11041589988957,397.5017387944359,275.8072927708289,435.6093081761006,292.0175741861135,96.65358417126176,341.3444180522565,423.94263862332696,191.93512064343165,518.507281553398,379.31427797344895,359.73381712626997,671.934421182266,411.41468253968253,568.2266964951529,68.78635346756153,81.95819935691318,476.82745258005303,335.3656002187586,108.3039663039663,201.5026371308017
