Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
00:00,52.437710437710436,37.25979945305378,27.751800288046088,21.76151515151515,38.60748106060606,24.09038022023686,19.914599236641223,8.656128674431503,14.871214438666259,33.079566003616634,40.50418925579103,38.6171875,45.31457610312345,26.190251181298184,16.303731953146283,26.20935503812075,39.60087445346658,18.865992153623786,17.93382783525278,45.765066964285715,47.74825174825175,32.069994093325455,32.89302199294054,23.331103222282906,64.84468524251805,26.17433056325023,14.674321503131525,63.62764771460424,24.76312869822485,28.918926886792452,15.421917191719173,23.692610609219365,38.77685950413223,63.05059422750424,28.880351573575275,68.73175089331292,53.47684865238424,23.969274887341253,33.594672013749644,24.445830363506772,25.530076249646992,18.784773060029284,16.434293429342933,16.839337175792508,11.303719643406087,26.39476656626506,25.79445832387009,30.417256922086285,14.47849223946785,31.329249617151607,19.97739651416122,14.010809231668127,12.419233186675047
00:10,53.20779619398404,34.15193704600484,27.720396326727887,21.20139098881161,40.23841059602649,24.160180253994266,18.946241674595623,8.63477537437604,15.051869316268103,35.257562144354594,41.760555555555555,40.57476875642343,46.61678389522193,25.461165048543688,16.635767022149302,26.668400249635948,42.63328050713154,19.12647484992755,17.64924048135727,47.69592298980747,49.096816283924845,34.01307189542484,34.963157894736845,24.16967459666393,68.10064516129032,27.01328903654485,14.208828522920204,66.70275358907978,25.395587960366424,29.803533992213236,15.920603237968507,25.522676246070947,40.016765819361815,65.13838209982788,28.641417050691246,69.55316973415133,55.98830409356725,25.03253750264103,35.718776793369535,24.93530701754386,29.961867919314727,19.37265105521827,16.406447249774573,16.791377245508983,11.116733933561006,27.175643161206736,25.92358276643991,30.622243528283796,14.684109354976506,32.90556073314694,19.83473541383989,14.352775429698507,12.719377835385613
00:20,54.39769707705934,36.33984375,28.979233621755252,22.659392509584194,42.697563426274804,25.862033620336202,20.228646517739815,10.214907508161044,13.82123473541384,34.64082462253194,43.861971830985915,40.91967255052443,47.62231863099542,27.185913389746144,17.145889306824287,28.4200462281992,43.103001579778834,20.038477366255144,19.134372533543804,48.89711241940006,49.83660806618408,35.129502828222684,35.53873824017709,25.19416540525664,70.78832684824903,27.801945015896763,14.99526707234618,67.95883832609192,26.221333333333334,31.018702513150206,16.138114209827357,26.22516259250953,40.7261620185923,66.96697949252693,29.992565055762082,70.49213309259737,57.86150712830957,25.67059780398536,35.139207807118254,25.848484848484848,28.970646344905447,20.028089887640448,17.683441923163333,17.632480694980696,11.702945736434108,28.01250459727841,27.112884834663625,32.20878421387651,15.28434365460096,33.47914706804641,20.608707264957264,14.366471215351812,12.293375394321767
00:30,55.86157086969606,37.759346528432296,29.151637279596976,23.570845481049563,42.911734951947395,25.788093255620318,22.127288968289413,9.397298042459333,17.504736530491414,34.36770258495498,43.503003003003,42.30863553352465,46.57037401574803,27.946920380570855,18.013761467889907,29.054455445544555,41.68242830994509,20.100840336134453,18.64475743348983,49.5684855233853,50.886141164348274,35.952997890931,36.73548031929535,25.335885300668153,70.43038631060409,28.987614937136424,15.205350118017309,69.26231816048804,26.975651189127973,30.828106508875738,16.93956414288924,26.983114863363696,41.563844268989925,67.17031630170317,29.91613832853026,71.3047619047619,60.30664857530529,26.71660004207869,36.6961736150771,26.185474860335194,32.14804623004953,20.09941690962099,17.885260770975055,18.072093578419672,11.521846916640843,27.352754435107375,26.287974683544302,33.38973509933775,15.611218985976267,33.28737437185929,20.86284489686579,13.906923297902901,12.655478150728309
00:40,55.57539097078784,36.916409623689084,30.14177831912302,23.16897262290256,41.917930204572805,27.303608036080362,20.6455002284148,10.038778877887788,15.896196002578982,35.82288355966484,45.501160092807424,42.66754547851305,47.29160636758321,28.52771618625277,17.224958030218243,30.245104232469995,43.86374922408442,21.414568158168574,19.205754828537643,50.051425377305755,51.92101187403201,33.76264705882353,38.245490417136416,27.11361450748729,73.49858137735363,28.716549944710653,15.66043507817811,69.53571428571429,27.50076219512195,31.663868065967016,17.576689774696707,26.9237012987013,42.08402684563758,70.09889731219849,30.31085714285714,72.01201738685758,58.81232970027248,26.800291545189506,37.01671951571058,26.81675392670157,33.525020508613615,20.11013473930873,19.5004625346901,18.2031891761295,12.228125,29.235874255188,28.070250734131466,33.02799622522806,15.586617405582922,33.67458279845956,20.757510148849796,15.257904525728456,12.909496494582537
00:50,58.072874493927124,40.16351769151494,30.870048309178745,25.4976564653984,45.62375223957,28.78151787581016,23.079198907601274,10.785064756131165,16.78437190900099,36.71861986912552,45.360997963340125,43.02691790040377,49.87016506528702,29.678413011335632,19.434408004446915,31.343143393863492,45.07028360049322,22.055589617821376,20.96076892899176,51.10137741046832,52.90128305839225,37.78394332939787,38.67531380753138,27.746399670827046,74.91233090530697,29.663362561951963,16.695712309820195,71.42804171494785,29.65473441108545,31.815551537070526,18.090604775719704,28.418657052726452,43.02416998671979,71.49189570119803,33.2495004282044,73.8757442402278,60.685135135135134,27.74852492370295,37.97172533179457,27.260049804340092,33.54790336017773,21.24341131181522,20.544107744107745,19.56416406812185,13.421709295071741,29.816812348893436,29.397912885662432,35.73089483997387,16.56169584475849,34.485284708893154,22.382424735557365,15.66884855697709,14.651222651222652
01:00,58.43248644019412,37.615260785576304,31.43546845124283,24.476093885830196,42.21052631578947,26.492000831082485,20.389705882352942,9.10962032543534,13.677927189242375,34.79920739762219,45.28260869565217,40.57288317256163,46.534713763702804,28.990135635018497,17.71628427532177,30.224333815327412,46.26485461441214,17.93967587034814,19.621932216595248,49.10054794520548,51.07522697795071,37.82783091638383,37.46181318681319,24.963739142423826,75.24712343096235,28.380988593155895,14.314533622559653,68.9584862385321,27.847487339306582,31.115916446013532,16.83865325754263,25.684001865671643,41.421792152704136,68.11994372142104,30.08821010562375,70.33255512321661,60.12735849056604,26.82170203456574,36.77141203703704,26.596370235934664,35.398307398307395,19.264550264550266,18.4343365253078,17.911029411764705,11.119246215631758,29.780773981062165,26.778080326752892,32.85016393442623,15.438272898763362,33.235537190082646,19.821969696969695,15.025641025641026,13.233865814696486
01:10,60.81518540317834,40.40515390121689,34.13152400835073,27.06234817813765,45.33020908435472,28.529889606332013,21.522090059473236,11.631827003049626,15.792305184219106,35.04524886877828,48.13800904977376,42.934576912679105,49.57957884427032,28.42807966560118,19.603310344827587,32.71970649895178,46.97352024922118,22.685294717519884,21.662482839772505,52.756628523583586,53.37156201349247,40.615194564546016,38.63611786969451,27.05717081353089,77.8998168977243,30.221992481203007,17.022390630382365,71.28472382713196,29.786121486141145,33.91159420289855,18.2917946467749,27.71854764107308,41.894872455552694,72.24403927068724,30.528824200913242,73.98590105101256,59.30503252310852,28.93858168003377,39.03246376811594,28.549843695727684,33.43071786310517,20.630823322590096,21.278278503830553,19.774512165743193,13.30384854127871,31.689230769230768,29.070762229806597,35.82130928523714,17.07107579987116,35.27599486521181,21.96330275229358,15.695886524822695,14.746103896103897
01:20,61.78328173374613,41.215074723846655,35.40718141281389,27.793250141803743,46.12262204904882,30.194201084689194,24.29221071589374,13.055724137931035,16.206625122991145,37.16968395213256,49.601039260969976,44.71949584338965,53.61194029850746,30.217875711809853,19.994081172491544,34.29029462738301,47.680851063829785,23.608865175456597,23.167358229598893,53.722052704576974,55.981770833333336,39.02042042042042,38.73681462140992,29.087533156498672,80.08227848101266,31.66912320483749,18.887299371946966,73.79041222788328,31.460295834955236,34.68927725118483,19.799644207249276,29.59481582537517,43.86104417670683,74.24574209245742,33.37300228310502,75.2889286627461,60.92491349480969,29.833009708737865,40.35927627800115,30.271785714285713,36.325453545904345,22.337295690936106,22.906176883481518,21.569650550502633,15.209687308399754,32.062853796603555,31.25667118950701,37.1786395422759,18.145483613109512,36.207813525935656,24.48667439165701,17.022166607079015,15.91448118586089
01:30,60.95359239586246,41.04367088607595,34.44952644952645,26.676641221374044,45.495753457898566,29.030232558139534,23.98931909212283,13.507671601615074,13.931372549019608,34.33088909257562,46.627351296390444,43.804382259767685,48.72563087580406,29.779586877278252,19.505157513242263,33.67698343504795,47.42152605459057,23.366060845515605,22.752551020408163,52.73447419265802,54.36474242816464,37.81671241232083,37.82533889468196,26.78444747612551,79.56876150407572,30.344658361645905,17.824820020569078,72.27594070695552,30.33456742010912,34.728453364817,18.957451548229002,27.74233825198638,41.96551724137931,74.38150087260036,31.69753979739508,75.1545130035696,59.70338397790055,29.271012366380212,41.72590738423029,26.969871794871796,32.92041329237643,20.514796366832698,20.711971830985917,20.470616570327554,14.03529044347283,30.360622185837087,31.107699254910816,35.14842004468561,17.244108108108108,36.16871761658031,22.46356715606308,15.112387457311394,14.741623711340207
