Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
00:00,258.6166936790924,117.62851711026616,120.75442176870749,140.96629213483146,272.056882327399,85.62833729844039,327.56116504854367,211.8094257606955,379.57395823308633,266.6955977988994,1039.8212137780208,341.91145152251073,328.9396140278066,305.34936861094405,126.42759924385633,288.39185489390826,165.2683163512858,1194.497830802603,448.2395091053048,603.2175732217573,736.5884393063584,215.17401960784315,426.7757245672048,570.4959522795058,703.8036397573495,298.59178605539637,503.7453625632378,322.8291178285009,228.3914295392954,177.9338189386056,896.0107428987618,267.11169829449915,326.05246833807183,163.08850645359558
00:10,235.4904086738949,108.61510204081632,110.91320406278855,133.6797138047138,251.67442371020857,76.84435261707989,314.30784574468083,205.42516770761046,375.42399302865994,247.48652053413957,1043.4829223744293,329.1863551401869,311.20070642011217,303.91160220994476,133.62855517633673,272.4671761028135,160.84405880935165,1201.575090909091,437.0475718533201,604.2209199469262,695.9972752043597,191.06830417227457,431.6863475872891,567.1654981941789,682.1127205199629,289.3137365743358,481.3546653639472,302.03568320278504,222.98934911242603,179.40281276238454,860.0826642335767,256.98209596562424,316.6602067183463,157.75208140610545
00:20,244.7467320261438,109.84478178368121,116.11924925612269,134.38075990299112,263.9608950684336,84.34313987697246,319.07760314341846,206.9207007837713,375.5228815202637,257.5960578842315,1059.140219378428,332.5438498699368,314.80544105523495,290.19457928802586,140.63004146249529,282.17279029462736,166.51839544267742,1195.778641127575,441.2453987730061,611.6898537882145,716.0237631476432,205.26308813783962,432.83206553540083,572.1633652822151,698.853701473177,295.33530196227855,495.1462360122075,315.2626756261454,227.29250425894378,180.55350476980507,875.2983546617916,244.09141074856046,322.92224510813594,159.31629876020563
00:30,234.59243200630667,106.14516765285995,109.11805395434632,131.02257799671594,254.57036550667542,78.96400541271989,307.5654799745709,214.0206976744186,369.3388078446527,250.16683467741936,1068.9384756657485,324.2848620432513,305.67192036499375,280.1764238936297,130.23372894333843,274.21160949868073,168.80708848715508,1184.005951307484,434.5603259789306,601.8473198594024,696.4021909233177,195.23402777777778,422.20412933385273,566.4470338983051,689.2478426278185,290.0182166826462,488.7560155239327,303.922286059873,223.4251476793249,180.04099222198866,854.5584843492586,244.62634989200865,319.728523228653,157.74
00:40,239.13145353455124,108.31150038080732,114.53194888178913,135.81930693069307,260.7133275638252,80.04367631296891,323.7631498935847,209.7615225865627,379.5724595842956,258.121932899349,1073.9388838060383,331.1271076523995,309.84271047227924,285.35058397100283,128.2358581016299,276.8101688951443,161.75547445255475,1125.150233058444,445.90491283676704,589.7870329670329,711.921484375,202.23196057726153,437.6187304075235,571.5165492205851,699.1084866025582,289.9086940015186,495.93111871030777,309.9496381182147,224.82089807068465,183.36530528052805,883.9957898590518,246.26729559748426,322.22333848531684,159.09821428571428
00:50,236.65542462413654,102.7075785582255,107.7020097020097,124.74131736526947,246.7379818103075,79.9912559618442,309.77653123104915,204.7552204176334,369.58013283280394,248.2724993732765,1062.6709925059404,324.0601194921583,290.0847977114835,277.38793625176515,136.74327674995232,273.6872785258682,159.74519230769232,1136.427802690583,429.0665603826226,598.6948205458843,681.5161173487867,190.10413276928082,428.221484375,571.9157315265721,687.378217637766,283.3707736389685,475.3332528957529,296.8531363088058,223.99218086010538,180.51267257366578,840.0241935483871,237.13979788257942,317.5616866215513,155.8585021485574
01:00,236.80808493262555,105.58183856502242,111.31961370429984,132.39462063428343,249.16203804942052,79.55697211155379,310.86800962116655,222.9208211143695,371.82555566246515,255.45488816285499,1081.1030380673499,341.1197156752712,302.11659836065576,283.7386386588568,129.5984718242598,270.51093834749594,164.81717850287907,1165.1422142214221,444.5482525814138,601.548275862069,701.0039093041439,200.43680167597765,442.9586532782044,569.0844922039612,696.2192786763339,283.06975414522583,476.83291583166334,308.565178032589,218.27295788939625,180.7382036423841,854.979305247598,235.71618357487924,321.36692708333334,155.94042019441832
01:10,238.5010101010101,105.25217076700434,112.26793056190041,133.38997995991983,249.5860969387755,81.44993359893758,308.7352854185152,215.16058063052847,378.61897416120325,264.18170331058883,1106.1700109449107,347.69686215913333,312.3990147783251,287.39626850537417,133.97938740127142,279.61963842609003,173.36348408710217,1137.051282051282,450.70762796255724,595.2848837209302,716.341617357002,198.33436745949672,442.34377447141736,577.8300253378378,700.9022570244127,286.36353166986567,488.7363770250368,315.3943113772455,223.86182749786508,185.59181553801412,868.7214510457153,228.83702262223304,325.4039267015707,160.9678516228748
01:20,229.70697124852305,106.862056480811,111.7988649262202,136.84596774193548,250.9010405606286,84.38816134101624,314.361581920904,214.88257575757575,381.0660377358491,269.7229678399595,1075.4288317842172,350.1569213525126,307.11099733770226,278.3386305670002,133.32713898567556,281.3822913028292,160.17422096317281,1097.651221264368,445.3170780254777,597.1014399312272,714.9577133907596,202.2477448453608,438.82578125,573.3214209742608,704.820285846012,286.5933346176074,502.6636834667923,315.8249924173491,228.35065598909526,184.76859332918997,862.9670895385182,229.40600775193798,324.2307692307692,162.25391945896095
01:30,219.78362573099415,102.03450729277837,110.1406976744186,138.40065546907005,245.12550954730744,80.21242697822623,307.38269794721407,225.6111869031378,375.00645720894374,262.2248791656067,1091.1179561514766,346.48155814828755,305.89057066884845,280.8189200162404,146.7488363072149,273.74350821409644,154.35652797704446,1126.164430746918,448.5530815109344,598.7404792468977,698.702861622893,197.15785997357992,440.5464018875344,569.0605868693266,696.9729779411765,286.36706919685645,483.39384846211556,312.32231901471914,223.9270708795901,187.68612836438925,853.0655737704918,238.09248973677856,324.84332638164756,160.5531181447822
