Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
00:00,42.069743323826806,38.72385141739981,54.90564714135391,34.90436646129119,14.16952380952381,22.822245762711866,18.3081252198382,37.52837155071901,22.65138772077376,15.317954545454546,24.411150782751992,18.048419636852724,40.13652839307289,51.4934029686641,16.690318701142512,21.37388047549259,44.31759538841614,47.41657175398633,81.25447254781,56.59115103127079,88.5997715156131,12.9467478128566,15.643794525684289,52.18240469208211,23.883995703544574,20.58105772554442,16.708252829147117
00:10,43.70611015490534,38.729319627998045,55.24495575221239,36.20216216216216,14.803198887343532,22.054940463756004,18.610837438423644,37.804313725490196,23.10755048287972,16.20684410646388,25.11323896752706,18.252308707124012,40.15614142652769,51.37728139471534,18.07239330091842,22.055763900211968,44.890467085495764,49.1689349112426,80.00805951642901,56.657356284507955,87.37003058103976,10.745894909688014,15.24692279000373,51.966922622563494,23.506123535676252,20.00315457413249,15.668599834299917
00:20,44.367312194083844,39.032786885245905,54.091099476439794,34.968371112282554,14.516265912305517,21.905574043261232,18.754703328509407,37.78666928824224,22.185606060606062,16.17360762669343,25.02512849800114,16.49720118538031,39.830112721417066,52.141082274986196,16.766626360338574,22.731119791666668,44.74082132172967,48.33294289897511,81.10974106041924,58.43890518084066,89.87086973034562,12.299370574350904,15.744336569579287,52.67625049231981,24.07232191408374,20.36816440264716,15.888533333333333
00:30,44.1706008583691,39.52082819817599,54.18434966513923,34.04635761589404,14.501341381623071,20.768379281537175,17.67353579175705,37.1203125,22.946822893195133,14.142082429501084,24.363309352517987,16.868707482993198,39.00519584332534,50.35653560042508,15.731766124171187,22.07563834912478,42.919546436285096,46.532305005820724,79.05741915986702,56.42710743801653,89.38194182092936,12.550746840291076,14.590722035166479,52.46110889509374,22.635937068727575,20.142707606420096,15.507597973873633
00:40,44.509703561526976,39.68370065391136,53.91278458844133,34.458880257165816,14.245303468208093,20.530543933054393,18.61906461977865,36.64741228920333,21.861323433063987,15.375719649561953,25.365433493363458,16.3948069241012,38.57817817817818,51.05009375837128,15.970428485214242,22.32253843637553,43.745984209093386,45.76307777470247,80.00894454382826,56.82829624709399,88.07868975903614,12.570403926009815,15.28048780487805,52.88981206726014,22.65776699029126,19.821030640668525,15.472199397425364
00:50,45.858500527983104,43.41547861507129,55.00947700947701,35.17437533227007,14.813048053314626,21.53645289325256,19.25045045045045,38.039582512800315,23.632444444444445,16.65373059589384,25.426038781163435,17.54506996420436,39.09668397922493,52.43647938001661,17.131754705525196,24.118150403159454,43.734743040685224,47.03699582753825,83.5266686985675,57.38808426596445,85.68019541525742,12.340723453908986,15.478228507629327,53.08672355626116,24.477732793522268,21.15617305663032,15.835091615769016
01:00,46.08036088963492,40.26284348864994,54.57587412587412,35.54484425349087,14.837837837837839,21.63495024875622,19.05577689243028,37.98428405122235,22.856267775103916,16.665582791395696,25.661706906232453,17.76651554404145,39.65056763517414,52.91132738577994,17.581651376146787,23.58097395243488,43.862702702702705,45.93366778149387,80.5978615978616,57.883644706653556,89.1131153701616,12.839496759435761,16.22555317630264,52.3796738265712,24.04028307022319,20.512557481429077,16.5979756034259
01:10,45.79314802844215,40.608916888781195,55.030014124293785,35.292822185970635,14.88538091969801,20.9432443879712,19.43679031037093,36.8407315679177,23.5754864683516,16.685937894471092,25.3030734206033,17.13600816048963,39.51119552179129,52.225918969680706,17.474676724137932,22.240481614057924,43.12363537117904,47.358632676709156,80.49366306027821,57.35253227408143,88.55202095808383,12.86057142857143,15.642679016743855,51.64609546634711,24.847389558232933,20.058659217877096,15.494130799329234
01:20,45.50831403914965,37.74059982094897,53.75998598458304,33.844979919678714,14.924025324891703,20.368804664723033,19.49448529411765,35.802957557134626,21.92953020134228,16.39498746867168,25.589874857792946,16.97102897102897,38.0837467751538,52.8833835203942,16.74160048869884,22.385004074979626,42.537192318095755,48.12576419213974,76.66028135288836,56.80620666886761,91.92204401342782,13.069865642994241,15.295636363636364,51.487878787878785,23.924258760107815,20.399859204505457,16.062207541976328
01:30,44.773066268911144,37.28250289687138,53.83379888268156,36.2879978325657,14.756987577639752,20.15108359133127,19.428045638571955,36.45846213292118,22.642145431418275,16.490817610062894,25.747623163353502,17.591631527732726,39.089271575613616,53.20458891013384,17.158713136729222,23.07135922330097,42.52858303982661,49.128592162554426,76.26662561576354,57.43650793650794,91.61558538404176,13.537285607755406,15.379421221864952,51.25351825413012,23.666666666666668,20.68058968058968,16.481012658227847
