Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
00:00,41.56616415410385,60.36584553928096,33.93201557352501,26.663009404388713,33.368951612903224,11.874889478337755,13.60516391064694,71.22291993720565,21.206967213114755,32.60989435712445,32.48030663494581,37.301367067945314,109.49894291754757,59.55181242420159,69.63726884779517,37.29841812740487,16.40446260213702,24.857761732851987,90.38074676149353,13.972992700729927,33.55131814691579,21.011689070718877,26.236858638743456,74.66400130548303,62.775051729234406,13.925625202987984,18.370433595083647,55.4029777486911,66.4691158659669,26.511811023622048,47.638873849485655,27.092804578904335,48.94074934650015,28.33598457459629,80.64417724337564,56.49341500765697,37.57084902926688,41.21371097521725,63.353557046979866,44.56580033003301,42.53559693318729,40.82355585524837,44.73019173019173,97.52517635611774,57.730041619371924,48.397807637906645,56.058279139569784,49.02214695153726,19.04792782633211,61.55918663761801,52.15270373191165,43.59426968543378,80.20544852498494,28.36449016100179,63.583193277310926,39.72029702970297,19.482823826032146,43.461073825503355,35.28582454334963,5.433621933621934,9.060195986934204,20.640625,47.179125528913964,34.78018018018018,7.149980966882375,42.64387963774467,43.66357421875,42.94777158774373
00:10,40.74968918358889,59.76820307281229,33.497885196374625,25.357559269335407,32.34729691480328,11.671516754850089,13.901400233372229,69.64877058425445,20.26240286909743,31.744950802692905,32.768006263048015,37.43494271685761,106.55701013513513,59.19524709694842,69.59397861564435,36.27284372331341,16.588008977236292,24.370932754880695,88.69281711665818,14.668888888888889,33.71605937921727,21.73299028016009,26.11118051217989,74.90981996726677,66.47382431233363,14.453828458757805,18.340986977381768,54.741164921465966,66.44584690553746,28.414426877470355,48.330352303523036,29.050937245313772,49.38140747176369,28.5078959591268,82.13254092845929,56.41251161350263,38.4479953515398,42.24326923076923,63.243424584004295,44.47240392477514,42.152102376599636,40.48408635655464,44.40549154204462,97.69822627037392,63.60490956072351,47.9187675070028,55.36976799808658,50.75959279561472,19.555183946488295,61.502000727537286,47.16534699580811,44.574066639903656,80.74493014871564,28.36590296495957,63.65726315789474,39.20464082942483,20.44614423977521,43.777814845704754,35.82984225497802,5.607217210270646,9.333031674208145,20.87486492327642,47.95500725689405,35.61236462093863,7.650500384911471,44.05086705202312,43.789764174611136,41.74753867791843
00:20,39.353581901969,58.57808310991957,33.22503045066991,25.636757182211728,32.01282051282051,11.203020879609063,14.213365298172011,69.6361793196666,19.67446874037573,31.371828752642706,31.557283566614828,36.41824546952224,104.89329396878954,57.72749358887839,70.06582713222667,37.46203623813633,16.05102675793404,24.252243512005823,87.70234454638124,14.185240963855422,33.62055768179333,21.12196483393804,25.21900914310015,73.3912616593029,60.987115666178624,14.45422077922078,16.952803294266708,52.9973869018455,65.33557868952848,27.142372204472842,46.488758029978584,28.57001647446458,46.84051597771914,27.06303002521201,81.0293659621802,55.59976176295414,36.282975014526436,40.6983105390185,62.16295707472178,43.07482014388489,43.794742527907815,39.43322332233223,42.64891806467299,96.96809547004383,63.336274001037886,46.96597685022799,54.3136284936928,47.76352757544225,18.80669667979741,60.47193045997827,52.45269770879527,41.88367262152057,79.40496857228375,27.45220338983051,63.221730890713836,38.10834769761143,20.96867710763079,43.25075376884422,36.492279979413276,5.288681948424069,9.745124113475176,20.69736842105263,45.93856161908204,34.501795332136446,7.701688555347092,43.14878892733564,44.676277187658066,41.9015939015939
00:30,40.7070410729254,58.582014146177166,33.18201154664236,25.783346487766376,32.420867208672085,12.017488789237667,14.07598107431116,70.3306890299184,20.865495304453194,30.953964194373402,33.312192454893385,36.502459016393445,107.09657190635451,57.09075020166711,69.10855829982769,39.050776332354175,16.156801007556677,24.214473999520727,85.64516129032258,15.17123287671233,35.32208588957055,21.885714285714286,26.232893910860014,72.38661224489796,63.52646476082649,14.127476038338658,17.8631217838765,54.56758088356052,66.14380439287194,27.171178343949045,47.11639211450176,29.721927317272357,48.31877729257642,26.69302949061662,80.37164410916353,56.266647024160285,36.377342173537045,40.60051629557922,62.58009453781513,43.22149302707137,41.27072023163228,39.37364777152748,43.684259691732834,94.325564803805,58.866566996823025,48.77007700770077,53.814868105515586,48.0315734989648,18.5336919592299,60.2507183908046,51.85821455363841,40.001472444257466,78.81182310469315,27.39626082991336,62.46275488972118,39.9797580844236,20.950458092975907,42.81674096087172,35.25671487603306,5.755028735632184,9.076674364896073,21.518987341772153,47.04998202085581,34.71085972850679,7.930681818181818,42.99912126537786,43.5955334987593,41.95294117647059
00:40,37.65589592950063,57.45238095238095,31.89441185551096,24.776190476190475,30.450700280112045,10.83680709534368,13.429397443700548,68.86634681288554,18.590995561192138,30.742296918767508,30.5547612969109,35.02675107208495,104.41112505227939,54.94590921446045,67.85078079814922,38.54534005037783,15.419668023802068,23.41456921587609,83.62697417899223,13.616679418515686,35.04813895781638,21.14815832875206,23.994737949905282,72.16132215096201,61.7616847826087,14.10064935064935,16.81662087912088,52.64920013059093,66.65758754863813,26.3455202892728,45.83392034678949,28.800745650372825,46.02998544395924,25.883582089552238,78.74910233393177,56.20023487962419,35.275152218034215,41.012337662337664,61.03830010493179,42.570195272353544,41.72642857142857,38.30754098360656,41.88487084870849,92.34674063800277,62.76853526220615,47.11385061638869,52.55109231853418,48.2274377593361,17.325934251194155,58.27887021809081,45.39337474120083,39.60748256182625,78.2020186803254,26.22797356828194,61.11616691130216,36.4703431372549,19.2500786410821,41.89314351170021,34.542512201387105,5.016558675305975,8.17486105173151,19.231330092797172,46.870315944158705,33.016562220232764,7.001503759398497,42.48415236987496,42.393467336683415,40.30980123372173
00:50,42.08016877637131,60.5548194766479,33.53252551020408,27.941532258064516,34.826831321919734,13.49059982094897,14.243235294117648,71.72867864453036,23.10992275698158,32.56104427949833,34.42849936948298,36.40134941729708,109.27073875361123,56.438672243961676,69.05904486251809,39.40868070477009,16.039367637941723,25.021466473709598,89.63762626262626,16.012524719841792,35.68555804126274,21.941798941798943,26.71105527638191,70.53082025562206,65.97496255082388,13.879131561892418,19.420580110497237,56.1070086587159,66.98936387809368,24.481901352426412,46.48159177043855,28.322180916976457,49.269118505545826,25.813761244833454,77.77165883143049,56.83769322235434,35.1891418563923,38.67802604082945,60.62457868809956,43.331573604060914,41.2122641509434,39.713724634518876,46.25343473994112,92.83407966061749,62.23973305954826,46.18926758520667,54.43961941937058,45.71635120925342,19.14132882882883,58.68529725881096,49.21289821289821,41.701736672051695,78.44037530266344,28.395358831113022,60.824161922833646,41.87441860465116,18.768564356435643,43.251613971196825,34.75297465080186,6.690131124913734,10.174684726763195,22.57278053177107,48.50498338870432,36.333333333333336,8.561476969927675,42.82403306761145,44.605583756345176,42.202076124567476
01:00,43.160895270270274,60.97322941375805,32.48020865296103,27.93099273607748,34.80974930362117,14.08306854289605,14.01060606060606,72.11565714285715,23.49391871848116,32.38311359026369,34.97290453279311,36.32036050798853,109.25134575569358,55.776139591505476,71.32153221125944,40.629978586723766,16.65283496990814,25.184630256162396,89.67209361485627,16.40651021953066,34.80034982508746,22.299347471451878,26.71916230366492,69.55795454545455,65.18576650182756,13.61579296615793,19.712495649147233,56.2592834941927,67.30394763755369,21.9622372639829,46.499051233396585,29.80162932790224,48.099033108702024,25.140802422407265,77.51284362325372,56.117062894974424,35.22675271340569,38.57504433338707,61.12223974763407,42.79047619047619,39.62386652158143,40.15003290195218,46.44715829027712,90.87077534791253,62.03076923076923,46.86850828729282,52.824442289039766,45.692755156002114,19.661267802289863,58.75089349535382,49.89938319198149,38.79947632555095,77.37775430123754,27.899497487437184,60.82081046855213,42.00390339107099,20.402058432934925,43.31706097967344,34.762360859435674,6.892255892255892,10.813729977116704,22.441950113378685,48.47067557535264,36.128311258278146,8.602760164117866,42.74312463428906,45.88342625443487,42.96153846153846
01:10,45.498517577297754,63.69023569023569,35.21854942233633,29.65,36.37902057374674,14.775840597758407,15.936183022275738,74.22247759135831,24.7960843373494,34.820830110853315,36.517363751584284,38.65781346510192,109.78876781223805,56.684411684411685,71.55075845974329,43.027683134582624,17.444271481942714,26.988878143133462,85.70407378939278,18.629945694336694,36.16861648016277,24.22132688691915,28.175309678773882,71.44730869001297,66.05030224525044,15.121351262709085,21.415331010452963,57.51847612818836,68.42968589611989,27.1744303286953,48.59702300405954,31.555737035524704,50.38132635253054,27.446661739344666,79.83258224425417,56.904,38.11124190700412,41.04105809802012,63.062814736284125,44.84320064659527,40.68695014662757,41.739445910290236,48.44231242312423,96.84739245373709,63.95610882956879,47.460007238508865,55.71567436208991,48.23490985105827,21.548135781858655,61.47555096418733,53.19450800915332,41.55956447480786,79.20184736523319,29.644624479964968,63.510651761231806,44.468017578125,22.25240464344942,45.19209039548023,36.64636340272423,8.636298932384342,12.855399061032864,24.32947850752782,50.11967090501122,38.163513513513514,10.606152677554121,44.70937873357228,47.78676844783715,45.24442943956786
01:20,44.136595744680854,63.5497256515775,34.679908824487136,29.920945395273023,35.9533587562335,14.455623721881391,14.977286135693216,73.22317101315485,24.47557097427002,34.07412156963324,35.84564610307184,36.85746513535685,109.43474646716543,55.555313054153594,71.32216122507945,42.96346644010195,16.798685034439576,26.30647101274958,85.34361567635904,17.333835719668425,34.1075761660825,23.50453091684435,27.81095481670929,69.38167564919158,65.39440314822912,14.523699038780245,20.390196078431373,56.74832049811568,67.77810097652193,26.62059207662168,47.4796331265174,30.76126126126126,50.23184601924759,27.000493705257963,77.50830111439618,57.26544139801145,37.57913247362251,39.54693024750884,61.1923477355544,44.02091292982104,37.614498141263944,41.41650337470063,47.57443327880346,92.83088235294117,61.5299167533819,47.21748795850315,54.445949156569256,47.61968857218263,20.30756255271296,61.31101813110181,52.173863202139856,39.051979121357114,77.55652962515114,28.367293397463925,62.25026332420476,43.81900563311291,21.19053876478318,43.97963913259394,36.02138073158166,8.051655629139074,12.13796339746598,23.94198028673835,50.72181008902077,38.56205035971223,10.497551789077212,42.89514447423294,46.64987146529563,45.28135368281354
01:30,41.92192832764505,61.940247252747255,34.02835476425981,28.96872461413485,33.803823529411765,13.14878750513769,14.57932098765432,71.88989127920425,22.129400864731316,33.61478304742684,35.133551307847085,36.77146386658431,106.54872006606111,54.045002760905575,68.56942456341254,40.81347150259067,16.19187848729076,25.08277027027027,81.96401028277634,16.05927636643572,33.126359832635984,23.19510268562401,26.486069438491214,69.57468982630273,63.58756065284517,14.470666666666666,19.835664335664337,55.42284963887065,68.37250463058243,27.039862403885067,47.04860365198711,30.003655564581642,48.28351264902588,25.310885831523052,75.61590448299167,55.710166919575116,36.3298877731837,39.62196884535089,59.37737816002085,42.0960258220698,40.91585056220529,39.85551414163561,45.78559776275927,94.21087160262418,61.46797520661157,46.585302806499264,52.926887354131935,47.79091620986688,18.88888888888889,59.916051984545135,50.97371428571429,39.65636481521504,77.19437726723096,27.801652892561982,61.03458394466569,41.99654235613732,20.563624468433105,42.06729003172483,34.24125514403292,7.175346077785102,10.940852819807429,22.89475973037617,49.108848574602,36.98927613941019,9.197722960151802,42.2203889216264,45.59193054136875,43.354881266490764
