Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
00:00,121.4837889383344,232.25522340083575,466.73109664496747,786.3539244186046,395.9120073327223,512.1243059287121,205.77677767776777,788.147693452381,538.2585357846356,452.5349168646081,360.5057075166918,93.39634724857684,231.95976616231087,430.2865727310402,318.4256492760285,678.3349922239503,167.78748603351954,336.9902128700758,267.97005179013735,288.79144520374587,488.32398316970546,694.0939678690512,381.2858263085669,351.0425230333097,669.4641869043959,484.4680710994075,352.7339826839827,279.47298279622004,164.09258349705306,224.24067796610169,228.35416666666666,444.83962889330684,168.73907195696032,237.03682803682804,161.07673924588423,340.66471552329665,300.88358326756116,399.6996208017335,260.4848820058997,215.73995350381932
00:10,125.83795997417688,230.48787401574802,454.7991485098923,793.7375195007801,388.8509216589862,498.5389108400618,208.76370817843866,774.0577794561933,555.7417469594061,438.2715754243366,355.4056277056277,94.38297872340425,235.7549295774648,421.17466251298026,316.07856093979444,685.4040276903713,156.24615041285426,331.6063404892661,275.18114904927415,284.72642967542504,463.90574420818785,644.5772636389603,365.78051161882445,344.98267326732673,678.0576571079927,481.92796753466354,343.2190374331551,275.9951207611613,156.24119482835488,217.8885187083547,264.13991031390134,446.17746736890314,166.09709821428572,242.34787842311164,156.65963277610305,307.8761522098795,310.47869374751093,400.0972772931536,252.59474463360473,212.50418200066912
00:20,128.37236084452974,239.93696,471.4416269143861,771.9836439710916,397.9338286510332,501.49611762762265,208.15561165939866,776.5349962769918,536.3331770589155,445.4942992874109,364.68655097613885,98.1184284906727,238.71133659902029,416.4470711297071,313.1128257019985,683.9074945123863,163.74290220820188,331.10397022332506,281.94395078605606,299.1843733883445,480.07665169980754,658.8810779144699,366.1529480443666,347.8085633404105,755.4970449172577,470.58263211040054,346.37593984962405,270.91381463902076,151.5903043968433,213.2338043188483,268.150029359953,440.6478482184174,171.21893357433348,237.43621013133207,155.69506493506495,314.90817694369974,303.35420743639924,392.41668924410726,262.7558268590455,207.77800546448088
00:30,124.6260370134014,242.0373497888925,471.40935233808455,801.3879032258064,392.12148876404495,511.34858425414365,206.2368602249254,783.9561633570626,541.1488372093023,457.3957232099952,357.20023014959725,96.14382139148495,241.79590395480227,420.37608695652176,315.13416898792946,685.1758652946679,176.05252615179168,335.9602879126334,283.2040816326531,291.2487891919449,482.6065154902587,668.8895226658661,390.493625498008,357.9758009543286,742.5544554455446,493.4761097932904,349.83145336225596,284.28977410735973,146.44235450320866,228.85099766778958,256.1115501519757,445.3753080887296,171.6038961038961,238.1931748933577,159.7601593625498,326.74433132808883,304.326359832636,400.8656233135456,262.3252391464312,210.28485657104736
00:40,122.07402680280791,238.82757507265094,470.5317817817818,784.3192182410423,387.02712264150944,497.66297229219145,207.35784532856505,771.1937897493453,525.37480215258,449.2809718547029,355.02847728877384,97.46569302838247,232.419597132127,418.1832121092982,318.38166311300637,699.2100470957614,137.08892829997467,334.7668239384157,277.8648462597522,295.83385909568875,478.27014366021234,660.7788004750594,326.3281945871874,340.240329512894,732.7876312718787,480.8674126822652,340.9792207792208,280.24109173616375,146.32322337834847,213.18074454428753,274.0209545983702,443.42926716141,170.84589502018844,242.72013651877134,157.44100580270793,313.66530612244895,319.8682703321879,394.5173046670163,244.47118644067797,213.8579052701801
00:50,126.10045074050225,240.73910171730515,480.1151727591387,759.694113120431,396.8479176415536,510.2025905014945,210.47211066488174,777.7847583643123,515.8871656907738,454.88705035971225,355.6003297220914,95.78802635348038,227.8784274859597,432.0930550136559,318.97609273122436,691.5525741029642,149.25159525979944,342.8084682440847,279.83704545454543,306.9885506115014,476.7087945879459,672.9305514157974,367.4421933085502,349.6137906395141,786.4681502086231,494.82649949169775,334.36486192650574,280.08557457212714,142.94288284236563,220.53185955786736,280.2497803806735,450.95522388059703,172.8339029391661,237.42038018074166,155.20707624794295,327.6538916489236,306.93507491356127,398.0319978488841,258.862043526374,215.51033333333334
01:00,124.37070063694267,244.09906722418785,463.7549436795995,692.0229325920778,402.78512976385315,482.58537511870844,207.5776125929165,766.8011320754717,499.0483160214038,443.0848203373258,357.65834333733494,98.42520138089759,239.631338028169,407.7503079359493,316.3994743758213,696.5764966740577,146.88056586270872,329.51658415841587,283.24235560588903,286.642688987706,471.77090676065365,664.0520738722373,356.95893223819303,348.1221945137157,760.7278797996661,468.78966789667896,334.9794283239498,268.16449020592665,139.62041099053337,212.66407506702413,274.15752625437574,426.32745591939545,171.40239223651545,238.29428303655106,154.36046199301637,317.224636006471,308.5840124175398,385.4514905149052,237.35698027314112,205.7236097236097
01:10,123.57901390644753,244.81952178185392,456.73910878765247,618.8812042310822,397.70828551755795,463.03191697669865,208.71973142733376,767.6802848575712,489.09897718332024,442.96165903062456,348.77740384615385,98.2394897071615,237.0304392943618,400.3837350442171,306.9330659313111,683.9217964824121,141.1920752182673,321.0950036918533,290.96669912366116,283.5708945925741,480.7223752678298,678.7472263868066,346.9472908219683,338.88635541078537,774.1576673866091,491.27334007414896,340.2115720524017,268.91452344931923,141.30454140694567,214.92048767558973,259.88031450203846,420.2143351002535,176.0456795679568,236.56298843388558,150.62324324324325,299.2692396048702,308.34379968203496,378.77244706513,245.19955240581874,209.0809382226627
01:20,122.78398983481576,243.98375331564986,469.71791645697033,716.1353229762879,406.6490704613266,475.7213052551698,208.22095875139354,777.195497185741,513.9286715464881,446.4371084337349,356.89425837320573,95.47188405797101,230.14357053682897,406.8343205574913,307.1559405940594,678.6919739696312,139.33453583453584,327.4949420182581,287.27237202032046,292.458656007994,482.967004341534,682.3335297583972,347.14300717661473,333.25211009174313,765.5476724621425,496.53525856279384,342.93068432671083,272.1312451462594,152.47693000225073,217.67246920192824,279.3426191843768,438.6359404096834,176.52654071075125,241.29253824539495,154.1300134589502,314.2457458563536,310.57888398233644,395.72171581769436,247.42867756315007,210.11381031613976
01:30,123.8052196053469,242.54475873544092,476.5239179954442,629.4807249712313,416.61237113402063,468.8283294842186,203.1688567674113,773.8171683389074,508.26368237899396,446.3509068923821,363.7441591487393,93.8740913056121,234.03509347326994,410.679032551373,310.9811187160727,679.6022903125967,139.52042850024912,329.9627965043695,297.39480769230767,300.1979969183359,487.4756488772237,687.8574398574399,324.2644801116539,342.86294595549276,725.3327712197864,492.5615152531009,341.3655961284646,262.57456359102247,148.58509403296958,218.1278038601982,268.7090694935218,433.3883473135343,178.23139931740613,236.68050045773575,153.12886456908345,314.7655262584441,307.7178037949132,393.24088791449714,260.020168683535,210.53388704318937
