Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
00:00,206.98497267759564,355.86504366234453,206.6810048176187,145.4568,256.5879413724184,191.1108845271476,263.0560885608856,443.2766106442577,343.1003990422985,330.88025659301496,531.5707027942422,183.58231251867343,180.01555136663524,148.76182033096927,498.07462211614956,236.51053660656095,570.5989457500549,224.58007566204287,285.27369571155424,485.37435137138624,186.88171611868484,727.0113827993255,210.0995275590551,189.4576612903226,1210.7214986332208,281.8156585493585,529.5539693593315,378.0829566003617,429.27091327705295,320.76902320561254,268.08397555142176,942.368988225903,255.31716191631293,682.0180365885082,364.9634031904911,627.464980544747,1057.2635408245756,389.94478293983246,1394.058403634004,315.05102485826427,378.65213600697473,466.6467417932386,325.2286359238955,390.928916827853,390.06220472440947,394.2434988179669,358.27329072244817,291.68646080760095,557.2690072076261,340.5072231139647,471.5603915035402,549.457328990228,787.2350968703428,233.4862866682566,761.710885341074,289.35611164581326,532.8991091314031,458.11498346476725,397.50856072766186,450.96928154353895,305.67798629728924,338.1475218658892
00:10,199.04227272727272,324.74539113104134,194.6383789400762,137.34650205761318,266.35990502035276,216.38057190916737,250.9557425018288,412.06137532133675,328.17700258397934,326.3510528132551,513.7499316753211,180.79868578255676,175.00876777251185,152.0008698677801,494.74240506329113,228.46397756686798,567.9817772778403,217.38605551969013,288.16291677961505,478.28938670583915,180.56757843925985,719.9633474576272,216.37428571428572,192.28874024526198,1229.6944577543522,281.01533174729053,538.0111149704759,381.9767282683094,404.3551775887944,324.0622505985634,268.7309549356223,939.0790474284571,257.844094488189,682.7209125475285,358.6479435236341,674.4943521594685,1044.2582995951418,384.80098559514784,1344.1221153846154,309.1106548519559,399.9576518691589,470.36421412857493,321.6120497290405,385.3491541353383,388.7186192468619,393.8382597143806,345.81390176088973,299.1606878150015,562.112254443405,331.5126412049489,464.3704550176605,547.6830482788482,769.1674658797492,227.66729411764706,783.9446733372572,290.98433675966714,505.920866489832,445.8404815650865,383.53351063829786,438.5740740740741,305.6875,320.43372093023254
00:20,211.39029918404353,324.79208600182983,209.15112994350284,143.4821138211382,268.2606080855329,222.21792432889453,262.3255217868913,437.269588313413,344.4456748515487,335.87786520697915,538.1164269911504,185.46109942925804,186.29318348399707,155.790785997358,511.1421343873518,233.36929099608525,571.4375561545373,227.0922077922078,297.2749728555917,487.0561922365989,185.61350059737157,712.4900449582531,222.22135922330096,195.61677559912854,1233.0614133035572,283.4532430320396,541.0246828933837,389.3312472060796,421.2539082198689,323.48244192328474,266.62929902861646,937.5290129611167,254.77849462365592,688.0832487309644,348.9033149171271,650.4736156351792,1052.0615843733044,386.9725047080979,1343.1225474429077,315.63326315789476,389.264287786481,475.7567567567568,322.43420637425055,394.07304180682365,391.97715472481826,398.72032786885245,358.1300858529302,293.26355880560635,568.264977504144,378.2932212296374,476.1249485384932,557.278983125137,779.2541993281075,225.56732151413513,785.8333333333334,302.6508013598834,523.2764317180616,452.95603297526856,389.2795814327878,459.64728582454336,316.547221378682,327.36476134354746
00:30,216.23193046660566,337.9558614143332,207.81685633001422,147.89858490566039,263.50491480996067,219.37869822485206,260.43487698986974,430.42980705256156,349.7093674939952,333.2060055865922,537.6466809421842,183.12733293196868,187.32231208372977,159.64079026142485,513.2576020167008,232.40629011553273,590.4030918320259,232.5150351887396,288.33458848843463,488.7041484716157,189.0384845463609,715.3627450980392,213.95299837925447,203.08483516483517,1228.6210644078633,279.33089668615986,537.4650290003411,381.6772039180766,425.2904046831255,326.4733533752391,268.98635528732615,935.349437330229,272.19546838011496,676.535732259688,367.3292307692308,618.7779164067374,1048.4598973805023,370.75376506024094,1371.5277955271565,321.53182104599875,381.84870188003583,463.67426078526415,318.4646875,387.9636627906977,385.8123534010946,396.57324435970764,359.78112858464385,294.6015578190533,558.6255017709564,398.113719353156,470.0738379267791,548.2593716143012,763.6180683070144,221.5028517110266,816.245147805315,306.4660674157303,509.5702952842662,465.30862969410595,400.5349084151845,448.8739240506329,310.2945353504168,327.5274660366214
00:40,222.38200723327304,389.70976541189304,224.89736379613356,156.39486356340288,273.18524536886576,237.47245762711864,277.34103211836884,439.6775777414075,364.1693831895174,346.673349464224,550.6298342541437,189.94131736526947,192.04943332529538,144.5105461393597,521.3122735150465,233.33180183779464,590.1417449049691,242.96002578981302,299.3981405523653,496.8050941306755,187.0915619389587,718.7183457051962,169.55303745672018,221.27155727155727,1224.6369808937313,274.9977973568282,543.8633413050906,390.173835125448,454.7917608641045,334.42166344294003,273.7609730301428,933.5971609437944,292.47957063711914,684.5717146433042,358.5491206791995,588.4702139965298,1070.0516164085846,374.9338097028958,1358.7735124760077,333.93128467776353,375.27361751152074,469.2938884830777,317.29487179487177,423.3530817009078,377.57127964555644,402.6364829396326,371.6775935928478,295.65663557026784,557.5342111450741,382.3810515356585,478.3059163059163,551.8530104992501,779.8855963990998,233.34208931097191,821.1232957913456,322.59855985598557,518.1942970822281,472.1271060455897,404.715649867374,472.85213222306334,317.3197923029933,343.4236111111111
00:50,204.70063694267515,331.258783620063,208.3995089442301,142.42628205128204,267.45379809273265,217.96705632306058,252.22901036084315,425.46553966189856,337.5505327736519,326.8491484184915,534.7161862527716,179.83703481392558,184.73978494623657,159.86904993199923,508.784625058953,219.9047619047619,581.7110706978859,228.03521126760563,290.4339572897443,506.04977711738485,176.30075187969925,724.013596770767,165.56614276358874,206.29771880819368,1226.5522364469732,269.51964032181735,532.6414575455483,379.03676804357696,430.36166543483614,327.0490253987005,269.0706695005313,907.1048495303814,299.9527698863636,676.6475759859331,362.3321234119782,565.1075766338924,1057.0461413923367,373.189745508982,1311.1330798479087,323.3334772285776,379.81309523809523,462.31183317167796,323.37251243781094,399.07807228915664,388.802280383519,385.51231212024305,354.8674721189591,290.5393019726859,557.986018957346,362.5726315789474,469.87164240311665,548.3752158894646,771.1501680986179,219.77034058656577,805.585,309.58440913604767,498.47498903027645,461.32899582617233,397.0272090517241,456.0746753246753,310.00867947923126,326.5049389889599
01:00,227.02667893284269,341.2329366043235,224.15988877302746,149.7277913610432,251.5590894917368,223.6605504587156,260.00105411103306,445.2930693069307,360.56601972637606,342.44520547945206,552.6612857547437,192.24484304932736,184.07156398104266,157.57014664040273,528.8757433489828,238.98328630345128,577.8701762212804,236.97477064220183,288.19674753399096,494.654831625183,180.50339050658158,724.7830756013745,141.6378519973805,213.66615282977318,1210.4930042446156,275.4065040650407,544.15025728988,386.4,457.01,326.816,267.9761073825503,911.6783929257978,300.748273480663,690.5048125633232,376.4262485481998,609.2046291425565,1066.4472415640064,369.8356982823002,1345.2129894937918,328.16698903932945,372.9670457859434,466.3017909002904,316.03561387066543,397.7089516515079,389.0616636053529,398.3422818791946,364.77322864086744,296.41777509068925,553.5269818529131,349.34556895647614,483.0535896911434,547.933962264151,789.2379540400296,216.81367356764565,738.9773195876288,324.3882294757666,515.152688647931,466.24116781158,405.1054025423729,480.8240040342915,324.33122933573793,325.7406340057637
01:10,228.95541401273886,367.63009950248755,221.47160664819944,155.38190552441952,265.3037617554859,235.4731973933151,263.664313448641,438.08265802269045,368.79056423334396,339.1875,563.8377993158495,193.87503754881345,194.9863849765258,151.1560753467191,533.0827055869429,229.73473814688566,583.4089309282886,243.52634961439588,293.58125331917154,499.8524650478293,185.4094253330682,742.3044953350297,163.41204588910134,214.50632620197837,1222.0877386776076,274.97037768452236,540.5339739190117,397.8319626583685,441.18153687467765,337.9467613132209,265.98490159072526,925.3695070691632,292.04708754795956,692.1426741803278,411.3243326173673,606.6159874608151,1090.2255113024758,374.18119527978683,1366.7475136349053,337.5462365591398,389.78023290534486,486.1495966756294,313.70663344752415,407.0376293508937,388.82547538421466,401.19453480806766,364.81542186626933,303.3476950888822,550.2197671655975,371.9037656903766,491.41518313894005,555.854580812446,785.8551157580284,227.03582158539405,840.9728682170543,319.2638687891944,535.4364481842339,469.6741600193377,404.3879839786382,483.8433111603843,320.4247868453106,311.48765077541645
01:20,236.48230490018148,381.0593134780414,226.6885934219734,159.31691818903892,279.4903546981954,237.64806594800254,274.4033613445378,454.9419333553283,380.86381821091373,365.408480565371,572.7929061784897,190.06785283474065,187.94689638895446,157.56034328625066,543.3025632961157,227.7333951189373,591.189715536105,255.6010296010296,295.3968850698174,499.4766933721777,177.03604859589723,736.8892431972789,216.68815545959285,221.47328959700093,1225.7253993610223,275.155544887182,540.0172294968987,390.2372549019608,467.74635416666666,327.77329545454546,282.28014184397165,927.7771428571428,317.36035398230086,696.8062787136294,373.188651218063,598.5751295336787,1100.1217016693593,368.80310488451346,1348.813063063063,352.0148504040183,380.4084298011279,468.78676648152623,313.19204474829087,399.2315098468271,382.86069001568217,402.2293848167539,376.10552667051803,300.84624734123366,560.735383181924,364.69119170984453,485.9268790849673,560.1250811512659,802.7206101190476,226.75524319500224,858.7503728004772,325.8093935248518,541.5796107916851,483.4758418740849,409.8423883808499,502.9964673227353,327.5838905775076,313.5210617426428
01:30,239.51879010082493,380.66658335416145,234.5348755695759,160.55467511885897,289.45520276642566,244.30864978902954,276.7360335195531,447.72284031413614,396.3566076837239,355.3636988655895,571.3601950100373,204.11277295842058,203.17727498756838,156.1452946350044,554.5221767851525,241.17119901112486,598.851170934559,261.5198697068404,297.09115572436247,502.4047794117647,183.61229786384507,737.3668159522286,222.73087557603688,216.4933774834437,1212.8252006420546,282.1752001941276,541.5049948329314,393.9193583351398,476.73338735818476,326.9732650739477,266.6497833152763,934.7245647969053,308.95382494831154,695.3529713114754,391.48882265275705,603.8495807127882,1101.9907407407406,379.4899735149451,1309.9910600255428,356.1173365814048,392.3353783231084,480.7119301648885,310.80821059229083,427.389284020863,386.44095092024537,406.56418918918916,383.0675832687839,310.223700120919,563.7462651727358,379.17295918367347,498.5771636070204,555.8124316042898,805.5091374269006,238.35604138200273,877.3257644565547,326.5345662703655,494.1756872852234,485.81621752852635,417.3095044679123,522.5403144016227,331.52951807228914,310.81975736568455
01:40,238.2454044117647,367.4931840311587,226.61028893587033,159.08055329536208,274.5995710784314,241.2706498951782,259.896408839779,459.87269062814914,387.3559896674201,354.76763485477176,572.819249498711,199.87009152642457,201.96419066053713,157.12984987326965,548.0433959286729,237.67298725520672,591.2488599348534,242.47011952191235,292.5668684645019,507.0924834193073,183.34463276836158,749.849648112604,228.34750911300122,221.9394010294806,1207.1180711310478,283.59007092198584,532.5249307479224,393.94625512626806,457.1409759876065,327.92329385222786,275.4614769394828,930.7305619707467,306.7697666318356,690.2868374334263,416.5518796992481,595.2855653986451,1114.70639219935,383.15826801045165,1325.1384811742182,347.43784558672945,389.5302395209581,476.3580456976179,312.968779564806,394.96681222707423,377.7282442748092,397.39561170212767,380.3318095238095,307.8902660217654,557.6893203883495,346.61590087764586,486.36995742955605,558.4461337966985,791.1138595853038,237.78634146341463,870.0242277407632,314.02698795180726,515.3546304541406,484.8271129304118,408.9973319103522,510.6906334067009,322.4614667495339,299.9697488584475
01:50,233.99863325740318,376.12493863524793,231.32130092923518,153.51102362204725,278.420162994265,240.13296865137806,260.3376351587025,449.9021981522778,396.7787639180249,349.8241086587436,569.4014912532263,200.58044258373207,193.79338252796953,160.94797787763568,558.6127350292305,243.44995293379353,594.6951325510647,253.89935483870968,291.0126931567329,500.10454878943506,185.44495139853203,746.4383415259671,265.8902622851975,219.94602409638554,1223.922448325589,297.0903088894129,520.7816730301978,386.24197689345317,440.5716169876022,308.46220930232556,270.47177208572924,947.5194184425413,298.33658536585364,705.159757330637,407.4995602462621,591.5187137585662,1101.2790824685965,386.85364041604754,1311.461611978337,350.88169976510784,401.5222381635581,474.21016949152545,307.9362107267534,419.00525561395125,379.6489549231932,402.41187989556136,383.3092339389399,313.77683444511825,551.8041627246926,371.20759493670886,481.8787693561532,549.2618384401114,859.9266975308642,237.60368482947862,879.6370597243491,320.1836551414459,527.9337066069429,490.26994906621394,414.4475958941113,520.7517153748412,319.29169211973124,305.4226804123711
02:00,246.82417582417582,377.07813620071687,243.51904090267982,165.9641693811075,290.17145534041225,219.58546902214482,286.1304647160069,453.4859221765264,411.90144,368.2748655913978,581.5054441260745,206.17957117331744,199.8547289368693,169.65430558031736,565.9882632831086,250.9962382445141,593.7145656433703,258.9664200341491,300.49877949552484,526.856355620867,183.81602373887242,740.029536761581,261.0483348069555,224.57689459392742,1237.7308745369626,294.9920580894032,534.4029696132596,397.6259100642398,445.44072560040877,333.25733932822004,272.3536201469045,964.3725292456636,308.19678995115146,708.7088639836984,410.96887044174326,593.887987012987,1104.7172356828194,390.28134441087616,1340.3558458107677,361.9761904761905,413.7787686996548,479.49610894941634,310.668065870197,429.813446969697,382.9337334333583,403.2152239811384,391.0786060019361,320.6403138201569,561.1355032317637,392.6024691358025,499.6431915326684,565.0617525549033,833.0144761904762,254.0286483368583,880.6146447409246,332.60875773441217,537.9891427278897,483.3536731275425,427.5006605019815,531.0146699266504,315.25221799746515,290.83313817330213
02:10,243.13989875747814,408.0571428571429,241.18603827072997,158.54700162074553,304.9446989528796,204.00254517688978,269.4437266235974,439.4167468719923,406.60657578187653,369.7550809507406,579.369827586207,200.85879904875148,198.035421686747,174.253819881359,566.747250996016,248.40681608842493,597.4639401934917,257.72727272727275,298.0610263522885,522.8111273792093,178.87162567486502,754.0229885057471,297.3800997945406,230.0791331872413,1237.443064516129,303.934649122807,543.4491701244814,388.96064814814815,454.87251908396945,329.0433289299868,272.93836712913554,956.7488951386099,311.6505563282337,718.1423841059602,395.1935201401051,597.4852786540483,1107.8047110380717,390.73533834586465,1335.4609250398723,370.02176209592227,414.7863173216885,491.7225334957369,323.19457013574663,424.7460695569319,385.7259445843829,414.3235880398671,389.7440029985008,315.9658816425121,565.3306451612904,377.65374937091093,486.89983746444534,562.1476627348187,893.8522012578617,234.92169387272298,839.1519666269369,325.77825877825876,552.7163978494624,472.1572164948454,433.53821907013395,526.5370869033047,317.1806696146557,276.44679633867275
02:20,252.7297794117647,373.6233490566038,238.73545162441985,165.56970185334407,299.1106595811191,214.95257521672616,279.2712215320911,453.295978905735,405.96489259378006,370.4868147120055,581.4207963334288,205.5080309339679,209.17039830308744,163.3493910198146,563.3298804780876,246.15192672141504,599.940980696694,262.14690721649487,294.208895949166,520.7033006891548,186.70569366479552,749.783447684391,229.1077460687245,225.28185423896878,1221.042469213767,319.5718918918919,529.4521588946459,394.6554211754721,431.9376979936642,331.9873417721519,279.7464604090194,956.0598324690866,318.6913925822253,694.6544622425629,390.8189088831762,585.3655526992288,1096.0347754654983,401.1050482553823,1313.4213181961527,367.84498297616665,409.29620034542313,488.00777831793874,309.5256160830091,433.59010936757016,389.75446990682445,401.24080267558526,391.3911731422105,323.6416791604198,537.0134073046694,365.5188536953243,477.8219674109837,562.1573992994746,871.5649826455842,237.7696335078534,820.8282582216809,361.32,545.7678212290502,473.2596425211665,430.02710681696186,525.9788166544923,304.95443117536144,274.90011547344113
02:30,245.86203703703703,403.34741909601496,233.9181307097681,163.54664610639938,264.42762613730355,247.99748374921367,277.4728789986092,445.6717041800643,406.89786070451987,362.480947476828,584.9469202384331,208.85935637663886,203.7474604299551,160.26663128096249,568.0906195254022,241.61646398503274,592.5288840262582,262.7934990439771,295.69774159663865,501.103052064632,176.33319967923015,746.5513939135986,246.00461361014993,229.6545589325426,1220.2348641347528,313.86656639449933,524.6486394557824,380.01047778709136,430.42373763664756,333.1403746945425,274.2974683544304,951.5522,317.389651531151,689.3577030103719,386.09561981105065,584.6950281906715,1094.879967338051,394.93714715844936,1309.9204294284812,363.33512974051894,407.03645986474567,493.8889973164186,316.007749434937,438.47056007659165,390.67653701380175,387.9618295491938,387.9008403361345,324.1989749773892,528.0487468383536,371.69065100342635,489.65554207119743,553.4625164401579,852.0717592592592,254.25355127456703,827.9565349544073,347.6160510715914,533.4051396648044,473.6918414918415,407.2863862032924,522.6743954126154,305.3668469615017,279.0587550901687
02:40,248.88807001381852,363.2569124423963,246.64074595355385,164.6929012345679,297.72268106734435,253.86358888656778,272.2308478038815,449.41766807405,407.12726980556005,363.01798685575926,579.9240323512421,203.28717332532293,205.75816231343285,163.41124361158433,566.4139631043257,233.885625,609.7013934970139,262.7259400892288,295.40466101694915,496.7722381635581,176.53523388877736,736.2129748186086,262.7003219198127,227.49825436408977,1218.4612703944242,299.8334448160535,527.4106593782029,390.89329918907384,438.538741549662,321.75,273.3951677852349,944.026133438923,322.05343783398644,682.3346784363177,376.73935119887165,564.2705755782679,1097.9336776297907,384.84407027818446,1275.4229805886037,360.70293398533005,418.815,494.8245997088792,309.00161864681127,418.058595433003,389.180859080633,384.55309446254074,388.47678306092126,324.15952955367914,534.1066083352521,373.3418319169027,478.1461038961039,560.8238137082601,817.1895966830003,254.35506402793948,832.5665130568357,342.77878103837475,536.7902362906822,482.2119474313023,425.9557354925776,517.0603151157065,299.45387807213535,247.21225937183385
02:50,244.0303587856486,359.12027649769584,235.27396280400572,166.2406075139888,288.11987673343606,194.01268772656655,278.19713386927646,441.4572784810127,406.84216459977455,360.1179717143843,581.9041881812966,205.43456276026174,208.01979506287844,172.88920204333274,561.7669281255003,231.63169433134982,607.7743835915339,262.58937823834196,288.1322292993631,489.61767876392383,170.18758872439668,751.151103565365,237.94755826859046,224.6125126135217,1225.7799968046013,287.7398743773013,527.0774957698816,376.4714346170123,427.272098385857,333.1474358974359,271.67717596335217,933.6000385505012,318.860972122945,672.0775252525252,406.835597057159,551.4642280796127,1080.9160305343512,380.24033860875966,1237.3533601734282,362.0017960486929,390.0218611521418,489.18385542168676,310.2473429951691,447.1924528301887,389.3575957392848,385.93942370661426,378.06493266924923,321.64878787878786,529.2565880721221,343.85376344086023,488.93229699325013,558.1159548572693,870.591158059468,267.13508297954456,845.1710199004975,339.6535916824197,536.922973578146,475.73227589521747,427.2158875979465,514.7630653266332,304.67839352428393,292.7501459427904
