Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
00:00,206.13822751322752,490.3867088607595,549.3127096533731,526.0394345238095,372.468549905838,238.92671647100676,732.5590669676449,237.5834248079034,200.61040211895016,398.6743628839033,356.7470525187567,513.0326057666397,662.4517038175762,173.82301845819762,638.2216432865731,722.5223225806452,318.264221158958,335.444854751354,510.5329341317365,612.995218002813,235.58182476466328,272.02485267742765,527.1877963306534,355.80152671755724,452.29020906644587,702.9788814110002,705.1590840614643,745.0586457073761,196.0648912228057,326.09019812304484,571.8667121186296,560.8965677179963,268.63171953255426,643.3467432950191,347.4185483870968,535.8180176111989,418.36247010219614,853.9231770833334,427.0988679245283,385.91308368007395,145.77201417004048,374.1815823605707,532.1371487496777,431.95434462444774,551.2817136886102,324.072298943948,399.97047872340426,481.33104462972045,422.8207742827515,1058.2919185135438,515.1702851164007,495.2827092974337,614.5389334591789,439.5829880575189,542.0146773746884,328.5690171521917,398.8748787584869,1142.9669296625818,456.24683357879235,338.3930522176098,191.05367110347788,311.70022229279135,970.3037356321839,341.48791455874084,370.542817679558,736.6894543225015,499.7576219512195,437.3085576536762,492.69282062680594,406.8346094946401,937.0521894093687,1132.3109020742884,425.5434022257552,566.5499476439791,247.52413568166992,128.5542621104018,265.36594448205824,479.5470790378007,612.6910044372731,339.51870967741934,249.1137162954279
00:10,212.26579472400797,452.94798249878465,555.4361820199778,523.121611539418,364.48629093678596,249.56123163051086,728.1906367041198,239.46476510067114,217.7016209063844,400.77465708687134,363.9797898140663,509.0821476510067,672.0271540469973,178.85432793807178,642.8488583552232,715.2917731221257,322.48828541001063,328.09701667841205,521.0480463096961,623.1305203938115,230.47056672760513,206.94928148774304,537.5462582236842,368.78377153218497,452.6267109083368,763.8431134820563,719.2106376548807,744.3643528341922,193.46436694465504,354.56879094699224,577.1034836065573,595.4811083123426,265.91483663631493,641.730530339226,325.3475330277703,532.6132372805042,415.177743431221,871.4519136408244,429.26557254755687,405.43890160183065,143.1689708141321,383.9652841781874,539.068395626748,435.34281546316555,551.8021702838064,327.1818923327896,395.9736154649948,473.71907957814,418.5787021056265,1028.550554323725,526.4705124903426,498.7987341772152,627.0369056068133,434.6846302561624,539.2389525368249,326.9072919490377,402.9588739290086,1117.4001322751324,438.3578008059873,348.12791805621725,195.23391304347825,308.4392879847425,958.3928876244665,341.75583028940713,377.65253333333334,754.871945259042,501.55123945821623,435.7453290008124,493.51246105919006,398.1624129930394,961.6736572890026,1146.675596687774,412.891760904685,556.2182269063857,242.99934704538035,128.4310280373832,267.8594323873122,472.1136890951276,616.0967164179104,341.86502802932296,247.10095011876484
00:20,220.34192090395482,507.2185303514377,567.405223880597,531.1559338761411,360.90049001130797,246.0684410646388,738.0730610715624,264.812865497076,212.65920620710236,410.72443369254455,370.6600695373094,520.8462362710957,678.241116751269,183.8356215213358,651.8334697217676,737.1825778678146,323.59736842105264,345.8891124524927,509.7799725651578,619.4440967283073,229.24176619616358,261.2128586065574,554.1056962025316,375.111209570226,452.7636743215031,780.413674372848,721.1303418803419,757.3238498789347,195.95176110260337,357.4633431085044,570.3348577235772,573.5243292405639,263.6873650107991,651.8828013339686,333.66506024096384,540.9150985663082,412.13787812363,872.7200130911472,431.6623740201568,411.64181152790485,148.2014792144861,381.2167811286951,539.6330532212885,428.8803669724771,559.3351273028359,330.1712300776461,392.0743494423792,481.5336976320583,421.01238660153524,1041.9141402965258,537.1378026070763,510.1358284272498,627.55613330182,428.5483565854812,545.9356869184455,325.8216142270862,397.56763925729445,1131.6463006360898,449.75042348955395,338.5184198845983,199.5200174064404,313.24713375796176,983.5513964871868,340.53265765765764,371.09261241970023,764.8023702754645,510.89854703033393,448.6811769447803,485.0845410628019,401.3518432104526,978.2941478439425,1139.6047421168419,416.71143790849675,569.1611698817673,251.08650394831298,132.6338919925512,274.69258649093905,453.20061099796334,671.5111741752395,344.49286023366506,246.802034428795
00:30,227.28017144146176,506.0832298136646,574.0138784696175,540.4661691542289,366.2817384674037,250.4888019907572,745.8188917813313,277.94777448071216,201.6206278026906,410.39188596491226,367.760366182014,526.2995724211652,685.2572678157962,188.67161961367015,651.3827009383925,739.3676360924683,333.7113402061856,324.69354838709677,505.0038188761593,619.0523059617548,237.52569316081332,220.39754098360655,573.9040190375463,364.8658280922432,457.8849630238291,756.8155105973025,726.697005988024,759.6065573770492,199.2278820375335,367.37772539776074,574.735935901807,605.4288567149276,266.5021774632553,645.3535885167464,308.17063277447267,542.5277963831212,414.65228873239437,855.7372600926539,429.4687616214206,400.50093196644923,145.5323395654371,367.40675990675993,535.2395598899725,427.35465976331363,556.5240221088435,328.79735864630624,394.09435462496685,508.1019167835437,414.79324675324676,1028.6321914800176,535.2470771628995,512.747576906869,617.0176526717557,437.74293181278216,546.568817502077,338.2347494553377,406.0009734728644,1106.2016249378212,442.9032162001191,332.88160211267603,199.11395147313692,312.29438347320854,983.1819742489271,346.56888260254595,378.1425094645754,769.4593483074976,508.6408504176158,453.1404011461318,503.41699432066406,412.8548942449582,981.7073170731708,1147.2297528749693,428.811432325887,585.311010682005,254.82220731298221,135.89322916666666,278.00925008259003,460.5455472467709,689.655897694767,353.7949609035621,249.96598101265823
00:40,231.65290723479805,534.9928151534945,603.5598644578313,549.012440905698,362.2746451860376,253.62922966162708,760.5057900635039,282.44411414982164,226.75725860904794,426.07722598993655,377.3292324150842,551.445366898768,684.7482233502539,192.0450054884742,654.174298679868,743.2568584607915,333.3933996856993,320.8639869128301,497.60364709037276,620.3401227678571,251.88707926167208,233.33736717827628,555.8449628844114,374.62675101671937,462.9565754270426,752.8682375571051,728.5755952380953,742.0356598597989,201.12259332023575,380.7939787485242,565.9654997463217,610.526368159204,282.0197702377772,650.271210676835,320.8300053966541,528.8379900856241,402.33377454224575,853.3356073211314,427.96256486286137,402.52181987000927,149.82162302307492,406.82841047503047,531.6045501022495,447.8067721751932,547.6538787621873,331.4387123400743,399.96707381837496,505.59955056179774,403.72005452376897,1030.4178143047534,539.4855521155831,509.49177562210036,610.3130372492836,445.73601895734595,550.2462557603686,342.9695054945055,416.90887404580155,1081.19265453353,430.8163497019586,331.10698496905394,208.9165938864629,318.73066841415465,979.0380813953489,332.8719043552519,394.26880877742946,803.1674311926605,528.8579732120293,461.5135356849877,511.6608505997819,409.99348392702,990.2034070683957,1157.4078022776835,434.8927392739274,601.2404360345537,278.64344703770195,131.89448248086993,280.1583305730374,467.76530267162667,672.9176703514272,362.15814151747657,252.18881939014855
00:50,223.4237784282819,511.5125786163522,559.3066666666666,524.4551378446115,354.7836301629405,248.40173410404626,726.8367799113737,280.4979520187244,219.12660309108847,424.6522210184182,367.9633101231923,526.1267904509284,677.7464574898786,181.97345794392524,647.0552588331964,740.0463030303031,325.5842050209205,322.4013921113689,489.66746475126365,617.2998888271262,227.7230657989877,228.30749354005167,552.5224550898204,363.78098242451557,462.07360824742267,765.3359073359073,744.5493678506923,732.083916083916,197.40361209265802,354.1294460641399,566.7315175097276,641.7596394591887,263.4105062990254,643.3855709507883,342.74636510500807,539.2080911935628,400.2262337107456,867.3627146361406,435.38458681522746,410.23551057957684,145.82392026578074,371.8390050358614,540.1422753881395,439.12910284463896,561.3174331550803,330.32307060755335,393.87303664921467,480.3989116785266,396.7886287625418,1042.765691311146,534.9783854166667,517.6677951756242,622.5319401567324,488.4796858071506,539.1645569620254,332.0024610336341,406.65253831417624,1116.920992491022,421.67318194883586,333.51858368154825,197.32269197584125,316.3707682291667,987.4608321377332,343.1518951268168,389.09645203679366,788.473531310523,514.5982097186701,448.93459481694777,508.4263925729443,407.6188486536676,987.2568737270876,1152.992265469062,439.5322528363047,572.3431041754534,243.5614209827357,123.83339573193561,271.7325197889182,447.82261945685804,690.8196900638104,352.1044003451251,244.02714398111723
01:00,234.84574349855524,516.1155778894472,583.0791394544756,545.0759840558047,361.3662613981763,251.28374860542954,760.7576894223556,282.71894322653174,218.10757523348323,427.31321585903083,391.177267699115,546.1189719130896,683.7789046653144,194.63324732768154,647.7834368530021,740.7802570943488,347.17400419287213,327.17015590200447,491.0168134507606,643.7764350453173,246.50907770515613,239.91654379239162,574.9624595469255,372.73748862602366,457.08420620250564,755.5163715740965,734.1642424242424,753.6449775112444,202.2744,384.81532066508316,574.4502385821404,644.5891783567134,284.87083097795363,656.054892601432,318.8772874058127,542.8785857238158,400.6018457481872,849.0050719895288,423.6885916016351,408.8889405204461,148.11723602484471,405.9675014337603,543.4614205416453,436.3877025036819,554.3955805892548,330.0477759472817,399.75577124868835,498.27371627502174,394.1843231216841,1010.3390061266167,537.2586027111574,524.7476714648603,611.8495215311004,470.162619372442,546.5670103092783,340.0013770311209,416.4046037019459,1079.6830225711483,413.88425655976675,339.4307248947018,210.472688172043,320.74387096774194,998.6422413793103,341.2904047551656,401.39252577319587,782.7615726062144,539.4164334774866,450.8277709105892,543.491631332292,419.5991521431936,995.3649949341439,1157.576923076923,430.0886618325643,596.0556709597008,260.93352192362096,135.37951582867785,291.4172380019589,463.0702120264164,705.8806493266925,353.19842312746385,256.6250971250971
01:10,233.00313549832026,526.6188881446751,589.311848707063,543.7906164212628,363.62504787437763,250.69970414201183,742.7028613352898,271.7123799359658,217.41727621037967,433.805823117338,401.3983508672164,540.6522769149776,672.5386539904929,195.34893146647016,635.2561403508772,748.8789043728976,355.9195767195767,314.28189440290055,481.4263146016701,612.5393722466961,244.6802987197724,202.94871043376318,580.258639021797,372.8722644037517,453.88939144736844,738.0524921743319,739.6623222748815,741.7510300176574,200.11159824631326,379.00059916117436,570.2479226725453,645.7493746873437,290.7730356133409,657.0531514581373,328.7952562704471,531.1123318385651,409.69277632724106,846.8618613732509,428.4939091915836,408.6823855755895,155.01343519494205,401.1535063500828,537.7420604182804,440.2682034394438,555.2661917098445,334.89356435643566,409.8374474789916,491.10240700218816,403.9894262437164,1014.2530038540013,534.9861256544502,528.6007556675063,595.271948608137,448.7942884801549,541.2577675489068,340.46469939327085,419.79775549188156,1080.1365193280053,426.56488772236804,318.4110197733837,215.12771503040835,318.12539987204093,981.0091298145506,333.82237600922724,406.66369426751595,769.880193236715,525.501508295626,461.6548745372275,526.1210343328987,418.04445462878095,992.9656392117231,1163.3248265609514,422.5144278606965,602.7593938135769,270.6265189421015,137.2123795404003,289.9730344379467,457.1476391825229,673.1786547085202,359.38978611959845,253.69115913555993
01:20,230.507330075522,535.8586387434555,586.6014632268002,539.6941087613293,379.8061690784463,246.10543717854517,739.7029629629629,263.9845250800427,223.22323539344816,425.50120218579235,404.46510965536885,547.252082773448,677.7788559754852,189.64778955060285,629.9520760173518,752.8653799758746,353.8399179066188,329.7083233961364,467.26787290379525,609.9972610243769,235.37946264262052,232.15615096513972,576.8337517433752,368.115449202351,458.2593884670634,739.9862119013062,746.2343565525383,750.7393992932862,198.94630071599045,373.8057726999399,566.1540922869654,651.3522613065327,283.8363806844819,658.3342789598108,306.9481460830778,541.7702099151406,404.5520430107527,849.240428293316,427.4981597350018,413.07670979667284,151.91997934950956,393.5820809248555,523.2843237704918,439.72057205720574,555.6040734109221,331.26210008203446,400.3957063344819,495.1325561312608,408.70797524922654,1019.1829350011168,526.018163213098,539.1729638958858,618.3503805899144,480.2622906537007,541.8716177317214,336.39005736137665,409.55125448028673,1105.9927452596867,435.94096812278633,338.3638378019056,209.12908853030964,309.43023622047247,1012.5980679156909,349.6419683257919,395.63271604938274,775.2935402153262,531.0286831812256,465.28606356968214,536.5485500878734,417.61728971962617,990.0676767676767,1167.8540593573707,438.5943211488251,592.8359243697479,259.7692819148936,129.04096638655463,277.75976174718727,456.4655294953802,650.6064390243903,355.78138528138527,254.65513173417224
01:30,272.9906359734686,550.1565160445317,607.3645833333334,553.1724655819775,385.6970986460348,255.77598566308242,737.9681551976574,279.84951974386337,218.16939700243987,428.5525854513585,407.1046972269383,550.8773410709575,678.1418936446174,198.79245283018867,638.4687051097886,743.6338601532567,372.71391619244696,318.69635359116023,473.32414085702163,606.2185881711638,239.6483918128655,240.74206229210765,598.0317730496454,371.0119733924612,459.78866296980897,743.4397649363369,741.9299079299079,753.8465199286139,193.75958047599838,391.22123368920523,559.9543554589534,656.1234382808595,292.9482265446224,667.0735294117648,297.6799782667753,535.164185736503,410.4702316518727,855.8942852517404,422.49322592456974,403.60736196319016,150.68013295832267,411.7888237110219,525.420716112532,436.3052592865024,552.233636757694,333.46702613023643,410.30982961992135,492.1698858647937,392.6928048987923,988.4476614699332,534.9979101358412,540.3901819720694,606.2475693621058,467.46308724832215,546.1966005665722,341.89061224489797,414.6545934276805,1099.346523178808,432.36304604486423,344.3809946714032,222.836743772242,314.57960759086524,991.4419279907085,346.47207829591247,404.66484659386373,773.7570063694268,546.2762264150944,464.64513491414556,544.5916666666667,425.10151085930124,1002.839908952959,1185.4673379174853,431.19827871565707,605.0924229808493,272.8580114449213,134.19672131147541,293.07061872367996,483.44142857142856,653.4131084543126,362.2465397923875,269.7907166123779
01:40,247.90940054495914,538.8422360248447,594.8560460652591,553.5084577114428,401.1629455542499,260.52997858672376,742.0466666666666,286.3758865248227,214.97169811320754,428.79060579455665,411.96674246731095,549.5107700592354,682.4893837389953,195.34710743801654,635.743196234909,746.0143203883495,371.4612970711297,319.7648763093381,477.39081455805893,608.429344883595,240.06940966010734,235.5604329524955,597.2548131370329,365.5285403050109,457.92398855741726,722.1689221846302,752.8649689073142,762.1985096870343,192.34549878345499,387.7749120750293,573.1267292912041,628.3197126178716,291.73595183486236,664.9472433460076,312.2526228602982,537.527014858172,403.0576840292725,851.216896831844,424.2732622287606,418.12971481140755,158.30497761390572,406.7434802501144,530.545665634675,444.27064387049836,554.6792820069204,332.411498973306,410.62361331220285,503.010661928032,403.73143732970027,990.6261120996442,530.9092311648238,535.5093617021276,604.2696415855685,469.5333969465649,550.4615987460814,340.5321301613344,415.7052956542389,1105.0821464060948,437.39859320046895,339.07192162101984,218.0653181626633,314.30106830689544,994.4889212827989,347.238,405.2016129032258,780.4665409990575,538.9163449163449,460.47683476834766,556.9465240641712,418.80028462998104,1002.9773185483871,1155.4140023337222,433.45538664904166,596.6180831071205,271.38447587957927,133.38727888596162,291.48006482982174,460.20581896551727,657.7683458944863,361.29539530842743,252.02183908045976
01:50,233.9894191805493,557.4700130378096,561.9592139414164,543.7928713858424,402.7595135347195,240.64445232187168,741.6531961792799,282.9561403508772,223.7111888111888,418.6073862387338,407.3644115974986,526.4755074424899,668.1591199795344,191.81578947368422,631.4138282684071,750.0566850035876,356.9764397905759,350.9035044422507,472.40551605257485,594.9101699487456,236.2555476020043,229.9914479504571,576.0975470621792,356.37428192664606,462.0864831552999,752.3830409356725,755.8894502228826,760.9181547619048,190.41884176182708,368.05241460541816,567.9238208347472,627.7219954648526,280.5119324796275,653.8608490566038,318.2467391304348,542.3246260325966,412.06984334203656,864.4228701742954,435.56332842415316,424.15970628728775,155.7862051412573,403.85625190142986,522.7050230650948,449.2028097982709,557.8341222030981,340.6182405165456,400.0181483429774,496.8700823421775,406.09622286788584,1016.1994200312291,537.5096053997923,536.5459940652819,614.6774647887324,467.5842554536832,545.5695381421899,336.22645125958377,407.19598949629983,1106.7445866141732,428.21004159239453,346.62885682574915,208.74171029668412,303.25942350332593,1020.1369622475856,354.0659562211982,397.44804177545694,789.1051154086089,510.6747537833293,460.3202293202293,553.6666666666666,421.5447619047619,1005.9271673387096,1168.9177026355046,425.5555922137908,599.30858714044,250.94281045751634,132.1996261682243,281.34933506325007,457.2284994602375,625.2705929973689,358.4403080872914,212.14052398775092
02:00,216.78726708074535,545.6968730057434,554.5759182127982,535.4522985664854,400.5509148766905,235.6593761204733,732.6649522409992,256.2688381137579,225.01436580238263,413.57452871547565,401.46875883517106,518.4758414766558,669.3779204107831,177.52377521613832,637.03089198036,756.6268081002893,358.17389006342495,381.8506385341477,475.0224867724868,588.509756097561,230.43756708407872,227.27478005865103,582.0474964234621,362.81156800723,454.17713464696226,727.7114967462039,758.6943947525343,755.5915032679738,190.88442822384428,359.44209288653735,566.7045687009887,653.4777833250125,272.9066705675834,655.2157968970381,321.744356812619,549.2241340782123,413.266823831976,865.9809228762433,442.96175166297115,418.92329149232916,154.5649232370544,388.3546262254902,523.7083867658374,438.50308529945556,551.3080424886191,334.1855257896841,401.2379438261791,479.61067438973936,396.42145466622384,1012.8515450067174,525.9956654767975,531.0607594936708,617.4582647542911,475.3523654159869,548.2645077720207,335.13216821409065,401.05806451612904,1114.882704768234,432.03871158392434,337.35151380231525,202.83406304728547,305.5289389067524,998.9153577661431,360.4197459584296,394.36432095559593,782.1065521628499,505.8929774552993,455.460343417825,563.3363595097594,418.97999069334577,1012.0304325955734,1146.0765027322404,424.85270805812416,591.7525531914894,256.5729712041885,132.32148203592814,281.6695792880259,463.06159942363115,617.4952,352.57409012131717,204.86417964505614
02:10,245.69728273074332,567.8649842271293,585.2786389413989,555.042288557214,398.1264552388599,233.79351784413691,746.0886590321389,283.1829533116178,211.9059319059319,421.45146379044684,389.44819010776456,544.0421371522997,652.3056982147224,199.18370264474623,631.2584640792734,729.6426869938066,370.5429025423729,361.4668456375839,466.5284266196562,586.9754054054054,238.5482269503546,245.62596096984032,577.6756909193457,362.0199365654735,452.0883138221401,714.120589656839,735.7175459395377,751.0118588793359,184.78455284552845,386.8618459729571,551.7498313090418,640.0240842950326,294.65288691493,648.4746716697936,286.74497354497356,516.8919524770231,403.34207105719236,844.8938574938575,427.43156732891833,414.51173708920186,150.50807071483473,403.84818029541646,513.2773387713485,429.6838262139467,546.3856405846948,333.95016207455427,411.15562565720296,462.12617779598526,379.1471521630199,976.3010136624064,524.4567383324594,523.7115628970776,602.2385084427767,461.0516047828823,537.8283485045514,343.13503947726656,408.00852618757614,1098.630198019802,426.3934328358209,334.0131902526269,218.73241928350288,311.75126422250315,985.1738746690203,341.48342059336824,394.34947476300283,781.1353478124016,536.8823380566802,465.9532330215535,577.9900632339657,421.6022150438394,1019.3475088072471,1143.2619542619543,421.85609837155204,588.3896603289895,267.5342375124049,130.0652818991098,289.0850373255437,458.9142228739003,656.773498694517,352.6933962264151,263.2950250674894
02:20,276.42042166184376,584.1972566949706,590.2025171624714,556.9225229699529,399.82193958664544,250.8936403508772,743.4662668665667,293.9310344827586,208.68670438472418,422.3562610229277,392.23946784922396,534.3318777292576,648.8268156424581,200.6684511063526,654.0118974358975,724.1114292531615,370.39621650026277,405.01362246316376,487.3565891472868,601.9246963562753,238.97616468039004,241.99643069601427,584.3566021867115,358.46515837104073,455.192394655704,732.112056392805,732.7242810554403,754.4513537637608,184.93078175895766,390.7055718475073,551.4336357526881,639.5335350479072,288.509108114502,647.2811918063314,300.8256246677299,525.00200848025,421.38690088917804,856.9753743760399,414.3931354359926,411.0962517353077,157.74061158798284,388.584025854109,519.8643894978333,433.5070831819833,546.5220917822838,329.7335796387521,414.51140833988984,476.9334524341224,403.07725029777095,976.4514777238642,532.1778541226215,534.628896377422,607.1513526119403,463.45745361484325,540.908067050812,342.6563601844318,404.0670484371272,1084.4330956723595,424.4225014961101,328.3497747213659,223.33794642857143,315.7527579493835,971.9354556074767,345.5019145802651,401.91181748269673,770.0745123121202,539.7237971391418,458.995522995523,580.765373269798,414.03370786516854,1007.1532258064516,1128.371564842153,424.4557845744681,592.0405491024287,281.3323678493845,130.99545970488083,297.9179321486268,453.76530986431976,643.9555275854835,349.1804320203304,271.9661928543988
