Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
00:00,226.89706176294223,261.33221099887766,471.1397899649942,595.5646293442903,319.809592096877,162.8325712275765,359.9746995572423,676.9364273628233,903.7438295661211,325.74786028221143,145.16990788126918,355.5585467851542,647.1876036484246,146.51475796930342,688.2411498536067,101.03235747303543,613.915340547422,1009.11746680286,168.08091603053435,843.6151315789474,451.46593080025474,733.3990731204943,721.4184219324641,292.9437751004016,223.2028029678483,335.71409075400885,658.8906090853534,321.95420755278025,500.0741912798875,642.1572847682119,519.3864293659622,358.27206823027717,325.4665021156558,408.8482142857143,856.9860411899314,431.2988958990536,283.24576432514755,979.784355179704,343.16293688710084,316.21245540058385,169.1475,521.8328865058088,327.182131661442,216.13204508856683
00:10,226.58724765140914,266.672149122807,474.3138790035587,579.745709570957,319.13058692540164,148.12591240875912,353.16295353278167,681.9490679968495,904.7229974160207,320.6957589285714,138.56053067993366,352.10968921389394,646.5300906842539,146.77354085603113,697.9310527711482,101.46981953951462,587.1328203412512,1028.894238205723,163.4104013566987,838.0394255139397,449.3925941510625,739.1394504924832,735.2838806467745,297.3819530284302,219.20865659452838,335.89651416122007,697.1860465116279,319.41028744326775,506.52691968225946,647.1819693330871,539.7084004602992,353.92358032510026,341.45807127882597,411.17788141239174,850.4275877897636,425.4490106544901,270.9145185746778,951.5267857142857,335.3364010656333,321.2993769470405,171.12130801687763,518.2689447592068,316.32741738066096,216.27524429967426
00:20,226.044797107272,247.27704752275025,462.3437136881246,584.5239742956006,310.7298547949577,155.32614167565623,353.8398858592264,689.4899639732373,905.8968274439,320.91043109224927,139.37538148524925,343.00104139546994,649.7424344317418,145.19218500797447,694.4159619450318,101.93606455617629,584.5559265442404,989.7832599118942,169.44978919126103,827.6657255787691,450.3589093214965,746.8572532852357,740.289508413065,303.01978973407546,223.39917864476385,355.08710033076073,701.4968629832018,316.06033452807645,507.33542151422944,639.7042537587092,533.8915105250983,348.9915487006127,326.95508771929826,423.62409000661813,854.0264900662252,431.5955113491456,268.5012298959319,985.0615746180963,336.5418316831683,321.4287458040891,175.33415492957747,521.4312668463612,329.68416234360694,216.819209039548
00:30,231.30513406776137,254.14795432921028,483.4845360824742,595.4504814305365,302.92414342629485,171.8811706629055,373.35630358844077,693.783276450512,903.8302125506073,323.18453188602444,143.20726714431933,338.32530120481925,659.7805321810325,145.29563874951756,693.3617077003667,104.15217391304348,594.4278145695364,1004.7169307459498,176.80376344086022,839.1439931837546,456.79532412327313,732.2992738589212,724.5145772594752,306.15441630636195,215.3842083842084,340.5781476121563,667.9381463414634,323.9003590664273,505.68263901305204,651.2573909830007,523.8076584507043,365.62871600253004,325.98560898560896,420.3100860737144,834.8644721906924,419.2039788466381,286.34192570128886,966.1175368766097,333.6258957252286,348.84965034965035,170.87486818980668,524.6761090326029,326.8841791044776,216.10339256865913
00:40,229.05015608740894,277.084619782733,481.35366430260046,584.9439725579875,325.00804117079446,160.5572331460674,360.7645376549094,700.194710915219,910.2354456465739,313.7570154448553,143.8604761904762,339.8313157894737,651.7105317608111,146.67765273311898,701.7694728560189,103.41957394257487,585.5878445699103,1031.467103993826,173.67883913127042,831.8690847265515,455.3056260575296,732.106288981289,722.8713357629535,309.53853211009175,218.93046827488342,353.20248400451635,694.4091630305435,320.06369047619046,505.68418220946916,658.1763616154132,532.8577950239671,357.63051702395967,349.8941798941799,424.8247011952191,841.0746783088235,414.7881227981882,281.34725400457666,955.4644859813084,339.5061973227566,363.5111653872994,173.59295774647887,522.7210053859964,328.9940262843489,214.30962004850446
00:50,228.8075392670157,228.76615798922802,466.48608137044965,582.446992864424,314.685393258427,172.7485528219971,348.61533546325876,687.805629314923,904.6587544665646,309.23269270510434,138.14619047619047,340.0461497182721,654.5735461801596,147.03346153846155,701.0880733944954,102.45055970149254,598.7959522229595,985.8756349623402,169.22651933701658,831.9043801889493,448.6627956081081,728.938310005184,734.7875463784482,314.0233846153846,219.67318942909017,340.27372911482405,706.5339181286549,318.6821566875186,489.9566972477064,657.7333581950401,543.8106198723792,360.48747913188646,346.2936366868112,422.2422415717794,853.6474902589961,427.6828405357594,266.85692685692686,984.1326148078725,343.64072632944226,368.2937038339782,178.3370089593384,525.663882331578,334.8921832884097,214.5004003202562
01:00,227.5904043578462,246.7976710334789,467.1601525262154,577.7072631399898,307.88206785137317,192.37873196913787,345.96731816725406,712.9104215456674,890.8371377276225,305.76747195858496,134.78714285714287,353.3233280674039,645.9904,145.38303747534516,701.2246777163904,100.74551638837353,597.423949299533,997.8521014364248,170.98396445131377,839.7970973249858,454.75980087118853,719.780814853017,747.1094066082265,311.7402994194928,219.43001822969416,356.1865671641791,671.2736822359782,306.1867088607595,507.05099616157923,665.1012705530643,541.0113921166553,352.8723494486853,344.90148830616585,427.76044444444443,852.2011520737327,421.4101917255298,273.08409610983983,974.4962228517469,339.41213275299236,369.7539710554183,172.41029159519726,530.351193730636,340.8051127819549,213.16666666666666
01:10,231.94979079497907,247.10241260462826,485.9581963363081,590.0732500427862,315.2127968977218,198.35180804325785,364.8270580727505,707.980271270037,927.3605633802817,305.402499461323,142.54773333333333,349.8111520252499,673.5126799177519,143.06483226535997,709.3577643026628,105.7991942981097,611.328947368421,977.1527147267115,171.7922356613344,818.618778280543,458.44365904365907,733.4966717869944,750.0685143742469,311.85018159806293,210.55205174853447,355.86331732545256,675.2091875474564,319.2578779994218,509.0490523968785,651.5695117405888,527.7251700680272,362.110949511739,336.05523877405557,432.46527012127893,864.6525017135024,434.6473007712082,284.06397114654516,993.1912696550106,335.13438520130575,351.7103026181571,175.74498269896193,523.3711284187647,344.2227573750753,210.1685303514377
01:20,232.86895833333332,232.1012715712988,477.7957317073171,589.1947897156479,293.65223012281837,199.93129770992365,360.86010197578076,692.5830660679923,910.2249747219414,303.2254755289592,140.25173333333333,353.1680805938494,662.0667675021608,141.28240567799776,703.6564885496183,105.62674526838349,607.9071956960323,1001.2165907019144,168.72851901911565,828.1441952881067,457.3232095218551,724.4113130278987,754.4733585424544,306.89844937671023,214.6130275974026,334.90697674418607,681.6202043570464,321.69900271985495,510.6973539140022,654.9820018365473,534.8914728682171,370.398870529178,348.2388750444998,417.3954262877442,839.0571494147349,442.7710843373494,278.8067355530042,967.4586031452359,336.90277777777777,358.45947850599015,165.99722029186935,505.59301055697125,340.1387718242023,214.11347517730496
01:30,234.84053433521186,271.65293453724604,485.218947368421,584.9905277401895,295.9701827508817,200.08911882510014,368.53750794659885,714.4650205761317,932.1990776325903,303.819400796145,145.41691542288558,352.25894513649615,674.0606680299932,143.98166926677067,713.6080508474577,108.30898352502331,605.6874790198053,986.0053956834532,177.46270396270396,830.3305949008499,455.94968684759914,730.4958932238193,728.5390495181123,303.79314565483475,211.69329529243936,342.511653718091,692.4334198442803,326.0893958076449,534.6086878798712,643.3167848699763,536.2180349932705,366.544126984127,338.70212765957444,420.80924855491327,859.3250859106529,440.52518165873215,282.9540669856459,976.9834653004192,343.9409989023052,366.7788427405041,169.0402637972926,512.450624082232,343.77836411609496,208.35031847133757
01:40,232.9490605427975,243.92125189298335,477.98728813559325,581.6235850650447,289.1280756069741,197.48717094301898,357.7646685696162,712.6714929214929,913.9300076355306,308.3689816787388,142.25258493353027,351.4929797191888,669.4328202995008,140.59058380414314,708.6751978891821,107.63801187871209,623.5046511627907,1014.3658536585366,174.29523251270027,817.1978747846066,444.93447352153305,728.304347826087,731.9592879512114,300.79273504273505,212.03070978238765,319.4495782911624,700.8132590085606,327.0752487562189,522.0856158171595,655.0238659136455,530.8968542692061,365.8396167465111,336.33554933519946,424.7805635677835,846.961343764381,441.60407858741604,284.4648429974957,973.3522304832713,345.72577152138604,368.5047585477617,165.71472921697136,509.40072661217073,342.2942708333333,210.9431728492502
01:50,230.18748696558916,239.29058116232466,475.48410642806687,584.2130812468064,297.13678553981435,196.51899148657498,354.31774809160305,715.4833759590792,898.8959774532411,299.63082281236393,138.72082717872968,361.4315033350436,661.2693435596661,142.33836288193135,706.1633032395114,106.0716296527995,646.6001984126984,1000.2128440366972,172.86253894080997,833.2665520206363,446.2038774233896,715.8879244319633,729.2232040582556,299.19889840881274,219.14766469508464,317.2113587347232,697.9629188974817,325.19109461966605,516.8473351400181,651.8512931034483,536.3378469871361,359.8944734098019,344.1375698324022,421.4283489096573,842.3061926605504,442.1309072529694,275.87085012473614,964.0278422273782,348.3538866930171,359.8194201886133,162.5928961748634,523.0900705371677,343.24221556886226,205.3095803642122
02:00,232.64647095565272,262.7590361445783,499.32000946073794,583.4859767098573,289.3305569165442,159.30498744169358,372.8919694072658,725.0685897435898,906.0400410677618,301.4078200087374,143.10976837865056,361.5721215215726,676.1163613655287,140.95129493621957,699.8754316069057,111.27692307692308,633.0838644750083,1006.7616590593371,180.65899166335848,830.7162162162163,442.7237813884786,717.7139922978178,708.5277227722772,292.8293955200982,210.65626911314985,321.1638808139535,711.5438492063493,326.84215471343566,517.6084304932735,651.6910511363636,535.1731202161188,373.84650967199326,334.3809689787382,411.5129798091857,827.3164383561644,442.81317273193235,285.0212560386473,975.4017588521176,345.78775398132893,354.35915492957747,160.83945435466947,540.8416589861752,345.4806110458284,201.23665338645418
