Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
00:00,426.3830528148578,410.02430365920264,569.3244228432563,548.1502423263328,343.1242167342425,192.62780514504652,517.7548549234635,491.58651882112633,584.0245322245322,1643.1622218715481,474.2967384973791,409.24136592937526,315.28245436105476,500.66732128829534,1016.8308285946385,1442.2372052903968,823.410188989318,1675.4552825552826,771.112460815047,1265.7882431529727,822.0009186954525,401.79363593823115,1032.1331592689296,667.6719018404908,541.1639344262295,1144.026455026455,951.2485481997677,803.5513905683192,667.2235540905004,679.8305591920703,749.2170017482517,897.4578680203045,160.20156046814043,610.4960954446855,655.5725469728601,749.5983687592684,442.59712875729025,663.7287836816922,340.43893805309733,884.1363430127042,531.1715976331361,418.64504454342983,369.16996788008566,625.3094560404807,473.8392156862745,460.3497003994674,478.96168958742635,170.84395604395604,252.20484708597806,559.4493346980553,649.9889807162534,600.9191290824261
00:10,430.9794359576968,418.60655286343615,571.8978527607362,510.43014009844757,344.9098003629764,195.23829787234044,512.2243575418994,500.7691863819965,582.5947302383939,1662.3871068690346,484.1894491401924,412.7283593599383,319.500249500998,509.8391093901258,1032.9672727272728,1464.7663981588032,825.0589534488618,1687.0284653465346,773.408976102584,1265.6384839650145,834.5877739331027,390.3888363292337,1039.9942840811661,667.6418902288949,554.3028768699655,1156.2676946410515,938.419072615923,825.3399002493766,670.4655275779377,709.95065913371,767.6417845484222,969.4712798118911,159.87462300732443,586.5919262834576,641.0541666666667,738.97588264545,475.4593395761459,648.7816321437484,370.55222929936303,895.8392816549216,538.5944069813567,455.24498764075804,369.38166080605896,624.6215033599,472.9575120455541,454.46671083140114,482.1455078125,174.4853046594982,256.20810096859407,548.4827940421161,661.4248633879781,606.8870716510903
00:20,416.5197215777262,405.2548754062839,568.5103363159519,504.56660341555977,343.116258111031,194.0646739130435,507.3858845096242,478.02153110047846,568.318447412354,1648.1275462237543,480.5190751445087,401.0836893203884,312.7998990663639,512.4177434908389,919.2120383036936,1465.3023457862728,833.4445025265726,1664.1381853946398,797.9356435643564,1271.5969251336899,848.3988545246277,377.57136105860116,1053.0643493249067,674.7444279346211,548.8142228399352,1145.8553490708186,840.8849918433931,816.9385614385615,676.6238615664845,702.545130418465,754.0842784078275,939.2101522842639,152.9162689804772,622.7456178790535,636.5673051692469,728.7577345309381,470.3744471744472,643.3588841417442,355.84408221119776,898.3002051515842,565.691637269143,423.5209663982227,371.34374158815615,620.2340425531914,450.2,460.77510772290356,485.52237354085605,174.36716524216524,242.35615343633458,532.6439199589533,644.2367706919946,614.5011691348402
00:30,410.8138452588714,396.8551705468327,546.8825699354442,542.2232365145228,346.8607664233577,192.4076726342711,509.58814065732014,463.3243386243386,560.5364517488412,1673.8724132565737,469.1943719176095,400.45040524893864,329.84329113924053,525.5931008195159,908.9758192090395,1471.5404083980443,843.6411591185147,1667.5230392156864,811.8981194461666,1284.7988245931283,875.1256641256641,355.62,1055.5576323987539,670.6681481481481,549.8721063488425,1166.896136477672,816.9049749934193,834.5913604766633,697.7999389126451,683.2288532263457,770.7740930336079,883.9485733244858,140.7318808359271,644.0964850200519,602.9420941300899,716.4516289480229,459.79472140762465,611.0370654396728,337.1305575158786,897.4929513415188,562.0691573926867,439.38847736625513,355.8551113496109,608.7991132854304,436.40575916230364,451.9377593360996,490.9509993552547,174.45356758694874,233.01556317594302,509.6712678936605,656.7785953177257,601.0560747663551
00:40,410.3593932322054,397.3898858075041,550.1385135135135,548.7321646962903,342.34308314937454,193.13860369609856,508.0087537433771,471.7229106248352,563.3811527135044,1693.8332811521602,481.5297515886771,403.27487219819113,339.0729833546735,535.1403743315508,908.1541939859824,1477.6936095710535,856.5390154052244,1671.150540275049,810.6341362126246,1293.4848690153567,877.9413108015528,355.13224724484905,1045.6475946484486,672.0024703557312,558.9531037607612,1144.0972326103217,793.9837072649573,830.957590966123,699.971489883507,691.7177274947094,762.077438071859,852.7960875331565,145.0503978779841,647.8966798235431,601.1447784810126,728.4261686866189,466.3179791976226,615.0,339.5161971830986,902.5057077625571,570.4597677312319,409.0008356545961,355.4170475934391,608.3287650602409,434.32507605388963,458.9706764411863,480.89064007719526,171.40670859538784,236.2054721030043,464.4604221635884,652.5171255876427,598.2252180808882
00:50,388.3987157034442,381.11295139831657,537.9103469450414,530.4693376941946,335.2833911931299,189.76283748014822,504.77662517289076,453.0975219824141,554.9721181856013,1704.2690012562814,467.79226069246437,392.66211401425176,361.51460221550855,535.4878048780488,867.0575459023735,1456.0285467128028,864.6991316192747,1679.15754601227,806.0670071501532,1324.1975391498881,912.9350558659218,341.2618816682832,1038.0791938688617,674.2664868840402,561.4254748603352,1167.9493053863027,781.0865639936272,827.8603182621874,711.6048810627124,734.7445306986591,773.1880744227751,842.370063060073,132.9819413092551,686.3772189349113,575.3434851694915,722.5106489601603,428.7966025927582,589.6148973904232,340.2331154684096,914.3704633645286,553.5498705952618,409.4554537885096,341.14361420243773,612.1734026745913,413.75250982103887,443.9259811227024,485.46464,168.6576975476839,222.88296812749005,461.2297915607524,669.7466307277627,582.0251177394034
01:00,403.7299942429476,388.2136935009361,549.2907650106674,532.4087444845568,339.2005174644243,192.11621900826447,516.946386946387,462.6111840378052,562.7960687960688,1683.0109941158253,473.61959988402435,405.4723772858518,350.07907328128937,526.5841546626232,889.9562092971031,1498.9158905704307,831.4772651842018,1683.8008838693838,807.0402892561983,1298.6913442182956,893.3334103512015,364.43074656188605,1013.4980566352027,676.8066257668712,549.5508359692725,1150.673563777994,683.2701149425287,834.6309944472489,695.6495356037152,694.5393707075547,772.9791806581599,871.3185083817996,149.07090358841333,675.0002663115846,599.2006776127183,726.0965396188566,467.56110836219693,620.8405248549079,346.4418928322895,999.8716216216217,545.9677996422182,402.9404362416107,360.4413095554964,613.0935723655443,436.48801916932905,456.1999001331558,490.3671373555841,173.72565445026177,237.52691992347636,502.3446153846154,663.0810263335584,592.498001598721
01:10,379.00456360524817,380.2483002447648,536.1155580608794,525.8122837370242,335.3671702284451,189.5099557522124,501.2370504410767,456.90498938428874,538.4183927091964,1710.678970223325,458.0865662999421,390.34848195531794,352.9599447513812,545.9421265141319,856.4157328552219,1525.375809299588,856.6568106312293,1661.2426778242677,821.9518021793797,1269.27319243604,923.8355263157895,327.7231584015407,1014.2725501113586,665.2133757961783,568.353908537959,1144.1566650270536,732.9704126654555,816.848062800709,699.2806640024593,699.2994513867724,784.6633972358449,851.18762746431,133.1324180690877,694.7842557764643,552.0920776495278,698.0523415977962,436.8333333333333,593.4672754946728,308.0337837837838,980.8187919463087,568.8259788688626,402.4308211473566,342.4227163139566,604.4723835045407,404.8564,447.37363925640597,479.0474815527751,171.3844212044717,213.5363855421687,444.01214574898785,659.2331368696791,582.2498017446471
01:20,373.30341632889406,369.2929867316545,529.5659173754557,536.5525324403516,330.07191717507857,187.54756980351604,505.941758747698,452.3490937746257,537.036475409836,1707.4165759601929,457.0886002886003,385.5942638623327,373.9168367346939,535.352133859748,850.2705564316287,1515.5944673337258,843.2213333333333,1654.8032464338417,811.3869700103413,1297.5796685082873,935.7223796033994,320.23213429256595,1002.4565573770492,658.2210834553441,573.1493710691824,1148.737420615535,746.5739828971236,793.6080339321358,685.5339477726575,670.042745334136,808.4813747228382,807.8584615384615,129.14565316340463,682.4480959833072,552.4502382212811,695.4773239789527,466.2440594059406,568.5758498224252,293.1467065868263,895.5139360978926,562.1303308090872,400.8454133635334,334.10086067778377,598.7097010550997,398.696227929374,448.79890128183786,479.43919565911267,168.65223367697595,222.82925517612262,443.0936708860759,652.3787878787879,572.2046362909672
01:30,364.2892938496583,366.6796465064899,531.1991460811223,527.228714524207,332.8914928953682,186.25720500271888,509.09495412844035,444.75625651720543,534.4116202945991,1728.504293161607,438.2226732386199,381.7143670525716,385.7993943981832,550.6457239309827,826.6861510791367,1526.2453106682299,830.8253914800472,1663.2541830708662,795.5810726858563,1308.3163515016686,944.9271081467365,311.4215183977643,991.2948614474038,661.3311403508771,571.5926671137938,1164.52411735455,742.046731425571,787.0952498762989,689.4629858112277,714.6788511749347,814.848123620309,794.9485497237569,121.45714285714286,666.9397940322154,549.8828229027963,698.6263763763764,450.33565390353056,563.0736086175942,287.9096945551129,1007.6681641209943,552.3695606912346,415.13797928911276,329.9773767842715,606.0847334878331,399.2122270742358,442.0443777110444,481.35284759783644,170.63850756775784,209.37343984023963,428.1331987891019,655.1816367265469,558.8588612670409
