Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
00:00,630.1394598952036,518.4509109311741,811.7135380321005,251.84924242424242,554.2506440927493,338.0014657383657,411.70380434782606,469.6685689201054,336.455566249599,395.55445920303606,623.9064970780337,735.9753246753247,489.4167165967645,582.9424005945745,526.7480751462889,800.0124777183601,893.4430740037951,923.0715426381348,581.1523178807947,422.81449007844947,681.8649712382683,555.1305048335123,696.7696629213483,1051.976143141153,1060.7492041032897,1338.8380421806605,784.7085289514866,1128.2553462321791,841.3851159007727,926.2583910495472,1183.3150733977802,768.188749418875,773.5533199195171,1038.2674418604652,676.8037087290819,1075.259796027912,1270.8900851276915,616.4005979073244,590.8296398891966,1673.2895966029723,969.7462151394423,951.6967155835081,1317.7891671520092,512.6428072625698,639.704010462075,729.6722689075631,905.039072563332,1281.8660714285713,1085.7001510574019,1583.331647170408,1613.402602096133,807.0452806122449,1551.4939334637966,1409.6061111111112,934.2513730460498,782.9275,866.5947684391081,1919.5263334451527,734.5680803571429,1751.2085781433607,580.2768556216724,1294.4662052117264,1091.9805463576158,1164.792392005158,2016.636745406824,1630.2838038632988,1755.2690081049789,921.8324074074075,801.191435768262,896.4382120946539,1302.1849822752176,700.5128856624319,984.0873786407767
00:20,636.1803278688525,526.3854112778065,804.4344262295082,249.71742424242424,543.7196056955094,326.5549738219895,436.20472741136103,451.0226171243942,331.54562858966176,408.16111328890634,622.8070054945055,691.9630086313193,478.2310250982764,560.1135508155584,528.7168141592921,784.2839776803507,894.0280461202867,897.8539002557545,583.4809789837723,433.06103515625,691.0855679421512,540.0021586616298,685.7062521830248,1012.6530120481927,1042.7131320224719,1339.847739888977,789.8840466926071,1103.088190572732,814.1120957022596,929.8353004291846,1151.0959051724137,752.5522745411014,767.7964710709889,1018.9648182665424,672.1375397185656,1072.4323308270677,1267.7814096016343,614.0675343811395,511.18407662376535,1675.7691656077934,944.5130219098801,941.3631284916202,1346.383514596451,493.6190308988764,674.3018305661984,717.8209041174777,890.2851063829787,1244.9897774113767,1167.2776005105297,1556.9536296770068,1593.9915403595346,825.3761526232114,1573.4815390594636,1406.0479433396895,947.8359899328859,763.8636929977573,855.1925894011202,1899.9525111035189,732.188630490956,1749.7929581703281,578.0824158540421,1328.8138392857143,1128.9298325033951,1164.7864516129032,1990.1585557299843,1630.5602550478216,1721.8834045860863,937.8017280582083,799.900162999185,883.2599197503343,1271.5143611753053,652.6404140414041,946.0391221374045
00:40,637.5736145574855,503.12345066931084,785.8445718138908,241.92486444616577,533.3855334538879,217.5911559348332,445.28723001136797,418.63976833976835,334.28919002155834,390.351606805293,605.181787175989,664.4805295950156,466.79593114241004,596.176749271137,619.3406414941129,765.3870326173429,878.5120743034056,877.7130856219709,560.1138232953037,431.42252851711027,684.3145764741096,536.3968166849615,675.3068820224719,1003.1490658001625,1022.1370882040383,1334.262124248497,797.6027131782946,1077.8298691301002,813.8022404136149,933.5878559914024,1113.943707422015,764.8641304347826,774.8679166666667,985.634988179669,627.9584870848709,1084.6805630752572,1285.3355879292403,615.4904505386876,511.42292368985596,1692.2953020134228,977.0797569312571,939.1438950082024,1367.7619047619048,415.2148403796376,645.5342651036971,728.588684582744,876.0142497904443,1223.6500495212942,1195.7072927072927,1493.8941765810896,1561.611245256985,794.0615237488046,1507.3501336387935,1391.4302670623144,944.048523206751,812.8915218536072,862.353826311264,1877.3720298710116,756.170007423905,1765.5608547537938,595.2066805845511,1322.7299501585862,1075.3599334995845,1156.4124075859852,1952.745179781136,1568.5827010622154,1699.2725520431766,941.5408256880734,800.4357682619648,884.6337777777778,1285.2213870857533,693.4409982174689,997.4645814167434
01:00,644.2075098814229,539.8241232731137,861.2115319003753,249.42825607064017,540.2173913043479,227.90514905149053,463.00906344410873,421.36093575937616,349.6738442051932,393.4207362885049,663.0847972972973,676.1597195169459,495.7660051216389,582.2589540412044,572.2813715093673,833.2456483473499,891.0604046242775,922.3748387096774,570.2726326742976,469.47507585609014,720.4857679074132,551.566576819407,744.928,1065.1877837391664,1097.4349839686497,1389.716626698641,810.0030947775629,1142.179526355997,852.9873106835857,968.2721382289417,1188.6307023895727,689.4534098582039,772.16211745244,1110.114682080925,692.187222715173,1096.2243243243242,1328.9190897597978,632.4303765478899,559.0994086172909,1675.6571906354516,1038.3490949390468,973.3012792236436,1354.457042665108,418.623795404003,616.9673469387756,794.9449985750927,910.0388677651035,1265.3078312263997,1301.4093433518458,1724.656062992126,1672.625599409812,838.5722910708612,1560.801652892562,1483.5505160239,956.1554534057668,819.1809647979139,856.1587505348738,1952.718309859155,799.397120121258,1751.47279110591,624.4121127741038,1355.682412484184,1113.7307867212369,1161.970955652717,2052.780766302969,1702.3425043327557,1849.4918667699458,957.7751322751323,811.9907795473596,905.474245115453,1344.0231593501555,680.024686940966,1084.3218390804598
01:20,641.6844409072821,505.2706065318818,832.0611828687968,262.5600612088753,527.9606017191977,226.34977908689248,465.06881077038145,436.7573896353167,346.5420619860848,393.69160653247246,625.091304347826,709.6484732824428,486.4457908163265,571.228102189781,516.8476274683171,821.2242589703588,894.1737959916243,912.1295103092783,574.5481520041645,480.3146017699115,721.7491398185799,537.0999450851181,722.0101434067856,1013.9050121261116,1073.0669064748201,1367.9734260016353,806.6666666666666,1110.5966040648316,853.9807531380753,966.090172786177,1146.3416395810762,692.4929078014185,754.2719700124948,1142.6903137789905,682.382721575649,1112.9023605150214,1346.7724756129712,613.1028571428571,565.5632478632479,1676.8970338983052,1020.3863981762918,955.8619646182495,1369.6122334455667,454.46697118763177,638.7077272727273,780.3739448508722,901.2521008403361,1263.6197899573351,1271.114275909403,1688.65952,1616.2620201267239,811.7261345852895,1495.6482758620689,1478.1739837398375,984.9287796751354,805.7052142488384,847.4594017094017,1926.6431424766977,814.219903093552,1718.699079401611,616.1356466876972,1311.110936270653,1124.2845491617582,1150.1374922408443,2012.2385042950984,1633.1593126856174,1824.7034615384616,964.7088274044796,803.5719572368421,892.4287003610108,1338.393017628759,684.6503045503404,1044.488736532811
01:40,623.3051661994393,496.989406779661,808.3307247363049,280.22484385843165,527.7695369030391,285.5099724896836,452.13001485884104,428.8401983218917,340.1630434782609,402.1480910142692,608.3191275167785,722.5200854700855,485.85537974683547,597.9125899280575,624.7899917965545,787.2690345368917,838.8298550724637,907.9659560929049,588.5332083556508,450.64035916824196,708.4646115130544,517.2048591938155,707.3275983146067,1027.1187345932622,1037.2195472511678,1347.9038691663343,798.573795761079,1092.304659498208,832.3110087902888,950.9177934018388,1181.3691913648006,678.989412568306,756.8091286307053,1136.173406442769,614.4130737134909,1099.9011223944415,1231.9421793921424,618.1433575181386,544.3739993595901,1664.9640016743408,980.0915411355736,961.5747531734838,1375.600566572238,443.4825396825397,649.721695985566,707.9249079059224,881.5641891891892,1277.5747724317296,1140.6675883256528,1547.4723618090452,1576.9583643122676,793.5371356941398,1573.2906862745099,1412.553013392857,1010.6999588984793,817.0184994861254,861.5918540517607,1881.8472739586862,836.3496428571428,1748.4122703023118,599.6007962359754,1287.7455968688846,1089.0818713450292,1156.1781259993604,1912.2298678633758,1579.6016736401673,1769.0974770642201,964.2096557890031,789.6013871889024,890.2687105500451,1330.0524152106887,690.8901137980085,960.5602350636631
02:00,599.4665042630938,471.8122041031036,780.0279006464784,271.5043830074174,521.8332729249728,326.7309772809232,428.5053683820807,409.86390073671964,342.27230626736645,395.28549676437,576.5965095986038,709.2144391920929,468.9179407176287,568.6369661266568,609.0019747235388,754.8423450188156,861.4021739130435,898.619365079365,553.1480289621883,439.8218623481781,702.2418444165621,528.8550328227572,674.8699856733524,1033.7001996007984,1015.5945363048166,1332.7286411716843,792.6985294117648,1063.1276485788114,821.4053594215228,945.7122769064359,1132.663564781675,671.0355785837651,764.3029794376836,1068.4605837738452,542.9357581483231,1100.5553797468353,1309.056338028169,572.4359316604377,515.4953589108911,1641.5482002482415,946.1944012441679,949.4792354884379,1420.4410810810812,401.6954069298952,576.9458946369245,649.0347182697781,853.2027250206442,1232.5422157149828,1085.9420741202118,1356.9525148391128,1549.3508256880734,776.6784922394678,1528.1577366049073,1356.030461031833,976.9878304657994,825.3882630337962,855.8060836501901,1844.6567265333786,802.9917437252312,1744.3790582041534,598.2381297571584,1263.3064452352708,1043.631555153707,1150.562703053931,1695.8553783965865,1507.2670820353064,1672.7991452991453,982.094956837801,775.6877049180328,867.587967183227,1293.4311377245508,600.8103370786517,943.0077369439072
02:20,601.7707724425887,439.20104166666664,746.8597709128775,261.6065006915629,525.0841654778887,311.4054054054054,408.61638733705774,415.17586079229915,348.3500756429652,381.59206471494605,567.9636918900577,662.412880458756,452.4203076923077,507.1798800799467,605.0533498759305,731.6105448843591,860.8139974779319,849.6078750406768,551.822257806245,428.39650145772595,663.1820029027576,515.3958785249457,665.6459004654494,1018.7487378640777,985.3040540540541,1282.3267162944583,757.3712062256809,1035.7229816868712,797.6974508984538,919.047180043384,1051.9522807017545,629.4166949440108,770.5767498976668,1047.00525474069,540.3188679245283,1072.7570828961175,1139.046539379475,569.1393939393939,489.70894526034715,1616.996684624948,968.5514900037722,915.5448062752555,1442.8733647305075,389.6188204683435,561.6541646371164,605.5905397562391,862.9585849870579,1168.411192214112,1020.4250783699059,1290.4956413449563,1543.5361623616236,725.4878280113816,1505.9719350073856,1307.2784775465498,945.0444906444907,799.8042845807987,854.823902027027,1836.2968485259235,811.2421818181818,1698.4223495702006,575.2261730205279,1154.5271600437477,1009.6542141230068,1173.9284307288247,1841.4726224783863,1407.8136246786632,1591.3663859111791,942.7733580018502,766.3945296311646,835.931899641577,1291.4724832214765,575.6726851851852,924.8859470468432
02:40,641.981459089077,471.2882191780822,816.4837013669821,241.40919037199126,529.6601283880171,301.3148854961832,440.94784240150096,428.0807498197549,353.13105413105416,386.2653771760155,582.9317394317394,708.920813500649,466.701217608492,586.8915353609381,498.17817723115735,791.5991727398069,858.7121081392005,882.4698795180723,553.1756198347107,485.76093680954483,686.056969346443,501.5360262008734,727.8395017793595,994.836919592299,1053.6406972607613,1337.7739888977003,741.0926216640503,1078.038775510204,847.2284429914181,930.0496141124587,1129.640565317036,659.6221374045801,787.6719064893189,1126.1933625259276,589.9415554532903,1076.7101147028154,1337.398947368421,587.5014252396994,521.296738779464,1577.4262634631318,996.4854802680566,976.5735328501286,1329.9036488027366,433.13777596075226,523.2247988641742,677.0610532407408,879.8155809859155,1169.840645897896,1130.6897985289415,1538.944569048382,1634.948282097649,715.3025527891585,1589.0767045454545,1425.013735523835,939.6903121199838,799.092299578059,836.7977243994943,1838.9834576710996,835.6902271907682,1738.194096351991,586.5373881932021,1282.9736127279782,1067.2096701310438,1193.3955757970073,2038.678694613956,1540.8468716861082,1735.2941404734188,961.2144479781917,758.8579144162858,848.3678160919541,1313.5969387755101,576.2218527315914,1073.8847320525783
03:00,634.7611401043757,460.11742424242425,802.7471224276247,255.62313697657913,523.0594380403459,295.68601855032637,419.8638392857143,420.34282624369143,358.6127541589649,376.267572815534,569.4203866432338,711.7632583792957,476.57698101837906,554.7909059593524,562.5234009360374,766.3304399289801,835.390988372093,887.747871643746,566.2785340314136,453.87385652383244,690.9853029394121,507.1310602024507,712.9637196195844,1009.9778625954199,1052.5248302965344,1326.4588469184891,710.3188064389478,910.3913521436424,839.5096930533118,909.1981390257253,1154.5509168942644,680.2649427723612,764.8645135880267,1115.5503416856493,627.5558086560364,1050.8130502330398,1299.6630692287445,581.7621872581893,522.1093901258471,1547.1301482701813,1002.296254681648,979.3058962264151,1324.2989283699944,410.13995943204867,513.4554502369668,658.2154340836013,859.8499353169469,1159.115813277338,1118.5775588048316,1499.1161616161617,1646.0643336868152,721.4633607075174,1575.3722248464808,1436.8376850605653,937.9565217391304,794.8584615384615,828.0741052631579,1840.6459669254134,792.73046875,1728.3912056737588,580.9816744520302,1253.1715355805243,1093.2371273712738,1179.4329663212436,1998.8807073106361,1541.827940861367,1756.8731631863882,955.5026978417267,738.7656886715566,842.9357394366198,1286.9935875801552,597.70796460177,1009.0556640625
