Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
00:00,644.8009728415079,568.5789124668435,1245.2181689809368,658.2831825037707,1014.1803956303513,628.5021754894851,1515.5706870229008,1143.3446737311767,808.6643717728055,1355.5743440233236,762.9407672849916,2638.9282260501664,984.1265688151457,500.0246612466125,432.7555707919095,790.5472392638037,861.899793814433,1081.0569125549584,644.4818850449469,621.0415754923414,851.6605504587156,712.1949061083532,895.1080707573245,1011.5974825174825,589.821970671469,646.4532177088088,418.3081614870752,883.9568788501027,785.3027115474521,770.5046860356139,638.5993067590988,603.8236458520785,684.2843101565344,910.7222952255804,898.8799055232558,688.0591869270626,636.4638327853453,939.6002004008016,540.6059915337024
00:20,625.0479115479116,558.4150380920835,1273.3133508478625,638.9972144846797,1008.7696579947384,638.3929336188437,1394.5499371859296,1189.6849602010893,812.448492159228,1341.9629485935984,776.6443809104904,2660.43387994584,987.0014903129658,504.23573938902405,437.01466992665036,763.5464231354642,843.100198019802,1059.915885604422,657.4434589800444,616.2650235391858,865.3895249695494,720.3817908524801,907.7738029719318,1023.1956037840846,596.5086317959289,661.9530474040632,397.94493521790343,885.703141091658,791.0408826945412,779.9751659700024,655.5855397148677,605.9534925805284,646.2057416267943,963.4814814814815,928.8157083257754,687.6815499606608,636.747932908103,937.6267157683294,547.7286269430052
00:40,644.6409531502424,578.4159439626418,1266.8231181542765,659.8310657596372,1013.3570149253732,628.773942898446,1486.913488372093,1170.073338963964,785.2014961389962,1365.6615895332943,747.797126686983,2547.157965999699,938.2234696038975,502.8224,443.191789819376,816.4174100276838,830.8850574712644,1075.9067208801723,623.1024027459954,606.0027056277056,817.6417841460596,733.1739799846035,900.0568707482993,994.738306548333,570.622504537205,637.529226618705,421.98517441860463,883.8905728230156,781.0287188691946,790.5806148791363,636.9712820512821,621.9851094366702,677.7444284687275,884.0120578778135,898.4546124102375,682.2480893592004,651.48732527837,952.5308230589803,537.2041086812459
01:00,648.5217569786536,612.8829634931997,1316.1303766436372,662.4152861445783,983.0462328767123,624.5582167832168,1511.768010155506,1152.4140852896235,782.9514731369151,1353.4935014548983,748.6971531046851,2480.5559723889555,894.4222952165879,477.88322021998596,446.9132890365448,835.969557195572,860.0743902439025,1047.1126147897535,621.8351995406259,588.7903311965812,851.8738650306749,739.9258780991736,898.4072668112798,999.9608282036934,556.3203328133126,620.472177696359,431.1184588844163,901.6889233954452,803.6000438308131,772.7641124189287,625.7220267417312,636.8688172043011,679.1927966101695,905.0447893569844,916.3838818249812,684.2860392967942,647.1363211951448,973.0478405315614,542.6905071521456
01:20,661.471264367816,610.9408410548824,1265.149806389158,652.8152889539136,1033.1162300511894,658.3063441990887,1509.394908413536,1190.035290835542,810.9730002523341,1338.4977829188356,744.6608965823347,2554.8995633187774,964.8738776362497,500.293126867699,467.0504913588614,816.2133660331085,876.2230244685119,1019.4995217599235,634.772299800513,606.8848182070496,843.2469490308687,737.6216687422167,918.6376496191513,1043.8412921348315,596.6548786783686,641.450135992747,399.5224669603524,862.0406962490806,804.2333049766057,803.2852564102565,633.9164955509925,635.2012882447665,651.9745852453229,910.7866836301951,889.3474732571007,674.9218875502008,656.8927570093458,978.1406040268456,541.6465160674514
01:40,655.9507930052868,595.8456399437412,1249.4073986246146,652.940612320177,1021.9106317411403,655.6804374240584,1496.2207588585763,1207.3848083623693,832.0070852675299,1337.1758706946316,758.7729777385938,2608.3099608787243,997.8681090076971,485.766137040715,465.60185799601857,802.5001533272002,899.8407900040306,1072.0281690140846,645.1974766867801,615.1280402571988,881.7370869033048,698.19677652153,936.1171146461876,1060.02752553916,601.4288283658788,670.5993492911922,402.92495585638613,852.6792040766804,772.5765033169271,794.2006377238165,636.8425443169969,615.0785994998214,640.0990063875089,945.4527181361352,936.6916712630998,687.7376749847839,659.6788421778084,960.5893769152196,542.6787173844702
02:00,643.4502660663119,581.589254153411,1198.0423793719683,648.9105016239624,1036.9926784624772,650.1948389331486,1452.026833073323,1233.6840655557087,850.6976172930484,1295.402602447077,747.6428099537546,2656.558476881233,1014.1143092105264,477.8968474148802,478.95217678100266,787.1563267813268,852.8185358255452,1066.6034359341445,672.5411896118403,622.1290411715944,878.8256070640176,709.1752731947718,940.3679060665362,1076.8372959037524,626.555981595092,665.8524935612269,410.72531682876513,858.5250123823675,813.20438957476,796.9859916441386,641.0852233676976,618.2019299499642,644.2556715880446,932.947689625109,930.3448212648946,672.7337394380036,651.616604477612,936.031800898721,538.9695003244647
02:20,647.6839485690584,591.7264777894369,1184.4611183355007,655.5482708933718,1042.053818400481,659.3338979860719,1261.0582811985512,1181.9538841614055,830.2334223949478,1242.1951861602106,764.4751344086021,2654.994103416994,976.5607262103506,502.33094318808605,442.58081761006287,781.9996932515337,809.4510408635313,1015.6325724319579,688.0051355206847,608.066427783903,871.536376953125,708.0393952299829,922.2628169014084,1070.9782421986831,621.2271918678526,647.5036005760921,414.8732846715329,898.4042553191489,795.9654861267765,745.0386416861827,641.3150357995227,626.6937963465365,629.4226698531922,936.1926994906621,930.83984375,659.9493353881718,651.0697510568342,934.2413910671668,550.9518518518519
02:40,687.6129032258065,599.1874130737135,1217.0681185110154,660.1010996807379,1016.7601453664446,679.8582633053221,1355.6045396419438,1155.154748603352,841.3213755566551,1258.0057350411012,744.6031284916202,2665.366493744278,986.3528305828285,497.3468819599109,454.2099861303745,778.3518176216883,767.7608029942157,1009.7389845672109,680.592675426335,608.5181718061674,877.2307135969141,745.5444998687319,927.5758005100595,1102.9910714285713,616.1536298568507,642.9893162393163,402.0294377391816,909.5257080010998,796.0085287846482,739.4807602064758,647.650102810144,639.5368497109827,655.9144385026738,914.4426751592357,964.23947858473,666.8025858741798,657.4508833922262,937.9581475128645,557.6441697293685
03:00,691.2184703010578,583.8468309859155,1259.6648474323988,650.3863718738673,1029.6281655342805,675.9384471468662,1311.3461153717906,1154.0225878416063,849.2862362971986,1279.7739818567843,733.5477635423691,2648.5369917456437,973.6680619506069,486.39554390563563,444.57170704539124,776.574855754631,771.2524916943522,1020.9892737430167,664.0237958715596,598.5652173913044,907.7283018867925,761.3921309743861,922.5595708639187,1100.8412054476962,609.312115999017,670.3120584079134,412.5578885972587,923.9497502203938,816.8106106106106,722.28120364484,627.3863945578231,622.8773028080844,652.2781316348195,924.1749460043196,927.1821062441752,662.1370163542082,659.2527810650888,942.9704282800816,558.6619289340101
03:20,660.5172975172975,583.0752840909091,1299.363948077394,648.5620823074217,1020.1956386292835,683.99165085389,1315.6900662251655,1122.5279209023813,833.421052631579,1271.1181302562097,733.349863512284,2638.779699938763,969.7331288343559,486.84367509986686,453.9329251322015,816.7666051660517,792.2783764367816,1034.9852905714974,637.0270833333333,585.2846534653465,878.3077805829699,747.2901041666667,919.9968926553672,1099.2835820895523,595.0620531154239,643.7404458598726,423.4018038987489,945.5943175161101,798.8534224475686,751.5198683282389,651.0146290491118,628.6847475832438,630.861735222952,927.8183836589698,905.760342899739,665.5907741041378,655.0187248163072,908.741168702542,560.6048780487805
