Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
00:00,1359.5007803355443,995.9190654985398,1508.8468797564688,1399.6794112367618,1934.8053642245877,1110.7771325590709,888.4631578947368,763.730651019838,2820.5732546706,1761.0355097365407,1885.2922788371366,467.5705213903743,1259.707024927161,1186.9029714978774,1366.2350119904077,1165.1227035226698,740.0,1374.345039826213,2382.400255754476,1696.9375166179207,839.1215445370776,1526.5727590221188,724.9458272327964,1148.2165427509294,1233.4535661218424,2513.0163934426228,974.9346153846154,930.6180456490728,1504.0446751992272,1655.408421672556,1739.0436626746507,2042.1736972704714,509.51514301738644,842.0915051311289,741.648447606727,633.6686633039092,793.9677285891601
00:20,1352.9139368094593,1012.38353765324,1509.4818209593645,1389.9416711397387,1903.9577922077922,1108.4061357171881,894.9060856498874,746.1709019826864,2759.5156965336823,1764.3002610966057,1859.5985696517414,470.24046757584193,1268.1565836298932,1179.531512605042,1377.6330625895844,1210.0989992852037,716.6909997068309,1370.5560375994216,2435.5977871786527,1698.1730158730159,855.9644917887261,1540.5710942071387,728.7983572895278,1151.68586152812,1232.0669728281669,2578.5597423510467,996.0817109953387,942.1201822004205,1466.1414309484194,1638.3214705882353,1229.9693325315695,2084.8882793017456,502.77890580936264,833.0998298355076,752.6817576564581,635.9027027027028,775.8003246753246
00:40,1254.9131769348828,1078.6744303797468,1518.7247087676271,1413.114484729416,1890.7685386286068,1113.7607993540573,901.5133630289532,809.3840220385675,2704.1593729588503,1785.0066647348594,1878.387849033446,496.72348166806603,1295.071405387861,1217.721549636804,1385.9495402027824,1239.594360086768,720.8906295329272,1375.2605253688378,2125.675923500131,1649.9112740141557,843.090319792567,1545.1158697565268,737.1489274770173,1161.420662598082,1224.3340691685062,2627.722240102993,1032.6681163359608,964.5409386776294,1538.7306471306472,1638.8835120254998,1728.2821896684657,2136.1480836236933,493.8407079646018,804.3272048261994,739.4505968169761,662.9192797267929,840.6631679389313
01:00,1309.5601943892202,1068.6969545681477,1560.4515734799877,1437.8753511235955,1911.788038610807,1160.7278630460448,911.9852561739772,818.4311260128527,2721.5612582781455,1780.742939481268,1926.5112376385975,511.0003404834865,1320.1714285714286,1297.996961409906,1380.452100047192,1284.2405541561714,769.8004043905257,1407.4015748031495,2136.1743429612284,1656.8538732394366,845.1076512455516,1583.7033031277404,767.4220880405143,1222.3053077609277,1200.9751192910703,2584.4782469609727,1061.3721117678667,957.4448709002094,1567.0374758220503,1716.272806004619,1363.0313741064338,2119.3088692326082,472.5857876249662,798.9783424776206,743.6855263157895,733.1934487021014,777.3762886597938
01:20,1250.8693269019952,1007.9291914116035,1550.520380018388,1430.0660095053688,1936.2775339826608,1131.3487668683108,896.9305555555555,731.2736429770565,2745.1319512997698,1765.6779069767442,1867.8208180708182,490.60662525879917,1250.7034659820283,1210.9897000908816,1368.6502242152467,1151.996070025009,731.7982633863966,1372.7024495677233,2319.720668693009,1714.5022003624126,867.098852603707,1451.3617146212566,716.8781210325857,1148.8098086124403,1183.9217479674796,2589.3477983407784,989.1801125703565,916.4182590233546,1539.7540106951872,1681.8825910931173,1276.4542930795162,2054.7536054754337,504.23851590106005,831.9712414578588,747.4189100459619,638.9577067669173,738.1798623063684
01:40,1507.9547240024808,925.6136865342163,1565.4539353264186,1448.5978723404255,1909.7489850480245,1124.7837647058823,943.2346866096866,782.1701828410689,2801.124918032787,1786.41,1888.7012597480505,479.4806307850531,1281.8289304123712,1255.8404223227753,1401.2748519788097,1198.7064693737095,764.4404526166902,1414.4653148345785,2162.2508554882866,1675.0038402457758,837.1078561917443,1508.783029947152,744.0731954582319,1216.626158599382,1226.1752921535892,2616.5246736708054,1043.6870660838263,939.7812934631432,1572.8728792721909,1725.7208297320658,1321.839189994044,2099.9306260575295,502.0047406581149,863.753529079616,735.9322813938198,668.230358265242,801.053425247738
02:00,1298.3064876957494,916.6192434210526,1509.27597799511,1441.5340223944875,1950.6310982162047,1068.6591443347438,851.7877323420074,762.7533179457588,2698.4143968871595,1733.2350668647846,1752.2431846344487,438.3878702397743,1270.335218347471,1189.208672086721,1393.9143033292232,1200.0143994579028,737.6971642589621,1324.6833452466046,2145.516684901532,1615.7501285347043,825.1422142214221,1507.7054714784633,755.596188565697,1191.0461725394896,1161.3130491376505,2493.538729054695,972.4617346938776,935.0006816632583,1607.9390032234069,1702.5136142161077,1351.3559723593287,2033.9058262179808,500.19275700934577,869.8237657864523,728.8460275771504,868.2287028073572,755.8941176470588
02:20,1323.028699315429,902.126118449084,1260.6199623352165,1460.842432619212,1887.990135501355,1091.8879361914258,865.9283154121864,786.4930496453901,2688.4125896934115,1634.092850786117,1693.4171322160148,458.6396933560477,1230.235004613965,1225.3562728380025,1287.609595484478,1286.0055230125522,749.8488816148391,1304.2739054290719,2041.0758905524006,1577.533399553017,788.2146666666666,1496.1133544851457,795.4131511190335,1173.2624092009685,1160.0175729442972,2412.9580463368816,1040.5991389619708,872.3246396705559,1513.0725401005507,1697.8220620842571,1407.0511573623808,2080.5399014778327,452.9138717467132,809.5794739851343,678.9706367535467,872.0693404203914,708.2982165076731
02:40,1309.1464933658272,867.7461832061068,1224.3073411943706,1429.5216758330637,1914.6646706586826,1122.3282485875707,821.4803448275862,847.1560644614079,2530.1189792663477,1518.6133896260556,1648.8575085324233,450.9056329849013,1173.4186163522013,1312.7057745187901,1223.8946629213483,1354.2439384010486,800.9663551401869,1260.3060595686409,1989.5440721649484,1721.9759286158953,724.7367965367965,1493.8511560693642,777.2895728643216,1214.1785304247992,1158.3009741350352,2448.214420654912,969.5528249303268,875.7815583531814,1524.8455264458726,1643.07362967003,1434.6477250537005,2099.429635145197,362.36430032135553,712.2878346915018,625.0614203454894,736.7612687813022,638.4091620986687
03:00,1305.3088313061871,884.2409240924093,1217.3937160589605,1438.979453217864,1895.2363074204948,1128.7863372093022,803.1215083798883,835.283258173619,2513.402901417738,1573.4799883143442,1475.7922044398554,423.91260037059914,1218.3550905683946,1278.4117647058824,1200.2262946323008,1341.0045256453236,771.2834540091177,1213.6013888888888,1924.5255455712452,1397.3271832718326,729.0716168717047,1435.000291970803,765.0748140276302,1193.5280116110305,1136.2703341208235,2412.427890724269,938.9399172950621,814.3538781163435,1498.7350847041494,1668.5818729463308,1396.3869889937107,2066.9949507700076,375.9175167589624,675.7410870835769,647.7420402859,714.7859858772406,626.0669041963579
